event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	atomic_default_de	statement_translation_de
105	B1-S002	B1	f81v	sar	MC055	AR	Quelle	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
106	B1-S002	B1	f81v	ol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
107	B1-S002	B1	f81v	kain	MC105	AIN	Anteil	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
108	B1-S002	B1	f81v	olkain	MC097	OL+AIN	weiter+Anteil	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
109	B1-S002	B1	f81v	al	MC154	AL	Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
110	B1-S002	B1	f81v	ol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
111	B1-S002	B1	f81v	rol	MC016	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
112	B1-S002	B1	f81v	dl	MC012	LOCAL_WHOLE	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
113	B1-S002	B1	f81v	olor	MC157	OL+OR	weiter+Ansatz	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
114	B1-S002	B1	f81v	ol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
115	B1-S002	B1	f81v	sheckhal	MC058	CKH+E+AL	Durchlass+kurz+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
116	B1-S002	B1	f81v	daiin	MC039	AIIN	Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
117	B1-S002	B1	f81v	qokeedal	MC096	OK+EE+AL	ansetzen+länger+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
118	B1-S002	B1	f81v	daiin	MC039	AIIN	Sollmaß	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
119	B1-S002	B1	f81v	chckhy	MC035	CKH+Y	Durchlass+Posten	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
120	B1-S002	B1	f81v	schedy	MC025	CHD+CLOSE	umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
121	B1-S003	B1	f81v	qol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe
122	B1-S003	B1	f81v	sshkchdy	MC061	SH+KCH+CHD+CLOSE	halten+bearbeiten+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe
123	B1-S004	B1	f81v	chedy	MC074	CHD+Y	umsetzen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
124	B1-S004	B1	f81v	ol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
125	B1-S004	B1	f81v	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
126	B1-S005	B1	f81v	qolchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe
127	B1-S006	B1	f81v	qokain	MC017	OK+AIN	ansetzen+Anteil	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
128	B1-S006	B1	f81v	shckhy	MC035	CKH+Y	Durchlass+Posten	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
129	B1-S006	B1	f81v	dl	MC012	LOCAL_WHOLE	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
130	B1-S006	B1	f81v	ral	MC056	AL	Ziel	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
131	B1-S007	B1	f81v	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe
132	B1-S008	B1	f81v	chey	MC123	Y	Posten	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
133	B1-S008	B1	f81v	ol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
134	B1-S008	B1	f81v	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
135	B1-S008	B1	f81v	ol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
136	B1-S008	B1	f81v	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
137	B1-S009	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
138	B1-S010	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
139	B1-S011	B1	f81v	chckhy	MC035	CKH+Y	Durchlass+Posten	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an
140	B1-S011	B1	f81v	qoky	MC026	OK+Y	ansetzen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an
141	B1-S012	B1	f81v	lsho	MC130	WASH	waschen	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
142	B1-S012	B1	f81v	qokey	MC007	OK+E+Y	ansetzen+kurz+Posten	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
143	B1-S012	B1	f81v	lshedy	MC038	WASH+CLOSE	waschen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
144	B1-S013	B1	f81v	lshedy	MC038	WASH+CLOSE	waschen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Wasche und schließe
145	B1-S014	B1	f81v	chedy	MC074	CHD+Y	umsetzen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
146	B1-S014	B1	f81v	qolky	MC134	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
147	B1-S014	B1	f81v	lchedal	MC051	L+CHD+AL	abführen+umsetzen+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
148	B1-S014	B1	f81v	qol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
149	B1-S014	B1	f81v	otar	MC121	OT+AR	danach+Quelle	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
150	B1-S015	B1	f81v	ytey	MC109	Y+E+TY	Posten+kurz+Teil	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
151	B1-S015	B1	f81v	okchedy	MC005	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
152	B1-S016	B1	f81v	qokal	MC040	OK+AL	ansetzen+Ziel	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
153	B1-S016	B1	f81v	okeey	MC002	OK+EE+Y	ansetzen+länger+Posten	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
154	B1-S016	B1	f81v	qol	MC153	OL	weiter	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
155	B1-S016	B1	f81v	cheedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
156	B1-S017	B1	f81v	sal	MC154	AL	Ziel	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
157	B1-S017	B1	f81v	teol	MC106	E+OL	kurz+weiter	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
158	B1-S017	B1	f81v	dchdy	MC139	CHD+CLOSE	umsetzen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
159	B1-S018	B1	f81v	ly	MC118	L+Y	abführen+Posten	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
160	B1-S018	B1	f81v	dsheol	MC076	SH+E+OL	halten+kurz+weiter	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
161	B1-S018	B1	f81v	oiiin	MC033	IIN	Stufe	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
162	B1-S018	B1	f81v	olkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
163	B1-S019	B1	f81v	tedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Lass absetzen und schließe
164	B1-S020	B1	f81v	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
165	B1-S020	B1	f81v	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
166	B1-S021	B1	f81v	chal	MC154	AL	Ziel	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten dorthin
167	B2-S001	B2	f82r	dchedy	MC025	CHD+CLOSE	umsetzen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze um und schließe
168	B2-S002	B2	f82r	qolchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Führe weiter und schließe
169	B2-S003	B2	f82r	qokain	MC017	OK+AIN	ansetzen+Anteil	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe
170	B2-S003	B2	f82r	dy	MC123	Y	Posten	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe
171	B2-S003	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe
172	B2-S004	B2	f82r	qokal	MC040	OK+AL	ansetzen+Ziel	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
173	B2-S004	B2	f82r	lcheckhy	MC168	L+CKH+Y	abführen+Durchlass+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
174	B2-S004	B2	f82r	lched	MC127	L+CHD	abführen+umsetzen	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
175	B2-S004	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
176	B2-S004	B2	f82r	lcheckhedy	MC133	L+CKHE+CLOSE	abführen+trennen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
177	B2-S005	B2	f82r	qokaly	MC054	OK+AL+Y	ansetzen+Ziel+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
178	B2-S005	B2	f82r	solkaiin	MC036	SOLK+AIIN	sammeln+Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
179	B2-S005	B2	f82r	chckhy	MC035	CKH+Y	Durchlass+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
180	B2-S005	B2	f82r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
181	B2-S005	B2	f82r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
182	B2-S005	B2	f82r	octheol	MC112	CTH+OL	bereit+weiter	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
183	B2-S005	B2	f82r	chkeey	MC166	CHK+EE+Y	wärmen+länger+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
184	B2-S005	B2	f82r	ldy	MC004	L+CLOSE	abführen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
185	B2-S006	B2	f82r	oteey	MC063	OT+EE+Y	danach+länger+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
186	B2-S006	B2	f82r	qokal	MC040	OK+AL	ansetzen+Ziel	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
187	B2-S006	B2	f82r	sheckhy	MC132	CKH+E+Y	Durchlass+kurz+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
188	B2-S006	B2	f82r	qoky	MC026	OK+Y	ansetzen+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
189	B2-S007	B2	f82r	dshedy	MC138	SHED+E+CLOSE	absetzen+kurz+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe
190	B2-S008	B2	f82r	sotaiin	MC060	OT+AIIN	danach+Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe
191	B2-S008	B2	f82r	qokar	MC044	OK+AR	ansetzen+Quelle	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe
192	B2-S008	B2	f82r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe
193	B2-S009	B2	f82r	solshedy	MC149	OL+SHED+CLOSE	weiter+absetzen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Lass weiter absetzen und schließe
194	B2-S010	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
195	B2-S010	B2	f82r	qoky	MC026	OK+Y	ansetzen+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
196	B2-S010	B2	f82r	ls	MC065	L	abführen	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
197	B2-S010	B2	f82r	cheey	MC119	CHEEY	Ergebnis	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
198	B2-S011	B2	f82r	okain	MC017	OK+AIN	ansetzen+Anteil	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
199	B2-S011	B2	f82r	char	MC055	AR	Quelle	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
200	B2-S011	B2	f82r	okain	MC017	OK+AIN	ansetzen+Anteil	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
201	B2-S011	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
202	B2-S012	B2	f82r	lchy	MC008	L+Y	abführen+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
203	B2-S012	B2	f82r	cheey	MC119	CHEEY	Ergebnis	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
204	B2-S012	B2	f82r	qcthey	MC073	CTH+E+Y	bereit+kurz+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
205	B2-S012	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
206	B2-S012	B2	f82r	lcheey	MC066	L+CHEEY	abführen+Ergebnis	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
207	B2-S012	B2	f82r	daiin	MC039	AIIN	Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
208	B2-S012	B2	f82r	chey	MC123	Y	Posten	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
209	B2-S012	B2	f82r	qokeeedy	MC140	OK+EEE+CLOSE	ansetzen+vollständig+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
210	B2-S013	B2	f82r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Führe ab und schließe
211	B2-S014	B2	f82r	lar	MC029	L+AR	abführen+Quelle	An der jeweils neu gesetzten lokalen Beckenstation: Führe von dort ab.
212	B2-S015	B2	f82r	tshey	MC141	CHEEY	Ergebnis	An der jeweils neu gesetzten lokalen Beckenstation: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
213	B2-S015	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
214	B2-S016	B2	f82r	cheal	MC154	AL	Ziel	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
215	B2-S016	B2	f82r	lchedar	MC011	L+CHD+AR	abführen+umsetzen+Quelle	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
216	B2-S016	B2	f82r	ches	MC152	PARTITION	teilen	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
217	B2-S016	B2	f82r	aiin	MC039	AIIN	Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
218	B2-S016	B2	f82r	oteey	MC063	OT+EE+Y	danach+länger+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
219	B2-S016	B2	f82r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
220	B2-S016	B2	f82r	okey	MC007	OK+E+Y	ansetzen+kurz+Posten	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
221	B2-S016	B2	f82r	pchedy	MC070	P+CHD+CLOSE	zuführen+umsetzen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
222	B2-S017	B2	f82r	rsheal	MC102	SH+E+AL	halten+kurz+Ziel	An der jeweils neu gesetzten lokalen Beckenstation: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.
223	B2-S017	B2	f82r	daldy	MC079	AL+CLOSE	Ziel+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.
224	B2-S018	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe
225	B2-S019	B2	f82r	rshedy	MC084	WASH+CLOSE	waschen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Waschgang aus und schließe.
