page	page_title_de	unit	section	orders	owner_or_handle_de	surface_sequence	atomic_root_sequence_de	dictionary_literal_de	fluent_workshop_reading_de	predicted_surface_sequence	source_unit_copies
f82r	Badblatt B — mehrere lokale Stationen	B2-S015	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	tshey qokeedy	HALTEN · KURZ · POSTEN ; ANSETZEN · LANG · SCHLIESSEN	HALTEN · KURZ · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	tshey qokeedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S016	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	dal lchedar ches daiin oteey qokaiin okey pchedy	ZIELSTELLE ; LEITEN · UMSETZEN · QUELLE ; ENTNEHMEN · KURZ · PROBE ; MASS ; DANACH · LANG · POSTEN ; ANSETZEN · MASS ; ANSETZEN · KURZ · POSTEN ; EINBRINGEN · UMSETZEN · SCHLIESSEN	ZIELSTELLE; LEITEN · UMSETZEN · QUELLE; ENTNEHMEN · KURZ · PROBE; EIN KLEINER SCHOEPFBECHER; DANACH LANG HALTEN; ANSETZEN · EIN KLEINER SCHOEPFBECHER; ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN; EINBRINGEN · UMSETZEN · SCHLIESSEN	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einbringen, umsetzen und schliessen.	dal lchedar ches daiin oteey qokaiin okey pchedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S017	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	rsheal daldy	KUEHL · HALTEN · KURZ · ZIELSTELLE ; ZIELSTELLE · SCHLIESSEN	KUEHL · HALTEN · KURZ · ZIELSTELLE; ZIELSTELLE · SCHLIESSEN	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.	rsheal daldy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S018	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	qokeedy	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	qokeedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S019	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	rshedy	KUEHL · RUHEN · SCHLIESSEN	KUEHL · RUHEN · SCHLIESSEN	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.	rshedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S020	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	qoteedy	DANACH · LANG · SCHLIESSEN	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	qoteedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S021	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	qokeedy	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	qokeedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S022	HOW	WH02	WH02:kleine Randstationen des unteren Beckens	lochedy	LEITEN · ARBEITSGANG · UMSETZEN · SCHLIESSEN	LEITEN · ARBEITSGANG · UMSETZEN · SCHLIESSEN	An den Randstationen des unteren Beckens: Im Arbeitsgang leiten und umsetzen; den Schritt schliessen.	lochedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S001	HOW	WH03	WH03:obere offene Fächerstation am Rand	olkeedy	SAMMELN · LANG · SCHLIESSEN	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An der oberen offenen Faecherstation: Laenger sammeln und den Schritt schliessen.	olkeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S002	HOW	WH03	WH03:obere offene Fächerstation am Rand	qotal chkeedy	DANACH · ZIELSTELLE ; WAERMEN · LANG · SCHLIESSEN	DANACH · ZIELSTELLE; WAERMEN · LANG · SCHLIESSEN	An der oberen offenen Faecherstation: Danach zur Zielstelle; dann laenger erwaermen; den Schritt schliessen.	qotal chkeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S003	HOW	WH03	WH03:obere offene Fächerstation am Rand	chey daiin chey lchedy	POSTEN ; MASS ; POSTEN ; LEITEN · UMSETZEN · SCHLIESSEN	POSTEN; EIN KLEINER SCHOEPFBECHER; POSTEN; LEITEN · UMSETZEN · SCHLUSS	An der oberen offenen Faecherstation: Den laufenden Posten nach Sollmass beibehalten, anschliessend leiten und umsetzen, dann schliessen.	chey daiin chey lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S004	HOW	WH03	WH03:obere offene Fächerstation am Rand	qokaiin qotal char	ANSETZEN · MASS ; DANACH · ZIELSTELLE ; QUELLE	ANSETZEN · EIN KLEINER SCHOEPFBECHER; DANACH · ZIELSTELLE; QUELLE	An der oberen offenen Faecherstation: Nach Sollmass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.	qokaiin qotal char	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S005	HOW	WH03	WH03:mittlere Randfigur im runden Gefäß	schedy	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	schedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S006	HOW	WH03	WH03:mittlere Randfigur im runden Gefäß	chedchy qokal qolchedy	UMSETZEN · POSTEN ; ANSETZEN · ZIELSTELLE ; FORTSETZEN · UMSETZEN · SCHLIESSEN	UMSETZEN · POSTEN; ANSETZEN · ZIELSTELLE; WEITER · UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	chedchy qokal qolchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S007	HOW	WH03	WH03:mittlere Randfigur im runden Gefäß	qokaiin chedy qokeedy	ANSETZEN · MASS ; UMSETZEN · POSTEN ; ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · EIN KLEINER SCHOEPFBECHER; UMSETZEN · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	qokaiin chedy qokeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S008	HOW	WH03	WH03:mittlere Randfigur im runden Gefäß	lchedy	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	Am runden Mittelgefaess: Leiten und umsetzen; den Schritt schliessen.	lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S009	HOW	WH03	WH03:mittlere Randfigur im runden Gefäß	qoky	ANSETZEN · POSTEN	ANSETZEN · POSTEN	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	qoky	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S010	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß	pchedal otedy	EINBRINGEN · UMSETZEN · ZIELSTELLE ; DANACH · KURZ · SCHLIESSEN	EINBRINGEN · UMSETZEN · ZIELSTELLE; DANACH · KURZ · SCHLIESSEN	Am unteren Korbgefaess: An der Zielstelle einbringen und umsetzen; danach den kurzen Folgeschritt schliessen.	pchedal otedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S011	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß	shecthedchy qoky chedy chary	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN ; ANSETZEN · POSTEN ; UMSETZEN · POSTEN ; QUELLE · POSTEN	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN; ANSETZEN · POSTEN; UMSETZEN · POSTEN; QUELLE · POSTEN	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	shecthedchy qoky chedy chary	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S012	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß	or shedy	ANSATZ ; RUHEN · SCHLIESSEN	ANSATZ; STEHENLASSEN · SCHLUSS	Am unteren Korbgefaess: Den Ansatz stehen lassen und den Schritt schliessen.	or shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S013	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß	qokaiin kain qcthey qokedy	ANSETZEN · MASS ; ZUGEBEN · PORTION ; BEREIT · KURZ · POSTEN ; ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KLEINER SCHOEPFBECHER; ZUGEBEN · EIN ABGEGRENZTER TEIL; BEREITEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	qokaiin kain qcthey qokedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S014	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß	okair sheedy	ANSETZEN · LAUF ; HALTEN · LANG · SCHLIESSEN	ANSETZEN · LAUF; HALTEN · LANG · SCHLIESSEN	Am unteren Korbgefaess: Das laufende Wasser ansetzen; dann laenger halten; den Schritt schliessen.	okair sheedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S015	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß	lchedy	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	Am unteren Korbgefaess: Leiten und umsetzen; den Schritt schliessen.	lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S016	HOW	WH03	WH03:untere Randfigur im korbartigen Gefäß -> unverbundener Zwischenbereich	lo okchedy	LEITEN · ARBEITSGANG ; ANSETZEN · UMSETZEN · SCHLIESSEN	LEITEN · ARBEITSGANG; ANSETZEN · UMSETZEN · SCHLUSS	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	lo okchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S017	HOW	WH03	WH03:unverbundener Zwischenbereich	qokeedy	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	qokeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S018	HOW	WH03	WH03:unverbundener Zwischenbereich	shedy	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Stehen lassen; den Schritt schliessen.	shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S019	HOW	WH03	WH03:unverbundener Zwischenbereich	qokshedy	ANSETZEN · HALTEN · KURZ · SCHLIESSEN	ANSETZEN · HALTEN · KURZ · SCHLIESSEN	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	qokshedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S020	HOW	WH03	WH03:unverbundener Zwischenbereich	dal lchedy	ZIELSTELLE ; LEITEN · UMSETZEN · SCHLIESSEN	ZIELSTELLE; LEITEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	dal lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S021	HOW	WH03	WH03:unverbundener Zwischenbereich	qokaiin checthy dal chey daiin shedal shecthy chey dal checthy dalchdy	ANSETZEN · MASS ; BEREIT · POSTEN ; ZIELSTELLE ; POSTEN ; MASS ; RUHEN · ZIELSTELLE ; HALTEN · KURZ · BEREIT · POSTEN ; POSTEN ; ZIELSTELLE ; BEREIT · POSTEN ; ZIELSTELLE · UMSETZEN · SCHLIESSEN	ANSETZEN · EIN KLEINER SCHOEPFBECHER; BEREITEN · POSTEN; ZIELSTELLE; POSTEN; EIN KLEINER SCHOEPFBECHER; STEHENLASSEN · ZIELSTELLE; HALTEN · KURZ · BEREIT · POSTEN; POSTEN; ZIELSTELLE; BEREITEN · POSTEN; ZIELSTELLE · UMSETZEN · SCHLIESSEN	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	qokaiin checthy dal chey daiin shedal shecthy chey dal checthy dalchdy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S022	HOW	WH03	WH03:unverbundener Zwischenbereich	qotchedy	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	qotchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S023	HOW	WH03	WH03:unverbundener Zwischenbereich	lchedy	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Leiten und umsetzen; den Schritt schliessen.	lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S024	HOW	WH03	WH03:unverbundener Zwischenbereich	schedy	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	schedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S025	HOW	WH03	WH03:unverbundener Zwischenbereich	qokchdy	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	qokchdy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S026	HOW	WH03	WH03:unverbundener Zwischenbereich -> sichtbares Figurenpaar mit gemeinsamem Bogen in B3	cheedar chldaiin chedy qokain checthy chealror olkeedy	LANG · QUELLE ; LEITEN · MASS ; UMSETZEN · POSTEN ; ANSETZEN · PORTION ; BEREIT · POSTEN ; ZIELSTELLE · KUEHL · ANSATZ ; SAMMELN · LANG · SCHLIESSEN	LANG · QUELLE; LEITEN · MASS; UMSETZEN · POSTEN; ANSETZEN · EIN ABGEGRENZTER TEIL; BEREITEN · POSTEN; ZIELSTELLE · KUEHL · ANSATZ; SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	cheedar chldaiin chedy qokain checthy chealror olkeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S027	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoteedy	DANACH · LANG · SCHLIESSEN	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	qoteedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S028	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeey qokedy	ANSETZEN · LANG · POSTEN ; ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	qokeey qokedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S029	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ol cheeety qokedy	FORTSETZEN ; VOLLSTAENDIG · BEARBEITEN · POSTEN ; ANSETZEN · KURZ · SCHLIESSEN	FORTSETZEN; VOLLSTAENDIG · BEARBEITEN · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann den laufenden Posten vollstaendig bearbeiten; dann kurz ansetzen; den Schritt schliessen.	ol cheeety qokedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S030	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoky daiin schedair otchedy	ANSETZEN · POSTEN ; MASS ; UMSETZEN · LAUF ; DANACH · UMSETZEN · SCHLIESSEN	ANSETZEN · POSTEN; EIN KLEINER SCHOEPFBECHER; UMSETZEN · LAUF; DANACH · UMSETZEN · SCHLIESSEN	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, das laufende Wasser umsetzen; danach nochmals umsetzen und schliessen.	qoky daiin schedair otchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S031	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeedy	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	qokeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S032	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedain chedy qotedaiin otaiin otedy	UMSETZEN · PORTION ; UMSETZEN · POSTEN ; DANACH · KURZ · MASS ; DANACH · MASS ; DANACH · KURZ · SCHLIESSEN	UMSETZEN · PORTION; UMSETZEN · POSTEN; DANACH · KURZ · MASS; DANACH · EIN KLEINER SCHOEPFBECHER; DANACH · KURZ · SCHLIESSEN	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Sollmass, anschliessend nochmals nach Sollmass und den folgenden Kurzschritt schliessen.	chedain chedy qotedaiin otaiin otedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S033	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ldy	LEITEN · SCHLIESSEN	LEITEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Leiten; den Schritt schliessen.	ldy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B3-S034	HOW	WH03	WH03:sichtbares Figurenpaar mit gemeinsamem Bogen in B3	oiiin checthy chety otaiin olsaly shedy	ARBEITSGANG · STUFE ; BEREIT · POSTEN ; BEARBEITEN · POSTEN ; DANACH · MASS ; FORTSETZEN · ZIELSTELLE · POSTEN ; RUHEN · SCHLIESSEN	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE; BEREITEN · POSTEN; BEARBEITEN · POSTEN; DANACH · EIN KLEINER SCHOEPFBECHER; FORTSETZEN · ZIELSTELLE · POSTEN; STEHENLASSEN · SCHLUSS	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Stufe fuehren; den Posten bereitet halten und bearbeiten; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.	oiiin checthy chety otaiin olsaly shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S001	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	qokeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S002	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qolchey qokeey qokedy	FORTSETZEN · POSTEN ; ANSETZEN · LANG · POSTEN ; ANSETZEN · KURZ · SCHLIESSEN	FORTSETZEN · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten weiterarbeiten; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	qolchey qokeey qokedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S003	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy qotal otchey qokeey qoky ol shedy	UMSETZEN · POSTEN ; DANACH · ZIELSTELLE ; DANACH · POSTEN ; ANSETZEN · LANG · POSTEN ; ANSETZEN · POSTEN ; FORTSETZEN ; RUHEN · SCHLIESSEN	UMSETZEN · POSTEN; DANACH · ZIELSTELLE; DANACH · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · POSTEN; FORTSETZEN; STEHENLASSEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zur Zielstelle und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, weiterarbeiten, stehen lassen und schliessen.	chedy qotal otchey qokeey qoky ol shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S004	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokylddy	ANSETZEN · POSTEN · FESTBINDEN · SCHLIESSEN	ANSETZEN · POSTEN · FESTBINDEN · SCHLIESSEN	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	qokylddy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S005	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	dain chedy qokeedy	PORTION ; UMSETZEN · POSTEN ; ANSETZEN · LANG · SCHLIESSEN	EIN ABGEGRENZTER TEIL; UMSETZEN · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	dain chedy qokeedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S006	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	shckhedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S007	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	shckhedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S008	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	daiin cheeky sheey qokedy	MASS ; WAERMEN · LANG · POSTEN ; HALTEN · LANG · POSTEN ; ANSETZEN · KURZ · SCHLIESSEN	EIN KLEINER SCHOEPFBECHER; WAERMEN · LANG · POSTEN; LANG HALTEN; ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Sollmass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	daiin cheeky sheey qokedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S009	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Stehen lassen; den Schritt schliessen.	shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S010	HOW	WH04	WH04:sichtbares Figurenpaar mit gemeinsamem Bogen in B4	oldy	FORTSETZEN · SCHLIESSEN	FORTSETZEN · SCHLIESSEN	Am zweiten durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; den Schritt schliessen.	oldy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S011	HOW	WH04	WH04:linke Hauptstation mit offenem Fransenlauf	daiin cheky okeeol qokain chedy ol lkedy	MASS ; WAERMEN · KURZ · POSTEN ; ANSETZEN · LANG · FORTSETZEN ; ANSETZEN · PORTION ; UMSETZEN · POSTEN ; FORTSETZEN ; LEITEN · ZUGEBEN · KURZ · SCHLIESSEN	EIN KLEINER SCHOEPFBECHER; WAERMEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · LANG · FORTSETZEN; ANSETZEN · EIN ABGEGRENZTER TEIL; UMSETZEN · POSTEN; FORTSETZEN; LEITEN · ZUGEBEN · KURZ · SCHLIESSEN	An der linken offenen Randstation: Nach Sollmass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, weiterarbeiten, kurz leiten und zugeben, dann schliessen.	daiin cheky okeeol qokain chedy ol lkedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S012	HOW	WH04	WH04:linke Hauptstation mit offenem Fransenlauf	lchedy	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	An der linken offenen Randstation: Leiten und umsetzen; den Schritt schliessen.	lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S013	HOW	WH04	WH04:linke Hauptstation mit offenem Fransenlauf	qokol shedy	ANSETZEN · FORTSETZEN ; RUHEN · SCHLIESSEN	ANSETZEN · FORTSETZEN; STEHENLASSEN · SCHLUSS	An der linken offenen Randstation: Weiter ansetzen; dann stehen lassen; den Schritt schliessen.	qokol shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S014	HOW	WH04	WH04:linke Hauptstation mit offenem Fransenlauf	or chey qockhey dairydy	ANSATZ ; POSTEN ; ARBEITSGANG · DURCHLASS · KURZ · POSTEN ; LAUF · POSTEN · SCHLIESSEN	ANSATZ; POSTEN; ARBEITSGANG · DURCHLASS · KURZ · POSTEN; LAUF · POSTEN · SCHLIESSEN	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, das laufende Wasser als aktuellen Posten fuehren und schliessen.	or chey qockhey dairydy	1
