exact_card_id	registered_surfaces	component_recipe	component_values_de	working_reading_de	exact_semantic_rebuild	card_tier	core15_components	core15_touch	fully_core15	events	copy_rule
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · DIES	LEITEN · ENTNEHMEN · DIES	YES	PRODUCTIVE_RECIPE	L+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC117	qcthey|shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	BEREITEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC118	lcheey	L+EE+Y	LEITEN · LANG · DIES	LEITEN · LANG · DIES	YES	PRODUCTIVE_RECIPE	L+EE+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	ANSETZEN · VOLL · SCHLUSS	YES	PRODUCTIVE_RECIPE	OK+EEE+DY	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	L+CHD+DY	YES	YES	8	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC121	lar	L+AR	LEITEN · QUELLE	LEITEN · QUELLE	YES	PRODUCTIVE_RECIPE	L+AR	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	HALTEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLE	YES	PRODUCTIVE_RECIPE	L+CHD+AR	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC124	ches	CH+E+S	ENTNEHMEN · KURZ · TEIL	ENTNEHMEN · KURZ · TEIL	YES	LOCAL_SINGLETON_PLUS_RULES	E	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC125	pchedy	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	FUELLEN · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	CHD+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	E+AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	ZIELSTELLE · SCHLUSS	YES	PRODUCTIVE_RECIPE	AL+DY	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	KUEHLEN · ABSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	DANACH · LANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	OT+EE+DY	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	L+CHD+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC131	otal|qotal	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	OT+AL	YES	YES	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	WAERMEN · LANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	EE+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC134	pchedal	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	FUELLEN · UMSETZEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	CHD+AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	OT+E+DY	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	YES	PRODUCTIVE_RECIPE	E+CHD+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC137	chary	AR+Y	QUELLE · DIES	QUELLE · DIES	YES	PRODUCTIVE_RECIPE	AR+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC138	okair	OK+AIR	ANSETZEN · WASSER	ANSETZEN · WASSER	YES	PRODUCTIVE_RECIPE	OK	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	HALTEN · LANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	EE+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC140	lo	L+O	LEITEN · ARBEITSGANG	LEITEN · ARBEITSGANG	YES	PRODUCTIVE_RECIPE	L	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	ANSETZEN · HALTEN · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	OK+E+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC142	shedal	SHED+AL	ABSETZEN · ZIELSTELLE	ABSETZEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	AL	YES	NO	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	HALTEN · KURZ · BEREITEN · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	ZIELSTELLE · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	AL+CHD+DY	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC145	otchedy|qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	OT+CHD+DY	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	OT+CHD+DY	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC146	cheedar	EE+AR	LANG · QUELLE	LANG · QUELLE	YES	PRODUCTIVE_RECIPE	EE+AR	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC147	chldaiin	L+AIIN	LEITEN · SOLLMASS	LEITEN · SOLLMASS	YES	PRODUCTIVE_RECIPE	L+AIIN	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	ZIELSTELLE · KUEHLEN · ANSATZ	YES	PRODUCTIVE_RECIPE	AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC149	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	VOLL · ANWENDEN · DIES	YES	PRODUCTIVE_RECIPE	EEE+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	UMSETZEN · WASSER	YES	PRODUCTIVE_RECIPE	CHD	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	UMSETZEN · PORTION	YES	PRODUCTIVE_RECIPE	CHD+AIN	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLMASS	DANACH · KURZ · SOLLMASS	YES	PRODUCTIVE_RECIPE	OT+E+AIIN	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	WEITER · ZIELSTELLE · DIES	YES	PRODUCTIVE_RECIPE	OL+AL+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC154	qolchey	OL+Y	WEITER · DIES	WEITER · DIES	YES	PRODUCTIVE_RECIPE	OL+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	YES	LOCAL_SINGLETON_PLUS_RULES	OK+Y+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC156	dain	AIN	PORTION	PORTION	YES	PRODUCTIVE_RECIPE	AIN	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	ANSETZEN · LANG · WEITER	YES	PRODUCTIVE_RECIPE	OK+EE+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC159	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	LEITEN · ZUGEBEN · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	L+K+E+DY	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC161	qockhey	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	ARBEITSGANG · DURCHLASS · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC162	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	WASSER · DIES · SCHLUSS	YES	PRODUCTIVE_RECIPE	Y+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	ENTNEHMEN · DURCHLASS · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC164	solkey	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	SAMMELSTELLE · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC165	skar	K+AR	ZUGEBEN · QUELLE	ZUGEBEN · QUELLE	YES	PRODUCTIVE_RECIPE	K+AR	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC167	lol	L+OL	LEITEN · WEITER	LEITEN · WEITER	YES	PRODUCTIVE_RECIPE	L+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	UMSETZEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	CHD+AL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC169	daiiin	DA+IIN	ZWEIT · ARBEITSSTUFE	ZWEIT · ARBEITSSTUFE	YES	LOCAL_SINGLETON_PLUS_RULES	NONE	NO	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC170	solkeey	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	SAMMELSTELLE · LANG · DIES	YES	PRODUCTIVE_RECIPE	EE+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	KURZ · ZUGEBEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+K+E+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	KUEHLEN · ZIELSTELLE · DIES	YES	PRODUCTIVE_RECIPE	AL+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	LEITEN · ZIELSTELLE · ANSATZ	YES	PRODUCTIVE_RECIPE	L+AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
