page	locus	source_page	source_locus	old_locus	code	continuation	transcription	word_count	clean_text	raw_text	section	language	hand
f26v	f26v.4	f26v	f26v.4	f26v.P1.4	+P0	-	U	10	yckheody qokedy deey saldy okedor or cheos oraiin okeo chekaiin	yckheody.qokedy.deey.saldy.okedor.or.cheos.oraiin.okeo.chekaiin<$>	H	B	2
f26v	f26v.5	f26v	f26v.5	f26v.P1.5	+P0	-	U	10	deeol eeeody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	deeol.eeeody.qoteedy.qokody.qotedy.qotedy.opchedy.ofchy.chs.ar<|>	H	B	2
f26v	f26v.6	f26v	f26v.6	f26v.P1.6	+P0	-	U	12	toeedy eody shedy dar chedy sches or eeeeky dar chey cheky ytchdy	<:>toeedy.&202;eody.shedy.dar.chedy.sches.or.eeeeky.dar.chey.cheky.ytchdy<$>	H	B	2
f26v	f26v.7	f26v	f26v.7	f26v.P1.7	+P0	-	U	10	pchedy dar cheoet chy sair chees odaiiin chkeeey ykey sheey	pchedy.dar.cheoet.chy.sair.chees.odaiiin.chkeeey.ykey.sheey<|>	H	B	2
f26v	f26v.8	f26v	f26v.8	f26v.P1.8	+P0	-	U	11	teeedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory	<:>teeedy.okeeos.cheeos.ysaiin.okcheey.keody.s.aiin.cheeos.qokes.ory<|>	H	B	2
f26v	f26v.9	f26v	f26v.9	f26v.P1.9	+P0	L	U	5	ysheey okeshy shody pshey todydy	<:>ysheey.okeshy.shody.pshey.todydy<!�><$>	H	B	2
f27r	f27r.1	f27r	f27r.1	f27r.P1.1	@P0	1	U	7	ksor shey shoteo chforaiin shy shod chary	ksor.shey.shoteo.chforaiin.shy-<!�>shod.chary<|>	H	A	1
f27r	f27r.2	f27r	f27r.2	f27r.P1.2	+P0	-	U	9	dy ain shol dain dar shokyd dchol cthey ds	dy.&Co;ain.shol.dain.dar.shokyd-<!�>dchol.cthey,ds<|>	H	A	1
f27r	f27r.3	f27r	f27r.3	f27r.P1.3	+P0	-	U	10	chol shy keol chol chy shol chy daiin chey dam	<:>chol.shy.keol.chol.chy.shol.chy-<!�>daiin.chey.dam<|>	H	A	1
f27r	f27r.4	f27r	f27r.4	f27r.P1.4	+P0	-	U	8	qokey chor char chy dchy keey chos cthody	<:>qokey.chor.char.chy.dchy.keey-<!�>chos.cthody<|>	H	A	1
f27r	f27r.5	f27r	f27r.5	f27r.P1.5	+P0	-	U	7	dor chees ctho shy ary daiin dair	<:>dor.chees.ctho,shy.&205;ary-<!�>daiin.dair<|>	H	A	1
f27r	f27r.6	f27r	f27r.6	f27r.P1.6	+P0	L	U	7	chy tchols chor chol chaiin shy kchaldy	<:>chy.tchols.chor.chol.chaiin-<!�>shy.kchaldy<$>	H	A	1
f27r	f27r.7	f27r	f27r.7	f27r.P1.7	+P0	1	U	8	kchey chey kcheol wchy schey ly chals cham	kchey.chey.kcheol.wchy.schey.ly-<!�>chals.cham<!�><|>	H	A	1
f27r	f27r.8	f27r	f27r.8	f27r.P1.8	+P0	-	U	8	ytchy chy tchol dy tchey dain chol dal	ytchy.chy.tchol.dy,tchey.dain-<!�>chol.dal<!�><|>	H	A	1
f27r	f27r.9	f27r	f27r.9	f27r.P1.9	+P0	-	U	7	dchey keeod shotchey chol oty chy tolm	dchey.keeod.shotchey.chol.oty-<!�>chy,tolm<!�><|>	H	A	1
f27r	f27r.10	f27r	f27r.10	f27r.P1.10	+P0	-	U	7	qotchey shes s y chy tchey dy	qotchey.shes.s,y.chy.tchey.dy<!�><|>	H	A	1
f27r	f27r.11	f27r	f27r.11	f27r.P1.12	+P0	-	U	6	chol daiiin chees chos cthy dan	chol,daiiin.chees.chos.cthy.dan<!�><|>	H	A	1
f27r	f27r.12	f27r	f27r.12	f27r.P1.12a	+P0	-	U	5	dain cheokeey chey cthey otal	dain.cheokeey.chey.cthey.otal<!�><$>	H	A	1
f27r	f27r.13	f27r	f27r.13	f27r.T1.13	+Pc	L	U	1	otchodchy	�otchodchy�<$>	H	A	1
f27v	f27v.1	f27v	f27v.1	f27v.P1.1	@P0	1	U	9	zochof choz chosho soly shol ytchar owchory kchor chor	zochof.choz.chosho.soly.shol.ytchar.owchory.kchor.chor<|>	H	A	1
f27v	f27v.2	f27v	f27v.2	f27v.P1.2	+P0	-	U	11	dchy chkar otchy shy shy dchy dshy kchy cheo daidy dchy	<:>dchy.chkar.otchy.shy.shy.dchy.dshy.kchy.cheo.daidy.dchy<|>	H	A	1
f27v	f27v.3	f27v	f27v.3	f27v.P1.3	+P0	-	U	8	kchey kchy dchokchy dsho dchir chodchy ctcheody shld	kchey.kchy.dchokchy.dsho.dchir.chodchy.ctcheody.shld<|>	H	A	1
f27v	f27v.4	f27v	f27v.4	f27v.P1.4	+P0	-	U	9	otcho chy kcheed chl chol kod o oksho docheesm	<:>otcho.chy.kcheed.chl.chol.kod-<!�>o.oksho.docheesm<|>	H	A	1
f27v	f27v.5	f27v	f27v.5	f27v.P1.5	+P0	-	U	7	qoky shkeeo s chodar shkol choteey cthodol	<:>qoky.shkeeo,s.chodar.shkol-<!�>choteey.cthodol<|>	H	A	1
f27v	f27v.6	f27v	f27v.6	f27v.P1.6	+P0	-	U	5	dsho kchsrs okeedy dchrchy sotchdy	<:>dsho.kchsrs.okeedy-<!�>dchrchy-<!�>sotchdy<|>	H	A	1
f27v	f27v.7	f27v	f27v.7	f27v.P1.7	+P0	-	U	6	sho shoykcho shdy dchd chrchry otchdy	<:>sho.shoykcho.shdy-<!�>dchd-<!�>chrchry-<!�>otchdy<|>	H	A	1
f27v	f27v.8	f27v	f27v.8	f27v.P1.8	+P0	L	U	3	okshes okcho kshy	<:>okshes.okcho,kshy<!�><$>	H	A	1
f28r	f28r.1	f28r	f28r.1	f28r.P1.1	@P0	1	U	8	wchodar shod chocphy owchol daiin otchol chy qoldy	wchodar.shod.chocphy.owchol.daiin-<!�>otchol.chy,qoldy<|>	H	A	1
f28r	f28r.2	f28r	f28r.2	f28r.P1.2	+P0	-	U	9	otchor otchor cthol ty ctheol dy dchar chakod dly	otchor.otchor.cthol.&Ct;ty.ctheol.dy-<!�>dchar.chakod.dly<$>	H	A	1
f28v	f28v.1	f28v	f28v.1	f28v.P1.1	@P0	1	U	8	kshol qooiiin chor wshoiiin shepchy qoty dy shory	kshol.qooiiin.chor.wshoiiin.shepchy.qoty.dy.shory<|>	H	A	1
f28v	f28v.2	f28v	f28v.2	f28v.P1.2	+P0	-	U	9	ykcholy qoty chy dy qokchol chor tchy qokchody cheoro	<:>ykcholy.qoty.chy.dy.qokchol.chor.tchy.qokchody.cheoro<|>	H	A	1
f28v	f28v.3	f28v	f28v.3	f28v.P1.3	+P0	L	U	4	chor chol chy choiin	<:>chor.chol.chy.choiin<$>	H	A	1
f28v	f28v.4	f28v	f28v.4	f28v.P1.4	+P0	1	U	9	tshoiin cheor chor ochty qotol sheol shor daiin qoty	tshoiin.cheor.chor.ochty.qotol.sheol.shor.daiin.qoty<|>	H	A	1
f28v	f28v.5	f28v	f28v.5	f28v.P1.5	+P0	-	U	8	otol shol daiin chkaiin shoiin qotchey qotshey daiiin	<:>otol.shol.daiin.chkaiin.shoiin.qotchey.qotshey.daiiin<$>	H	A	1
f28v	f28v.6	f28v	f28v.6	f28v.T1.6	+Pr	L	U	2	daiin chkaiin	�daiin.chkaiin<$>	H	A	1
f28v	f28v.7	f28v	f28v.7	f28v.P2.7	*P0	1	U	11	wchol aiir chol tsho daiin sho teo chy chtshy dair am	wchol.aiir.chol.tsho.daiin.sho-<!�>teo-<!�>chy.chtshy.dair.am<|>	H	A	1
f28v	f28v.8	f28v	f28v.8	f28v.P2.8	+P0	-	U	9	okain chan chain cthor dain yk chy daiin cthol	<:>okain.chan.chain.cthor.dain-<!�>yk-<!�>chy-<!�>daiin.cthol<|>	H	A	1
f28v	f28v.9	f28v	f28v.9	f28v.P2.9	+P0	L	U	6	sor chear chl d choly dar	sor.chear.chl.d.choly.dar<!�><$>	H	A	1
f29r	f29r.1	f29r	f29r.1	f29r.P1.1	@P0	1	U	9	woraiin she aiin chep oty chy qotchy qoty cheecthy	woraiin.she,aiin.chep,oty.chy.qotchy.qoty.cheecthy<|>	H	A	1
f29r	f29r.2	f29r	f29r.2	f29r.P1.2	+P0	-	U	10	dshe ykchy choty oky chol chchoty choty chy ty dy	<:>dshe.ykchy.choty.oky.chol.chchoty.choty.chy,ty.dy<|>	H	A	1
f29r	f29r.3	f29r	f29r.3	f29r.P1.3	+P0	-	U	7	qokchy qoty kchaiin shear cthor dchor choly	<:>qokchy.qoty.kchaiin.shear.cthor-<!�>dchor.choly<|>	H	A	1
f29r	f29r.4	f29r	f29r.4	f29r.P1.4	+P0	L	U	3	chocthy qoos chos	<:>chocthy.qoos.chos<$>	H	A	1
f29r	f29r.5	f29r	f29r.5	f29r.P1.5	+P0	1	U	8	kcheol cheor sheos sheey teey dae shos octhy	kcheol.cheor.sheos.sheey.teey.dae-<!�>shos.octhy<|>	H	A	1
f29r	f29r.6	f29r	f29r.6	f29r.P1.6	+P0	-	U	6	chokshy shocthy shor shor daiin qokaiiin	<:>chokshy.shocthy.shor.shor.daiin-<!�>qokaiiin<|>	H	A	1
f29r	f29r.7	f29r	f29r.7	f29r.P1.7	+P0	-	U	7	qokchy chol shokchy qokaiin choety choty kaiin	<:>qokchy.chol.shokchy.qokaiin.choety-<!�>choty,kaiin<|>	H	A	1
f29r	f29r.8	f29r	f29r.8	f29r.P1.8	+P0	-	U	9	shor chor sho sheky shy qoty kody daiin cthy	<:>shor.chor.sho,sheky.shy.qoty.kody-<!�>daiin.cthy<|>	H	A	1
f29r	f29r.9	f29r	f29r.9	f29r.P1.9	+P0	L	U	6	qokshe qor chey kor cheod ychom	<:>qokshe.qor.chey.kor.cheod.ychom<!�><$>	H	A	1
f29v	f29v.1	f29v	f29v.1	f29v.P1.1	@P0	1	U	11	koaiin shor chetchy ol als shytchy cthy shy cho shy daiin	koaiin.shor.chetchy.ol,als.shytchy.cthy,shy-<!�>cho.shy.daiin<|>	H	A	1
f29v	f29v.2	f29v	f29v.2	f29v.P1.2	+P0	-	U	9	qotcheaiin s chol chol cthy chey cthold ytshor dary	<:>qotcheaiin.s,chol.chol.cthy.chey.cthold-<!�>ytshor.dary<|>	H	A	1
f29v	f29v.3	f29v	f29v.3	f29v.P1.3	+P0	-	U	11	chol chol kor shey odaiin qotchy taiin s she otey sy	<:>chol.chol,kor.shey.odaiin.qotchy.taiin-<!�>s,she,otey,sy<|>	H	A	1
f29v	f29v.4	f29v	f29v.4	f29v.P1.4	+P0	L	U	9	ysho otshy okaiin ithy oltchy s shot sho okaiin	<:>ysho.otshy.okaiin.ithy.oltchy.&C-To;s-<!�>shot.sho.okaiin<$>	H	A	1
f29v	f29v.5	f29v	f29v.5	f29v.P1.5	+P0	1	U	6	tochan chain shan shoty chshy shy	tochan.chain.shan.shoty-<!�>chshy-<!�>shy<!�><|>	H	A	1
f29v	f29v.6	f29v	f29v.6	f29v.P1.6	+P0	-	U	8	dchor chol chaiin shaiin cthod dar chs shody	dchor.chol.chaiin.shaiin.cthod-<!�>dar-<!�>chs-<!�>shody<|>	H	A	1
f29v	f29v.7	f29v	f29v.7	f29v.P1.7	+P0	-	U	9	qotcho kchor daiin ykaiin dy shdy cho cthy sheky	<:>qotcho.kchor.daiin.ykaiin.dy-<!�>shdy-<!�>cho,cthy.sheky<|>	H	A	1
f29v	f29v.8	f29v	f29v.8	f29v.P1.8	+P0	-	U	9	otol sho tchor cholody dain chcth chy cthody dol	<:>otol.sho,tchor.cholody.dain-<!�>chcth-<!�>chy.cthody.dol<|>	H	A	1
f29v	f29v.9	f29v	f29v.9	f29v.P1.9	+P0	L	U	8	sho chokor chor chy ydaiin cho ykchb oaiin	<:>sho.chokor.chor.chy.ydaiin.cho-<!�>ykchb-<!�>oaiin<$>	H	A	1
f29v	f29v.10	f29v	f29v.10	f29v.P1.10	+P0	1	U	6	qokoiin okaiin cho cth chyd chykar	qokoiin.okaiin.cho-<!�>cth-<!�>chyd-<!�>chykar<!�><|>	H	A	1
f29v	f29v.11	f29v	f29v.11	f29v.P1.11	+P0	-	U	6	daiin chteor octhy dar chyt otody	daiin.chteor.octhy-<!�>dar-<!�>chyt-<!�>otody<!�><|>	H	A	1
f29v	f29v.12	f29v	f29v.12	f29v.P1.12	+P0	L	U	3	qekeochor otchey dy	qekeochor.otchey.dy<!�><$>	H	A	1
f30r	f30r.1	f30r	f30r.1	f30r.P1.1	@P0	1	U	10	okeeesy chey shorchey zcheody shey tchy ches d o shey	okeeesy.chey.shorchey.zcheody.shey.tchy.ches.d.o.shey<|>	H	A	1
f30r	f30r.4	f30r	f30r.4	f30r.P1.4	+P0	-	U	7	qokechy qoko qow char soin chan qotchaiin	<:>qokechy.qoko.qow.char.soin.chan.qotchaiin<!�><|>	H	A	1
f30r	f30r.8	f30r	f30r.8	f30r.P1.8	+P0	1	U	9	owchol ol chesey scheo r chey okeal dcheo rchey	owchol,ol.chesey.scheo,r,chey.okeal-<!�>dcheo,rchey<|>	H	A	1
f30r	f30r.10	f30r	f30r.10	f30r.P1.10	+P0	-	U	6	chokchaiin dchor chkchean qotchy chctho rchody	<:>chokchaiin.dchor.chkchean.qotchy-<!�>chctho.rchody<$>	H	A	1
f30v	f30v.1	f30v	f30v.1	f30v.P1.1	@P0	1	U	8	s ain shosaiin chocthey sho chewchy shor sheaiin	&371;s&372;ain.shosaiin.chocthey.sho.chewchy.shor.sheaiin<|>	H	A	1
f30v	f30v.3	f30v	f30v.3	f30v.P1.3	+P0	-	U	9	chotchol daiin cthol doiin daiin chokeor dal cht y	<:>chotchol.daiin.cthol.doiin.daiin.chokeor.<!�>dal.cht&OITh;y<|>	H	A	1
f30v	f30v.4	f30v	f30v.4	f30v.P1.4	+P0	-	U	6	otchey daiin chor checkhy qotchod daiin	<:>otchey.daiin.chor.checkhy.qotchod.<!�>daiin<!�><|>	H	A	1
f30v	f30v.8	f30v	f30v.8	f30v.P1.8	+P0	-	U	4	oyshy cheotol cwhoaiin cwhey	oyshy.cheotol.cwhoaiin.cwhey<!�><$>	H	A	1
f31r	f31r.1	f31r	f31r.1	f31r.P1.1	@P0	1	U	6	keedey qofchedy shees aiin qokeef chepakeo	keedey.qofchedy.shees,aiin.qokeef&�/;.chepakeo<|>	H	B	2
f31r	f31r.2	f31r	f31r.2	f31r.P1.2	+P0	-	U	9	dcheey daiin okeedy qokees s a iin shekeey qef	<:>dcheey.daiin.okeedy.qokees.s.a!iin.shekeey.qef<!�><|>	H	B	2
f31r	f31r.6	f31r	f31r.6	f31r.P1.6	+P0	1	U	7	tshokeody qokedy qotedy chepor chedar aiin dal	tshokeody.qokedy.qotedy.chepor.chedar.aiin.dal<!�><|>	H	B	2
f31r	f31r.7	f31r	f31r.7	f31r.P1.7	+P0	-	U	9	ykeedar s aiin checkhey sheol qokedy ykeedy chedy ldy	ykeedar.s,aiin.checkhey.sheol.qokedy.ykeedy.chedy.ldy<!�><|>	H	B	2
f31r	f31r.16	f31r	f31r.16	f31r.T1.16	+Pc	L	U	2	oteor aiicthy	�oteor.aiicthy�<$>	H	B	2
f31v	f31v.1	f31v	f31v.1	f31v.P1.1	@P0	1	U	11	wodair sheedy otedy oteedy qotolcheo s ar ar oteey dkarar als	wodair,sheedy.otedy.oteedy.qotolcheo,s.ar,ar.oteey.dkarar.als<|>	H	B	2
f31v	f31v.6	f31v	f31v.6	f31v.P1.6	+P0	1	U	12	wcheeody qop chedal checfhy chefchol or cheef al aiin owal sheo otar	wcheeody.qop.chedal.checfhy.chefchol.or.cheef,al,aiin.owal.sheo.otar<|>	H	B	2
f31v	f31v.9	f31v	f31v.9	f31v.P1.9	+P0	-	U	9	ytecheol sheoeky okeos aiin aikhedy chkaiin chetchey ctheey okear	<:>ytecheol.sheoeky.okeos.aiin.aikhedy.chkaiin.chetchey.ctheey.okear<$>	H	B	2
f32r	f32r.1	f32r	f32r.1	f32r.P1.1	@P0	1	U	8	zchaiin shykeody daiiody dain sho tchy oty qowy	zchaiin.shykeody.daiiody.dain-<!�>sho,tchy.oty.qowy<|>	H	A	1
f32r	f32r.6	f32r	f32r.6	f32r.P1.6	+P0	1	U	2	zcho tcheychedy	<:>zcho.tcheychedy<|>	H	A	1
f32r	f32r.12	f32r	f32r.12	f32r.P1.12	+P0	-	U	2	shodaiin tol	shodaiin.&150;tol<!�><$>	H	A	1
f32v	f32v.1	f32v	f32v.1	f32v.P1.1	@P0	1	U	7	kcheodaiin chol kechy qotaiin daiinym ocho zchody	kcheodaiin.chol,kechy.qotaiin.daiinym-<!�>ocho,zchody<|>	H	A	1
f32v	f32v.2	f32v	f32v.2	f32v.P1.2	+P0	-	U	9	daiir odar chy daiin chey tchy ldy dain teor	<:>daiir.odar.chy.daiin.chey.tchy.ldy-<!�>dain.teor<|>	H	A	1
f32v	f32v.3	f32v	f32v.3	f32v.P1.3	+P0	-	U	9	shor daiin chckhy dsho dain daiin s shokey ka	<:>shor.daiin.chckhy.dsho.dain.daiin.s-<!�>shokey.ka<|>	H	A	1
f32v	f32v.4	f32v	f32v.4	f32v.P1.4	+P0	-	U	9	or chr chor dor chaiin qotchor chy dchy daiin	<:>or,chr.chor.dor.chaiin.qotchor,chy-<!�>dchy.daiin<|>	H	A	1
f32v	f32v.5	f32v	f32v.5	f32v.P1.5	+P0	-	U	8	chokchy daiin shy chor qokaiin dain dchol dorm	<:>chokchy.daiin.shy.chor.qokaiin.dain-<!�>dchol.dorm<|>	H	A	1
f32v	f32v.6	f32v	f32v.6	f32v.P1.6	+P0	L	U	4	okchan chol shal dchcthy	<:>okchan.chol,shal.dchcthy<!�><$>	H	A	1
f32v	f32v.7	f32v	f32v.7	f32v.P1.7	+P0	1	U	9	ksho cphor she sheaiin otshchor dain shckhy s odan	ksho.cphor.she.sheaiin.otshchor.dain-<!�>shckhy.s.odan<|>	H	A	1
f32v	f32v.8	f32v	f32v.8	f32v.P1.9	+P0	-	U	9	otchol daiin daiin ctho daiin qotaiin otchy d shar	<:>otchol.daiin.daiin.ctho,daiin.qotaiin-<!�>otchy.d-<!�>shar<|>	H	A	1
f32v	f32v.9	f32v	f32v.9	f32v.P1.9a	+P0	-	U	8	qotchy cfhy s key chocthy daiin cthaiin daiin	qotchy.cfhy.s,key.chocthy.daiin.cthaiin-<!�>daiin<!�><|>	H	A	1
f32v	f32v.10	f32v	f32v.10	f32v.P1.10	+P0	-	U	9	sho keol chor chol daiin cphol cthol dy ar	sho,keol.chor.chol.daiin.cphol.cthol.dy-<!�>ar<!�><|>	H	A	1
f32v	f32v.11	f32v	f32v.11	f32v.P1.11	+P0	L	U	3	ol sho chy	ol.sho.chy<$>	H	A	1
f33r	f33r.1	f33r	f33r.1	f33r.P1.1	@P0	1	U	9	tshdar shdor shepchdy cphody yzoldy qofoikhdy otchedy lfchdy daiin	tshdar.shdor.shepchdy.cphody.yzoldy.qofoikhdy.otchedy.lfchdy.daiin<|>	H	B	2
f33r	f33r.4	f33r	f33r.4	f33r.P1.4	+P0	-	U	12	taiin chekey or alaiiin saiin okaiin dar cheedy chkeey far aiin s	<:>taiin.chekey.or.alaiiin.saiin.okaiin.dar.cheedy.chkeey.far.aiin.s<|>	H	B	2
f33r	f33r.5	f33r	f33r.5	f33r.P1.5	+P0	-	U	12	pair or aiin otaiin olkor aiin okal otal chdal shekal qokar atam	<:>pair.or.aiin.otaiin.olkor,aiin.okal.otal.chdal.shekal.qokar.atam<$>	H	B	2
f33v	f33v.1	f33v	f33v.1	f33v.P1.1	@P0	1	U	8	tar ar daiin ydain cthey dols sheky oraiin	tar,ar,daiin-<!�>ydain.cthey.dols-<!�>sheky.oraiin.&Cs;<|>	H	B	2
f33v	f33v.2	f33v	f33v.2	f33v.P1.2	+P0	-	U	10	kchdy dam dy oky otal dain chdy ytam otam cham	<:>kchdy.dam.dy-<!�>oky-<!�>otal.dain.chdy-<!�>ytam.otam.cham<|>	H	B	2
f33v	f33v.3	f33v	f33v.3	f33v.P1.3	+P0	-	U	11	dar chckhy dy dyky ckhdy oky dam okar dy kam dy	<:>dar.chckhy.dy-<!�>dyky-<!�>ckhdy.oky.dam-<!�>okar,dy.kam,dy<|>	H	B	2
f33v	f33v.4	f33v	f33v.4	f33v.P1.4	+P0	-	U	10	tokar shdy dal qokar shd otody chedy ykedy dodl dain	<:>tokar.shdy.dal-<!�>qokar.shd-<!�>otody.chedy-<!�>ykedy.dodl.dain<|>	H	B	2
f33v	f33v.5	f33v	f33v.5	f33v.P1.5	+P0	-	U	13	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	<:>tchdy.chody.okaiin-<!�>chckhy.dor.arl-<!�>cthy.dy,ty,dy-<!�>ykar.cheky.dy<|>	H	B	2
f33v	f33v.6	f33v	f33v.6	f33v.P1.6	+P0	L	U	9	ycheo dar olaiin okar chdy chdy oldy okar chdy	<:>ycheo.dar.olaiin.okar.chdy.chdy.oldy-<!�>okar.chdy<!�><$>	H	B	2
f33v	f33v.7	f33v	f33v.7	f33v.P1.7	+P0	1	U	10	tshdy shcfchdy shckhdy oltedy daiin oky cheol orain chdyshdy worar	tshdy.shcfchdy.shckhdy.oltedy.daiin.oky-<!�>cheol.orain-<!�>chdyshdy.worar<|>	H	B	2
f33v	f33v.8	f33v	f33v.8	f33v.P1.8	+P0	-	U	14	dar ar sheey keedy okchy okar okedy chy daiin d dy dar aiin okary	<:>dar,ar.sheey.keedy.okchy.okar.okedy.chy-<!�>daiin.d&221;,dy-<!�>dar,aiin.okary<|>	H	B	2
f33v	f33v.9	f33v	f33v.9	f33v.P1.9	+P0	-	U	12	sar oraiin chor or shkair shol or chckhy araiin okain dal dy	<:>sar.oraiin.chor.or.shkair.shol.or.chckhy-<!�>araiin-<!�>okain.dal.dy<|>	H	B	2
f33v	f33v.10	f33v	f33v.10	f33v.P1.10	+P0	-	U	8	lchoar or chey ladaiin o or okeegy okaly	<:>lchoar.or.chey.ladaiin.o,or.okeegy.okaly<!�><|>	H	B	2
f33v	f33v.11	f33v	f33v.11	f33v.P1.11	+P0	L	U	4	tar al keey oram	tar,al.keey.oram<$>	H	B	2
f34r	f34r.1	f34r	f34r.1	f34r.P1.1	@P0	1	U	9	wcheoepchy olar yl yzody okedody shod ololdy dar ytey	wcheoepchy.olar,yl-<!�>yzody.okedody.shod.ololdy.dar.ytey<|>	H	B	2
f34r	f34r.2	f34r	f34r.2	f34r.P1.2	+P0	-	U	9	ytar sheody olam octhedy otedy chdain oltey kchy ty	<:>ytar.sheody.olam-<!�>octhedy.otedy.chdain.oltey.kchy,ty<|>	H	B	2
f34r	f34r.3	f34r	f34r.3	f34r.P1.3	+P0	-	U	11	qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam	<:>qotedy.chyty.chdaly-<!�>dar.chd.otedy.qotol.okedy.dody.ody.kam<|>	H	B	2
f34r	f34r.4	f34r	f34r.4	f34r.P1.4	+P0	-	U	10	ytedy daiin chey aiin sho chckhy oltchedy otedy dam checthy	<:>ytedy.daiin.chey.aiin-<!�>sho.chckhy-<!�><!\>oltchedy.otedy.dam.checthy<|>	H	B	2
f34r	f34r.5	f34r	f34r.5	f34r.P1.5	+P0	-	U	10	qoteedy shedy shedy ol okes ar ykeedl chedy otey okaiin	<:>qoteedy.shedy.shedy.ol-<!�>okes.ar-<!�><!\>ykeedl,chedy.otey.okaiin<|>	H	B	2
f34r	f34r.6	f34r	f34r.6	f34r.P1.6	+P0	-	U	10	oteol chekey chetey oll chesy daiin cheky far aiir amg	<:>oteol.chekey.chetey.oll-<!�>chesy-<!�><!\>daiin.cheky.far.aiir.amg<|>	H	B	2
f34r	f34r.7	f34r	f34r.7	f34r.P1.7	+P0	-	U	10	qokedy dal chdy olchy ykchy ykedy qokchdy s ar oldam	<:>qokedy.dal.chdy-<!�>olchy-<!�>ykchy-<!�><!\>ykedy.qokchdy.s.ar.oldam<|>	H	B	2
f34r	f34r.8	f34r	f34r.8	f34r.P1.8	+P0	-	U	9	otchy qoky olk checkhy ys air air chodar tam	&Cr;otchy.qoky-<!�>olk-<!�>checkhy-<!�><!\>ys,air.air.chodar.tam<|>	H	B	2
f34r	f34r.9	f34r	f34r.9	f34r.P1.9	+P0	L	U	10	ykchdy qod ar ch aikhy or lchey todaly okaiin dardy	<:>ykchdy.qod-<!�>ar-<!�>ch&CT;-<!�>aikhy-<!�><!\>or,lchey.todaly.okaiin.dardy<$>	H	B	2
f34r	f34r.10	f34r	f34r.10	f34r.P1.11	+P0	1	U	5	tcheo olchckhy oly otchdy chefalar	tcheo.olchckhy.oly-<!�>otchdy.chefalar<|>	H	B	2
f34r	f34r.11	f34r	f34r.11	f34r.P1.12	+P0	-	U	8	qokeey sh kaldaiin cheky cthdaly otchedy chty saiin	<:>qokeey.sh.kaldaiin-<!�>cheky.cthdaly-<!�>otchedy.chty.saiin<|>	H	B	2
f34r	f34r.12	f34r	f34r.12	f34r.P1.13	+P0	-	U	13	char aiin okar ar tol qokar chckhy chdal ked qokar ar daiin dam	<:>char.aiin.okar,ar,tol-<!�>qokar,chckhy.chdal,ked.qokar.ar.daiin.dam<|>	H	B	2
f34r	f34r.13	f34r	f34r.13	f34r.P1.14	+P0	-	U	11	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly	<:>ykeo.lor.ochey.oly-<!�>okaly,kechdy.qokchdy.chor.ar.aiiin.daly<|>	H	B	2
f34r	f34r.14	f34r	f34r.14	f34r.P1.15	+P0	-	U	13	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	<:>or.ar.y,kar.ol,al.oky-<!�>chody.qokal,chedy.chcthedy.cheky.daram<|>	H	B	2
f34r	f34r.15	f34r	f34r.15	f34r.P1.16	+P0	L	U	9	s air chekar cheky shek cholchedy qokedy yk cheolchcthy	<:>s,air.chekar.cheky.shek-<!�>cholchedy.qokedy.yk,cheolchcthy<$>	H	B	2
f34v	f34v.1	f34v	f34v.1	f34v.P1.1	@P0	1	U	10	kschdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin	kschdy.chdy.chefchy.shdy.qopchdy.shdydy.chdalchdy.ypchdy.chcthdy.spaiin<|>	H	B	2
f34v	f34v.2	f34v	f34v.2	f34v.P1.2	+P0	-	U	11	tal qokchy dychedy okchy chckhdy chdaiin ckhy loees ytar aiin oldam	<:>tal.qokchy.dychedy.okchy.chckhdy.chdaiin.ckhy.loees.ytar,aiin.oldam<|>	H	B	2
f34v	f34v.3	f34v	f34v.3	f34v.P1.3	+P0	-	U	13	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dar am	<:>ytal.shor.chdal.olchdy.char.or.ol.kedaiiin.chcthy.okchdy.chckhy.dar,am<|>	H	B	2
f34v	f34v.4	f34v	f34v.4	f34v.P1.4	+P0	-	U	10	tchdaiin chekal shedy qokedar chdaiin oldar qoldar chedy daiin otam	<:>tchdaiin.chekal.shedy.qokedar.chdaiin.oldar.qoldar.chedy.daiin.otam<|>	H	B	2
f34v	f34v.5	f34v	f34v.5	f34v.P1.5	+P0	L	U	10	lshaiir orair shedy chechey dykey kair chedy qokar chekaly cholky	<:>lshaiir.orair.shedy.chechey.dykey,kair.chedy.qokar.chekaly.cholky<$>	H	B	2
f34v	f34v.6	f34v	f34v.6	f34v.P1.6	+P0	1	U	10	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	pchedar.shear.qokchdy.qokees,cheol.ypchdaiin.chedy.lr,ar.chedain<|>	H	B	2
