page_order	page	locus	line_number	code	relation	kind	subtype	section	language	hand	quire	folio_type	paragraph_start	paragraph_end	token_count	eva_clean	ivtff_raw
99	f51r	f51r.5	5	+P0	+	P	0	H	A	1	G	c	0	0	5	tcheody qodaiin okeey qockhey taiin	tcheody.qodaiin.okeey.qockhey.taiin
99	f51r	f51r.6	6	+P0	+	P	0	H	A	1	G	c	0	0	5	ycho daiin chokaiin ykchodaiin ykald	ycho,daiin.chokaiin.ykchodaiin.ykald
99	f51r	f51r.7	7	+P0	+	P	0	H	A	1	G	c	0	0	6	ychos ar eeckhy kcho qokchy qotal	ychos,ar.eeckhy.kcho.qokchy.qotal
99	f51r	f51r.8	8	+P0	+	P	0	H	A	1	G	c	0	0	6	oshol odaiin ckhey ckheody qokey otydy	oshol.odaiin.[ckhe:{ckhh}]y.ckheody.qokey.otydy
99	f51r	f51r.9	9	+P0	+	P	0	H	A	1	G	c	0	0	7	tol daiin daim qchodal dal qody qoetam	tol.daiin.daim.qchodal.dal.qody.qoetam
99	f51r	f51r.10	10	+P0	+	P	0	H	A	1	G	c	0	0	7	ykchol dor shey qokeol kchey shol okam	ykchol.d[o:a]r.shey.qokeol.kchey.shol.okam
99	f51r	f51r.11	11	+P0	+	P	0	H	A	1	G	c	0	0	6	tchodaiin eody qokol oteodaiin kol otag	tchodaiin.[{oph}:cph]eody.qokol.ot[e:i]odaiin.kol,ota[g:m]
99	f51r	f51r.12	12	+P0	+	P	0	H	A	1	G	c	0	0	7	yoees ckheey kol cheeal okeor qockhey pchodal	yoees.ckheey.kol.cheeal.okeor.qockhey.pchodal
99	f51r	f51r.13	13	+P0	+	P	0	H	A	1	G	c	0	0	7	oaiin ckhol ykieol otchey cpheo daiin ykeoldy	oaiin.ckhol.yk[i:?]eol.otchey.cpheo,daiin.ykeoldy
99	f51r	f51r.14	14	+P0	+	P	0	H	A	1	G	c	0	0	7	daiiy qodaiin kaiiidal cphodal s al dam	daii{ith}y.qodaiin.kaiiidal<->cphodal<->[s:r].al.dam
99	f51r	f51r.15	15	+P0	+	P	0	H	A	1	G	c	0	1	7	qokol cheor ckhal s or aldy otal	qokol.cheor.ckhal.s.or.aldy<->otal<$>
100	f51v	f51v.1	1	@P0	@	P	0	H	A	1	G	c	1	0	7	poshody qokodar shodaiin qotal dscheey saiin dy	<%>poshody.qokodar.shodaiin.qotal<->dscheey.saiin,dy
100	f51v	f51v.2	2	+P0	+	P	0	H	A	1	G	c	0	0	8	dshody ckhody qokol dykaiin chy qokey daiin cthy	dshody.ckhody.qokol.dykaiin.chy<->qokey.daiin.cthy
100	f51v	f51v.3	3	+P0	+	P	0	H	A	1	G	c	0	0	8	tchody cthy chckhey qod ytchody dchol saiin ytam	tchody.cthy.chckhey.qod.ytchody<->dchol.saiin.ytam
100	f51v	f51v.4	4	+P0	+	P	0	H	A	1	G	c	0	0	9	otaiin qodal ytol cheodar s ody oteo daiin shokog	otaiin.qodal.yt[o:a]l.cheodar.s,ody<->oteo,daiin.shokog
100	f51v	f51v.5	5	+P0	+	P	0	H	A	1	G	c	0	0	9	todaiin ytady qokol shodol qockhy ykol otaiin dar y	todaiin.yt[a:o]dy.qokol.shodol.qockhy<->ykol.otaiin.dar.y
100	f51v	f51v.6	6	+P0	+	P	0	H	A	1	G	c	0	0	8	okor ctheody qocphy qokal qotaiin otykol chol daiin	okor.ctheody.qocphy.qok[a:o]l.qotaiin<->otyk[o:a]l.chol,daiin
100	f51v	f51v.7	7	+P0	+	P	0	H	A	1	G	c	0	0	9	qotol chodaiin qokcheody cho r chod ycthol s olcheety	qotol.chodaiin.qokcheody.cho,r.chod<->ycthol.s.olcheety
100	f51v	f51v.8	8	+P0	+	P	0	H	A	1	G	c	0	0	5	olkeeody qokal qodaiin or l	olkeeody.qokal.qodaiin.{ykh}or.[{ofa}:{yfa}:?]l
100	f51v	f51v.9	9	+P0	+	P	0	H	A	1	G	c	0	0	4	daiin ckhol shain kcholol	daiin.ckhol.shain.kcholol
100	f51v	f51v.10	10	+P0	+	P	0	H	A	1	G	c	0	0	4	ykeol sheo qokody fold	ykeol.sheo.qok[o:a]dy.fold
100	f51v	f51v.11	11	+P0	+	P	0	H	A	1	G	c	0	0	4	ycheoky sheey ykeey chey	ycheoky.sheey.ykeey.chey
100	f51v	f51v.12	12	+P0	+	P	0	H	A	1	G	c	0	0	4	ochockhy daiin cho ckhey	ochockhy.daiin.cho,ckhey
100	f51v	f51v.13	13	+P0	+	P	0	H	A	1	G	c	0	1	3	daiin cheol cheodain	daiin.cheol.cheodain<$>
101	f52r	f52r.1	1	@P0	@	P	0	H	A	1	G	d	1	0	10	tdokchcfhy ycphko ytair shar qofy daiin ypchy otchol dar yty	<%>tdokchcfhy.ycphko.ytair.shar.qofy,daiin.ypchy.otchol.dar.yty
101	f52r	f52r.2	2	+P0	+	P	0	H	A	1	G	d	0	0	9	oty shor ykoldy qoky koldal oteees dals otar dl	oty.shor.ykoldy.qoky.koldal.oteees.dals<->otar,dl
101	f52r	f52r.3	3	+P0	+	P	0	H	A	1	G	d	0	0	7	tchotshey qoty okchol tchody qotam oky ytoldy	tchotshey.qoty.okchol.tchody.qotam.oky<->ytoldy
101	f52r	f52r.4	4	+P0	+	P	0	H	A	1	G	d	0	0	9	l shopchy qoky qotchy oty dar oty dam ychcthod	l,shopchy.qoky.qotchy.oty.dar.oty.dam<->ychcthod
101	f52r	f52r.5	5	+P0	+	P	0	H	A	1	G	d	0	0	8	oky chor okchal okchar shor tol ykair ytchdam	oky.chor.okchal.okchar.shor.tol.ykair<->ytchdam
101	f52r	f52r.6	6	+P0	+	P	0	H	A	1	G	d	0	0	8	daiin shedaiin qodal dy chokam otchordy okchol do	daiin.shedaiin.qodal.dy.[ch:ee]okam.otchordy<->okchol.do
101	f52r	f52r.7	7	+P0	+	P	0	H	A	1	G	d	0	0	9	qoky qockhom dals shodaim tcham dody ykeey daig am	qok[{ch'}:{cs}]y.qockhom.dals.shodaim.tcham.dody<->ykeey.dai[g:m:d].a[m:@175;]
101	f52r	f52r.8	8	+P0	+	P	0	H	A	1	G	d	0	1	9	or cheey dor shey kom s cheey dchom daiin	or,cheey.dor.shey.kom.s.cheey.dch[o:a]m.daiin<$>
102	f52v	f52v.1	1	@P0	@	P	0	H	A	1	G	d	1	0	7	pchor chcphol cphaiiin otcheor ytor kol chocphar	<%>pchor.chcphol.cphaiiin.otcheor.ytor,kol.chocph[a:o]r
102	f52v	f52v.2	2	+P0	+	P	0	H	A	1	G	d	0	0	10	ytchey chol ctho daiir shy kor ese chor chy dam	ytchey.chol.ctho,daiir.shy.kor.ese,chor.chy.dam
102	f52v	f52v.3	3	+P0	+	P	0	H	A	1	G	d	0	0	8	oor chor chochar ls chteeor ytol sheol otam	oor,chor.chochar.l[s:r].chteeor.ytol.sheol.otam
102	f52v	f52v.4	4	+P0	+	P	0	H	A	1	G	d	0	0	7	tchor ctheor ctheol cheeor cheol chckheey sody	tchor.ctheor.ctheol.cheeor.cheol.chckheey.s[o:a]dy
102	f52v	f52v.5	5	+P0	+	P	0	H	A	1	G	d	0	0	6	yteey cthor cheos cpheodar dy sarg	yteey.cthor,cheo[s:r].cpheodar.dy<->sarg
102	f52v	f52v.6	6	+P0	+	P	0	H	A	1	G	d	0	1	4	qotodaiin cthor oty kcholy	qotodaiin.cthor.oty.kcholy<$>
102	f52v	f52v.7	7	+P0	+	P	0	H	A	1	G	d	1	0	4	pcheol sholoiin cthor aiin	<%>pcheol.sholoiin.cthor.aiin
102	f52v	f52v.8	8	+P0	+	P	0	H	A	1	G	d	0	0	5	kodaiin cthy qokeey s ol	kodaiin.cthy.qokeey.s.ol
102	f52v	f52v.9	9	+P0	+	P	0	H	A	1	G	d	0	0	5	daiin ckheol chol qokeyl daiin	daiin.ckheol.chol.qoke[y:o]l.daiin
102	f52v	f52v.10	10	+P0	+	P	0	H	A	1	G	d	0	0	6	yokeey qokody chol sol s aiin	yokee[y:o].qokody.chol.sol,s.aiin
102	f52v	f52v.11	11	+P0	+	P	0	H	A	1	G	d	0	0	5	daiin shor qodaiin ckhey sal	daiin.shor.qodaiin.ckhey.sal
102	f52v	f52v.12	12	+P0	+	P	0	H	A	1	G	d	0	0	4	qoekar ckhol ykchody ckhy	qoekar.ckhol.ykchody.ckhy
102	f52v	f52v.13	13	+P0	+	P	0	H	A	1	G	d	0	0	4	ykor okaiiin ckheeey daiig	yk[o:a]r.okaiiin.ckheeey.daiig
102	f52v	f52v.14	14	+P0	+	P	0	H	A	1	G	d	0	1	3	odar cheokor ckheey	odar.cheokor.ckheey<$>
103	f53r	f53r.1	1	@P0	@	P	0	H	A	1	G	w	1	0	3	kodam chocthody oty	<%>k[o:a]dam,chocthody.oty
103	f53r	f53r.2	2	+P0	+	P	0	H	A	1	G	w	0	0	6	dol dain s cho she oty	dol.dain.s,cho,she.oty
103	f53r	f53r.3	3	+P0	+	P	0	H	A	1	G	w	0	0	4	sho as chokan ody	sho,[a:o][s:r].chokan.ody
103	f53r	f53r.4	4	+P0	+	P	0	H	A	1	G	w	0	0	4	ytchodaiin yky otchey otod	ytchodaiin.yky.otchey.otod
103	f53r	f53r.5	5	+P0	+	P	0	H	A	1	G	w	0	0	9	oksh otol cfhy cphodol ykody qokchod otcho qot oty	ok[sh:?].otol.cfhy.cphodol.ykody.qokchod<->otcho.qot.oty
103	f53r	f53r.6	6	+P0	+	P	0	H	A	1	G	w	0	0	9	ykeodar oqoor o odor chain qokod ykchdy chees dal	ykeodar.oqoor.o{cki}.odor.chain.qokod<->ykchdy.chees.dal
103	f53r	f53r.7	7	+P0	+	P	0	H	A	1	G	w	0	0	9	sodar otos qoy tchy otey chos okod ykchody qokchy	sodar.otos.qoy.tchy.otey.chos.okod<->ykchody.qok[ch:ee]y
103	f53r	f53r.8	8	+P0	+	P	0	H	A	1	G	w	0	0	9	qotchol dar qoty chtor oltsho ykeeod o y toyd	qotchol.dar.qoty.chtor.oltsho.{cto}<->ykeeod.o.y,toyd
103	f53r	f53r.9	9	+P0	+	P	0	H	A	1	G	w	0	1	7	otol chol ctheees os orol chod qoty	otol.chol.ctheees.os.orol.chod.qoty<$>
104	f53v	f53v.1	1	@P0	@	P	0	H	A	1	G	w	1	0	7	tshor shey qodckhy eo oltshey daiin qopchy	<%>tshor,shey.qodckhy.e{ph}o.oltshey.daiin.qopchy
104	f53v	f53v.2	2	+P0	+	P	0	H	A	1	G	w	0	0	8	okeey daiin sheekol shom shol cthy dchom do	okeey.daiin.sheekol.shom.shol.cthy.dchom.do
104	f53v	f53v.3	3	+P0	+	P	0	H	A	1	G	w	0	0	7	ydaiin cphom chol dockhy cthol dam oty	ydaiin.cph[o:a]m.chol.dockhy.cthol.dam.oty
104	f53v	f53v.4	4	+P0	+	P	0	H	A	1	G	w	0	0	7	qokol daiiin qockhor okchor daiio dain d	qokol,daiiin.qockhor.okchor.daiio,dain.d
104	f53v	f53v.5	5	+P0	+	P	0	H	A	1	G	w	0	0	6	ysheey ckhol chckhey daiin ctheody ydy	ysheey.ckhol.chckhey.daiin.ctheody.ydy
104	f53v	f53v.6	6	+P0	+	P	0	H	A	1	G	w	0	0	5	ochoiky dshey chol ykcheody choldam	ochoiky.dshey.chol.ykcheody.choldam
104	f53v	f53v.7	7	+P0	+	P	0	H	A	1	G	w	0	0	6	todaiin shodaiin qotea dchy qotod odaiin	todaiin.shodaiin.qote[a:o].dchy.qotod.odaiin
104	f53v	f53v.8	8	+P0	+	P	0	H	A	1	G	w	0	0	6	sheey kshody tsheody sheody sheetchy opod	sheey.kshody.tsheody.sheody.sheetchy.opod
104	f53v	f53v.9	9	+P0	+	P	0	H	A	1	G	w	0	0	6	octheody shody qodal cthody sheos shodaiin	octheody.shody.qodal.cthody.sheos.shodaiin
104	f53v	f53v.10	10	+P0	+	P	0	H	A	1	G	w	0	0	3	ychocthy qodal shodaiin	ychocthy.qodal.shodaiin
104	f53v	f53v.11	11	+P0	+	P	0	H	A	1	G	w	0	0	5	otsho or chear sheod chkodal	otsho.or.chear.sheod.chkodal
104	f53v	f53v.12	12	+P0	+	P	0	H	A	1	G	w	0	0	5	ycheey kchy oky kody ydam	ycheey.kchy.oky.kody<->ydam
104	f53v	f53v.13	13	+P0	+	P	0	H	A	1	G	w	0	1	2	yckhodaiin otoldy	yckhodaiin.otoldy<$>
105	f54r	f54r.1	1	@P0	@	P	0	H	A	1	G	x	1	0	6	podaiin shodal qopchol cfheody opcheol chocphy	<%>podaiin.shodal.qopchol.cfhe[o:a]dy<->opcheol.chocphy
105	f54r	f54r.2	2	+P0	+	P	0	H	A	1	G	x	0	0	6	ytodaiin otchey otchey qockhodal sockhody sar	ytodaiin.otchey.otchey.qockhodal<->sockhody.sar
105	f54r	f54r.3	3	+P0	+	P	0	H	A	1	G	x	0	0	10	daiir cthody otal ekchody ol s or y ytchey dam	daiir.cthody.ot[a:o]l.[e:o]kchody.ol.s.or.y<->ytchey.dam
105	f54r	f54r.4	4	+P0	+	P	0	H	A	1	G	x	0	0	8	tor ockhol shokchy kol chom s chey ctheotol	tor.ockhol.shokchy.kol,chom.[s:r]<->chey<->ctheot[o:a]l
105	f54r	f54r.5	5	+P0	+	P	0	H	A	1	G	x	0	1	4	sar sh okeodain chokey	sar.sh.okeodain.chokey<$>
105	f54r	f54r.6	6	+P0	+	P	0	H	A	1	G	x	1	0	9	korare ckhos shofom cher chom kcheor she qkchol dam	<%>korar[e:i].ckhos.shofom.cher.chom.kcheor<->she.qkchol.dam
105	f54r	f54r.7	7	+P0	+	P	0	H	A	1	G	x	0	0	12	dor s sheey ksheody sho or cheey chety sol desh dam dam	dor.s.sheey.ksheody.sho.or.cheey.chety<->sol.de[sh:?].dam.dam
105	f54r	f54r.8	8	+P0	+	P	0	H	A	1	G	x	0	0	9	toshey kodl ckho dar sheekal s aiin okeam etchal	t[o:a]shey.kodl.ckho.dar.sheekal.s.aiin<->okeam.etchal
105	f54r	f54r.9	9	+P0	+	P	0	H	A	1	G	x	0	0	12	oaiin or ol sal qokor chor ckhol s s sho chol daiin	oaiin.or.ol.sal.qokor.chor.ckhol.s<->s,sho.chol.daiin
105	f54r	f54r.10	10	+P0	+	P	0	H	A	1	G	x	0	0	12	tor ol dol or chol chol ckhol okol oky ytchor ol koldy	tor.ol.dol.or.chol.chol.ckhol.okol.oky<->ytchor.ol,koldy
105	f54r	f54r.11	11	+P0	+	P	0	H	A	1	G	x	0	0	12	daiin okor or ol ckhol chor cho dam or sho chol dom	daiin.okor.or.ol.ckhol.chor.cho@165;.dam<->or.sho.chol.dom
105	f54r	f54r.12	12	+P0	+	P	0	H	A	1	G	x	0	1	10	yor shodal o aiin al dol choek air o ldam	yor.shodal.o.aiin.al.dol.choek,air,o,ldam<$>
106	f54v	f54v.1	1	@P0	@	P	0	H	A	1	G	x	1	0	9	pcheodar chpal oloiin ckhey dar qokeey cpheeain s al	<%>pcheodar.chpal.oloiin.ckhey<!bar interrupted>.dar.qokeey.cpheeain.s,al
106	f54v	f54v.2	2	+P0	+	P	0	H	A	1	G	x	0	0	8	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	dcheain.cphaiin.s.ar.cheor.qodaiin.cthaildy.ypchal
106	f54v	f54v.3	3	+P0	+	P	0	H	A	1	G	x	0	0	8	yair ykar oky cham chody ykoldam cheol am	yair.ykar.oky.cham.chody.ykoldam.cheol,am
106	f54v	f54v.4	4	+P0	+	P	0	H	A	1	G	x	0	0	8	dar chor cheky chol okaiin chody chol dy	dar,chor.cheky.chol.okaiin.chody.chol,dy
106	f54v	f54v.5	5	+P0	+	P	0	H	A	1	G	x	0	0	7	odaiin ytaiin qodaim qokar chy s am	o[d:?]aiin.ytaiin.qodaim.qokar.chy.s.am
106	f54v	f54v.6	6	+P0	+	P	0	H	A	1	G	x	0	0	5	tol cheol shocthy qodaiin keeody	tol.cheol.shocthy.qodaiin.k[ee:ch]ody
106	f54v	f54v.7	7	+P0	+	P	0	H	A	1	G	x	0	0	6	daiin sheody qoctheol s aiin qotchy	daiin.sheody.qoctheol.s.aiin.qotchy
106	f54v	f54v.8	8	+P0	+	P	0	H	A	1	G	x	0	0	7	daiino d aim qokaiin yteal okal om	daiino,d,aim.qokaiin.yteal.okal.om
106	f54v	f54v.9	9	+P0	+	P	0	H	A	1	G	x	0	0	6	ydaiin qockhey qodal ytam okal dy	ydaiin.qockhey.qodal.ytam.okal,dy
106	f54v	f54v.10	10	+P0	+	P	0	H	A	1	G	x	0	0	6	kol aiin chckhy qokal dal qocthy	kol.{ck}aiin.chckhy.qokal.dal.qocthy
106	f54v	f54v.11	11	+P0	+	P	0	H	A	1	G	x	0	0	3	oaiin qockhy qokam	oaiin.qockhy.qokam
106	f54v	f54v.12	12	+P0	+	P	0	H	A	1	G	x	0	0	4	tol chol cthol s	tol.chol.cthol.s
106	f54v	f54v.13	13	+P0	+	P	0	H	A	1	G	x	0	0	4	y chol okal yckhey	y,chol.okal.yckhey
106	f54v	f54v.14	14	+P0	+	P	0	H	A	1	G	x	0	0	4	tar cphey tam aldam	tar.cphey.tam.aldam
106	f54v	f54v.15	15	+P0	+	P	0	H	A	1	G	x	0	0	5	or alchy ytal dol chodoldy	or.alchy.ytal.dol.chodoldy
106	f54v	f54v.16	16	+P0	+	P	0	H	A	1	G	x	0	1	3	daiin chol oldaiin	daiin.chol.oldaiin<$>
107	f55r	f55r.1	1	@P0	@	P	0	H	B	2	G	y	1	0	9	podaiin shekchy qofair okar yk epaiin qokchdy os arod	<%>podaiin.shekchy.qofair.okar.yk.[{oh}:ch]epaiin.qokchdy.os.arod
107	f55r	f55r.2	2	+P0	+	P	0	H	B	2	G	y	0	0	12	okair or aiin chody ykair y qokar okar ol ykar ar al	okair.or.aiin.chody.ykair.y.qokar.okar.ol.ykar.ar.al
107	f55r	f55r.3	3	+P0	+	P	0	H	B	2	G	y	0	0	11	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	ykaiir.chol.chky.okar.chky.chdy.qokar.okaiin.chckhy.s.aiin
107	f55r	f55r.4	4	+P0	+	P	0	H	B	2	G	y	0	0	10	daiin or orol char ar kaiin okchd ykar odaiin chdolaiin	daiin.or.orol.char.ar.kaiin.okchd.ykar.odaiin.chdolaiin
107	f55r	f55r.5	5	+P0	+	P	0	H	B	2	G	y	0	0	10	y or aiin okal chol kchoy pchtchdy oaiin okasor olkam	y.or.aiin.okal.chol.kchoy.pchtchdy.o[{ck}:ek]aiin.oka[s:r]or.olkam
107	f55r	f55r.6	6	+P0	+	P	0	H	B	2	G	y	0	1	8	tcho daiin sho ke y kedy okol chdy	tcho,daiin.sho.ke@166;y.kedy.okol.chdy<$>
107	f55r	f55r.7	7	+P0	+	P	0	H	B	2	G	y	1	0	8	tchedar cheol kedy chody kshdy qotchdy qokchdy olkardam	<%>tchedar.che[o:a]l,kedy.chody.kshdy.qotchdy.qokchdy.olkardam
107	f55r	f55r.8	8	+P0	+	P	0	H	B	2	G	y	0	0	8	dchykey char chek xar odas xaloeees cpheody qokeeody	dchykey.char.chek.xar.odas.xaloeees.cpheody.qokeeody
107	f55r	f55r.9	9	+P0	+	P	0	H	B	2	G	y	0	0	11	dain cheky dar chckhy dal qoko lkeedy dar kaiin dy kag	dain.cheky.dar.chckhy.dal.qoko.lkeedy.dar.kaiin.dy.ka[g:m]
107	f55r	f55r.10	10	+P0	+	P	0	H	B	2	G	y	0	0	11	dair okal qokar or or o ar odaiin okeey darchd ol	dair.okal.qokar.or.[o:a]r@193;.o.ar.odaiin.okeey.darchd.ol
107	f55r	f55r.11	11	+P0	+	P	0	H	B	2	G	y	0	0	10	lor chey keedy dy qokal okam dal shdy otal otaldiin	l[{oh}:ch]or.chey.keedy.dy.qokal.oka[m:j].dal,shdy.otal.otaldiin
107	f55r	f55r.12	12	+P0	+	P	0	H	B	2	G	y	0	0	10	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	oain.ckhy.dl.oiiin.daiin.okaiin.chelal.qokaiin.okain.r
107	f55r	f55r.13	13	+P0	+	P	0	H	B	2	G	y	0	1	7	lchdal ockhy daiin otol otar shar ain	lchdal.ockhy.daiin.otol.otar.shar,ain<$>
108	f55v	f55v.1	1	@P0	@	P	0	H	B	2	G	y	1	0	5	kcheedchdy oedain chckhy otoldaiin dodyd	<%>kcheedchdy.oedain.chckhy<->otoldaiin.dodyd
108	f55v	f55v.2	2	+P0	+	P	0	H	B	2	G	y	0	0	6	oeeed yteey okeedy qoaiin okeody ykeesan	oeeed.yteey.okeedy.qoaiin<->okeody.ykee[s:r]an
108	f55v	f55v.3	3	+P0	+	P	0	H	B	2	G	y	0	0	11	qokeeey os ain qool al chedy sar aiin ol kar am	qokeeey.os.ain.qool.al,chedy<->[s:?]ar,aiin.ol.kar,am
108	f55v	f55v.4	4	+P0	+	P	0	H	B	2	G	y	0	0	8	okar chckhdy cheody keeyfar al ochedy qokain ody	okar.chckhdy.che[o:a]dy.keeyfar,al<->ochedy.qokain.ody
108	f55v	f55v.5	5	+P0	+	P	0	H	B	2	G	y	0	0	8	qokaiin chaiin ykain ykan ody daiin chedy talam	qokaiin.chaiin.ykain.ykan.ody<->daiin.chedy.talam
108	f55v	f55v.6	6	+P0	+	P	0	H	B	2	G	y	0	1	5	ykaiin daiin ykair cheky daiiny	ykaiin.daiin.ykair.cheky.daiiny<$>
108	f55v	f55v.7	7	+P0	+	P	0	H	B	2	G	y	1	0	11	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	<%>okchd.yk[a:?]in.[sh:ch]eokey.or.ain<->[ch:?].kchdy.pchal.ar,aldy.dary
108	f55v	f55v.8	8	+P0	+	P	0	H	B	2	G	y	0	0	11	tar chedy qokaiin okar qol otar cho ar talody okar y	tar.chedy.qokaiin.okar.qol<->otar,cho@194;ar.talody.okar,y
108	f55v	f55v.9	9	+P0	+	P	0	H	B	2	G	y	0	0	10	ykaky qokchy okal chey or or aiin okaiin ykain otaky	ykaky.qokchy.okal.chey.or<->or,aiin.okaiin.ykain.otaky
108	f55v	f55v.10	10	+P0	+	P	0	H	B	2	G	y	0	0	12	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin.ol.s.aiin.okaiin.oky<->ytaiin.otar.y,kal.ykar.ol
108	f55v	f55v.11	11	+P0	+	P	0	H	B	2	G	y	0	0	10	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin.cheoar.cheeky.oldy<->aiin.okal.oltchy.or,y.orain
108	f55v	f55v.12	12	+P0	+	P	0	H	B	2	G	y	0	1	9	daiin ar cheky olkeechy sl ar aiin daiin otam	daiin.[a:o]r.cheky.olkeechy.sl<->ar.aiin.daiin.otam<$>
109	f56r	f56r.1	1	@P0	@	P	0	H	A	1	G	z	1	0	10	o chal chchs y oty esedy chy ychocphy chorchy chy	<%>o@167;chal.chchs@168;y.oty.esedy.chy.ychocphy.chorchy.chy
109	f56r	f56r.2	2	+P0	+	P	0	H	A	1	G	z	0	0	7	chokchey chol choly korchy chykey choty shokaiin	chokchey.ch[o:a]l.choly.korchy.chykey.choty.shokaiin
109	f56r	f56r.3	3	+P0	+	P	0	H	A	1	G	z	0	0	7	olchey chokchol chey keey qokeey chokeey choksy	olchey.chokchol.chey.keey.qokeey.chokeey.choksy
109	f56r	f56r.4	4	+P0	+	P	0	H	A	1	G	z	0	0	8	qot chor chor chokor chkor chy okar chdy	qot,chor.chor.chokor.chkor,chy<->okar.chdy
109	f56r	f56r.5	5	+P0	+	P	0	H	A	1	G	z	0	0	4	chochor cho chodaly daiin	chochor.cho.chodaly.daiin
109	f56r	f56r.6	6	+P0	+	P	0	H	A	1	G	z	0	0	6	ykcho dy dchey keey daiin y	ykch[o:a].dy.dchey.keey.daiin.y
109	f56r	f56r.7	7	+P0	+	P	0	H	A	1	G	z	0	0	5	sho kchol otchor choky dal	sho.kchol.otchor.choky.dal
109	f56r	f56r.8	8	+P0	+	P	0	H	A	1	G	z	0	1	4	schol choy choky cheeckhody	schol.choy.choky.cheeckhody<$>
109	f56r	f56r.9	9	+P0	+	P	0	H	A	1	G	z	1	0	5	tchoky kchol shol chotchey tchol	<%>tchoky.kchol.shol.chotchey,tchol
109	f56r	f56r.10	10	+P0	+	P	0	H	A	1	G	z	0	0	9	yt chor otchy chok y t chey r okaiin	yt,chor.otchy.chok.y,t.chey.r.okaiin
109	f56r	f56r.11	11	+P0	+	P	0	H	A	1	G	z	0	0	6	shy kcheey daiin cthol chos chokor	shy,kcheey.daiin.cthol.chos.chokor
109	f56r	f56r.12	12	+P0	+	P	0	H	A	1	G	z	0	0	4	sh cho kchey qokokchy	sh.cho.kchey.qokokchy
109	f56r	f56r.13	13	+P0	+	P	0	H	A	1	G	z	0	0	3	okchy chokcheo kchal	okchy.chokcheo.kchal
109	f56r	f56r.14	14	+P0	+	P	0	H	A	1	G	z	0	0	4	s chol chotol qotchy	s,chol.chotol.qotchy
109	f56r	f56r.15	15	+P0	+	P	0	H	A	1	G	z	0	0	4	tcho tchol chol cthy	tcho,tchol.chol.cthy
109	f56r	f56r.16	16	+P0	+	P	0	H	A	1	G	z	0	0	6	qotchy chody ctho r chey kcharg	qotchy.chody.ctho,r.chey.kch[a:o]rg
109	f56r	f56r.17	17	+P0	+	P	0	H	A	1	G	z	0	0	6	chokeey qokcheey schey d aiin dy	chokeey.qokcheey.schey.d,aiin.dy
109	f56r	f56r.18	18	+P0	+	P	0	H	A	1	G	z	0	0	4	sho chokchy kchoar sotodan	sho.chokchy.kchoar<->sotodan
109	f56r	f56r.19	19	+P0	+	P	0	H	A	1	G	z	0	1	3	otchey keol daiin	otchey.keol.daiin<$>
110	f56v	f56v.1	1	@P0	@	P	0	H	A	1	G	z	1	0	7	kcheat shol chey qokoiin shor qotcheol choror	<%>kche[a:o]t.shol.chey.qokoiin.shor,qotcheol.choror
110	f56v	f56v.2	2	+P0	+	P	0	H	A	1	G	z	0	0	6	shodshey qoteeey qoteey daiin qoteey cthar	shodshey.qot[eee:ech]y.qoteey.daiin.qoteey.cthar
110	f56v	f56v.3	3	+P0	+	P	0	H	A	1	G	z	0	0	7	ochey chol chol qotchey daiin choteeey dal	ochey.chol.chol.qotchey.daiin.choteeey,dal
110	f56v	f56v.4	4	+P0	+	P	0	H	A	1	G	z	0	0	8	schy t chey daiin d eey tad dain	schy.t,chey.daiin.d,eey.tad<->dain
110	f56v	f56v.5	5	+P0	+	P	0	H	A	1	G	z	0	0	5	qoteees sho kcheey s aiin	qoteees.sho.kcheey.s,aiin
110	f56v	f56v.6	6	+P0	+	P	0	H	A	1	G	z	0	1	3	chokchol chor ckhos	chokchol.chor.ckhos<$>
110	f56v	f56v.7	7	+P0	+	P	0	H	A	1	G	z	1	0	5	kchokchy chol shol chol otchyd	<%>kchokchy.{ck}chol.shol.chol.otchyd
110	f56v	f56v.8	8	+P0	+	P	0	H	A	1	G	z	0	0	5	ykchor chokchy qokcho tcheey kol	ykchor.chokchy.qokcho.tcheey.kol
110	f56v	f56v.9	9	+P0	+	P	0	H	A	1	G	z	0	0	5	shotchot chokcho kcho kaiin oky	shotchot.chokcho.kcho,kaiin.oky
110	f56v	f56v.10	10	+P0	+	P	0	H	A	1	G	z	0	0	8	ol kchy ksho shy ytol chotor y dy	ol,kchy.ksho.shy.ytol.chotor,y,dy
110	f56v	f56v.11	11	+P0	+	P	0	H	A	1	G	z	0	0	5	chotchey keeol chey kchol tchain	chotchey.keeol.chey.kchol.tchain
110	f56v	f56v.12	12	+P0	+	P	0	H	A	1	G	z	0	0	4	qokchey ctheey lkeey kcheeytain	qokchey.ctheey.lkeey.kcheeytain
