codebook_entry_id	entry_type	recognition_form	short_value_de	historical_mechanism	source_ids	why_it_fits_de	predicted_scribal_behavior_de
F040	LEARNED_FORMULA	D_ADDR+OL	DEN BEZEICHNETEN TEIL WEITERFÜHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F041	LEARNED_FORMULA	LSH+E+DY	KURZ SPÜLEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F042	LEARNED_FORMULA	SH+E+DY	KURZ HALTEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F043	LEARNED_FORMULA	SH+E+OL	KURZ HALTEN UND WEITERFÜHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F044	LEARNED_FORMULA	CHK+EE+Y	DIESEN POSTEN LÄNGER BEHANDELN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F045	LEARNED_FORMULA	D_ADDR+OR	BEZEICHNETER TEILANSATZ	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F046	LEARNED_FORMULA	K+AR	VON DER ENTNAHMESTELLE ZUGEBEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F047	LEARNED_FORMULA	K+OL	WEITER ZUGEBEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F048	LEARNED_FORMULA	S+OR	ZUBEREITUNGSVARIANTE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F049	LEARNED_FORMULA	SOLK+EE+DY	LÄNGER AUFFANGEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F050	LEARNED_FORMULA	SOLK+EE+Y	DIESEN POSTEN LÄNGER AUFFANGEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F051	LEARNED_FORMULA	OK+SH+E+DY	ANSETZEN, KURZ HALTEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F052	LEARNED_FORMULA	P+CHD+DY	EINSETZEN, UMSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F053	LEARNED_FORMULA	Y+T+Y	DIESEN POSTEN EINSTELLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F054	LEARNED_FORMULA	O+CKH+E+Y	DIESEN POSTEN KURZ DURCHFÜHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F055	LEARNED_FORMULA	OL+SH+E+DY	WEITER KURZ HALTEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F056	LEARNED_FORMULA	OT+CH+OL	DANACH TEIL ENTNEHMEN UND WEITER	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F057	LEARNED_FORMULA	T+CHD+Y	DIESEN POSTEN UMSTELLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F058	LEARNED_FORMULA	CH+E+CKH+Y	DIESEN TEIL KURZ DURCHFÜHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F059	LEARNED_FORMULA	CH+O+D_ADDR+Y	DEN BEZEICHNETEN TEIL BEARBEITEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F060	LEARNED_FORMULA	CH+O+S	TEIL BEARBEITEN UND VARIANTE WÄHLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F061	LEARNED_FORMULA	D_ADDR+CHD+Y	DEN BEZEICHNETEN TEIL UMSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F062	LEARNED_FORMULA	L+K+E+DY	AM WEG KURZ ZUGEBEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F063	LEARNED_FORMULA	OT+CH+OR	DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F064	LEARNED_FORMULA	SH+CKH+E+DY	KURZ IM DURCHLASS HALTEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F065	LEARNED_FORMULA	Y+K+EE+Y	DIESEN POSTEN LÄNGER ZUGEBEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F066	LEARNED_FORMULA	Y+K+OR	DIESEN POSTEN DEM ANSATZ ZUGEBEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
