occurrence_ordinal	occurrence_id	occurrence_kind	source_selector	physical_page	register	topology_family	locus	line_number	token_ordinal_in_line	surface	legacy_statement_id	legacy_owner	panel_id	record_id	component_id	context_scope	context_owner_id	semantic_export_credit
1580	G407-E0948	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.32	32	4	alaiin	G407-S046	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1581	G407-E0949	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.33	33	1	dokan	G407-S046	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1582	G407-E0950	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.33	33	2	oear	G407-S046	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1583	G407-E0951	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.33	33	3	odal	G407-S046	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1584	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1832	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.34	34	1	ofar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1585	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1833	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.34	34	2	oeoldan	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1586	G407-E0952	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.35	35	1	chol	G407-S047	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1587	G407-E0953	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.35	35	2	giin	G407-S047	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1588	G407-E0954	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.35	35	3	okol	G407-S047	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1589	G407-E0955	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.36	36	1	ytor	G407-S047	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1590	G407-E0956	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.36	36	2	daiin	G407-S047	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1591	G407-E0957	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.36	36	3	or	G407-S047	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1592	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1840	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.37	37	1	ytoaiin	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1593	G407-E0958	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.38	38	1	otoldos	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1594	G407-E0959	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.38	38	2	octhole	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1595	G407-E0960	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.39	39	1	sor	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1596	G407-E0961	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.39	39	2	chedaiin	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1597	G407-E0962	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.39	39	3	dy	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1598	G407-E0963	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.40	40	1	yteos	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1599	G407-E0964	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.40	40	2	oiin	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1600	G407-E0965	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.40	40	3	og	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1601	G407-E0966	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.41	41	1	ytoeopchey	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1602	G407-E0967	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.41	41	2	chekody	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1603	G407-E0968	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.42	42	1	sosho	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1604	G407-E0969	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.42	42	2	chos	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1605	G407-E0970	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.42	42	3	ockhy	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1606	G407-E0971	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.43	43	1	daiin	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1607	G407-E0972	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.43	43	2	aiin	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1608	G407-E0973	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.43	43	3	os	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1609	G407-E0974	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.43	43	4	qsg	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1610	G407-E0975	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.44	44	1	ofydy	G407-S048	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1611	G407-E0976	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.44	44	2	sheody	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1612	G407-E0977	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.44	44	3	aiin	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1613	G407-E0978	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.45	45	1	ycheody	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1614	G407-E0979	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.45	45	2	es	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1615	G407-E0980	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.45	45	3	odaiiin	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1616	G407-E0981	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.46	46	1	yekees	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1617	G407-E0982	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.46	46	2	oraly	G407-S049	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1618	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1866	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.47	47	1	yfain	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1619	G407-E0983	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.48	48	1	todaiin	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1620	G407-E0984	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.48	48	2	dain	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1621	G407-E0985	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.48	48	3	dy	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1622	G407-E0986	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.49	49	1	os	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1623	G407-E0987	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.49	49	2	choer	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1624	G407-E0988	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.49	49	3	aiin	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1625	G407-E0989	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.50	50	1	choeea	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1626	G407-E0990	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.50	50	2	sal	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1627	G407-E0991	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.51	51	1	dadaiin	G407-S050	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1628	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1876	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.52	52	1	qotoear	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1629	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1877	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.53	53	1	dchdar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1630	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1878	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.54	54	1	y	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1631	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1879	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.54	54	2	saldal	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1632	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1880	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.55	55	1	ytodal	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1633	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1881	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.56	56	1	tol	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1634	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1882	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.56	56	2	daiin	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1635	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1883	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.57	57	1	otar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1636	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1884	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.57	57	2	dy	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1637	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1885	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.58	58	1	cho	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1638	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1886	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.58	58	2	dal	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1639	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1887	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.58	58	3	g	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1640	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1888	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.59	59	1	ytchodly	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1641	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1889	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.60	60	1	octhys	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1642	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1890	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.61	61	1	ytokar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1643	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1891	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.62	62	1	otolor	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1644	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1892	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.63	63	1	okodar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1645	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1893	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.64	64	1	s	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1646	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1894	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.64	64	2	air	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1647	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1895	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.65	65	1	soear	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1648	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1896	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.66	66	1	cpheey	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1649	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1897	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.67	67	1	okodar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1650	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1898	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.68	68	1	oepchod	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1651	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1899	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.69	69	1	s	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1652	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1900	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.69	69	2	ay	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
