line_ordinal	source_selector	physical_page	register	topology_family	locus	line_number	paragraph_start	paragraph_end	line_kind	token_count	running_event_count	local_card_count	coarse_page_owner_id	legacy_owner_ids	panel_ids	record_ids	component_ids	context_scope	eva_clean	semantic_export_credit
228	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.57	57	1	0	RUNNING_PROSE	8	8	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_02	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd	ZERO__STRUCTURAL_CROSSWALK_ONLY
229	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.58	58	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_02	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol	ZERO__STRUCTURAL_CROSSWALK_ONLY
230	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.59	59	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_02	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard	ZERO__STRUCTURAL_CROSSWALK_ONLY
231	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.60	60	0	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_02	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy	ZERO__STRUCTURAL_CROSSWALK_ONLY
232	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.61	61	0	0	RUNNING_PROSE	11	11	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_02	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
233	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.62	62	0	1	RUNNING_PROSE	8	8	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_02	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ol cheeky daiir chky axor akar y daiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
234	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.63	63	1	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_03	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram	ZERO__STRUCTURAL_CROSSWALK_ONLY
235	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.64	64	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_03	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal	ZERO__STRUCTURAL_CROSSWALK_ONLY
236	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.65	65	0	0	RUNNING_PROSE	11	11	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_03	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry	ZERO__STRUCTURAL_CROSSWALK_ONLY
237	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.66	66	0	1	RUNNING_PROSE	7	7	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_03	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shor shckheody dal shedy qokor al shes	ZERO__STRUCTURAL_CROSSWALK_ONLY
238	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.67	67	1	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_04	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair	ZERO__STRUCTURAL_CROSSWALK_ONLY
239	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.68	68	0	0	RUNNING_PROSE	12	12	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_04	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	ZERO__STRUCTURAL_CROSSWALK_ONLY
240	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.69	69	0	1	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_04	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tosheo qokaldy oky ol kcheeky qoky dary okees oly	ZERO__STRUCTURAL_CROSSWALK_ONLY
241	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.70	70	1	0	RUNNING_PROSE	11	11	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	ZERO__STRUCTURAL_CROSSWALK_ONLY
242	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.71	71	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	ZERO__STRUCTURAL_CROSSWALK_ONLY
243	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.72	72	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey	ZERO__STRUCTURAL_CROSSWALK_ONLY
244	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.73	73	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ysheeod qoteeod qotol qoky chckhedy shey dcheol cheky cheo dor	ZERO__STRUCTURAL_CROSSWALK_ONLY
245	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.74	74	0	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam	ZERO__STRUCTURAL_CROSSWALK_ONLY
246	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.75	75	0	0	RUNNING_PROSE	12	12	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	ZERO__STRUCTURAL_CROSSWALK_ONLY
247	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.76	76	0	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
248	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.77	77	0	0	RUNNING_PROSE	10	10	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
249	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.78	78	0	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
250	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.79	79	0	0	RUNNING_PROSE	8	8	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
251	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.80	80	0	0	RUNNING_PROSE	9	9	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	ZERO__STRUCTURAL_CROSSWALK_ONLY
252	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.81	81	0	1	RUNNING_PROSE	5	5	0	F66R_TEXT_PAGE	F66R_TEXT_BLOCK_05	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	lchey lkeedy chety shekaly shckhar	ZERO__STRUCTURAL_CROSSWALK_ONLY
253	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	f66r.82	82	0	0	LOCAL_LABEL_OR_MARKER	5	0	5	F66R_TEXT_PAGE	separater spaeter unterer Nachtrag mit kleiner Zeichnung	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otcheo daiin chty ykees cheg	ZERO__STRUCTURAL_CROSSWALK_ONLY
254	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.1	1	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykshy s aram	ZERO__STRUCTURAL_CROSSWALK_ONLY
255	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.2	2	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykecho ols eesydy	ZERO__STRUCTURAL_CROSSWALK_ONLY
256	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.3	3	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ey shs okar	ZERO__STRUCTURAL_CROSSWALK_ONLY
257	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.4	4	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	shekchy sykos	ZERO__STRUCTURAL_CROSSWALK_ONLY
258	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.5	5	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykeody okchy	ZERO__STRUCTURAL_CROSSWALK_ONLY
259	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.6	6	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dchetay	ZERO__STRUCTURAL_CROSSWALK_ONLY
260	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.7	7	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykchy kchey ykchys	ZERO__STRUCTURAL_CROSSWALK_ONLY
261	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.8	8	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	chkchdar	ZERO__STRUCTURAL_CROSSWALK_ONLY
262	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.9	9	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykar ykaly	ZERO__STRUCTURAL_CROSSWALK_ONLY
263	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.10	10	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	lkshy kchy okar	ZERO__STRUCTURAL_CROSSWALK_ONLY
264	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.11	11	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	chky chykchs chy	ZERO__STRUCTURAL_CROSSWALK_ONLY
265	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.12	12	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykees ykchos	ZERO__STRUCTURAL_CROSSWALK_ONLY
266	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.13	13	1	0	RUNNING_PROSE	4	4	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	opodchol s ain aldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
267	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.14	14	0	1	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	soeey doiin oldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
268	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.15	15	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dolchsody	ZERO__STRUCTURAL_CROSSWALK_ONLY
269	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.16	16	1	0	RUNNING_PROSE	4	4	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	odaeiin okoes oekain y	ZERO__STRUCTURAL_CROSSWALK_ONLY
270	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.17	17	0	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	otchey soraiir dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
271	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.18	18	0	1	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qopchy daiin dal	ZERO__STRUCTURAL_CROSSWALK_ONLY
272	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.19	19	1	0	RUNNING_PROSE	4	4	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ydchos ain ar amy	ZERO__STRUCTURAL_CROSSWALK_ONLY
273	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.20	20	0	0	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chocfhy saral	ZERO__STRUCTURAL_CROSSWALK_ONLY
274	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.21	21	0	1	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain am ar	ZERO__STRUCTURAL_CROSSWALK_ONLY
275	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.22	22	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okal	ZERO__STRUCTURAL_CROSSWALK_ONLY
276	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.23	23	1	0	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oparchy salsain	ZERO__STRUCTURAL_CROSSWALK_ONLY
277	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.24	24	0	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sodar ofar ar	ZERO__STRUCTURAL_CROSSWALK_ONLY
278	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.25	25	0	1	RUNNING_PROSE	1	1	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ydam	ZERO__STRUCTURAL_CROSSWALK_ONLY
279	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.26	26	1	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yteoor yto ykor	ZERO__STRUCTURAL_CROSSWALK_ONLY
280	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.27	27	0	1	RUNNING_PROSE	4	4	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okeo r aiin am	ZERO__STRUCTURAL_CROSSWALK_ONLY
281	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.28	28	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okain am	ZERO__STRUCTURAL_CROSSWALK_ONLY
282	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.29	29	1	0	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ytody saiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
283	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.30	30	0	1	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ochol olol	ZERO__STRUCTURAL_CROSSWALK_ONLY
284	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.31	31	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	opcholdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
285	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.32	32	1	0	RUNNING_PROSE	4	4	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dosar odas air alaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
286	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.33	33	0	1	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dokan oear odal	ZERO__STRUCTURAL_CROSSWALK_ONLY
287	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.34	34	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ofar oeoldan	ZERO__STRUCTURAL_CROSSWALK_ONLY
288	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.35	35	1	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chol giin okol	ZERO__STRUCTURAL_CROSSWALK_ONLY
289	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.36	36	0	1	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ytor daiin or	ZERO__STRUCTURAL_CROSSWALK_ONLY
290	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.37	37	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytoaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
291	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.38	38	1	0	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	otoldos octhole	ZERO__STRUCTURAL_CROSSWALK_ONLY
292	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.39	39	0	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sor chedaiin dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
293	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.40	40	0	1	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yteos oiin og	ZERO__STRUCTURAL_CROSSWALK_ONLY
294	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.41	41	1	0	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ytoeopchey chekody	ZERO__STRUCTURAL_CROSSWALK_ONLY
295	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.42	42	0	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sosho chos ockhy	ZERO__STRUCTURAL_CROSSWALK_ONLY
296	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.43	43	0	1	RUNNING_PROSE	4	4	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	daiin aiin os qsg	ZERO__STRUCTURAL_CROSSWALK_ONLY
297	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.44	44	1	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ofydy sheody aiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
298	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.45	45	0	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ycheody es odaiiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
299	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.46	46	0	1	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yekees oraly	ZERO__STRUCTURAL_CROSSWALK_ONLY
300	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.47	47	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	yfain	ZERO__STRUCTURAL_CROSSWALK_ONLY
301	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.48	48	1	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	todaiin dain dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
302	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.49	49	0	0	RUNNING_PROSE	3	3	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	os choer aiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
303	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.50	50	0	0	RUNNING_PROSE	2	2	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	choeea sal	ZERO__STRUCTURAL_CROSSWALK_ONLY
304	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.51	51	0	1	RUNNING_PROSE	1	1	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dadaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
