teaching_unit_id	layer	unit_type	recognition_forms	spoken_value_de	concrete_context_values_de	specialist_surface_forms	observed_specialist_events	pages	teaching_rule_de
W025	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sheckhal	MITTELMASS	Mittelmaß	sheckhal	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W026	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cphy	NACHSEIHEN	nachseihen	cphy	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W027	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qoctholy	PRESSEN	pressen	qoctholy	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W028	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	shoyty	BLÜTENRESERVE	Blütenreserve	shoyty	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W029	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	etyd	WURZELREST	Wurzelrest	etyd	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W030	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qekey	ROH	roh	qekey	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W031	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ly	AUFFANGSCHALE	Auffangschale	ly	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W032	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sshkchdy	SCHWENKEN	schwenken	sshkchdy	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W033	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheeety|tshey	SPÜLUNG	Spülwasser|erste Spülung	cheeety|tshey	2	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W034	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sh	STÄNGEL	Stängel	sh	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W035	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	shfydaiin	STEHZEIT	vorgeschriebene Stehzeit	shfydaiin	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W036	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	lcheey|qolky	STELLE	Arbeitsstelle|Nassstelle	lcheey|qolky	2	f81v|f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W037	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	schoal	WEINSUD	Weinsud	schoal	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W038	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ches	TEILEN	gleichteilen	ches	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W039	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	oykchor	TOPF	Topf	oykchor	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W040	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchy	TRANK	Trank	kchy	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W041	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dain|solkaiin	TUCH	Seihtuch|Tuch	dain|solkaiin	4	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W042	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qockhey|sheckhy	ÜBERLAUF	Überlauf	qockhey|sheckhy	3	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W043	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	talam	VERWAHREN	verwahren	talam	1	f55v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W044	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dchol|schol	VORPOSTEN	Voriges	dchol|schol	2	f11r|f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W045	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qotedaiin	WANNE	Wanne	qotedaiin	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W046	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	lol|rol|shecthy	WARMGRAD	warm|handwarm	lol|rol|shecthy	5	f81v|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W047	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	rsheal	WARMWASSER	Warmwasser	rsheal	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W048	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	choy|lkedy|rshedy	WASCHEN	waschen|Waschgang|nachwaschen	choy|lkedy|rshedy	4	f56r|f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W049	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dchey	WURZEL	Wurzel	dchey	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W050	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	chckhal	HALTEZEIT	Haltezeit	chckhal	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W051	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchey	ZERREIBEN	zerreiben	kchey	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
L001	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	torshor	WURZELKRONE	Artikelkopf: die große sichtbare Speicherwurzel/Krone aktivieren.	torshor	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L002	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	dchg	BRUTKNÖLLCHEN	Einen der kleinen sichtbaren Rundkörper am Wurzelhals abnehmen.	dchg	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L003	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	tshy	BLÜTENANTEIL	Den Anteil aus dem endständigen Blütenstand wählen.	tshy	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L004	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	cfholdy	AUSPRESSEN	Den ersten Ansatz weiter auspressen und den Teilgang schließen.	cfholdy	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L005	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	shochy	BLATTANTEIL	Einen Anteil aus der breiten Blattkrone nehmen.	shochy	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
D001	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otorchety	WURZELBÜNDEL	blasses vielzehiges Wurzelbündel	otorchety	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D002	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	osal	SPINDELWURZEL	schmale dunkle Spindelwurzel	osal	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D003	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	orald	FASERWURZELBÜNDEL	gebundenes helles Faserwurzelbündel	orald	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D004	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	oldar	KNOLLENWURZEL	dicke braune verzweigte Knollenwurzel	oldar	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D005	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otoky	SCHLINGWURZEL	heller Knotenkopf mit Schlingwurzeln	otoky	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D006	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otaly	LANZETTBLATT	einzelnes lanzettliches Blatt	otaly	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D007	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otaldy	GABELWURZELSTOCK	kräftiger gegabelter Wurzelstock mit Blattkrone	otaldy	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D008	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	oram	HÄNGEWURZEL	schmale braune Hänge- oder Spindelwurzel	oram	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D009	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	dary	ZAHNKÖRPER	aufrechter grüner gezähnter Pflanzenkörper mit Wurzelbüschel	dary	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D010	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	okol	FASERWURZELSTOCK	heller gefasster Faserwurzelstock	okol	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D011	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	sorory	FLECKKNOLLE	gefleckter ovaler Knollen- oder Fruchtkörper	sorory	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D012	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otyda	BLATTZWEIG	langer Zweig mit paarigen Blättern	otyda	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D013	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	ofyskydal	WURZELKRONE	Wurzelkrone mit roten Wurzeln und gezähnten Blättern	ofyskydal	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D014	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otor	KRIECHSTOCK	kriechender Stock mit rund gezähnten Blättern	otor	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D015	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	am	SCHNITTKÖRPER	großer geschichteter heller Wurzel- oder Schnittkörper	am	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
D016	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	ofaldo	SPEICHERTEIL	langer rötlicher Speicherteil mit zwei langen Blättern	ofaldo	1	f88r	Als lokalen Namen des direkt benachbarten sichtbaren Zutatenkörpers lernen; das Gefäß besitzt die Charge stumm, die Karte nicht in Operationswurzeln zerlegen.
X001	H_LOCAL_ADDRESS_COPY_RULE	REGISTER_COPY_RULE	ANY_GROUP_IN_IMAGE_LABEL_OR_DIAGRAM_ADDRESS_LOCUS	BILDADRESSE	Den benachbarten Bild-, Stern-, Ring- oder Stationsplatz benennen.		485	f67r2|f68r1|f69v|f70v|f75r|f81v|f82r|f83r	Am Labelort die ganze Kennung aus dem Meisterexemplar kopieren; sichtbare Wurzeln nur als Merkhilfe verwenden.
