target_occurrence_id	page	physical_folio	locus	section	language	hand	ordinal	right_surface	right_ordinal	right_reader_exact	written_line_eva	gdt776_branch	gdt776_default_de	gdt776_renderer_contextual	gdt776_span_consumes_right_token	gdt776_span_id	gdt776_right_whole	gdt776_candidate_whole_de	gdt776_semantic_family	gdt776_confidence	gdt776_positive_evidence	gdt776_counterevidence	gdt776_scope_status	gdt776_dispatch_rule	gdt776_structural_bridge	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit	gdt777_branch	gdt777_default_de	gdt777_renderer_contextual	gdt777_span_id	gdt777_registered_form	gdt777_field_head_surface	gdt777_body_surface	gdt777_semantic_family	gdt777_confidence	gdt777_consumed_token_count	gdt777_consumed_token_ids	gdt777_fallback_replacement	gdt777_contextual_sharpening	gdt777_positive_evidence	gdt777_counterevidence	gdt777_dispatch_rule	gdt777_default_is_translation	gdt777_confirmed_lexeme	gdt777_confirmed_plaintext	gdt777_component_export_credit	gdt778_branch	gdt778_default_de	gdt778_renderer_contextual	gdt778_span_id	gdt778_exact_whole	gdt778_confidence	gdt778_consumed_token_count	gdt778_consumed_token_ids	gdt778_fallback_replacement	gdt778_contextual_sharpening	gdt778_contextual_confirmation	gdt778_display_changed	gdt778_same_row_consumption_takeover	gdt778_new_unique_consumption	gdt778_positive_evidence	gdt778_counterevidence	gdt778_dispatch_rule	gdt778_scope_status	gdt778_default_is_translation	gdt778_confirmed_lexeme	gdt778_confirmed_plaintext	gdt778_component_export_credit
G769-T0143	f116r	f116	f116r.11	S	B	3	1	aiin	2	1	ol aiin shed qoteedy okeolshy qotain okedy chedy olchedy olkain als	INHERITED_GDT775	Ansatz, Menge III	1	1	G775-THROUGHPUT-SPAN:G769-T0143	aiin	NONE	NONE	C2_RECURRENT_PLUS_SLOT_LEAD	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz, Menge III	1	G775-THROUGHPUT-SPAN:G769-T0143	NONE	NONE	NONE	NONE	C2_RECURRENT_PLUS_SLOT_LEAD	1	f116r.11@2	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz, Menge III	1	G775-THROUGHPUT-SPAN:G769-T0143	NONE	C2_RECURRENT_PLUS_SLOT_LEAD	1	f116r.11@2	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0146	f116r	f116	f116r.20	S	B	3	3	cheey	4	1	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	INHERITED_GDT775	;	1	0	NONE	cheey	NONE	NONE	C1_DIRECT_CLOSE_DIRECTION	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	;	1	NONE	NONE	NONE	NONE	NONE	C1_DIRECT_CLOSE_DIRECTION	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	;	1	NONE	NONE	C1_DIRECT_CLOSE_DIRECTION	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0149	f116r	f116	f116r.26	S	B	3	6	cheedy	7	0	ytchey qokaiin chckhol shechol qotey ol cheedy otain okedy qotam	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	cheedy	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0150	f116r	f116	f116r.32	S	B	3	7	lchedy	8	1	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	INHERITED_GDT775	und	1	0	NONE	lchedy	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	GDT777_REGISTERED_COMPLETE_WHOLE	Binnenfeld: Trockenresultat I	1	G777-S008	lchedy	l	chedy	DRY_RESULT_I	C2	1	f116r.32@8	0	1	GDT736 registriert die vollständige H4-Ganzform mit getrocknetem Ergebnis Form I	Ergebnis gegen Zustand und Indexdimension bleiben offen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	0	0	0	0	INHERITED_GDT777	Binnenfeld: Trockenresultat I	1	G777-S008	NONE	C2	1	f116r.32@8	0	0	0	0	0	0	GDT736 registriert die vollständige H4-Ganzform mit getrocknetem Ergebnis Form I	Ergebnis gegen Zustand und Indexdimension bleiben offen	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0151	f116r	f116	f116r.44	S	B	3	5	lcheor	6	1	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	lcheor	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	GDT777_REGISTERED_COMPLETE_WHOLE	Binnenfeld: Trockenportion	1	G777-S009	lcheor	l	cheor	DRY_PART	C1	1	f116r.44@6	1	0	GDT737 registriert die vollständige H4-Ganzform und den body als trockenen Teil-/Portionsträger	Teil gegen Portion bleibt offen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	0	0	0	0	INHERITED_GDT777	Binnenfeld: Trockenportion	1	G777-S009	NONE	C1	1	f116r.44@6	0	0	0	0	0	0	GDT737 registriert die vollständige H4-Ganzform und den body als trockenen Teil-/Portionsträger	Teil gegen Portion bleibt offen	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0152	f116r	f116	f116r.49	S	B	3	11	lkan	12	1	sysor shey qokey okeolan chey qol or cheey qor arom ol lkan	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	lkan	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0154	f15v	f15	f15v.8	H	A	1	3	oiin	4	1	ytchor chor ol oiin oty shol daiin	GDT776_MEDIAL_RIGHT_WHOLE_REFINED	Zubereitungsform: Index III	1	1	G776-SPAN-025	oiin	Zubereitungsform, Index III	PREPARATION_FORM	C1	GDT734 exact whole plus GDT736 preparation-form body and two medial targets	form versus value dimension remains open	EXACT_MEDIAL_OL_SPAN	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Zubereitungsform: Index III	1	G776-SPAN-025	NONE	NONE	NONE	PREPARATION_FORM	C1	1	f15v.8@4	0	0	GDT734 exact whole plus GDT736 preparation-form body and two medial targets	form versus value dimension remains open	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Zubereitungsform: Index III	1	G776-SPAN-025	NONE	C1	1	f15v.8@4	0	0	0	0	0	0	GDT734 exact whole plus GDT736 preparation-form body and two medial targets	form versus value dimension remains open	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0156	f17v	f17	f17v.8	H	A	1	3	dy	4	1	qokeey kchar ol dy choldaiin sy	GDT776_MEDIAL_RIGHT_WHOLE_EXTENSION	[FELDENDE]	1	1	G776-SPAN-026	dy	Feldende	FIELD_CLOSE	C1	two medial targets plus two GDT734 structural whole cards	punctuation, clause close, and work-step boundary remain rivals	EXACT_MEDIAL_OL_SPAN_EXPLORATORY	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	[FELDENDE]	1	G776-SPAN-026	NONE	NONE	NONE	FIELD_CLOSE	C1	1	f17v.8@4	0	0	two medial targets plus two GDT734 structural whole cards	punctuation, clause close, and work-step boundary remain rivals	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	[FELDENDE]	1	G776-SPAN-026	NONE	C1	1	f17v.8@4	0	0	0	0	0	0	two medial targets plus two GDT734 structural whole cards	punctuation, clause close, and work-step boundary remain rivals	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0157	f17v	f17	f17v.9	H	A	1	5	NONE	0	0	ycheol shol kchol choltaiin ol	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0158	f17v	f17	f17v.12	H	A	1	5	chor	6	1	oy choy keaiin chckhey ol chor	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	chor	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	Blütenstand	1	G778-S008	chor	C0	1	f17v.12@6	1	0	0	1	0	1	GDT768 zählt 176 exakte Ganzwortvorkommen; die nominale Pflanzenteilrolle ist deutlich stärker als die konkrete Organwahl	Blüte gegen Frucht oder anderen Pflanzenteil nicht entschieden	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G769-T0159	f17v	f17	f17v.18	H	A	1	3	chol	4	1	otor cheeor ol chol dor chr or eees	INHERITED_GDT775	Zustand: trocken	1	1	G775-THROUGHPUT-SPAN:G769-T0159	chol	NONE	NONE	C1_OPERATOR_SLOT_TWO_FOLIOS	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Zustand: trocken	1	G775-THROUGHPUT-SPAN:G769-T0159	NONE	NONE	NONE	NONE	C1_OPERATOR_SLOT_TWO_FOLIOS	1	f17v.18@4	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	Zustand: trocken	1	G778-S009	chol	C2	1	f17v.18@4	0	0	1	0	1	0	303 exakte Ganzwortvorkommen und wiederholte chor/cthy-plus-chol Zustandskonstruktionen	Zustand gegen Stoff oder Anweisung nicht vollständig getrennt	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G769-T0160	f18r	f18	f18r.10	H	A	1	4	ydaiin	5	1	dar shor qokchol ol ydaiin	GDT776_MEDIAL_RIGHT_WHOLE_EXTENSION	Bezugswert: Stufe III	1	1	G776-SPAN-027	ydaiin	Bezugswert III	REFERENCE_VALUE	C0	GDT734 weak exact whole and two medial targets	reference versus dose/value dimension remain open	EXACT_MEDIAL_OL_SPAN_EXPLORATORY	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Bezugswert: Stufe III	1	G776-SPAN-027	NONE	NONE	NONE	REFERENCE_VALUE	C0	1	f18r.10@5	0	0	GDT734 weak exact whole and two medial targets	reference versus dose/value dimension remain open	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Bezugswert: Stufe III	1	G776-SPAN-027	NONE	C0	1	f18r.10@5	0	0	0	0	0	0	GDT734 weak exact whole and two medial targets	reference versus dose/value dimension remain open	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0161	f20r	f20	f20r.4	H	A	1	2	teey	3	1	ochol ol teey otolchey	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	teey	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0162	f22r	f22	f22r.2	H	A	1	1	oiin	2	1	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	INHERITED_GDT775	Ansatz in Zubereitungsform III	1	1	G775-THROUGHPUT-SPAN:G769-T0162	oiin	NONE	NONE	C1_RECURRENT_COMPLEMENT	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz in Zubereitungsform III	1	G775-THROUGHPUT-SPAN:G769-T0162	NONE	NONE	NONE	NONE	C1_RECURRENT_COMPLEMENT	1	f22r.2@2	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz in Zubereitungsform III	1	G775-THROUGHPUT-SPAN:G769-T0162	NONE	C1_RECURRENT_COMPLEMENT	1	f22r.2@2	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0163	f22r	f22	f22r.5	H	A	1	1	daiin	2	1	ol daiin qokchy dar daiin chor oldor oky y choldchy	INHERITED_GDT775	Ansatz, Wert III	1	1	G775-THROUGHPUT-SPAN:G769-T0163	daiin	NONE	NONE	C0_GDT775_SCOPED_VALUE_EXTRAPOLATION	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz, Wert III	1	G775-THROUGHPUT-SPAN:G769-T0163	NONE	NONE	NONE	NONE	C0_GDT775_SCOPED_VALUE_EXTRAPOLATION	1	f22r.5@2	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz, Wert III	1	G775-THROUGHPUT-SPAN:G769-T0163	NONE	C0_GDT775_SCOPED_VALUE_EXTRAPOLATION	1	f22r.5@2	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0164	f22r	f22	f22r.7	H	A	1	6	otchy	7	1	kchol shol dsheor chdoly ytaiin ol otchy cphal	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	otchy	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0165	f23r	f23	f23r.5	H	A	1	8	ol	9	1	ychor qokchol ytym chol dair chol ar ol ol dol dain	GDT776_MEDIAL_OL_CHAIN	Unterfeld: weiterer Ansatz	1	0	G776-CHAIN-028	ol	weiteres Ansatzfeld	NESTED_FIELD	C1	GDT736 whole-body role plus seven medial ol-ol chains	adjacent identical form creates overlap and identifies no substance; material or preparation carrier remains a rival	EXACT_MEDIAL_OL_CHAIN	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Unterfeld: weiterer Ansatz	1	G776-CHAIN-028	NONE	NONE	NONE	NESTED_FIELD	C1	0	NONE	0	0	GDT736 whole-body role plus seven medial ol-ol chains	adjacent identical form creates overlap and identifies no substance; material or preparation carrier remains a rival	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Unterfeld: weiterer Ansatz	1	G776-CHAIN-028	NONE	C1	0	NONE	0	0	0	0	0	0	GDT736 whole-body role plus seven medial ol-ol chains	adjacent identical form creates overlap and identifies no substance; material or preparation carrier remains a rival	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0166	f23r	f23	f23r.5	H	A	1	9	dol	10	1	ychor qokchol ytym chol dair chol ar ol ol dol dain	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	dol	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	Materialmaß	1	G778-S010	dol	C0	1	f23r.5@10	1	0	0	1	0	1	76 bare und 3 headed Kandidatenvorkommen tragen Material-/Maßfeld	GDT738 unentschieden; Einheit offen	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G769-T0167	f23r	f23	f23r.7	H	A	1	9	daiin	10	1	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	GDT776_MEDIAL_RIGHT_WHOLE_REFINED	Wert: Stufe III	1	1	G776-SPAN-029	daiin	Wertslot III	VALUE_AMOUNT	C1	GDT734 exact whole plus GDT737 dose/value ladder and four medial targets	new context exceeds the old named-field scope; dose versus value open	EXACT_MEDIAL_OL_SPAN_EXTRAPOLATION	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Wert: Stufe III	1	G776-SPAN-029	NONE	NONE	NONE	VALUE_AMOUNT	C1	1	f23r.7@10	0	0	GDT734 exact whole plus GDT737 dose/value ladder and four medial targets	new context exceeds the old named-field scope; dose versus value open	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Wert: Stufe III	1	G776-SPAN-029	NONE	C1	1	f23r.7@10	0	0	0	0	0	0	GDT734 exact whole plus GDT737 dose/value ladder and four medial targets	new context exceeds the old named-field scope; dose versus value open	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0168	f23v	f23	f23v.1	H	A	1	8	chcphy	9	1	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	chcphy	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0169	f23v	f23	f23v.11	H	A	1	6	cheeb	7	0	y okaiin doroiin olols oiin ol cheeb ols	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	cheeb	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0172	f24r	f24	f24r.13	H	A	1	2	s	3	1	oees ol s chey chcth s ar	GDT776_MEDIAL_RIGHT_WHOLE_EXTENSION	Unterposten: folgendes Feld	1	1	G776-SPAN-030	s	Unterposten; weiteres Feld folgt	SUBENTRY_OR_AMOUNT_LINK	C0	two medial targets and the transferred H2 item/subentry position role; GDT759 licenses s as an amount/unit head specifically before value wholes	single-glyph segmentation open; at these two non-value contexts H2 subentry versus distributive or amount linkage is unresolved; retired seed/material-head reading forbidden	EXACT_MEDIAL_OL_SPAN_EXPLORATORY	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	GDT777_REGISTERED_SPLIT_FIELD	Unterposten: trockene Form I	1	G777-S011	schey	s	chey	DRY_FORM_I	C1	2	f24r.13@3|f24r.13@4	0	1	GDT736 registriert die vollständige H2-Ganzform mit trockener Form I; die Splitregel bindet s und chey nur gemeinsam	Fusion und Trennung sind hier nicht als Lesergrenze belegt	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	0	0	0	0	INHERITED_GDT777	Unterposten: trockene Form I	1	G777-S011	NONE	C1	2	f24r.13@3|f24r.13@4	0	0	0	0	0	0	GDT736 registriert die vollständige H2-Ganzform mit trockener Form I; die Splitregel bindet s und chey nur gemeinsam	Fusion und Trennung sind hier nicht als Lesergrenze belegt	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0173	f24r	f24	f24r.15	H	A	1	3	dal	4	1	ockhoees oeees ol dal s	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	dal	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	abgemessenes Material I	1	G778-S011	dal	C0	1	f24r.15@4	1	0	0	1	0	1	191 bare und 2 headed Kandidatenvorkommen tragen Material/Messachse I	GDT738 unentschieden; nur reader-exakte GDT778-Stelle lizenzierbar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G769-T0174	f26r	f26	f26r.8	H	B	2	7	ytedy	8	0	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	ytedy	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0176	f30r	f30	f30r.8	H	A	1	2	chesey	3	1	opchol ol chesey scheo r chey okeal dcheo rchey	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	chesey	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
