span_id	target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	right_ordinal	line_token_count	right_surface	written_span_eva	written_line_eva	right_reader_exact	old_gdt777_branch	old_gdt777_default_de	old_gdt777_contextual	inherited_structural_frame	selected_whole_default_de	new_gdt778_default_de	semantic_change_class	fallback_replacement	contextual_sharpening	contextual_confirmation	display_changed	confidence	alternate_1_de	alternate_2_de	positive_evidence	counterevidence	provenance_path	promotion_status	inherited_consumed_token_ids	gdt778_consumed_token_id	same_row_inherited_consumption_takeover	new_unique_consumption	cross_row_consumption_collision	selection_rule	composition_rule	scope_status	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G778-S029	G769-T0399	f80v	f80	f80v.35	B	B	2	B|B|2	9	10	12	kain	ol kain	tol oltain olkar y qol qol kain okiin ol kain shey ldy	1	INHERITED_GDT776	und	1	UND_LINK	erhitzte Form II	und; erhitzte Form II	CONTEXTUAL_SHARPENING	0	1	0	1	C1	Wärmestufe II	Verarbeitungsstufe II	43 bare und 34 headed; GDT738 trägt die Wärmefamilie in beiden Läufen	Form gegen Prozessstufe offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f80v.35@10	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	PRESERVE_STRUCTURAL_FRAME_AND_APPEND_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S030	G769-T0416	f81r	f81	f81r.22	B	B	2	B|B|2	6	7	9	chedar	ol chedar	qotal chedy qol ol daiin ol chedar ol oly	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgemessener Trockenanteil I	abgemessener Trockenanteil I	FALLBACK_REPLACEMENT	1	0	0	1	C0	Trockenform I	Messzustand I	31 bare und 13 headed Kandidatenvorkommen tragen Trocken-/Messachse I	GDT738 trennt Maß und Zustand nicht	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f81r.22@7	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S031	G769-T0421	f81v	f81	f81v.2	B	B	2	B|B|2	6	7	12	kain	ol kain	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	1	INHERITED_GDT776	und	1	UND_LINK	erhitzte Form II	und; erhitzte Form II	CONTEXTUAL_SHARPENING	0	1	0	1	C1	Wärmestufe II	Verarbeitungsstufe II	43 bare und 34 headed; GDT738 trägt die Wärmefamilie in beiden Läufen	Form gegen Prozessstufe offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f81v.2@7	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	PRESERVE_STRUCTURAL_FRAME_AND_APPEND_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S032	G769-T0428	f81v	f81	f81v.16	B	B	2	B|B|2	4	5	10	chy	ol chy	lor shedy qoeedy ol chy rshdy lshedy dar chdy pchdy	1	INHERITED_GDT776	Ansatz: trocken am Anfang des Grades	1	ANSATZ_FRAME	trockene Grundform	Ansatz: trockene Grundform	CONTEXTUAL_SHARPENING	0	1	0	1	C1	ungradierter Trockenzustand	Trockenposten	GDT736 High-Kandidat und 15 headed Ziele tragen trockene Grundform	Zustand gegen Posten offen	GDT736_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	f81v.16@5	f81v.16@5	1	0	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	PRESERVE_STRUCTURAL_FRAME_AND_APPEND_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S033	G769-T0476	f86v6	f86	f86v6.14	T	B	2	T|B|2	11	12	12	ain	ol ain	ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol ain	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Wertstufe II	Wertstufe II	FALLBACK_REPLACEMENT	1	0	0	1	C2	Ordinalstufe II	Mengenstufe II	106 bare und 86 headed; GDT738 einzig klar SUPPORTED_CROSS_HEAD	Wert gegen Ordinal- oder Mengenstufe offen	GDT737_BODY_PLUS_GDT738_CROSS_HEAD	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f86v6.14@12	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S034	G769-T0500	f93r	f93	f93r.31	H	A	1	H|A|1	1	2	4	chol	ol chol	ol chol cthol olchod	1	INHERITED_GDT776	Zustand: trocken	1	STATE_FRAME	getrocknet	Zustand: trocken	CONTEXTUAL_CONFIRMATION	0	0	1	0	C2	Trockenstoff	Trocknungsanweisung	303 exakte Ganzwortvorkommen und wiederholte chor/cthy-plus-chol Zustandskonstruktionen	Zustand gegen Stoff oder Anweisung nicht vollständig getrennt	GDT758_759_LATER_WHOLE	EXACT_OL_PLUS_WHOLE_ONLY	f93r.31@2	f93r.31@2	1	0	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	PRESERVE_STATE_FRAME_CONFIRMATION	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S035	G769-T0507	f94v	f94	f94v.10	H	B	3	H|B|3	1	2	10	air	ol air	ol air cheey okchaiin shy tararain otody qodar oteey dar	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Anteil II	Anteil II	FALLBACK_REPLACEMENT	1	0	0	1	C1	Fraktionsstufe II	Formcode II	GDT736s formale Leiter und 31 headed Ziele tragen eine zweite Anteil-/Wertstufe	Konkrete Dimension und botanische Altassoziation nicht bestätigt	GDT736_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f94v.10@2	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S036	G769-T0508	f95r1	f95	f95r1.1	H	B	3	H|B|3	4	5	9	oldaiin	ol oldaiin	kshdor chepchdy ofaiin ol oldaiin opshol qokaiin oty odain	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Materialergebnis III	Materialergebnis III	FALLBACK_REPLACEMENT	1	0	0	1	C0	Materialwert III	Dosis III	7 bare und 2 headed Kandidatenvorkommen tragen Material/Ergebnis plus Wert III	GDT738 unentschieden; alte Karte hatte NO_EXACT_BODY_WHOLE	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f95r1.1@5	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S037	G769-T0510	f95r1	f95	f95r1.11	H	B	3	H|B|3	5	6	10	dar	ol dar	ykaiin or chdy chekain ol dar ykar olkeey ldar chekal	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgemessener Anteil I	abgemessener Anteil I	FALLBACK_REPLACEMENT	1	0	0	1	C1	Dosisfeld I	Resultatstufe I	245 bare und 7 headed; spätere dreistufige Leiter stärkt Anteil-/Messrolle	Anteil gegen Dosis oder Resultat offen	GDT737_BODY_PLUS_GDT768_LADDER	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f95r1.11@6	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S038	G769-T0511	f95r2	f95	f95r2.3	H	B	3	H|B|3	6	7	10	otaiin	ol otaiin	todaiin chor chckhy qokol chkar ol otaiin ofar okain aram	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgekühlte Zubereitung, Wert III	abgekühlte Zubereitung, Wert III	FALLBACK_REPLACEMENT	1	0	0	1	C0	Kaltstufe III	Abkühlungsvorgang	138 bare und 2 headed Kandidatenvorkommen tragen Kälte/Zubereitung plus Wert III	GDT738 unentschieden; Temperatur gegen Prozess offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f95r2.3@7	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S039	G769-T0512	f95r2	f95	f95r2.6	H	B	3	H|B|3	3	4	11	shol	ol shol	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Feuchtmaterial	Feuchtmaterial	FALLBACK_REPLACEMENT	1	0	0	1	C0	Feuchtzustand	feuchter Träger	163 bare und 4 headed Kandidatenvorkommen tragen Feucht-/Materialfamilie	GDT738 trennt Zustand und Träger nicht	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f95r2.6@4	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
