statement_id	record_unit_id	page	loci	event_count	ending_class	ending_card_id	ending_surface	ending_action_de	next_statement_id	register_effect	teaching_command_de	crosses_physical_line	workshop_sentence_de
B3-S027	B3	f83r	f83r.20	1	COMMIT_CELL	ff178343c18e287ce3b7	qoteedy	lange Folge	B3-S028	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Nimm die lange Folge und schließe
B3-S028	B3	f83r	f83r.20	2	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B3-S029	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze länger, dann kurz an und schließe
B3-S029	B3	f83r	f83r.20	3	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B3-S030	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe nach der ersten Spülung weiter, setze kurz an und schließe
B3-S030	B3	f83r	f83r.20|f83r.22	4	COMMIT_CELL	4de12cf322dfb76ded1e	otchedy	Folgeumsetzung	B3-S031	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
B3-S031	B3	f83r	f83r.22	1	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B3-S032	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze länger an und schließe
B3-S032	B3	f83r	f83r.22	5	COMMIT_CELL	c45ebac60774620561e2	otedy	kurze Folge	B3-S033	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze eine Portion um, führe sie in die Wanne, stelle das Folgemaß ein, nimm die kurze Folge und schließe
B3-S033	B3	f83r	f83r.22	1	COMMIT_CELL	04a3877f0fc81b7597c9	ldy	abziehen	B3-S034	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Ziehe ab und schließe
B3-S034	B3	f83r	f83r.24	6	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen		CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Bringe auf Sollstufe, halte bereit, bearbeite gleichmäßig, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe
B4-S001	B4	f83r	f83r.25	1	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B4-S002	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze länger an und schließe
B4-S002	B4	f83r	f83r.25	3	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B4-S003	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Bereite das Becken vor, setze länger und dann kurz an und schließe
B4-S003	B4	f83r	f83r.25|f83r.26	7	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B4-S004	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
B4-S004	B4	f83r	f83r.26	1	COMMIT_CELL	eb2e4bc143f623ee03ac	qokylddy	befestigen	B4-S005	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Befestige den Posten und schließe
B4-S005	B4	f83r	f83r.27	3	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B4-S006	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lege das Tuch ein, setze um, setze länger an und schließe
B4-S006	B4	f83r	f83r.27	1	COMMIT_CELL	d68bc8de3bcee09db23c	shckhedy	seihen	B4-S007	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Seih und schließe
B4-S007	B4	f83r	f83r.27	1	COMMIT_CELL	d68bc8de3bcee09db23c	shckhedy	seihen	B4-S008	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Seih nochmals und schließe
B4-S008	B4	f83r	f83r.28	4	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B4-S009	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe
B4-S009	B4	f83r	f83r.28	1	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B4-S010	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass absetzen und schließe
B4-S010	B4	f83r	f83r.28	1	COMMIT_CELL	1b1ffdd869fb1429ad03	oldy	fortsetzen	B4-S011	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe weiter und schließe
B4-S011	B4	f83r	f83r.35|f83r.37	7	COMMIT_CELL	b958a512ca6a3559e86e	lkedy	nachwaschen	B4-S012	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
B4-S012	B4	f83r	f83r.37	1	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B4-S013	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe ab und schließe
B4-S013	B4	f83r	f83r.37	2	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B4-S014	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze die Fortsetzung ein, lass absetzen und schließe
B4-S014	B4	f83r	f83r.38	4	COMMIT_CELL	8aedd154964a78e555d6	dairydy	Wasserlauf schließen	B4-S015	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt
B4-S015	B4	f83r	f83r.39|f83r.41	6	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B4-S016	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Gib eine Portion zu, nimm die Klarflüssigkeit, halte eine Portion für die Haltezeit, sammle kurz, führe ab und schließe
B4-S016	B4	f83r	f83r.41|f83r.44	4	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen		CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Gib eine weitere Portion dorthin, gieße sie warm aus, lass absetzen und schließe
B5-S001	B5	f83r	f83r.47	1	COMMIT_CELL	601b77449028deed39de	otchdy	Folgeumsetzung	B5-S002	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe die Folgeumsetzung aus und schließe
B5-S002	B5	f83r	f83r.47	1	COMMIT_CELL	87411f84689b4f93a303	qokchdy	umsetzen	B5-S003	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze um und schließe
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	9	RELEASE_RECORD					CLEAR_OWNER_ITEM_SOURCE_TARGET_OPERATION	Record endet; alle laufenden Register zurücksetzen	YES	Lass dort absetzen, führe dorthin weiter, halte warm, setze nach Sollmaß um, stelle die Öffnung auf Zielstufe und setze erneut um
B6-S001	B6	f83r	f83r.52|f83r.54	9	RELEASE_RECORD					CLEAR_OWNER_ITEM_SOURCE_TARGET_OPERATION	Record endet; alle laufenden Register zurücksetzen	YES	Sammle den rohen Posten länger, öffne den Seitenarm, führe nach Sollmaß weiter, lege das Tuch ein und führe den Posten zum Endziel
