statement_id	record_unit_id	page	owner_slot	locus_path	field_path	visible_event_count	read_source_token_count	surface_punctuated	workshop_german_punctuated	punctuation_class	physical_line_crossings_absorbed	owner_resets_marked	read_once_duplicates_collapsed	rule_de
B3-S023	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.15	F095	1	1	lchedy;	abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S024	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.16	F096	1	1	tchedy;	überführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S025	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.16	F097	1	1	qokchdy;	neuen Posten einsetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S026	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.16|f83r.20	F098|F099	7	7	cheedar · chldaiin · chedy · qokain · checthy · chealror / [OWNER↻] · solkeedy;	quelltransfer, sollabsetzung, überführen, anteil zugeben, bereit, zielbereitung / [neuer sichtbarer Besitzer], lange sammeln;	COMMIT_SEMICOLON	1	1	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S027	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.20	F100	1	1	qoteedy;	lange Folgestufe;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S028	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.20	F101	2	2	qokeey · qokedy;	länger einwirken lassen, kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S029	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.20	F102	3	3	sol · cheeety · qokedy;	weiter, vollteil, kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S030	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.20|f83r.22	F103|F104	4	4	qoky · saiin / schedair · otchedy;	einsetzen, sollmaß / weiterlauf, folgetransfer;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S031	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.22	F105	1	1	qokeedy;	lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S032	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.22	F106	5	5	chedain · chedy · qotedaiin · otaiin · otedy;	anteilstransfer, überführen, kurzsoll, folgemaß, kurzfolge;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S033	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.22	F107	1	1	ldy;	abziehen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S034	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.24	F108	6	6	soiiin · checthy · chety · otaiin · olsaly · shedy;	arbeitsstufe, bereit, teil, folgemaß, zwischenziel, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S001	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.25	F109	1	1	qokeedy;	lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S002	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.25	F110	3	3	qolchey · qokeey · qokedy;	weiterposten, länger einwirken lassen, kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S003	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.25|f83r.26	F111|F112	7	7	chedy · otal / otchey · qokeey · qoky · tol · shedy;	überführen, danach dorthin / das nächste, länger einwirken lassen, einsetzen, weiter, kurz absetzen;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S004	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.26	F113	1	1	qokylddy;	befestigen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S005	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.27	F114	3	3	dain · chedy · qokeedy;	einlage, überführen, lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S006	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.27	F115	1	1	shckhedy;	durchlassen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S007	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.27	F116	1	1	shckhedy;	durchlassen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S008	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.28	F117	4	4	saiin · cheeky · sheey · qokedy;	sollmaß, länger bearbeiten, langhalt, kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S009	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.28	F118	1	1	shedy;	kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S010	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.28	F119	1	1	oldy;	fertig;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S011	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.35|f83r.37	F120|F121	7	7	saiin · cheky · okeeol · okain · chdy / sol · lkedy;	sollmaß, kurz wärmen, langfortsetzung, anteil zugeben, überführen / weiter, weiter abziehen;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S012	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.37	F122	1	1	lchedy;	abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S013	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.37	F123	2	2	qokol · shedy;	weiter einsetzen, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S014	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.38	F124	4	4	or · chey · qockhey · dairydy;	ansatz, dies, kurzdurchgang, laufschluss;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S015	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.39|f83r.41	F125|F126	6	6	qokain · shey · kain · chckhal / [OWNER↻] · solkey · lchedy;	anteil zugeben, klarlauf, portion, zielpassage / [neuer sichtbarer Besitzer], kurzsammlung, abführen;	COMMIT_SEMICOLON	1	1	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B4-S016	B4	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.41|f83r.44	F127|F128	4	4	qolkain · dal / skar · shedy;	weiterer Anteil, dorthin / quellausguss, kurz absetzen;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B5-S001	B5	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.47	F129	1	1	otchdy;	nachtransfer;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B5-S002	B5	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.47	F130	1	1	qokchdy;	neuen Posten einsetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B5-S003	B5	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.47|f83r.48|f83r.49	F131|F132|F133	9	9	shedal / dal · cheol · lol · chdal · aiin / sol · daiiin · chedy …	am Ziel absetzen / dorthin, weiter, weiterabzug, zieltransfer, sollmaß / weiter, endstufe, überführen …	OPEN_RECORD_RELEASE	2	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B6-S001	B6	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.52|f83r.54	F134|F135	9	9	solkeey · qekey · raly · ol / daiin · ol · dain · chey · ldalor …	langsammlung, kurz bearbeiten, endposten, weiter / sollmaß, weiter, einlage, dies, endziel …	OPEN_RECORD_RELEASE	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
