event_id	statement_id	statement_card_ordinal	docket_signature	card_family_address	rebuilt_card_no	exact_card_rebuild	component_recipe	observed_surface	surface_selection_layer	owner_de
E134	B1-S008	3	- || - || CHK+SHED || E || OL || Y+DY	PROC083	PROC083	YES	CHK+E+Y	cheky	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E135	B1-S008	4	- || - || CHK+SHED || E || OL || Y+DY	PROC013	PROC013	YES	OL	ol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E136	B1-S008	5	- || - || CHK+SHED || E || OL || Y+DY	PROC078	PROC078	YES	SHED+DY	shedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E137	B1-S009	1	- || - || OK || E || - || DY	PROC067	PROC067	YES	OK+E+DY	qokedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E138	B1-S010	1	- || - || OK || E || - || DY	PROC067	PROC067	YES	OK+E+DY	qokedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E139	B1-S011	1	CKH || - || OK || - || - || Y	PROC075	PROC075	YES	CKH+Y	chckhy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E140	B1-S011	2	CKH || - || OK || - || - || Y	PROC008	PROC008	YES	OK+Y	qoky	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E141	B1-S012	1	O || - || LSH+OK || E || - || Y+DY	PROC084	PROC084	YES	LSH+O	lsho	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E142	B1-S012	2	O || - || LSH+OK || E || - || Y+DY	PROC085	PROC085	YES	OK+E+Y	qokey	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E143	B1-S012	3	O || - || LSH+OK || E || - || Y+DY	PROC086	PROC086	YES	LSH+E+DY	lshedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E144	B1-S013	1	- || - || LSH || E || - || DY	PROC086	PROC086	YES	LSH+E+DY	lshedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E145	B1-S014	1	- || - || CHD+SOLK+L || - || AL+OL+OT+AR || Y	PROC042	PROC042	YES	CHD+Y	chedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E146	B1-S014	2	- || - || CHD+SOLK+L || - || AL+OL+OT+AR || Y	PROC087	PROC087	YES	SOLK+Y	qolky	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E147	B1-S014	3	- || - || CHD+SOLK+L || - || AL+OL+OT+AR || Y	PROC088	PROC088	YES	L+CHD+AL	lchedal	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E148	B1-S014	4	- || - || CHD+SOLK+L || - || AL+OL+OT+AR || Y	PROC013	PROC013	YES	OL	qol	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E149	B1-S014	5	- || - || CHD+SOLK+L || - || AL+OL+OT+AR || Y	PROC089	PROC089	YES	OT+AR	otar	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E150	B1-S015	1	- || - || T+OK+CHD || E || - || Y+DY	PROC090	PROC090	YES	T+E+Y	ytey	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E151	B1-S015	2	- || - || T+OK+CHD || E || - || Y+DY	PROC091	PROC091	YES	OK+CHD+DY	okchedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E152	B1-S016	1	- || - || OK+SHED || EE || AL+OL || Y+DY	PROC048	PROC048	YES	OK+AL	qokal	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E153	B1-S016	2	- || - || OK+SHED || EE || AL+OL || Y+DY	PROC092	PROC092	YES	OK+EE+Y	okeey	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E154	B1-S016	3	- || - || OK+SHED || EE || AL+OL || Y+DY	PROC013	PROC013	YES	OL	qol	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E155	B1-S016	4	- || - || OK+SHED || EE || AL+OL || Y+DY	PROC078	PROC078	YES	SHED+DY	cheedy	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E156	B1-S017	1	- || - || CHD || E || AL+OL || DY	PROC055	PROC055	YES	AL	sal	LOCAL_OVERRIDE_SLIP	gemeinsame zweireihige Figuren-/Beckenstation
E157	B1-S017	2	- || - || CHD || E || AL+OL || DY	PROC093	PROC093	YES	E+OL	teol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E158	B1-S017	3	- || - || CHD || E || AL+OL || DY	PROC094	PROC094	YES	CHD+DY	dchdy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E159	B1-S018	1	O || IIN || L+SH+SOLK || E+EE || OL || Y+DY	PROC095	PROC095	YES	L+Y	ly	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E160	B1-S018	2	O || IIN || L+SH+SOLK || E+EE || OL || Y+DY	PROC096	PROC096	YES	SH+E+OL	dsheol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E161	B1-S018	3	O || IIN || L+SH+SOLK || E+EE || OL || Y+DY	PROC097	PROC097	YES	O+IIN	oiiin	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E162	B1-S018	4	O || IIN || L+SH+SOLK || E+EE || OL || Y+DY	PROC098	PROC098	YES	SOLK+EE+DY	olkeedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E163	B1-S019	1	- || - || SHED || - || - || DY	PROC078	PROC078	YES	SHED+DY	tedy	LOCAL_OVERRIDE_SLIP	gemeinsame zweireihige Figuren-/Beckenstation
E164	B1-S020	1	CKH || - || CHK+SH || E || - || Y+DY	PROC083	PROC083	YES	CHK+E+Y	cheky	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E165	B1-S020	2	CKH || - || CHK+SH || E || - || Y+DY	PROC099	PROC099	YES	SH+CKH+E+DY	shckhedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E166	B1-S021	1	- || - || - || - || AL || -	PROC055	PROC055	YES	AL	chal	LOCAL_OVERRIDE_SLIP	gemeinsame zweireihige Figuren-/Beckenstation
E167	B2-S001	1	- || - || CHD || - || - || DY	PROC076	PROC076	YES	CHD+DY	dchedy	OWNER_CARD_DEFAULT	oberes Beckenpaar mit Zylinder
E168	B2-S002	1	- || - || CHD || - || OL || DY	PROC079	PROC079	YES	OL+CHD+DY	qolchedy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E169	B2-S003	1	- || AIN || OK || EE || - || Y+DY	PROC080	PROC080	YES	OK+AIN	qokain	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E170	B2-S003	2	- || AIN || OK || EE || - || Y+DY	PROC019	PROC019	YES	Y	dy	OWNER_CARD_DEFAULT	oberes Beckenpaar mit Zylinder
E171	B2-S003	3	- || AIN || OK || EE || - || Y+DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E172	B2-S004	1	CKH || - || OK+L+CHD || EE+E || AL || Y+DY	PROC048	PROC048	YES	OK+AL	qokal	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E173	B2-S004	2	CKH || - || OK+L+CHD || EE+E || AL || Y+DY	PROC101	PROC101	YES	L+CKH+Y	lcheckhy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E174	B2-S004	3	CKH || - || OK+L+CHD || EE+E || AL || Y+DY	PROC102	PROC102	YES	L+CHD	lched	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E175	B2-S004	4	CKH || - || OK+L+CHD || EE+E || AL || Y+DY	PROC092	PROC092	YES	OK+EE+Y	qokeey	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E176	B2-S004	5	CKH || - || OK+L+CHD || EE+E || AL || Y+DY	PROC103	PROC103	YES	L+CKH+E+DY	lcheckhedy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E177	B2-S005	1	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC104	PROC104	YES	OK+AL+Y	qokaly	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E178	B2-S005	2	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC105	PROC105	YES	SOLK+AIIN	solkaiin	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E179	B2-S005	3	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC075	PROC075	YES	CKH+Y	chckhy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E180	B2-S005	4	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E181	B2-S005	5	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E182	B2-S005	6	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC106	PROC106	YES	O+CTH+E+OL	octheol	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E183	B2-S005	7	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC107	PROC107	YES	CHK+EE+Y	chkeey	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E184	B2-S005	8	CKH+O+CTH || AIIN || OK+SOLK+CHK+L || E+EE || AL+OL || Y+DY	PROC108	PROC108	YES	L+DY	ldy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E185	B2-S006	1	CKH || - || OK+SH || EE+E || OT+AL || Y	PROC109	PROC109	YES	OT+EE+Y	oteey	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E186	B2-S006	2	CKH || - || OK+SH || EE+E || OT+AL || Y	PROC048	PROC048	YES	OK+AL	qokal	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E187	B2-S006	3	CKH || - || OK+SH || EE+E || OT+AL || Y	PROC110	PROC110	YES	SH+E+CKH+Y	sheckhy	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E188	B2-S006	4	CKH || - || OK+SH || EE+E || OT+AL || Y	PROC008	PROC008	YES	OK+Y	qoky	GLOBAL_CARD_FORM	oberes Beckenpaar mit Zylinder
E189	B2-S007	1	- || - || SH || E || - || DY	PROC111	PROC111	YES	SH+E+DY	dshedy	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E190	B2-S008	1	- || AIIN || OK+SHED || - || OT+AR || DY	PROC112	PROC112	YES	OT+AIIN	sotaiin	OWNER_CARD_DEFAULT	mittleres linkes Handgerät mit Inline-Knoten
E191	B2-S008	2	- || AIIN || OK+SHED || - || OT+AR || DY	PROC113	PROC113	YES	OK+AR	qokar	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E192	B2-S008	3	- || AIIN || OK+SHED || - || OT+AR || DY	PROC078	PROC078	YES	SHED+DY	shedy	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E193	B2-S009	1	- || - || SH || E || OL || DY	PROC114	PROC114	YES	OL+SH+E+DY	solshedy	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E194	B2-S010	1	- || - || OK+SH || EE || OL || Y	PROC092	PROC092	YES	OK+EE+Y	qokeey	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E195	B2-S010	2	- || - || OK+SH || EE || OL || Y	PROC008	PROC008	YES	OK+Y	qoky	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E196	B2-S010	3	- || - || OK+SH || EE || OL || Y	PROC115	PROC115	YES	OL	ls	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E197	B2-S010	4	- || - || OK+SH || EE || OL || Y	PROC031	PROC031	YES	SH+EE+Y	cheey	GLOBAL_CARD_FORM	mittleres linkes Handgerät mit Inline-Knoten
E198	B2-S011	1	- || AIN || OK || EE || AR || DY	PROC080	PROC080	YES	OK+AIN	okain	CONTEXT_WRAPPER_RULE	mittlere rechte unklare Station
E199	B2-S011	2	- || AIN || OK || EE || AR || DY	PROC003	PROC003	YES	AR	char	GLOBAL_CARD_FORM	mittlere rechte unklare Station
E200	B2-S011	3	- || AIN || OK || EE || AR || DY	PROC080	PROC080	YES	OK+AIN	okain	OWNER_CARD_DEFAULT	mittlere rechte unklare Station
E201	B2-S011	4	- || AIN || OK || EE || AR || DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	mittlere rechte unklare Station
E202	B2-S012	1	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC116	PROC116	YES	L+CH+Y	lchy	GLOBAL_CARD_FORM	mittlere rechte unklare Station
E203	B2-S012	2	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC031	PROC031	YES	SH+EE+Y	cheey	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E204	B2-S012	3	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC117	PROC117	YES	CTH+E+Y	qcthey	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E205	B2-S012	4	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC092	PROC092	YES	OK+EE+Y	qokeey	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E206	B2-S012	5	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC118	PROC118	YES	L+EE+Y	lcheey	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E207	B2-S012	6	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E208	B2-S012	7	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC019	PROC019	YES	Y	chey	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E209	B2-S012	8	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	PROC119	PROC119	YES	OK+EEE+DY	qokeeedy	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E210	B2-S013	1	- || - || L+CHD || - || - || DY	PROC120	PROC120	YES	L+CHD+DY	lchedy	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E211	B2-S014	1	- || - || L || - || AR || -	PROC121	PROC121	YES	L+AR	lar	GLOBAL_CARD_FORM	unteres grünes Mehrfigurenbecken
E212	B2-S015	1	- || - || SH+OK || E+EE || - || Y+DY	PROC122	PROC122	YES	SH+E+Y	tshey	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E213	B2-S015	2	- || - || SH+OK || E+EE || - || Y+DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E214	B2-S016	1	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC055	PROC055	YES	AL	cheal	OWNER_CARD_DEFAULT	kleine Randstationen des unteren Beckens
E215	B2-S016	2	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC123	PROC123	YES	L+CHD+AR	lchedar	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E216	B2-S016	3	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC124	PROC124	YES	CH+E+S	ches	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E217	B2-S016	4	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC009	PROC009	YES	AIIN	aiin	OWNER_CARD_DEFAULT	kleine Randstationen des unteren Beckens
E218	B2-S016	5	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC109	PROC109	YES	OT+EE+Y	oteey	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E219	B2-S016	6	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E220	B2-S016	7	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC085	PROC085	YES	OK+E+Y	okey	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E221	B2-S016	8	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	PROC125	PROC125	YES	P+CHD+DY	pchedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E222	B2-S017	1	- || - || R+SH || E || AL || DY	PROC126	PROC126	YES	R+SH+E+AL	rsheal	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E223	B2-S017	2	- || - || R+SH || E || AL || DY	PROC127	PROC127	YES	AL+DY	daldy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E224	B2-S018	1	- || - || OK || EE || - || DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E225	B2-S019	1	- || - || R+SHED || - || - || DY	PROC128	PROC128	YES	R+SHED+DY	rshedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E226	B2-S020	1	- || - || - || EE || OT || DY	PROC129	PROC129	YES	OT+EE+DY	qoteedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E227	B2-S021	1	- || - || OK || EE || - || DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E228	B2-S022	1	O || - || L+CHD || - || - || DY	PROC130	PROC130	YES	L+O+CHD+DY	lochedy	GLOBAL_CARD_FORM	kleine Randstationen des unteren Beckens
E229	B3-S001	1	- || - || SOLK || EE || - || DY	PROC098	PROC098	YES	SOLK+EE+DY	olkeedy	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E230	B3-S002	1	- || - || CHK || EE || OT+AL || DY	PROC131	PROC131	YES	OT+AL	qotal	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E231	B3-S002	2	- || - || CHK || EE || OT+AL || DY	PROC132	PROC132	YES	CHK+EE+DY	chkeedy	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E232	B3-S003	1	- || AIIN || L+CHD || - || - || Y+DY	PROC019	PROC019	YES	Y	chey	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E233	B3-S003	2	- || AIIN || L+CHD || - || - || Y+DY	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E234	B3-S003	3	- || AIIN || L+CHD || - || - || Y+DY	PROC019	PROC019	YES	Y	chey	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E235	B3-S003	4	- || AIIN || L+CHD || - || - || Y+DY	PROC120	PROC120	YES	L+CHD+DY	lchedy	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E236	B3-S004	1	- || AIIN || OK || - || OT+AL+AR || -	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E237	B3-S004	2	- || AIIN || OK || - || OT+AL+AR || -	PROC131	PROC131	YES	OT+AL	qotal	GLOBAL_CARD_FORM	obere offene Fächerstation am Rand
E238	B3-S004	3	- || AIIN || OK || - || OT+AL+AR || -	PROC003	PROC003	YES	AR	dar	CONTEXT_WRAPPER_RULE	obere offene Fächerstation am Rand
E239	B3-S005	1	- || - || CHD || - || - || DY	PROC076	PROC076	YES	CHD+DY	schedy	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E240	B3-S006	1	- || - || CHD+OK || - || AL+OL || Y+DY	PROC133	PROC133	YES	CHD+Y	chedchy	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E241	B3-S006	2	- || - || CHD+OK || - || AL+OL || Y+DY	PROC048	PROC048	YES	OK+AL	qokal	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E242	B3-S006	3	- || - || CHD+OK || - || AL+OL || Y+DY	PROC079	PROC079	YES	OL+CHD+DY	olchedy	OWNER_CARD_DEFAULT	mittlere Randfigur im runden Gefäß
E243	B3-S007	1	- || AIIN || OK+CHD || EE || - || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E244	B3-S007	2	- || AIIN || OK+CHD || EE || - || Y+DY	PROC042	PROC042	YES	CHD+Y	chedy	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E245	B3-S007	3	- || AIIN || OK+CHD || EE || - || Y+DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E246	B3-S008	1	- || - || L+CHD || - || - || DY	PROC120	PROC120	YES	L+CHD+DY	lchedy	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E247	B3-S009	1	- || - || OK || - || - || Y	PROC008	PROC008	YES	OK+Y	qoky	GLOBAL_CARD_FORM	mittlere Randfigur im runden Gefäß
E248	B3-S010	1	- || - || P+CHD || E || AL+OT || DY	PROC134	PROC134	YES	P+CHD+AL	pchedal	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E249	B3-S010	2	- || - || P+CHD || E || AL+OT || DY	PROC135	PROC135	YES	OT+E+DY	otedy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E250	B3-S011	1	CTH || - || SH+CHD+OK || E || AR || Y	PROC136	PROC136	YES	SH+E+CTH+CHD+Y	shecthedchy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E251	B3-S011	2	CTH || - || SH+CHD+OK || E || AR || Y	PROC008	PROC008	YES	OK+Y	qoky	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E252	B3-S011	3	CTH || - || SH+CHD+OK || E || AR || Y	PROC042	PROC042	YES	CHD+Y	chedy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E253	B3-S011	4	CTH || - || SH+CHD+OK || E || AR || Y	PROC137	PROC137	YES	AR+Y	chary	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E254	B3-S012	1	OR || - || SHED || - || - || DY	PROC016	PROC016	YES	OR	sor	OWNER_CARD_DEFAULT	untere Randfigur im korbartigen Gefäß
E255	B3-S012	2	OR || - || SHED || - || - || DY	PROC078	PROC078	YES	SHED+DY	shedy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E256	B3-S013	1	CTH || AIIN+AIN || OK+K || E || - || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E257	B3-S013	2	CTH || AIIN+AIN || OK+K || E || - || Y+DY	PROC069	PROC069	YES	K+AIN	chkain	OWNER_CARD_DEFAULT	untere Randfigur im korbartigen Gefäß
E258	B3-S013	3	CTH || AIIN+AIN || OK+K || E || - || Y+DY	PROC117	PROC117	YES	CTH+E+Y	shcthey	OWNER_CARD_DEFAULT	untere Randfigur im korbartigen Gefäß
E259	B3-S013	4	CTH || AIIN+AIN || OK+K || E || - || Y+DY	PROC067	PROC067	YES	OK+E+DY	qokedy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E260	B3-S014	1	AIR || - || OK+SH || EE || - || DY	PROC138	PROC138	YES	OK+AIR	okair	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E261	B3-S014	2	AIR || - || OK+SH || EE || - || DY	PROC139	PROC139	YES	SH+EE+DY	sheedy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E262	B3-S015	1	- || - || L+CHD || - || - || DY	PROC120	PROC120	YES	L+CHD+DY	lchedy	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E263	B3-S016	1	O || - || L+OK+CHD || - || - || DY	PROC140	PROC140	YES	L+O	lo	GLOBAL_CARD_FORM	untere Randfigur im korbartigen Gefäß
E264	B3-S016	2	O || - || L+OK+CHD || - || - || DY	PROC091	PROC091	YES	OK+CHD+DY	qokchedy	OWNER_CARD_DEFAULT	unverbundener Zwischenbereich
E265	B3-S017	1	- || - || OK || EE || - || DY	PROC100	PROC100	YES	OK+EE+DY	qokeedy	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E266	B3-S018	1	- || - || SHED || - || - || DY	PROC078	PROC078	YES	SHED+DY	shedy	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E267	B3-S019	1	- || - || OK+SH || E || - || DY	PROC141	PROC141	YES	OK+SH+E+DY	qokshedy	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E268	B3-S020	1	- || - || L+CHD || - || AL || DY	PROC055	PROC055	YES	AL	dal	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E269	B3-S020	2	- || - || L+CHD || - || AL || DY	PROC120	PROC120	YES	L+CHD+DY	lchedy	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E270	B3-S021	1	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E271	B3-S021	2	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC014	PROC014	YES	CTH+Y	shcthy	OWNER_CARD_DEFAULT	unverbundener Zwischenbereich
E272	B3-S021	3	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC055	PROC055	YES	AL	dal	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E273	B3-S021	4	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC019	PROC019	YES	Y	sy	OWNER_CARD_DEFAULT	unverbundener Zwischenbereich
E274	B3-S021	5	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC009	PROC009	YES	AIIN	saiin	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E275	B3-S021	6	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC142	PROC142	YES	SHED+AL	shedal	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E276	B3-S021	7	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC143	PROC143	YES	SH+E+CTH+Y	shecthy	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E277	B3-S021	8	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC019	PROC019	YES	Y	chey	GLOBAL_CARD_FORM	unverbundener Zwischenbereich
E278	B3-S021	9	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	PROC055	PROC055	YES	AL	tal	OWNER_CARD_DEFAULT	unverbundener Zwischenbereich
