statement_id	page	record	owner_slot_de	owner_break_inside_statement	material_state_components	quantity_stage_components	work_components	grade_components	address_order_components	endpoint_components	terse_value_docket_de	docket_signature	nonempty_slots	raw_component_tokens	deduplicated_docket_components	card_family_address_sequence	surface_sequence	registry_sequences_for_same_docket	docket_unique_in_fixed_registry	master_card_address_required	rebuilt_card_sequence	exact_card_sequence_rebuild	working_reading_de
B2-S010	f82r	B2	die linke Mittelstation mit Zwischenknoten	NO	-	-	OK+SH	EE	OL	Y	ST:- M:- W:ANSETZEN+HALTEN G:LANG ADR:FORTSETZEN E:DIES	- || - || OK+SH || EE || OL || Y	4	9	5	PROC092|PROC008|PROC115|PROC031	qokeey qoky ls cheey	1	YES	YES	PROC092|PROC008|PROC115|PROC031	YES	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.
B2-S011	f82r	B2	die rechte unklare Mittelstation	NO	-	AIN	OK	EE	AR	DY	ST:- M:PORTION W:ANSETZEN G:LANG ADR:QUELLE E:SCHLUSS	- || AIN || OK || EE || AR || DY	5	8	5	PROC080|PROC003|PROC080|PROC100	okain char okain qokeedy	1	YES	YES	PROC080|PROC003|PROC080|PROC100	YES	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.
B2-S012	f82r	B2	die rechte unklare Mittelstation und das untere gruene Figurenbecken	YES	CTH	AIIN	L+CH+SH+OK	EE+E+EEE	-	Y+DY	ST:BEREIT M:MASS W:WEITERLEITEN+ABNEHMEN+HALTEN+ANSETZEN G:LANG+KURZ+VOLL ADR:- E:DIES+SCHLUSS	CTH || AIIN || L+CH+SH+OK || EE+E+EEE || - || Y+DY	5	20	11	PROC116|PROC031|PROC117|PROC092|PROC118|PROC009|PROC019|PROC119	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	1	YES	YES	PROC116|PROC031|PROC117|PROC092|PROC118|PROC009|PROC019|PROC119	YES	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und abnehmen; laenger halten, kurz bereithalten, laenger ansetzen und laenger weiterleiten; nach Mass beibehalten, vollstaendig ansetzen und schliessen.
B2-S013	f82r	B2	das untere gruene Figurenbecken	NO	-	-	L+CHD	-	-	DY	ST:- M:- W:WEITERLEITEN+UMSETZEN G:- ADR:- E:SCHLUSS	- || - || L+CHD || - || - || DY	2	3	3	PROC120	lchedy	1	YES	YES	PROC120	YES	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.
B2-S014	f82r	B2	das untere gruene Figurenbecken	NO	-	-	L	-	AR	-	ST:- M:- W:WEITERLEITEN G:- ADR:QUELLE E:-	- || - || L || - || AR || -	2	2	2	PROC121	lar	1	YES	YES	PROC121	YES	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.
B2-S015	f82r	B2	die Randstationen des unteren Beckens	NO	-	-	SH+OK	E+EE	-	Y+DY	ST:- M:- W:HALTEN+ANSETZEN G:KURZ+LANG ADR:- E:DIES+SCHLUSS	- || - || SH+OK || E+EE || - || Y+DY	3	6	6	PROC122|PROC100	tshey qokeedy	1	YES	YES	PROC122|PROC100	YES	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.
B2-S016	f82r	B2	die Randstationen des unteren Beckens	NO	-	AIIN	L+CHD+CH+S+OK+P	E+EE	AL+AR+OT	Y+DY	ST:- M:MASS W:WEITERLEITEN+UMSETZEN+ABNEHMEN+GETEILT+ANSETZEN+EINFUELLEN G:KURZ+LANG ADR:ZIEL+QUELLE+DANACH E:DIES+SCHLUSS	- || AIIN || L+CHD+CH+S+OK+P || E+EE || AL+AR+OT || Y+DY	5	19	14	PROC055|PROC123|PROC124|PROC009|PROC109|PROC038|PROC085|PROC125	cheal lchedar ches aiin oteey qokaiin okey pchedy	1	YES	YES	PROC055|PROC123|PROC124|PROC009|PROC109|PROC038|PROC085|PROC125	YES	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz abnehmen und teilen; nach Mass den naechsten Posten laenger fuehren, nach Mass und kurz ansetzen, einfuellen, umsetzen und schliessen.
B2-S017	f82r	B2	die Randstationen des unteren Beckens	NO	-	-	R+SH	E	AL	DY	ST:- M:- W:KUEHLEN+HALTEN G:KURZ ADR:ZIEL E:SCHLUSS	- || - || R+SH || E || AL || DY	4	6	5	PROC126|PROC127	rsheal daldy	1	YES	YES	PROC126|PROC127	YES	An den Randstationen des unteren Beckens: Am Ziel kurz kuehlen und halten, dann den Zielschritt schliessen.
B2-S018	f82r	B2	die Randstationen des unteren Beckens	NO	-	-	OK	EE	-	DY	ST:- M:- W:ANSETZEN G:LANG ADR:- E:SCHLUSS	- || - || OK || EE || - || DY	3	3	3	PROC100	qokeedy	1	YES	YES	PROC100	YES	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.
B2-S019	f82r	B2	die Randstationen des unteren Beckens	NO	-	-	R+SHED	-	-	DY	ST:- M:- W:KUEHLEN+ABSETZEN G:- ADR:- E:SCHLUSS	- || - || R+SHED || - || - || DY	2	3	3	PROC128	rshedy	1	YES	YES	PROC128	YES	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.
B2-S020	f82r	B2	die Randstationen des unteren Beckens	NO	-	-	-	EE	OT	DY	ST:- M:- W:- G:LANG ADR:DANACH E:SCHLUSS	- || - || - || EE || OT || DY	3	3	3	PROC129	qoteedy	1	YES	YES	PROC129	YES	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.
B2-S021	f82r	B2	die Randstationen des unteren Beckens	NO	-	-	OK	EE	-	DY	ST:- M:- W:ANSETZEN G:LANG ADR:- E:SCHLUSS	- || - || OK || EE || - || DY	3	3	3	PROC100	qokeedy	1	YES	YES	PROC100	YES	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.
B2-S022	f82r	B2	die Randstationen des unteren Beckens	NO	O	-	L+CHD	-	-	DY	ST:GANG M:- W:WEITERLEITEN+UMSETZEN G:- ADR:- E:SCHLUSS	O || - || L+CHD || - || - || DY	3	4	4	PROC130	lochedy	1	YES	YES	PROC130	YES	An den Randstationen des unteren Beckens: Im Gang weiterleiten und umsetzen; den Schritt schliessen.
B3-S001	f83r	B3	die obere offene Faecherstation	NO	-	-	SOLK	EE	-	DY	ST:- M:- W:AUFFANGEN G:LANG ADR:- E:SCHLUSS	- || - || SOLK || EE || - || DY	3	3	3	PROC098	olkeedy	1	YES	YES	PROC098	YES	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.
B3-S002	f83r	B3	die obere offene Faecherstation	NO	-	-	CHK	EE	OT+AL	DY	ST:- M:- W:WAERMEN G:LANG ADR:DANACH+ZIEL E:SCHLUSS	- || - || CHK || EE || OT+AL || DY	4	5	5	PROC131|PROC132	qotal chkeedy	1	YES	YES	PROC131|PROC132	YES	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.
B3-S003	f83r	B3	die obere offene Faecherstation	NO	-	AIIN	L+CHD	-	-	Y+DY	ST:- M:MASS W:WEITERLEITEN+UMSETZEN G:- ADR:- E:DIES+SCHLUSS	- || AIIN || L+CHD || - || - || Y+DY	3	6	5	PROC019|PROC009|PROC019|PROC120	chey daiin chey lchedy	1	YES	YES	PROC019|PROC009|PROC019|PROC120	YES	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.
B3-S004	f83r	B3	die obere offene Faecherstation	NO	-	AIIN	OK	-	OT+AL+AR	-	ST:- M:MASS W:ANSETZEN G:- ADR:DANACH+ZIEL+QUELLE E:-	- || AIIN || OK || - || OT+AL+AR || -	3	5	5	PROC038|PROC131|PROC003	qokaiin qotal dar	1	YES	YES	PROC038|PROC131|PROC003	YES	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.
B3-S005	f83r	B3	das runde Mittelgefaess	NO	-	-	CHD	-	-	DY	ST:- M:- W:UMSETZEN G:- ADR:- E:SCHLUSS	- || - || CHD || - || - || DY	2	2	2	PROC076	schedy	1	YES	YES	PROC076	YES	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.
B3-S006	f83r	B3	das runde Mittelgefaess	NO	-	-	CHD+OK	-	AL+OL	Y+DY	ST:- M:- W:UMSETZEN+ANSETZEN G:- ADR:ZIEL+FORTSETZEN E:DIES+SCHLUSS	- || - || CHD+OK || - || AL+OL || Y+DY	3	7	6	PROC133|PROC048|PROC079	chedchy qokal olchedy	1	YES	YES	PROC133|PROC048|PROC079	YES	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.
B3-S007	f83r	B3	das runde Mittelgefaess	NO	-	AIIN	OK+CHD	EE	-	Y+DY	ST:- M:MASS W:ANSETZEN+UMSETZEN G:LANG ADR:- E:DIES+SCHLUSS	- || AIIN || OK+CHD || EE || - || Y+DY	4	7	6	PROC038|PROC042|PROC100	qokaiin chedy qokeedy	1	YES	YES	PROC038|PROC042|PROC100	YES	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.
B3-S008	f83r	B3	das runde Mittelgefaess	NO	-	-	L+CHD	-	-	DY	ST:- M:- W:WEITERLEITEN+UMSETZEN G:- ADR:- E:SCHLUSS	- || - || L+CHD || - || - || DY	2	3	3	PROC120	lchedy	1	YES	YES	PROC120	YES	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.
B3-S009	f83r	B3	das runde Mittelgefaess	NO	-	-	OK	-	-	Y	ST:- M:- W:ANSETZEN G:- ADR:- E:DIES	- || - || OK || - || - || Y	2	2	2	PROC008	qoky	1	YES	YES	PROC008	YES	Am runden Mittelgefaess: Den laufenden Posten ansetzen.
B3-S010	f83r	B3	das untere Korbgefaess	NO	-	-	P+CHD	E	AL+OT	DY	ST:- M:- W:EINFUELLEN+UMSETZEN G:KURZ ADR:ZIEL+DANACH E:SCHLUSS	- || - || P+CHD || E || AL+OT || DY	4	6	6	PROC134|PROC135	pchedal otedy	1	YES	YES	PROC134|PROC135	YES	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.
B3-S011	f83r	B3	das untere Korbgefaess	NO	CTH	-	SH+CHD+OK	E	AR	Y	ST:BEREIT M:- W:HALTEN+UMSETZEN+ANSETZEN G:KURZ ADR:QUELLE E:DIES	CTH || - || SH+CHD+OK || E || AR || Y	5	11	7	PROC136|PROC008|PROC042|PROC137	shecthedchy qoky chedy chary	1	YES	YES	PROC136|PROC008|PROC042|PROC137	YES	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.
B3-S012	f83r	B3	das untere Korbgefaess	NO	OR	-	SHED	-	-	DY	ST:ANSATZ M:- W:ABSETZEN G:- ADR:- E:SCHLUSS	OR || - || SHED || - || - || DY	3	3	3	PROC016|PROC078	sor shedy	1	YES	YES	PROC016|PROC078	YES	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.
B3-S013	f83r	B3	das untere Korbgefaess	NO	CTH	AIIN+AIN	OK+K	E	-	Y+DY	ST:BEREIT M:MASS+PORTION W:ANSETZEN+ZUDOSIEREN G:KURZ ADR:- E:DIES+SCHLUSS	CTH || AIIN+AIN || OK+K || E || - || Y+DY	5	10	8	PROC038|PROC069|PROC117|PROC067	qokaiin chkain shcthey qokedy	1	YES	YES	PROC038|PROC069|PROC117|PROC067	YES	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zudosieren; dann kurz den laufenden Posten bereithalten; dann kurz ansetzen; den Schritt schliessen.
B3-S014	f83r	B3	das untere Korbgefaess	NO	AIR	-	OK+SH	EE	-	DY	ST:LAUF M:- W:ANSETZEN+HALTEN G:LANG ADR:- E:SCHLUSS	AIR || - || OK+SH || EE || - || DY	4	5	5	PROC138|PROC139	okair sheedy	1	YES	YES	PROC138|PROC139	YES	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.
B3-S015	f83r	B3	das untere Korbgefaess	NO	-	-	L+CHD	-	-	DY	ST:- M:- W:WEITERLEITEN+UMSETZEN G:- ADR:- E:SCHLUSS	- || - || L+CHD || - || - || DY	2	3	3	PROC120	lchedy	1	YES	YES	PROC120	YES	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.
B3-S016	f83r	B3	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	YES	O	-	L+OK+CHD	-	-	DY	ST:GANG M:- W:WEITERLEITEN+ANSETZEN+UMSETZEN G:- ADR:- E:SCHLUSS	O || - || L+OK+CHD || - || - || DY	3	5	5	PROC140|PROC091	lo qokchedy	1	YES	YES	PROC140|PROC091	YES	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Gang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.
B3-S017	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	OK	EE	-	DY	ST:- M:- W:ANSETZEN G:LANG ADR:- E:SCHLUSS	- || - || OK || EE || - || DY	3	3	3	PROC100	qokeedy	1	YES	YES	PROC100	YES	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.
B3-S018	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	SHED	-	-	DY	ST:- M:- W:ABSETZEN G:- ADR:- E:SCHLUSS	- || - || SHED || - || - || DY	2	2	2	PROC078	shedy	1	YES	YES	PROC078	YES	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.
B3-S019	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	OK+SH	E	-	DY	ST:- M:- W:ANSETZEN+HALTEN G:KURZ ADR:- E:SCHLUSS	- || - || OK+SH || E || - || DY	3	4	4	PROC141	qokshedy	1	YES	YES	PROC141	YES	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.
B3-S020	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	L+CHD	-	AL	DY	ST:- M:- W:WEITERLEITEN+UMSETZEN G:- ADR:ZIEL E:SCHLUSS	- || - || L+CHD || - || AL || DY	3	4	4	PROC055|PROC120	dal lchedy	1	YES	YES	PROC055|PROC120	YES	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.
B3-S021	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	CTH	AIIN	OK+SHED+SH+CHD	E	AL	Y+DY	ST:BEREIT M:MASS W:ANSETZEN+ABSETZEN+HALTEN+UMSETZEN G:KURZ ADR:ZIEL E:DIES+SCHLUSS	CTH || AIIN || OK+SHED+SH+CHD || E || AL || Y+DY	6	20	10	PROC038|PROC014|PROC055|PROC019|PROC009|PROC142|PROC143|PROC019|PROC055|PROC014|PROC144	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	1	YES	YES	PROC038|PROC014|PROC055|PROC019|PROC009|PROC142|PROC143|PROC019|PROC055|PROC014|PROC144	YES	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereithalten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereithalten, umsetzen und schliessen.
B3-S022	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	CHD	-	OT	DY	ST:- M:- W:UMSETZEN G:- ADR:DANACH E:SCHLUSS	- || - || CHD || - || OT || DY	3	3	3	PROC145	qotchedy	2	NO	YES	PROC145	YES	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.
B3-S023	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	L+CHD	-	-	DY	ST:- M:- W:WEITERLEITEN+UMSETZEN G:- ADR:- E:SCHLUSS	- || - || L+CHD || - || - || DY	2	3	3	PROC120	lchedy	1	YES	YES	PROC120	YES	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.
B3-S024	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	CHD	-	-	DY	ST:- M:- W:UMSETZEN G:- ADR:- E:SCHLUSS	- || - || CHD || - || - || DY	2	2	2	PROC076	tchedy	1	YES	YES	PROC076	YES	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.
B3-S025	f83r	B3	der bildlich unverbundene Zwischenabschnitt	NO	-	-	OK+CHD	-	-	DY	ST:- M:- W:ANSETZEN+UMSETZEN G:- ADR:- E:SCHLUSS	- || - || OK+CHD || - || - || DY	2	3	3	PROC082	qokchdy	1	YES	YES	PROC082	YES	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.
B3-S026	f83r	B3	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	YES	CTH+OR	AIIN+AIN	L+CHD+OK+R+SOLK	EE	AR+AL	Y+DY	ST:BEREIT+ANSATZ M:MASS+PORTION W:WEITERLEITEN+UMSETZEN+ANSETZEN+KUEHLEN+AUFFANGEN G:LANG ADR:QUELLE+ZIEL E:DIES+SCHLUSS	CTH+OR || AIIN+AIN || L+CHD+OK+R+SOLK || EE || AR+AL || Y+DY	6	16	14	PROC146|PROC147|PROC042|PROC080|PROC014|PROC148|PROC098	cheedar chldaiin chedy qokain checthy chealror solkeedy	1	YES	YES	PROC146|PROC147|PROC042|PROC080|PROC014|PROC148|PROC098	YES	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereithalten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.
B3-S027	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	-	-	-	EE	OT	DY	ST:- M:- W:- G:LANG ADR:DANACH E:SCHLUSS	- || - || - || EE || OT || DY	3	3	3	PROC129	qoteedy	1	YES	YES	PROC129	YES	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.
B3-S028	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	-	-	OK	EE+E	-	Y+DY	ST:- M:- W:ANSETZEN G:LANG+KURZ ADR:- E:DIES+SCHLUSS	- || - || OK || EE+E || - || Y+DY	3	6	5	PROC092|PROC067	qokeey qokedy	1	YES	YES	PROC092|PROC067	YES	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.
B3-S029	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	-	-	T+OK	EEE+E	OL	Y+DY	ST:- M:- W:EINTRAGEN+ANSETZEN G:VOLL+KURZ ADR:FORTSETZEN E:DIES+SCHLUSS	- || - || T+OK || EEE+E || OL || Y+DY	4	7	7	PROC013|PROC149|PROC067	sol cheeety qokedy	1	YES	YES	PROC013|PROC149|PROC067	YES	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten eintragen; dann kurz ansetzen; den Schritt schliessen.
B3-S030	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	AIR	AIIN	OK+CHD	-	OT	Y+DY	ST:LAUF M:MASS W:ANSETZEN+UMSETZEN G:- ADR:DANACH E:DIES+SCHLUSS	AIR || AIIN || OK+CHD || - || OT || Y+DY	5	8	7	PROC008|PROC009|PROC150|PROC145	qoky saiin schedair otchedy	1	YES	YES	PROC008|PROC009|PROC150|PROC145	YES	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.
B3-S031	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	-	-	OK	EE	-	DY	ST:- M:- W:ANSETZEN G:LANG ADR:- E:SCHLUSS	- || - || OK || EE || - || DY	3	3	3	PROC100	qokeedy	1	YES	YES	PROC100	YES	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.
B3-S032	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	-	AIN+AIIN	CHD	E	OT	Y+DY	ST:- M:PORTION+MASS W:UMSETZEN G:KURZ ADR:DANACH E:DIES+SCHLUSS	- || AIN+AIIN || CHD || E || OT || Y+DY	5	12	7	PROC151|PROC042|PROC152|PROC112|PROC135	chedain chedy qotedaiin otaiin otedy	1	YES	YES	PROC151|PROC042|PROC152|PROC112|PROC135	YES	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.
B3-S033	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	-	-	L	-	-	DY	ST:- M:- W:WEITERLEITEN G:- ADR:- E:SCHLUSS	- || - || L || - || - || DY	2	2	2	PROC108	ldy	1	YES	YES	PROC108	YES	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.
B3-S034	f83r	B3	das durch den Bogen verbundene Hauptpaar	NO	O+CTH	IIN+AIIN	T+SHED	-	OT+OL+AL	Y+DY	ST:GANG+BEREIT M:STUFE+MASS W:EINTRAGEN+ABSETZEN G:- ADR:DANACH+FORTSETZEN+ZIEL E:DIES+SCHLUSS	O+CTH || IIN+AIIN || T+SHED || - || OT+OL+AL || Y+DY	5	13	11	PROC097|PROC014|PROC004|PROC112|PROC153|PROC078	soiiin checthy chety otaiin olsaly shedy	1	YES	YES	PROC097|PROC014|PROC004|PROC112|PROC153|PROC078	YES	Am durch den Bogen verbundenen Hauptpaar: Den Gang bis zur Stufe fuehren; den Posten bereithalten und eintragen; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.
B4-S001	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	-	OK	EE	-	DY	ST:- M:- W:ANSETZEN G:LANG ADR:- E:SCHLUSS	- || - || OK || EE || - || DY	3	3	3	PROC100	qokeedy	1	YES	YES	PROC100	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.
B4-S002	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	-	OK	EE+E	OL	Y+DY	ST:- M:- W:ANSETZEN G:LANG+KURZ ADR:FORTSETZEN E:DIES+SCHLUSS	- || - || OK || EE+E || OL || Y+DY	4	8	6	PROC154|PROC092|PROC067	qolchey qokeey qokedy	1	YES	YES	PROC154|PROC092|PROC067	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.
B4-S003	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	-	CHD+OK+SHED	EE	OT+AL+OL	Y+DY	ST:- M:- W:UMSETZEN+ANSETZEN+ABSETZEN G:LANG ADR:DANACH+ZIEL+FORTSETZEN E:DIES+SCHLUSS	- || - || CHD+OK+SHED || EE || OT+AL+OL || Y+DY	4	14	9	PROC042|PROC131|PROC065|PROC092|PROC008|PROC013|PROC078	chedy otal otchey qokeey qoky tol shedy	1	YES	YES	PROC042|PROC131|PROC065|PROC092|PROC008|PROC013|PROC078	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zum Ziel und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.
B4-S004	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	-	OK+LD	-	-	Y+DY	ST:- M:- W:ANSETZEN+BEFESTIGEN G:- ADR:- E:DIES+SCHLUSS	- || - || OK+LD || - || - || Y+DY	2	4	4	PROC155	qokylddy	1	YES	YES	PROC155	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.
B4-S005	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	AIN	CHD+OK	EE	-	Y+DY	ST:- M:PORTION W:UMSETZEN+ANSETZEN G:LANG ADR:- E:DIES+SCHLUSS	- || AIN || CHD+OK || EE || - || Y+DY	4	6	6	PROC156|PROC042|PROC100	dain chedy qokeedy	1	YES	YES	PROC156|PROC042|PROC100	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.
B4-S006	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	CKH	-	SH	E	-	DY	ST:DURCHLASS M:- W:HALTEN G:KURZ ADR:- E:SCHLUSS	CKH || - || SH || E || - || DY	4	4	4	PROC099	shckhedy	1	YES	YES	PROC099	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.
B4-S007	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	CKH	-	SH	E	-	DY	ST:DURCHLASS M:- W:HALTEN G:KURZ ADR:- E:SCHLUSS	CKH || - || SH || E || - || DY	4	4	4	PROC099	shckhedy	1	YES	YES	PROC099	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.
B4-S008	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	AIIN	CHK+SH+OK	EE+E	-	Y+DY	ST:- M:MASS W:WAERMEN+HALTEN+ANSETZEN G:LANG+KURZ ADR:- E:DIES+SCHLUSS	- || AIIN || CHK+SH+OK || EE+E || - || Y+DY	4	10	8	PROC009|PROC046|PROC157|PROC067	saiin cheeky sheey qokedy	1	YES	YES	PROC009|PROC046|PROC157|PROC067	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.
B4-S009	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	-	SHED	-	-	DY	ST:- M:- W:ABSETZEN G:- ADR:- E:SCHLUSS	- || - || SHED || - || - || DY	2	2	2	PROC078	shedy	1	YES	YES	PROC078	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.
B4-S010	f83r	B4	das zweite durch den Bogen verbundene Hauptpaar	NO	-	-	-	-	OL	DY	ST:- M:- W:- G:- ADR:FORTSETZEN E:SCHLUSS	- || - || - || - || OL || DY	2	2	2	PROC047	oldy	1	YES	YES	PROC047	YES	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.
B4-S011	f83r	B4	die linke offene Randstation	NO	-	AIIN+AIN	CHK+OK+CHD+L+K	E+EE	OL	Y+DY	ST:- M:MASS+PORTION W:WAERMEN+ANSETZEN+UMSETZEN+WEITERLEITEN+ZUDOSIEREN G:KURZ+LANG ADR:FORTSETZEN E:DIES+SCHLUSS	- || AIIN+AIN || CHK+OK+CHD+L+K || E+EE || OL || Y+DY	5	16	12	PROC009|PROC083|PROC158|PROC080|PROC042|PROC013|PROC159	saiin cheky okeeol okain chdy sol lkedy	1	YES	YES	PROC009|PROC083|PROC158|PROC080|PROC042|PROC013|PROC159	YES	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zudosieren, dann schliessen.
