surface_id	visible_surface	register_status	common_atom_sequences	common_nucleus_de	prose_master_card_id	prose_short_value_de	prose_occurrences	astro_short_values_de	astro_occurrences	astro_owner_count	astro_owners	reading_rule_de
SF0122	dchy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	fester Zustand	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0123	dl	PROSE_ONLY	LOCAL_WHOLE	LOCAL_WHOLE	MC012	Zusatz	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0124	doair	ASTRO_ONLY	AIR	LAUF/BAHN	NONE	NONE	0	Himmels-, Ring- oder Zeigerlauf	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0125	doiin	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grad- oder Bedingungsstufe	1	1	A1_RIGHT_RING_BAND_02	lies den registrierten Werkstattwert dieses Registers
SF0126	doiir	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	fester Grundindex	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0127	dokan	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	1	1	A1_LEFT_LOCAL_FIELD_33	lies den registrierten Werkstattwert dieses Registers
SF0128	dolchedy	ASTRO_ONLY	OL+CHD	FORTSETZEN + UMSETZEN	NONE	NONE	0	Fortsetzen + Umsetzen	1	1	A2_STAR_STATION_28	lies den registrierten Werkstattwert dieses Registers
SF0129	dolchsody	ASTRO_ONLY	OL	FORTSETZEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_LEFT_LOCAL_FIELD_15	lies den registrierten Werkstattwert dieses Registers
SF0130	dosar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A1_LEFT_LOCAL_FIELD_32	lies den registrierten Werkstattwert dieses Registers
SF0131	dshedy	PROSE_ONLY	SHED+E+CLOSE	ABSETZEN + KURZ + CLOSE	MC138	kurz absetzen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0132	dsheol	PROSE_ONLY	SH+E+OL	SH + KURZ + FORTSETZEN	MC076	kurz weiter ruhen lassen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0133	dy	PROSE_AND_ASTRO	Y	AKTUELLER POSTEN	MC123	dieser Posten	5	dieser lokale Diagrammposten	9	8	A1_LEFT_LOCAL_FIELD_17|A1_LEFT_LOCAL_FIELD_39|A1_LEFT_LOCAL_FIELD_48|A1_LEFT_OUTER_STAR_STATION_06|A3_LEFT_RADIAL_SLOT_02|A3_LEFT_RADIAL_SLOT_22|A3_LEFT_WHEEL_RING_TEXT|A3_MIDDLE_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0134	eckhear	ASTRO_ONLY	CKHE+AR	TRENNEN/SEIHEN + QUELLE	NONE	NONE	0	Seihen/Trennen + Quelle	1	1	A2_RIGHT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0135	eesydy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A1_RIGHT_SECTOR_SLOT_02	lies den registrierten Werkstattwert dieses Registers
SF0136	es	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	ausgewählter Nebenwert	1	1	A1_LEFT_LOCAL_FIELD_45	lies den registrierten Werkstattwert dieses Registers
SF0137	etyd	PROSE_ONLY	E+TY	KURZ + TEIL	MC108	kleiner Restteil	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0138	ey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktueller Auswahlwert	1	1	A1_RIGHT_SECTOR_SLOT_03	lies den registrierten Werkstattwert dieses Registers
SF0139	eykeody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	ausgewählter Klassenplatz	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0140	g	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Gradwert	1	1	A1_LEFT_OUTER_STAR_STATION_07	lies den registrierten Werkstattwert dieses Registers
SF0141	giin	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grad- oder Bedingungsstufe	1	1	A1_LEFT_LOCAL_FIELD_35	lies den registrierten Werkstattwert dieses Registers
SF0142	iokeeor	ASTRO_ONLY	OK+OR	AKTIVIEREN/ANSETZEN + SATZ/ANSATZ	NONE	NONE	0	Aktivieren + Ansatz/Satz	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0143	kaiiin	PROSE_ONLY	IIN	STUFE	MC048	Weichstufe	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0144	kain	PROSE_ONLY	AIN	PORTION	MC105	eine Portion	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0145	kair	PROSE_ONLY	AIR	LAUF/BAHN	MC023	Beckenwasser	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0146	kchal	PROSE_ONLY	KCH+AL	BEARBEITEN + ZIEL	MC077	an der Zielstelle bearbeiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0147	kchey	PROSE_AND_ASTRO	KCH+E+Y	BEARBEITEN + KURZ + AKTUELLER POSTEN	MC122	diesen Posten kurz bearbeiten	1	diesen Diagrammplatz kurz bearbeiten	1	1	A1_RIGHT_SECTOR_SLOT_07	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0148	kchoar	PROSE_ONLY	CHEO+AR	AUSGABE/AUSZUG + QUELLE	MC136	Auszug daraus	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0149	kchol	PROSE_ONLY	KCH+OL	BEARBEITEN + FORTSETZEN	MC090	weiter bearbeiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0150	kchy	PROSE_AND_ASTRO	KCH+Y	BEARBEITEN + AKTUELLER POSTEN	MC117	diesen Posten bearbeiten	1	diesen Diagrammplatz bearbeiten	1	1	A1_RIGHT_SECTOR_SLOT_10	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0151	keol	PROSE_ONLY	E+OL	KURZ + FORTSETZEN	MC104	kurz weiterbearbeiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0152	lar	PROSE_ONLY	L+AR	L + QUELLE	MC029	von dort abfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0153	lcheckhedy	PROSE_ONLY	L+CKHE+CLOSE	L + TRENNEN/SEIHEN + CLOSE	MC133	abseihen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0154	lcheckhy	PROSE_ONLY	L+CKH+Y	L + DURCHLAUF + AKTUELLER POSTEN	MC168	Ausgangsdurchlass	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0155	lched	PROSE_ONLY	L+CHD	L + UMSETZEN	MC127	abführen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0156	lchedal	PROSE_ONLY	L+CHD+AL	L + UMSETZEN + ZIEL	MC051	zur Ablaufstelle führen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0157	lchedar	PROSE_ONLY	L+CHD+AR	L + UMSETZEN + QUELLE	MC011	von dort abführen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0158	lchedy	PROSE_ONLY	L+CHD+CLOSE	L + UMSETZEN + CLOSE	MC155	abführen; Schluss	8	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0159	lcheey	PROSE_ONLY	L+CHEEY	L + CHEEY	MC066	Klarlauf abfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0160	lchy	PROSE_ONLY	L+Y	L + AKTUELLER POSTEN	MC008	abziehen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0161	ldalor	PROSE_ONLY	AL	ZIEL	MC101	Endziel	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0162	ldy	PROSE_ONLY	L+CLOSE	L + CLOSE	MC004	abziehen; Ende	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0163	lkedy	PROSE_ONLY	L+E+CLOSE	L + KURZ + CLOSE	MC124	kurz abführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0164	lkshy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Position oder Bedingung halten	1	1	A1_RIGHT_SECTOR_SLOT_10	lies den registrierten Werkstattwert dieses Registers
SF0165	lo	PROSE_ONLY	L	L	MC030	abfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0166	lochedy	PROSE_ONLY	L+CHD+CLOSE	L + UMSETZEN + CLOSE	MC167	Rest abfuehren; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0167	lol	PROSE_ONLY	L+OL	L + FORTSETZEN	MC092	von dort weiterfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0168	ls	PROSE_ONLY	L	L	MC065	Durchlassöffnung	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0169	lshedy	PROSE_ONLY	WASH+CLOSE	WASH + CLOSE	MC038	waschen; Schluss	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0170	lsho	PROSE_ONLY	WASH	WASH	MC130	Waschgang beginnen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0171	ly	PROSE_ONLY	L+Y	L + AKTUELLER POSTEN	MC118	aktuellen Posten abführen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0172	o	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grundwert	2	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0173	oaiin	ASTRO_ONLY	AIIN	SOLLWERT	NONE	NONE	0	Sollwert oder Grad eines Diagrammplatzes	1	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0174	oar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A3_LEFT_RADIAL_SLOT_28	lies den registrierten Werkstattwert dieses Registers
SF0175	oaram	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0176	ochol	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_LEFT_LOCAL_FIELD_30	lies den registrierten Werkstattwert dieses Registers
SF0177	ochoyk	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A3_LEFT_RADIAL_SLOT_03	lies den registrierten Werkstattwert dieses Registers
SF0178	ockhy	ASTRO_ONLY	CKH	DURCHLAUF	NONE	NONE	0	durch Sektor, Ring oder Pruefweg fuehren	3	3	A1_LEFT_LOCAL_FIELD_42|A2_STAR_STATION_13|A3_MIDDLE_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0179	ocphy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grundauswahl	1	1	A2_STAR_STATION_23	lies den registrierten Werkstattwert dieses Registers
SF0180	octheol	PROSE_ONLY	CTH+OL	BEREIT + FORTSETZEN	MC112	bereitgestellten Gang fortsetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0181	octhey	ASTRO_ONLY	CTH	BEREIT	NONE	NONE	0	ausgewählte Grundbedingung	1	1	A2_STAR_STATION_05	lies den registrierten Werkstattwert dieses Registers
SF0182	octhole	ASTRO_ONLY	CTH+OL	BEREIT + FORTSETZEN	NONE	NONE	0	Bereitwert + Fortsetzen	1	1	A1_LEFT_LOCAL_FIELD_38	lies den registrierten Werkstattwert dieses Registers
SF0183	octhys	ASTRO_ONLY	CTH	BEREIT	NONE	NONE	0	sekundäre Grundbedingung	1	1	A1_LEFT_OUTER_STAR_STATION_09	lies den registrierten Werkstattwert dieses Registers
SF0184	odaeiin	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grad- oder Bedingungsstufe	1	1	A1_LEFT_LOCAL_FIELD_16	lies den registrierten Werkstattwert dieses Registers
SF0185	odaiiin	ASTRO_ONLY	IIN	STUFE	NONE	NONE	0	Grad- oder Bedingungsstufe	1	1	A1_LEFT_LOCAL_FIELD_45	lies den registrierten Werkstattwert dieses Registers
SF0186	odain	ASTRO_ONLY	AIN	PORTION	NONE	NONE	0	gezaehlter Teil oder Unterabschnitt	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0187	odair	ASTRO_ONLY	AIR	LAUF/BAHN	NONE	NONE	0	Himmels-, Ring- oder Zeigerlauf	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0188	odal	ASTRO_ONLY	AL	ZIEL	NONE	NONE	0	Zielsektor, Zielstern oder Zielfeld	1	1	A1_LEFT_LOCAL_FIELD_33	lies den registrierten Werkstattwert dieses Registers
SF0189	odas	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	fester Nebenwert	1	1	A1_LEFT_LOCAL_FIELD_32	lies den registrierten Werkstattwert dieses Registers
SF0190	odchecthy	ASTRO_ONLY	CTH	BEREIT	NONE	NONE	0	feste abgeleitete Bedingung	1	1	A2_STAR_STATION_01	lies den registrierten Werkstattwert dieses Registers
SF0191	ody	PROSE_AND_ASTRO	ODY	ODY	MC100	kühlen	1	diesen Diagrammposten zuruecknehmen	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0192	oear	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A1_LEFT_LOCAL_FIELD_33	lies den registrierten Werkstattwert dieses Registers
SF0193	oeeody	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A2_STAR_STATION_22	lies den registrierten Werkstattwert dieses Registers
SF0194	oeeos	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0195	oeesy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A3_LEFT_RADIAL_SLOT_06	lies den registrierten Werkstattwert dieses Registers
SF0196	oekain	ASTRO_ONLY	AIN	PORTION	NONE	NONE	0	gezaehlter Teil oder Unterabschnitt	1	1	A1_LEFT_LOCAL_FIELD_16	lies den registrierten Werkstattwert dieses Registers
SF0197	oeoldan	ASTRO_ONLY	OL	FORTSETZEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	1	1	A1_LEFT_LOCAL_FIELD_34	lies den registrierten Werkstattwert dieses Registers
SF0198	oepchod	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	Himmelsobjekt oder Eingangsbedingung	1	1	A1_RIGHT_PHASE_STATION_05	lies den registrierten Werkstattwert dieses Registers
SF0199	ofar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	2	2	A1_LEFT_LOCAL_FIELD_24|A1_LEFT_LOCAL_FIELD_34	lies den registrierten Werkstattwert dieses Registers
SF0200	ofcheor	ASTRO_ONLY	CHEO	AUSGABE/AUSZUG	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A2_STAR_STATION_14	lies den registrierten Werkstattwert dieses Registers
SF0201	ofydy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	fester Grundlichtwert	1	1	A1_LEFT_LOCAL_FIELD_44	lies den registrierten Werkstattwert dieses Registers
SF0202	og	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grundgrad	1	1	A1_LEFT_LOCAL_FIELD_40	lies den registrierten Werkstattwert dieses Registers
SF0203	oiiin	PROSE_ONLY	IIN	STUFE	MC033	Sollstufe	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0204	oiin	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Grad- oder Bedingungsstufe	1	1	A1_LEFT_LOCAL_FIELD_40	lies den registrierten Werkstattwert dieses Registers
SF0205	oiinar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert	1	1	A2_STAR_STATION_19	lies den registrierten Werkstattwert dieses Registers
SF0206	okaiiin	ASTRO_ONLY	OK+IIN	AKTIVIEREN/ANSETZEN + STUFE	NONE	NONE	0	Aktivieren + Stufe	1	1	A2_MULTIPANEL_HEADER_FRAGMENT_04	lies den registrierten Werkstattwert dieses Registers
SF0207	okaiin	PROSE_ONLY	OK+AIIN	AKTIVIEREN/ANSETZEN + SOLLWERT	MC120	auf Sollmaß einstellen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0208	okain	PROSE_AND_ASTRO	OK+AIN	AKTIVIEREN/ANSETZEN + PORTION	MC017	eine Portion zugeben	3	einen gezaehlten Teilwert zugeben	1	1	A1_LEFT_LOCAL_FIELD_28	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0209	okair	PROSE_ONLY	OK+AIR	AKTIVIEREN/ANSETZEN + LAUF/BAHN	MC081	Wasser einlassen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0210	okal	PROSE_AND_ASTRO	OK+AL	AKTIVIEREN/ANSETZEN + ZIEL	MC040	dort ansetzen	2	am Zielplatz setzen	1	1	A1_LEFT_LOCAL_FIELD_22	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0211	okar	ASTRO_ONLY	OK+AR	AKTIVIEREN/ANSETZEN + QUELLE	NONE	NONE	0	Quelle aktivieren	4	3	A1_RIGHT_SECTOR_SLOT_03|A1_RIGHT_SECTOR_SLOT_10|A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0212	okardy	ASTRO_ONLY	OK+AR+DY_BOUND	AKTIVIEREN/ANSETZEN + QUELLE + DY_BOUND	NONE	NONE	0	Quelle aktivieren und Auswahl festhalten	1	1	A2_CENTRAL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0213	okchdy	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	1	1	A2_CENTRAL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0214	okchedy	PROSE_ONLY	OK+CHD+CLOSE	AKTIVIEREN/ANSETZEN + UMSETZEN + CLOSE	MC005	angesetzten Inhalt überführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0215	okcheys	ASTRO_ONLY	KCH	BEARBEITEN	NONE	NONE	0	Diagrammplatz berechnen oder bearbeiten	1	1	A3_LEFT_RADIAL_SLOT_27	lies den registrierten Werkstattwert dieses Registers
SF0216	okchoal	ASTRO_ONLY	KCH+AL	BEARBEITEN + ZIEL	NONE	NONE	0	Bearbeiten + Ziel	1	1	A2_LEFT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0217	okchol	PROSE_ONLY	OK+OL	AKTIVIEREN/ANSETZEN + FORTSETZEN	MC041	weiterlaufenden Posten aufnehmen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0218	okchy	PROSE_AND_ASTRO	OK+Y	AKTIVIEREN/ANSETZEN + AKTUELLER POSTEN	MC103	Posten zur Weiterbearbeitung ansetzen	1	diesen Diagrammposten setzen	1	1	A1_RIGHT_SECTOR_SLOT_05	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0219	okeal	ASTRO_ONLY	OK+E+AL	AKTIVIEREN/ANSETZEN + KURZ + ZIEL	NONE	NONE	0	Ziel kurz aktivieren	1	1	A3_LEFT_RADIAL_SLOT_10	lies den registrierten Werkstattwert dieses Registers
SF0220	okear	ASTRO_ONLY	OK+E+AR	AKTIVIEREN/ANSETZEN + KURZ + QUELLE	NONE	NONE	0	Quelle kurz aktivieren	1	1	A2_STAR_STATION_08	lies den registrierten Werkstattwert dieses Registers
SF0221	okedy	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0222	okeeodal	ASTRO_ONLY	OK+EE+AL	AKTIVIEREN/ANSETZEN + LÄNGER + ZIEL	NONE	NONE	0	Ziel länger aktivieren; lokaler OD-Status	1	1	A2_STAR_STATION_24	lies den registrierten Werkstattwert dieses Registers
SF0223	okeeody	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	2	2	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED|A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0224	okeeol	PROSE_ONLY	OK+EE+OL	AKTIVIEREN/ANSETZEN + LÄNGER + FORTSETZEN	MC150	länger fortführen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0225	okeeos	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0226	okeey	PROSE_AND_ASTRO	OK+EE+Y	AKTIVIEREN/ANSETZEN + LÄNGER + AKTUELLER POSTEN	MC002	länger ansetzen	1	in langer Stufe setzen	4	4	A2_RIGHT_PANEL_HEADER|A3_LEFT_RADIAL_SLOT_01|A3_LEFT_RADIAL_SLOT_22|A3_LEFT_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0227	okeo	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	2	2	A1_LEFT_LOCAL_FIELD_27|A3_LEFT_RADIAL_SLOT_02	lies den registrierten Werkstattwert dieses Registers
SF0228	okeod	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	4	4	A3_LEFT_RADIAL_SLOT_11|A3_LEFT_RADIAL_SLOT_15|A3_LEFT_RADIAL_SLOT_24|A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0229	okeodal	ASTRO_ONLY	OK+E+AL	AKTIVIEREN/ANSETZEN + KURZ + ZIEL	NONE	NONE	0	Ziel kurz aktivieren; lokaler OD-Status	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0230	okeody	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	1	1	A3_LEFT_RADIAL_SLOT_26	lies den registrierten Werkstattwert dieses Registers
SF0231	okey	PROSE_AND_ASTRO	OK+E+Y	AKTIVIEREN/ANSETZEN + KURZ + AKTUELLER POSTEN	MC007	kurz ansetzen	1	in kurzer Stufe setzen	2	2	A1_LEFT_OUTER_RING_TEXT|A3_LEFT_RADIAL_SLOT_23	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0232	okoaly	ASTRO_ONLY	OK+AL+Y	AKTIVIEREN/ANSETZEN + ZIEL + AKTUELLER POSTEN	NONE	NONE	0	dieses Ziel aktivieren	1	1	A2_STAR_STATION_03	lies den registrierten Werkstattwert dieses Registers
SF0233	okodaly	ASTRO_ONLY	OK+AL+Y	AKTIVIEREN/ANSETZEN + ZIEL + AKTUELLER POSTEN	NONE	NONE	0	dieses Ziel aktivieren; lokaler OD-Status	1	1	A2_CENTRE_KEY_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0234	okodar	ASTRO_ONLY	OK+AR	AKTIVIEREN/ANSETZEN + QUELLE	NONE	NONE	0	Quelle aktivieren; lokaler OD-Status	2	2	A1_LEFT_OUTER_STAR_STATION_12|A1_RIGHT_PHASE_STATION_04	lies den registrierten Werkstattwert dieses Registers
SF0235	okodchy	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	1	1	A3_LEFT_RADIAL_SLOT_25	lies den registrierten Werkstattwert dieses Registers
SF0236	okody	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	2	2	A3_LEFT_RADIAL_SLOT_08|A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0237	okoes	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	1	1	A1_LEFT_LOCAL_FIELD_16	lies den registrierten Werkstattwert dieses Registers
SF0238	okoirsh	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0239	okol	ASTRO_ONLY	OK+OL	AKTIVIEREN/ANSETZEN + FORTSETZEN	NONE	NONE	0	Fortsetzung aktivieren	2	2	A1_LEFT_LOCAL_FIELD_35|A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0240	okolar	ASTRO_ONLY	OK+OL+AR	AKTIVIEREN/ANSETZEN + FORTSETZEN + QUELLE	NONE	NONE	0	Aktivieren + Fortsetzen + Quelle	1	1	A3_LEFT_RADIAL_SLOT_18	lies den registrierten Werkstattwert dieses Registers
SF0241	okoldy	ASTRO_ONLY	OK+OL+DY_BOUND	AKTIVIEREN/ANSETZEN + FORTSETZEN + DY_BOUND	NONE	NONE	0	Fortsetzung aktivieren und festhalten	1	1	A2_STAR_STATION_20	lies den registrierten Werkstattwert dieses Registers
SF0242	okshor	ASTRO_ONLY	OK+HO	AKTIVIEREN/ANSETZEN + EINGANGSPOSTEN	NONE	NONE	0	Aktivieren + Eingangsposten	1	1	A2_STAR_STATION_25	lies den registrierten Werkstattwert dieses Registers
