modifier_cell_id	register	modifier_atoms	modifier_type_sequence	state_event_count	statement_count	physical_page_count	current_modifier_phrase_de	modifier_voice_phrase_de	modifier_voice_changed	owner_control_contains_target_phrase_count	example_event_ids	guard
GDT570-C089	HERBAL	E+E	GRADE+GRADE	1	1	1	auf Grad I; auf Grad I	auf Grad I und auf Grad I	YES	1	G407-E0802	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C090	HERBAL	EE	GRADE	7	7	3	auf Grad II	auf Grad II	NO	7	G407-E0698|G407-E0791|G407-E4459|G515-E0160|G515-E0182|G515-E0220|G515-E0247	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C091	HERBAL	EE+O	GRADE+FORMAL_CONTROL	1	1	1	auf Grad II; zur Ausführung	auf Grad II und als Ausführung	YES	1	G407-E0847	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C092	HERBAL	IIN	FORMAL_CONTROL	1	1	1	auf der Stufe	auf der bezeichneten Stufe	YES	1	G407-E0622	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C093	HERBAL	L	RELATION	3	3	3	über die Verbindung im Pflanzenartikel	über die Verbindung im Pflanzenartikel	NO	3	G407-E0555|G407-E4453|G515-E0203	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C094	HERBAL	LOCAL_CHAR_F	LOCAL_OR_CLASS_SIGN	2	2	2	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	2	G407-E0407|G515-E0100	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C095	HERBAL	LOCAL_CHAR_F+O	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	1	1	1	an der bezeichneten Stelle; zur Ausführung	an der bezeichneten Stelle; als Ausführung	YES	0	G407-E0443	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C096	HERBAL	M_LOCAL	LOCAL_OR_CLASS_SIGN	1	1	1	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	1	G407-E0512	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C097	HERBAL	O	FORMAL_CONTROL	18	17	8	zur Ausführung	als Ausführung	YES	17	G407-E0253|G407-E0292|G407-E0298|G407-E0313|G407-E0447|G407-E0457|G407-E0497|G407-E0573	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C098	HERBAL	O+AM_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle	als Ausführung; an der bezeichneten Stelle	YES	1	G407-E0648	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C099	HERBAL	O+D_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle	als Ausführung; an der bezeichneten Stelle	YES	1	G407-E0219	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C100	HERBAL	O+D_ADDR+AL	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	zur Ausführung; an der bezeichneten Stelle; zur Zielstelle	als Ausführung; an der bezeichneten Stelle; zur Zielstelle	YES	0	G407-E0679	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C101	HERBAL	O+D_ADDR+AN	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle; als Klasse	als Ausführung; an der bezeichneten Stelle und in der bezeichneten Klasse	YES	1	G407-E0898	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C102	HERBAL	O+IIN	FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	zur Ausführung; auf der Stufe	als Ausführung und auf der bezeichneten Stufe	YES	0	G515-E0057	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C103	HERBAL	O+M_LOCAL	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle	als Ausführung; an der bezeichneten Stelle	YES	1	G407-E0520	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C104	HERBAL	O+O	FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	zur Ausführung; zur Ausführung	als Ausführung und als Ausführung	YES	1	G407-E0610	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C105	PHARMA	AL	RELATION	3	3	3	zum Zielgefäß	zum Zielgefäß	NO	3	G407-E3881|G407-E4056|G407-E4121	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C106	PHARMA	AM_ADDR	LOCAL_OR_CLASS_SIGN	3	3	3	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	3	G407-E3819|G407-E4000|G407-E4167	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C107	PHARMA	AR	RELATION	1	1	1	vom Ausgangsgefäß	vom Ausgangsgefäß	NO	1	G407-E4115	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C108	PHARMA	CARRIER_Q+O	FORMAL_CONTROL+FORMAL_CONTROL	4	4	3	am Beginn; zur Ausführung	als neuen Einsatz und als Ausführung	YES	4	G407-E3855|G407-E3989|G407-E4063|G407-E4224	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C109	PHARMA	CARRIER_Q+O+E	FORMAL_CONTROL+FORMAL_CONTROL+GRADE	2	1	1	am Beginn; zur Ausführung; auf Grad I	als neuen Einsatz, als Ausführung und auf Grad I	YES	2	G407-E3853|G407-E3854	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C110	PHARMA	DA+L	FORMAL_CONTROL+RELATION	1	1	1	auf der zweiten Stufe; über die Gefäßverbindung	auf der zweiten Stufe; über die Gefäßverbindung	NO	0	G407-E3897	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C111	PHARMA	D_ADDR	LOCAL_OR_CLASS_SIGN	9	8	3	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	9	G407-E3886|G407-E3927|G407-E3972|G407-E4216|G407-E4234|G407-E4238|G407-E4262|G407-E4300	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C112	PHARMA	D_ADDR+AL	LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	an der bezeichneten Stelle; zum Zielgefäß	an der bezeichneten Stelle; zum Zielgefäß	NO	0	G407-E4140	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C113	PHARMA	D_ADDR+E	LOCAL_OR_CLASS_SIGN+GRADE	1	1	1	an der bezeichneten Stelle; auf Grad I	an der bezeichneten Stelle; auf Grad I	NO	0	G407-E4208	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C114	PHARMA	D_ADDR+EEE	LOCAL_OR_CLASS_SIGN+GRADE	1	1	1	an der bezeichneten Stelle; auf Grad III	an der bezeichneten Stelle; auf Grad III	NO	0	G407-E3832	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C115	PHARMA	E	GRADE	28	15	3	auf Grad I	auf Grad I	NO	28	G407-E3797|G407-E3806|G407-E3827|G407-E3858|G407-E3865|G407-E3868|G407-E3871|G407-E3999	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C116	PHARMA	E+D_ADDR+LOCAL_CHAR_G	GRADE+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	auf Grad I; an der bezeichneten Stelle; als Variante	auf Grad I; an der bezeichneten Stelle und mit der lokalen Variante	YES	1	G407-E3875	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C117	PHARMA	E+O	GRADE+FORMAL_CONTROL	9	9	2	auf Grad I; zur Ausführung	auf Grad I und als Ausführung	YES	9	G407-E3949|G407-E3966|G407-E3973|G407-E3988|G407-E4008|G407-E4017|G407-E4027|G407-E4261	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C118	PHARMA	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	2	2	1	auf Grad I; zur Ausführung; an der bezeichneten Stelle	auf Grad I und als Ausführung; an der bezeichneten Stelle	YES	2	G407-E4182|G407-E4336	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C119	PHARMA	EE	GRADE	8	8	3	auf Grad II	auf Grad II	NO	8	G407-E3874|G407-E3884|G407-E3996|G407-E4043|G407-E4131|G407-E4190|G407-E4251|G407-E4323	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C120	PHARMA	EE+O	GRADE+FORMAL_CONTROL	1	1	1	auf Grad II; zur Ausführung	auf Grad II und als Ausführung	YES	1	G407-E4016	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C121	PHARMA	EEE+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	1	1	1	auf Grad III; an der bezeichneten Stelle	auf Grad III; an der bezeichneten Stelle	NO	1	G407-E4197	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C122	PHARMA	L+E+O	RELATION+GRADE+FORMAL_CONTROL	1	1	1	über die Gefäßverbindung; auf Grad I; zur Ausführung	über die Gefäßverbindung; auf Grad I und als Ausführung	YES	1	G407-E4244	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C123	PHARMA	LOCAL_CHAR_F	LOCAL_OR_CLASS_SIGN	2	2	2	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	2	G407-E3801|G407-E3974	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C124	PHARMA	O	FORMAL_CONTROL	7	7	2	zur Ausführung	als Ausführung	YES	7	G407-E3969|G407-E3970|G407-E3992|G407-E3998|G407-E4071|G407-E4232|G407-E4299	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C125	PHARMA	O+A_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle	als Ausführung; an der bezeichneten Stelle	YES	1	G407-E4231	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C126	PHARMA	O+D_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle	als Ausführung; an der bezeichneten Stelle	YES	1	G407-E4212	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C127	PHARMA	O+E	FORMAL_CONTROL+GRADE	1	1	1	zur Ausführung; auf Grad I	als Ausführung und auf Grad I	YES	1	G407-E4298	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C128	PHARMA	O+E+E	FORMAL_CONTROL+GRADE+GRADE	1	1	1	zur Ausführung; auf Grad I; auf Grad I	als Ausführung, auf Grad I und auf Grad I	YES	1	G407-E3950	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C129	SOURCE_SECTION_T	AIR+IIN	RELATION+FORMAL_CONTROL	1	1	1	entlang der Lesebahn; auf der Stufe	entlang der Lesebahn; auf der bezeichneten Stufe	YES	1	G407-E0082	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C130	SOURCE_SECTION_T	AL	RELATION	3	3	1	zur Zielspalte	zur Zielspalte	NO	3	G515-E0417|G515-E0550|G515-E0569	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C131	SOURCE_SECTION_T	AL+AL+E	RELATION+RELATION+GRADE	1	1	1	zur Zielspalte; zur Zielspalte; auf Grad I	zur Zielspalte und zur Zielspalte; auf Grad I	YES	0	G515-E0379	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C132	SOURCE_SECTION_T	AM_ADDR	LOCAL_OR_CLASS_SIGN	1	1	1	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	1	G515-E0530	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C133	SOURCE_SECTION_T	AR	RELATION	2	2	1	von der Ausgangszeile	von der Ausgangszeile	NO	2	G515-E0394|G515-E0416	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C134	SOURCE_SECTION_T	AR+O	RELATION+FORMAL_CONTROL	1	1	1	von der Ausgangszeile; zur Ausführung	von der Ausgangszeile; als Ausführung	YES	0	G515-E0456	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C135	SOURCE_SECTION_T	A_ADDR	LOCAL_OR_CLASS_SIGN	2	2	1	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	2	G515-E0319|G515-E0334	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C136	SOURCE_SECTION_T	D_ADDR	LOCAL_OR_CLASS_SIGN	5	5	2	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	5	G407-E0010|G515-E0305|G515-E0359|G515-E0388|G515-E0465	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C137	SOURCE_SECTION_T	D_ADDR+AIR+O	LOCAL_OR_CLASS_SIGN+RELATION+FORMAL_CONTROL	1	1	1	an der bezeichneten Stelle; entlang der Lesebahn; zur Ausführung	an der bezeichneten Stelle; entlang der Lesebahn; als Ausführung	YES	0	G515-E0425	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C138	SOURCE_SECTION_T	D_ADDR+AR	LOCAL_OR_CLASS_SIGN+RELATION	2	2	2	an der bezeichneten Stelle; von der Ausgangszeile	an der bezeichneten Stelle; von der Ausgangszeile	NO	0	G407-E0189|G515-E0470	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C139	SOURCE_SECTION_T	D_ADDR+DA+IIN	LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	an der bezeichneten Stelle; auf der zweiten Stufe; auf der Stufe	an der bezeichneten Stelle; auf der zweiten Stufe und auf der bezeichneten Stufe	YES	0	G515-E0366	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C140	SOURCE_SECTION_T	D_LABEL	LOCAL_OR_CLASS_SIGN	1	1	1	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	1	G407-E0133	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C141	SOURCE_SECTION_T	E	GRADE	32	27	2	auf Grad I	auf Grad I	NO	32	G407-E0083|G407-E0213|G515-E0313|G515-E0316|G515-E0318|G515-E0329|G515-E0336|G515-E0345	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C142	SOURCE_SECTION_T	E+AL	GRADE+RELATION	1	1	1	auf Grad I; zur Zielspalte	auf Grad I; zur Zielspalte	NO	0	G515-E0332	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C143	SOURCE_SECTION_T	E+O	GRADE+FORMAL_CONTROL	4	4	2	auf Grad I; zur Ausführung	auf Grad I und als Ausführung	YES	1	G407-E0071|G515-E0350|G515-E0445|G515-E0533	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C144	SOURCE_SECTION_T	E+O+E	GRADE+FORMAL_CONTROL+GRADE	1	1	1	auf Grad I; zur Ausführung; auf Grad I	auf Grad I, als Ausführung und auf Grad I	YES	0	G515-E0525	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C145	SOURCE_SECTION_T	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	auf Grad I; zur Ausführung; an der bezeichneten Stelle	auf Grad I und als Ausführung; an der bezeichneten Stelle	YES	1	G407-E0033	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C146	SOURCE_SECTION_T	EE	GRADE	7	7	2	auf Grad II	auf Grad II	NO	7	G407-E0032|G515-E0301|G515-E0314|G515-E0503|G515-E0564|G515-E0572|G515-E0583	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C147	SOURCE_SECTION_T	EE+O	GRADE+FORMAL_CONTROL	2	2	1	auf Grad II; zur Ausführung	auf Grad II und als Ausführung	YES	0	G515-E0347|G515-E0504	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C148	SOURCE_SECTION_T	EE+O+D_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	auf Grad II; zur Ausführung; an der bezeichneten Stelle	auf Grad II und als Ausführung; an der bezeichneten Stelle	YES	0	G515-E0513	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C149	SOURCE_SECTION_T	L	RELATION	3	3	1	über die Eintragsverbindung	über die Eintragsverbindung	NO	3	G515-E0539|G515-E0561|G515-E0566	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C150	SOURCE_SECTION_T	L+E	RELATION+GRADE	3	3	1	über die Eintragsverbindung; auf Grad I	über die Eintragsverbindung; auf Grad I	NO	3	G515-E0508|G515-E0565|G515-E0585	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C151	SOURCE_SECTION_T	LOCAL_CHAR_F	LOCAL_OR_CLASS_SIGN	2	2	2	an der bezeichneten Stelle	an der bezeichneten Stelle	NO	2	G407-E0067|G515-E0452	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C152	SOURCE_SECTION_T	LOCAL_CHAR_F+D_ADDR	LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	an der bezeichneten Stelle; an der bezeichneten Stelle	an der bezeichneten Stelle und an der bezeichneten Stelle	YES	1	G515-E0415	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C153	SOURCE_SECTION_T	O	FORMAL_CONTROL	6	5	2	zur Ausführung	als Ausführung	YES	4	G407-E0056|G407-E0068|G407-E0196|G407-E0200|G515-E0302|G515-E0576	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
GDT570-C154	SOURCE_SECTION_T	O+LOCAL_CHAR_F	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	zur Ausführung; an der bezeichneten Stelle	als Ausführung; an der bezeichneten Stelle	YES	0	G515-E0453	REGISTER_SEQUENCE_CELL__NO_RECIPE_OR_ATOM_CHANGE
