physical_page	source_selector	locus	line_number	line_kind	paragraph_start	paragraph_end	panel_ids	record_ids	eva_clean	it2a_clean	rf1b_clean
f77r	f77r	f77r.39	39	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	olaiin cheey sheckhey lsheey qykaiin shee y laiin
f77r	f77r	f77r.40	40	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	daiiin ol eee y okaiin sheeol qotaiin o y qoty
f77r	f77r	f77r.41	41	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	daiin sh qolchey qotedy qotal r ain chl s arol	daiin sh qolchey qotedy qotal rain chlr arol	aiin sh qol che qotedy qotal r ain chl s rol
f77r	f77r	f77r.42	42	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	qokeedy qotedy qokeedy qokeedy qokeey raiin al	qokeedy qote y qokeedy qokeedy qokeey r aiin al
f77r	f77r	f77r.43	43	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	d chee ol cheedy qotaiin qoteedy qotedy raiin	dchee ol cheedy qotaiin qoteedy qotedy raiin	dchee ol cheedy qotaiin qoteedy qote y raiin
f77r	f77r	f77r.44	44	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	sheey qepchedy qol cheedy qokear cheey loly dy	sheey qepchedy qol cheedy qokear cheey loly dy	sheey qepchedy qol cheedy qoke r cheey loly dy
f77r	f77r	f77r.45	45	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	qokaiin ches lchear dal chr sl s ain ol raiin lod	qokaiin ches lchear dal chr sls ain ol raiin lod	qokaiin ches lchear dal chr sls ain ol r aiin lod
f77r	f77r	f77r.46	46	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	daiin chlchpsheey tal cheol dag as otey daiin	daiin chlchpsheey tal cheol dam arotey daiin	daiin chlchpsheey tal cheol ag ar otey daiin
f77r	f77r	f77r.47	47	RUNNING_PROSE	0	0	F77_LOWER_VESSEL	F77_P3	ysheey dal saiisol sal dalo tain dary dalo	ysheey dal saiirol sal dalo tain dary dalo	ysheey al saiisol sal dalo tain ary dalo
f77r	f77r	f77r.48	48	RUNNING_PROSE	0	1	F77_LOWER_VESSEL	F77_P3	sodar oloky	sodar oloky	sodar oloky
f77r	f77r	f77r.49	49	LOCAL_LABEL_OR_MARKER	0	0	F77_MIDDLE_BODY	NONE	otchdy	otchdy	otchdy
f77r	f77r	f77r.50	50	LOCAL_LABEL_OR_MARKER	0	0	F77_LOWER_VESSEL	NONE	otolaiin o	otolaiino	otolaiino
f88r	f88r	f88r.1	1	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otorchety	otorchety	otorchety
f88r	f88r	f88r.2	2	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	osal	oral	osal
f88r	f88r	f88r.3	3	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	orald	orald	orald
f88r	f88r	f88r.4	4	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oldar	oldar	oldar
f88r	f88r	f88r.5	5	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otoky	otoky	otoky
f88r	f88r	f88r.6	6	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otaly	otaly	otaly
f88r	f88r	f88r.7	7	RUNNING_PROSE	1	0	NONE	NONE	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol	dorsheoy ctheol qockhey dory sheor sholfchor dal chckhod	doreoy ctheol qockhey dory sheor sholfchor dal chcthol
f88r	f88r	f88r.8	8	RUNNING_PROSE	0	0	NONE	NONE	ral sheom keol chear shekor qokor daiin sar s aiin oky sam	sal sheom kol chear shekor qokor daiin sar raiin oky sam	sal sheom keol chear shekor qokor aiin sar s aiin oky sam
f88r	f88r	f88r.9	9	RUNNING_PROSE	0	0	NONE	NONE	oain or om otam okeom cheeor qokeody dar or om cheody	oain or om otam okeom cheeor qokeody dar or om cheody	oain or om otam okeom cheeor qokeody dar or om cheody
f88r	f88r	f88r.10	10	RUNNING_PROSE	0	0	NONE	NONE	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	qokeol cheol saiin cheos cheol doleeey or cheom cheomam	qokeol cheol saiin cheos cheol doleeey or cheom cheomam
f88r	f88r	f88r.11	11	RUNNING_PROSE	0	1	NONE	NONE	yokeody cheom qoor cheeb ykeor shy sam	yokeody cheom qoor chees ykeor shy sam	yokeody cheom qoor cheeb ykeor shy sam
f88r	f88r	f88r.12	12	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otaldy	otaldy	otaldy
f88r	f88r	f88r.13	13	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oram	oram	oram
f88r	f88r	f88r.14	14	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	dary	dary	dary
f88r	f88r	f88r.15	15	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okol	okol	okol
f88r	f88r	f88r.16	16	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	sorory	sorory	sorory
f88r	f88r	f88r.17	17	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otyda	otyda	otyda
f88r	f88r	f88r.18	18	RUNNING_PROSE	1	0	NONE	NONE	koay cphol orchor pcheoly otchol oldy salsaly	koaiphhy cphol orchor pcheoly otchol oldy sal saly	koay cphol or chor pcheoly otchol oldy salsaly
f88r	f88r	f88r.19	19	RUNNING_PROSE	0	0	NONE	NONE	dchey chokol daiin qoekol qoekol qockhol okol cheol	dchey chokol daiin qoekol qoekol qockhoy okol cheol	dchey chokol daiin qoekol qoekol qockhol okol cheol
f88r	f88r	f88r.20	20	RUNNING_PROSE	0	0	NONE	NONE	dsheol qokeey s chy s aiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	dsheol qokeey s chy s aiin chor oteor aiin chosals
f88r	f88r	f88r.21	21	RUNNING_PROSE	0	0	NONE	NONE	teol chor olsheody qokeol shoy ol sheeol sheoldg	teol chor olsheody qokeol shoikhy ol sheeol sheol dg	teol chor olsheo y qokeol shockhy ol sheeol sheoldg
f88r	f88r	f88r.22	22	RUNNING_PROSE	0	1	NONE	NONE	ychey okaiin chol cheor ol chorcholsal	ychey okaiin chol cheor ol chorcholsal	ychey okaiin chol cheor ol chorcholsal
f88r	f88r	f88r.23	23	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ofyskydal	ofyskydal	ofyskydal
f88r	f88r	f88r.24	24	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otor am	otor am	otoram
f88r	f88r	f88r.25	25	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ofaldo	ofaldo	ofaldo
f88r	f88r	f88r.26	26	RUNNING_PROSE	1	0	NONE	NONE	poeear sheoky olkeey cthol poldy s okoldy	poeeas sheoky olkeey cthol poldy s okoldy	poeear sheoky olkeey cthol pol y s okoldy
f88r	f88r	f88r.27	27	RUNNING_PROSE	0	0	NONE	NONE	qokol chol qokol qokol chol cheey or aiin oldal	qokol chol qokol qokol chol cheey or aiin oldal	qokol chol qokol qokol chol cheey r aiin oldal
f88r	f88r	f88r.28	28	RUNNING_PROSE	0	0	NONE	NONE	ykar cheol chol chey ckhey s or shear ar alsy	ykar cheol chol chey ckhey s or shear ar alsy	ykar cheol chol chey ckhey s or shear ar alsy
f88r	f88r	f88r.29	29	RUNNING_PROSE	0	0	NONE	NONE	kor chey qokol cheol chody qokol kchor chol dal	kor chey qokol cheol chody qokol kchor chol dal	kor chey qokol cheol chody qokol chos chol al
f88r	f88r	f88r.30	30	RUNNING_PROSE	0	0	NONE	NONE	ykeeey cheor cheotey cheol qokeor chetchy ofal	ykeeey cheor cheotey cheol qokeor chetchy ofal	ykeeey cheor cheotey cheol qokeor chetchy ofal
f88r	f88r	f88r.31	31	RUNNING_PROSE	0	1	NONE	NONE	dar chear chol dol qoekeor cheom	dar chear chol dol qoekeor cheom	dar chear chol dol qoekeor cheom
