page	locus	section	source_line	surface	ordinal	within_line_occurrence_rank	line_number	physical_page	physical_page_basis	released_physical_page	released_gdt791_status	raw_kind	raw_role	zl3b_occurrences_in_line	it2a_occurrences_in_line	rf1b_occurrences_in_line	it2a_rank_ordinal	rf1b_rank_ordinal	it2a_rank_supported	rf1b_rank_supported	reader_support_count	reader_support_definition	semantic_credit	component_export_credit
f82v	f82v.8	B	qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy	qokol	7	1	8	f82v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f82v	f82v.19	B	qokol chedy cheal chedy oty chdy dy checkhy otal chl s	qokol	1	1	19	f82v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f82v	f82v.26	B	saiin shey qokol chol qol sheedy qokal shedy qokaiin	qokol	3	1	26	f82v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f82v	f82v.44	B	okol	okol	1	1	44	f82v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	L	LOCAL_LABEL	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f82v	f82v.45	B	okoldy	okoldy	1	1	45	f82v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	L	LOCAL_LABEL	1	0	0	ABSENT	ABSENT	0	0	1	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f83r	f83r.37	B	sol lkedy lchedy qokol shedy	qokol	4	1	37	f83r	GDT791_EXPLICIT_MAPPING	f83r	RUNNING_PROSE	P	PROSE	1	1	1	4	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f83v	f83v.25	B	y shey otechd ar okol dal shedy qokaly	okol	5	1	25	f83v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f86v5	f86v5.23	T	ykaiin or aiin okol chokar sheol qokar cheey or aiin ody	okol	4	1	23	f86v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f86v6	f86v6.2	T	ochody chol chey qotchdy kchdy qopchd chpchy qopchy qoky chedy qokol lray	qokol	11	1	2	f86v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	11	11	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f86v6	f86v6.9	T	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	qokol	5	1	9	f86v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f86v6	f86v6.40	T	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky	qokol	7	1	40	f86v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.15	P	okol	okol	1	1	15	f88r	GDT791_EXPLICIT_MAPPING	f88r	LOCAL_LABEL_OR_MARKER	L	LOCAL_LABEL	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.19	P	dchey chokol daiin qoekol qoekol qockhol okol cheol	chokol	2	1	19	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.19	P	dchey chokol daiin qoekol qoekol qockhol okol cheol	qoekol	4	1	19	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	2	2	2	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.19	P	dchey chokol daiin qoekol qoekol qockhol okol cheol	qoekol	5	2	19	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	2	2	2	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.19	P	dchey chokol daiin qoekol qoekol qockhol okol cheol	okol	7	1	19	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.25	P	ofaldo	ofaldo	1	1	25	f88r	GDT791_EXPLICIT_MAPPING	f88r	LOCAL_LABEL_OR_MARKER	L	LOCAL_LABEL	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.26	P	poeear sheoky olkeey cthol poldy s okoldy	okoldy	7	1	26	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	1	1	1	7	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.27	P	qokol chol qokol qokol chol cheey or aiin oldal	qokol	1	1	27	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	3	3	3	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.27	P	qokol chol qokol qokol chol cheey or aiin oldal	qokol	3	2	27	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	3	3	3	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.27	P	qokol chol qokol qokol chol cheey or aiin oldal	qokol	4	3	27	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	3	3	3	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.29	P	kor chey qokol cheol chody qokol kchor chol dal	qokol	3	1	29	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	2	2	2	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.29	P	kor chey qokol cheol chody qokol kchor chol dal	qokol	6	2	29	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	2	2	2	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88r	f88r.30	P	ykeeey cheor cheotey cheol qokeor chetchy ofal	ofal	7	1	30	f88r	GDT791_EXPLICIT_MAPPING	f88r	RUNNING_PROSE	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f88v	f88v.17	P	qokeey qokeody chor oteody qockhol okol cheedy qokody	okol	6	1	17	f88v	GDT791_EXPLICIT_MAPPING	f88v	RUNNING_PROSE	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89r2	f89r2.10	P	okol shol dy	okol	1	1	10	f89r	GDT791_EXPLICIT_MAPPING	f89r	LOCAL_LABEL_OR_MARKER	L	LOCAL_LABEL	1	1	0	1	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89r2	f89r2.14	P	tos ol chor ydaiin chey s oiiin chckhy qokeol okey okeey keey eky qokol okeey dal cheeody oeckhy	qokol	14	1	14	f89r	GDT791_EXPLICIT_MAPPING	f89r	RUNNING_PROSE	P	PROSE	1	1	1	14	14	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89r2	f89r2.27	P	qokol cheor okoiin okeoy qoeey cheor cheey qokeol cheal s aiin ocheol soiiin dair chey daiin	qokol	1	1	27	f89r	GDT791_EXPLICIT_MAPPING	f89r	RUNNING_PROSE	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.6	P	dor sheey qokol cheol cthody qockhy dain yteey otar cthol	qokol	3	1	6	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.9	P	too cthor okol chekaiin os aiin ol cheokchey qokoiiin du	okol	3	1	9	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.10	P	tor sheor cheeor cthey qokol daiin chekal dals chear qotam	qokol	5	1	10	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.14	P	ykeey ykeey odal shoky okol chody okoaiin dal chdy daldaldy	okol	5	1	14	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.18	P	qokol sheol qokol dal chol dam qoeey saiin ols chokaiin	qokol	1	1	18	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.18	P	qokol sheol qokol dal chol dam qoeey saiin ols chokaiin	qokol	3	2	18	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.19	P	sar a daiin ckhy qotchy okol ycheo cthody okol olkaycthy	okol	6	1	19	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f89v1	f89v1.19	P	sar a daiin ckhy qotchy okol ycheo cthody okol olkaycthy	okol	9	2	19	f89v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	9	9	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f90r1	f90r1.7	H	dar chos qocthy qokcha shko qokol oteey chofy ykeody qokod	qokol	6	1	7	f90r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f93r	f93r.5	H	ol chody cfhol dol qokol otodar chodain	qokol	5	1	5	f93r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f93v	f93v.3	H	dchos chody qockhol oky cheodaiin oty daiin otal dair okol	okol	10	1	3	f93v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	10	10	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f95r1	f95r1.9	H	tchdy tchor chol tar chdy okol ykoldy olkeedy qotaiin or	okol	6	1	9	f95r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f95r2	f95r2.3	H	todaiin chor chckhy qokol chkar ol otaiin ofar okain aram	qokol	4	1	3	f95r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f95r2	f95r2.9	H	poiin okar qokol shsdy okar chdaiin olky	qokol	3	1	9	f95r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	0	3	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f96r	f96r.5	H	daiin chodaiin cthey tol sheor qokeol okol	okol	7	1	5	f96r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99r	f99r.30	P	tol cheody qokol okoly okoldy qokoly qokal okchol qokold	qokol	3	1	30	f99r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99r	f99r.30	P	tol cheody qokol okoly okoldy qokoly qokal okchol qokold	okoldy	5	1	30	f99r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	0	5	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.11	P	okoiin choty qokchol qokeol okoldy qoldy toly daiin	okoldy	5	1	11	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.13	P	okoraiin okol shocthy qokor oloiram	okol	2	1	13	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.23	P	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	qokol	4	1	23	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.24	P	shokeeey cholshey okol qokey okeodal oldy	okol	3	1	24	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.32	P	qokeeoy chokol qokeeo dy qokeeol olpchey daiir okeedy okolol	chokol	2	1	32	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.34	P	yoiin ol ol olaiin qockhey qokol olshy qokeeor or aiin doldam	qokol	6	1	34	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.37	P	eol soey qokol olkeol daiin okoly	qokol	3	1	37	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.40	P	or aiin okeody okol odaiin qoky olaldy	okol	4	1	40	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.41	P	qockhol oiin shody qokol aiidal aiidaiim	qokol	4	1	41	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f99v	f99v.42	P	ol sheol olkeol okol or oraloly ykeol okal okaldaly	okol	4	1	42	f99v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f100v	f100v.17	P	chockhey sholkcheol qokeol okol chol chotor chso solcthy	okol	4	1	17	f100v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f102r1	f102r1.5	P	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	qokol	9	1	5	f102r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	9	9	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f102r1	f102r1.14	P	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	okol	7	1	14	f102r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f102v1	f102v1.11	P	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy	qokol	4	1	11	f102v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	0	1	ABSENT	5	0	1	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f102v2	f102v2.7	P	okol	okol	1	1	7	f102v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	L	LOCAL_LABEL	1	0	0	ABSENT	ABSENT	0	0	1	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f104r	f104r.9	S	ycheeoy qokecho qokol cheeo dam	qokol	3	1	9	f104r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f104v	f104v.11	S	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	qokol	7	1	11	f104v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f104v	f104v.11	S	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	qokol	8	2	11	f104v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	8	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f104v	f104v.20	S	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	qokol	8	1	20	f104v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	8	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f105v	f105v.3	S	dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin	okoldy	7	1	3	f105v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f105v	f105v.37	S	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	okol	7	1	37	f105v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f106r	f106r.16	S	soin oin okain aiin arol ocheedy lkeeeody daiin chedar okol otar chdam	okol	10	1	16	f106r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	10	11	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f106v	f106v.24	S	soraiin solshedy qokchdy qokol chdaiin chdal air odl charain okay	qokol	4	1	24	f106v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f107v	f107v.8	S	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	qokol	4	1	8	f107v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f107v	f107v.21	S	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	qokol	6	1	21	f107v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f107v	f107v.27	S	dal okain okchey qokshy okol lkshedy taraiin sho qokor cheey qokam	okol	5	1	27	f107v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f107v	f107v.37	S	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary	qokol	7	1	37	f107v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f107v	f107v.38	S	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	qokol	6	1	38	f107v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f108r	f108r.14	S	polchal shol qokar shedy pcholy qokal opchdy ofal shor qokaiin otalod	ofal	8	1	14	f108r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	8	10	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f108r	f108r.18	S	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalo l chedl y	qokol	5	1	18	f108r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f108r	f108r.19	S	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	okol	4	1	19	f108r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f113r	f113r.5	S	ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chdo okol chedy chedy	okol	11	1	5	f113r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	10	10	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f113v	f113v.13	S	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor	okol	4	1	13	f113v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f114r	f114r.25	S	oaiil chey qokeedy chedy qoeey qokodaiin cheey kais aiy okol aiir otair or airy	okol	10	1	25	f114r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	10	10	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f114v	f114v.15	S	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	qokol	6	1	15	f114v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f114v	f114v.20	S	tshedain qotchody qokol shedy qokchedy daiin qofchdar chdor chdy dary	qokol	3	1	20	f114v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
