statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	surface_sequence	owner_slot	owner_mode	link_select_slot	source_item_slot	quantity_slot	operation_slot	medium_flow_slot	target_slot	state_grade_slot	close_slot	event_slot_sequence	cell_count	work_cell_packets	inheritance_and_omission_note	line_continuity	concrete_german_reading
B1-S002	B1	f81v	f81v.2|f81v.7	F022|F023	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	19	okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	ol=mit Vorigem weiter | olkain=eine weitere Portion zugeben | ol=mit Vorigem weiter | olor=mit der vorigen Zubereitung | ol=mit Vorigem weiter	sar=aus demselben Vorrat | dl=Badezusatz | olor=mit der vorigen Zubereitung	okaiin=auf das vorgeschriebene Maß einstellen | kain=eine Portion | olkain=eine weitere Portion zugeben | sheckhal=mäßige Menge | daiin=vorgeschriebenes Maß | daiin=vorgeschriebenes Maß	okaiin=auf das vorgeschriebene Maß einstellen | okal=an der Zielstelle einsetzen | ol=mit Vorigem weiter | olkain=eine weitere Portion zugeben | ol=mit Vorigem weiter | rol=vor dem Abkühlen | ol=mit Vorigem weiter | qokeedal=an der Zielstelle anhaltend in Kontakt halten | chckhy=durch verbundenen Lauf | schedy=Arbeitsbewegung abschließen	kair=laufende Beckenflüssigkeit	okal=an der Zielstelle einsetzen | al=Zielstelle | qokeedal=an der Zielstelle anhaltend in Kontakt halten	qokeedal=an der Zielstelle anhaltend in Kontakt halten	schedy=Arbeitsbewegung abschließen	E102{QUANTITY+OPERATION} > E103{FLOW_TRANSFER} > E104{OPERATION+TARGET} > E105{SOURCE} > E106{OPERATION} > E107{QUANTITY} > E108{QUANTITY+OPERATION} > E109{TARGET} > E110{OPERATION} > E111{OPERATION} > E112{PREPARATION} > E113{PREPARATION} > E114{OPERATION} > E115{QUANTITY} > E116{QUANTITY} > E117{OPERATION+TARGET+STATE_GRADE} > E118{QUANTITY} > E119{OPERATION} > E120{OPERATION+CLOSE}	2	Z1[E102:okaiin{QUANTITY+OPERATION} > E103:kair{FLOW_TRANSFER} > E104:okal{OPERATION+TARGET} > E105:sar{SOURCE} > E106:ol{OPERATION} > E107:kain{QUANTITY} > E108:olkain{QUANTITY+OPERATION} > E109:al{TARGET} > E110:ol{OPERATION} > E111:rol{OPERATION} > E112:dl{PREPARATION}] || Z2[E113:olor{PREPARATION} > E114:ol{OPERATION} > E115:sheckhal{QUANTITY} > E116:daiin{QUANTITY} > E117:qokeedal{OPERATION+TARGET+STATE_GRADE} > E118:daiin{QUANTITY} > E119:chckhy{OPERATION} > E120:schedy{OPERATION+CLOSE}]	ALLE BENÖTIGTEN SLOTS LOKAL GESETZT	CROSSES_PHYSICAL_LINE	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Auf das vorgeschriebene Maß einstellen; laufende Beckenflüssigkeit; an der Zielstelle einsetzen; aus demselben Vorrat; mit Vorigem weiter; eine Portion; eine weitere Portion zugeben; Zielstelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; mit der vorigen Zubereitung; mit Vorigem weiter; mäßige Menge; vorgeschriebenes Maß; an der Zielstelle anhaltend in Kontakt halten; vorgeschriebenes Maß; durch verbundenen Lauf; Arbeitsbewegung abschließen.
B1-S003	B1	f81v	f81v.7|f81v.17	F024|F025	E121|E122	2	qol · sshkchdy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	qol=mit Vorigem weiter	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qol=mit Vorigem weiter | sshkchdy=unter besonderer Bedingung umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	sshkchdy=unter besonderer Bedingung umsetzen; Schluss	E121{OPERATION} > E122{OPERATION+CLOSE}	2	Z1[E121:qol{OPERATION}] || Z2[E122:sshkchdy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	CROSSES_PHYSICAL_LINE	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Mit Vorigem weiter; unter besonderer Bedingung umsetzen; Schluss.
B1-S004	B1	f81v	f81v.17	F026	E123|E124|E125	3	chedy · ol · shedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	ol=mit Vorigem weiter	chedy=den laufenden Posten umsetzen oder durcharbeiten	GEERBT: kein neues Maß	chedy=den laufenden Posten umsetzen oder durcharbeiten | ol=mit Vorigem weiter	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E123{OWNER_ITEM+OPERATION} > E124{OPERATION} > E125{STATE_GRADE+CLOSE}	1	Z1[E123:chedy{OWNER_ITEM+OPERATION} > E124:ol{OPERATION} > E125:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Den laufenden Posten umsetzen oder durcharbeiten; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss.
B1-S005	B1	f81v	f81v.17	F027	E126	1	qolchedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	qolchedy=weiterführen; Schluss	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qolchedy=weiterführen; Schluss	qolchedy=weiterführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qolchedy=weiterführen; Schluss	E126{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E126:qolchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Weiterführen; Schluss.
B1-S006	B1	f81v	f81v.17	F028	E127|E128|E129|E130	4	qokain · shckhy · dl · ral	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	dl=Badezusatz	qokain=eine Portion zugeben	qokain=eine Portion zugeben | shckhy=durch verbundenen Lauf | ral=abkühlen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E127{QUANTITY+OPERATION} > E128{OPERATION} > E129{PREPARATION} > E130{OPERATION}	1	Z1[E127:qokain{QUANTITY+OPERATION} > E128:shckhy{OPERATION} > E129:dl{PREPARATION} > E130:ral{OPERATION}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Eine Portion zugeben; durch verbundenen Lauf; Badezusatz; abkühlen.
B1-S007	B1	f81v	f81v.18	F029	E131	1	qokchdy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokchdy=Ansatz umsetzen; Schluss	GEERBT: kein neues Maß	qokchdy=Ansatz umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokchdy=Ansatz umsetzen; Schluss	E131{PREPARATION+OPERATION+CLOSE}	1	Z1[E131:qokchdy{PREPARATION+OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Ansatz umsetzen; Schluss.
B1-S008	B1	f81v	f81v.18	F030	E132|E133|E134|E135|E136	5	chey · ol · cheky · ol · shedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	ol=mit Vorigem weiter | ol=mit Vorigem weiter	chey=der laufende Posten; dies oder es	GEERBT: kein neues Maß	ol=mit Vorigem weiter | ol=mit Vorigem weiter	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	cheky=kurz oder mild erwärmen | shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E132{OWNER_ITEM} > E133{OPERATION} > E134{STATE_GRADE} > E135{OPERATION} > E136{STATE_GRADE+CLOSE}	1	Z1[E132:chey{OWNER_ITEM} > E133:ol{OPERATION} > E134:cheky{STATE_GRADE} > E135:ol{OPERATION} > E136:shedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Der laufende Posten; dies oder es; mit Vorigem weiter; kurz oder mild erwärmen; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss.
B1-S009	B1	f81v	f81v.18	F031	E137	1	qokedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E137{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E137:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Kurz spülen oder benetzen und den Schritt abschließen.
B1-S010	B1	f81v	f81v.18	F032	E138	1	qokedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E138{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E138:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Kurz spülen oder benetzen und den Schritt abschließen.
B1-S011	B1	f81v	f81v.18	F033	E139|E140	2	chckhy · qoky	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qoky=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	chckhy=durch verbundenen Lauf | qoky=den laufenden Posten anwenden oder in Arbeit nehmen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E139{OPERATION} > E140{OWNER_ITEM+OPERATION}	1	Z1[E139:chckhy{OPERATION} > E140:qoky{OWNER_ITEM+OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Durch verbundenen Lauf; den laufenden Posten anwenden oder in Arbeit nehmen.
B1-S012	B1	f81v	f81v.21	F034	E141|E142|E143	3	lsho · qokey · lshedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokey=den laufenden Posten kurz anlegen oder benetzen	GEERBT: kein neues Maß	lsho=Spülung beginnen | qokey=den laufenden Posten kurz anlegen oder benetzen	lshedy=waschen; Ende	GEERBT: lokale Arbeitsstelle	qokey=den laufenden Posten kurz anlegen oder benetzen	lshedy=waschen; Ende	E141{OPERATION} > E142{OWNER_ITEM+OPERATION+STATE_GRADE} > E143{FLOW_TRANSFER+CLOSE}	1	Z1[E141:lsho{OPERATION} > E142:qokey{OWNER_ITEM+OPERATION+STATE_GRADE} > E143:lshedy{FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Spülung beginnen; den laufenden Posten kurz anlegen oder benetzen; waschen; Ende.
B1-S013	B1	f81v	f81v.21	F035	E144	1	lshedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	lshedy=waschen; Ende	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lshedy=waschen; Ende	E144{FLOW_TRANSFER+CLOSE}	1	Z1[E144:lshedy{FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Waschen; Ende.
B1-S014	B1	f81v	f81v.21	F036	E145|E146|E147|E148|E149	5	chedy · qolky · lchedal · qol · otar	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	qol=mit Vorigem weiter | otar=danach auslassen	otar=danach auslassen | chedy=den laufenden Posten umsetzen oder durcharbeiten	GEERBT: kein neues Maß	chedy=den laufenden Posten umsetzen oder durcharbeiten | qolky=betroffene Stelle | lchedal=Auslassstelle | qol=mit Vorigem weiter	lchedal=Auslassstelle	lchedal=Auslassstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E145{OWNER_ITEM+OPERATION} > E146{OPERATION} > E147{OPERATION+FLOW_TRANSFER+TARGET} > E148{OPERATION} > E149{SOURCE}	1	Z1[E145:chedy{OWNER_ITEM+OPERATION} > E146:qolky{OPERATION} > E147:lchedal{OPERATION+FLOW_TRANSFER+TARGET} > E148:qol{OPERATION} > E149:otar{SOURCE}]	QUANTITY=GEERBT: kein neues Maß; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Den laufenden Posten umsetzen oder durcharbeiten; betroffene Stelle; Auslassstelle; mit Vorigem weiter; danach auslassen.
B1-S015	B1	f81v	f81v.24	F037	E150|E151	2	ytey · okchedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	okchedy=Ansatz umsetzen; Schluss	GEERBT: kein neues Maß	ytey=Gefäß füllen | okchedy=Ansatz umsetzen; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	okchedy=Ansatz umsetzen; Schluss	E150{OPERATION} > E151{PREPARATION+OPERATION+CLOSE}	1	Z1[E150:ytey{OPERATION} > E151:okchedy{PREPARATION+OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Gefäß füllen; Ansatz umsetzen; Schluss.
B1-S016	B1	f81v	f81v.24	F038	E152|E153|E154|E155	4	qokal · okeey · qol · cheedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	qol=mit Vorigem weiter	okeey=den laufenden Posten anhaltend in Kontakt halten	GEERBT: kein neues Maß	qokal=an der Zielstelle einsetzen | okeey=den laufenden Posten anhaltend in Kontakt halten | qol=mit Vorigem weiter	AUSGELASSEN: kein eigener Lauf	qokal=an der Zielstelle einsetzen	okeey=den laufenden Posten anhaltend in Kontakt halten | cheedy=kurz oder gewöhnlich ruhen lassen; Schluss	cheedy=kurz oder gewöhnlich ruhen lassen; Schluss	E152{OPERATION+TARGET} > E153{OWNER_ITEM+OPERATION+STATE_GRADE} > E154{OPERATION} > E155{STATE_GRADE+CLOSE}	1	Z1[E152:qokal{OPERATION+TARGET} > E153:okeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E154:qol{OPERATION} > E155:cheedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: An der Zielstelle einsetzen; den laufenden Posten anhaltend in Kontakt halten; mit Vorigem weiter; kurz oder gewöhnlich ruhen lassen; Schluss.
B1-S017	B1	f81v	f81v.24	F039	E156|E157|E158	3	sal · teol · dchdy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	teol=erste Öffnung | dchdy=Umsetzung abschließen	AUSGELASSEN: kein eigener Lauf	sal=Zielstelle	AUSGELASSEN: örtlicher Zustand	dchdy=Umsetzung abschließen	E156{TARGET} > E157{OPERATION} > E158{OPERATION+CLOSE}	1	Z1[E156:sal{TARGET} > E157:teol{OPERATION} > E158:dchdy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Zielstelle; erste Öffnung; Umsetzung abschließen.
B1-S018	B1	f81v	f81v.24|f81v.27	F040|F041	E159|E160|E161|E162	4	ly · dsheol · oiiin · olkeedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	oiiin=vorgeschriebener Grad	ly=Gefäß füllen | dsheol=Stelle bestreichen	AUSGELASSEN: kein eigener Lauf	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	oiiin=vorgeschriebener Grad | olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	E159{OPERATION} > E160{OPERATION} > E161{QUANTITY+STATE_GRADE} > E162{TARGET+STATE_GRADE+CLOSE}	2	Z1[E159:ly{OPERATION}] || Z2[E160:dsheol{OPERATION} > E161:oiiin{QUANTITY+STATE_GRADE} > E162:olkeedy{TARGET+STATE_GRADE+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	CROSSES_PHYSICAL_LINE	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Gefäß füllen; Stelle bestreichen; vorgeschriebener Grad; an der Sammelstelle stehen oder absetzen lassen; Schluss.
B1-S019	B1	f81v	f81v.27	F042	E163	1	tedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	tedy=kurz oder gewöhnlich ruhen lassen; Schluss	tedy=kurz oder gewöhnlich ruhen lassen; Schluss	E163{STATE_GRADE+CLOSE}	1	Z1[E163:tedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Kurz oder gewöhnlich ruhen lassen; Schluss.
B1-S020	B1	f81v	f81v.27	F043	E164|E165	2	cheky · shckhedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	cheky=kurz oder mild erwärmen	shckhedy=durch Tuch seihen; Ende	E164{STATE_GRADE} > E165{CLOSE}	1	Z1[E164:cheky{STATE_GRADE} > E165:shckhedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Kurz oder mild erwärmen; durch Tuch seihen; Ende.
B1-S021	B1	f81v	f81v.27	F044	E166	1	chal	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	chal=Zielstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E166{TARGET}	1	Z1[E166:chal{TARGET}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Zielstelle.
B2-S001	B2	f82r	f82r.2	F045	E167	1	dchedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	dchedy=Arbeitsbewegung abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	dchedy=Arbeitsbewegung abschließen	E167{OPERATION+CLOSE}	1	Z1[E167:dchedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Arbeitsbewegung abschließen.
B2-S002	B2	f82r	f82r.2	F046	E168	1	qolchedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	qolchedy=weiterführen; Schluss	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qolchedy=weiterführen; Schluss	qolchedy=weiterführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qolchedy=weiterführen; Schluss	E168{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E168:qolchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Weiterführen; Schluss.
B2-S003	B2	f82r	f82r.2	F047	E169|E170|E171	3	qokain · dy · qokeedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	dy=der laufende Posten; dies oder es	qokain=eine Portion zugeben	qokain=eine Portion zugeben | qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E169{QUANTITY+OPERATION} > E170{OWNER_ITEM} > E171{OPERATION+CLOSE}	1	Z1[E169:qokain{QUANTITY+OPERATION} > E170:dy{OWNER_ITEM} > E171:qokeedy{OPERATION+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Eine Portion zugeben; der laufende Posten; dies oder es; eintauchen oder einweichen und den Schritt abschließen.
