order	event_id	record_unit_id	page	locus	field_id	statement_id	surface	joint_tuple_id	small_value_de	owner_zone	selected_record_deck	union_drawer
141	E241	B3	f83r	f83r.6	F076	B3-S006	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
142	E242	B3	f83r	f83r.6	F076	B3-S006	olchedy	28ffbc88b97772a75f1e	weiterführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
143	E243	B3	f83r	f83r.6	F077	B3-S007	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
144	E244	B3	f83r	f83r.6	F077	B3-S007	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
145	E245	B3	f83r	f83r.6	F077	B3-S007	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
146	E246	B3	f83r	f83r.6	F078	B3-S008	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
147	E247	B3	f83r	f83r.6	F079	B3-S009	qoky	276a7c2d74d1143446f4	verwende dies	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
148	E248	B3	f83r	f83r.8	F080	B3-S010	pchedal	ba540da978ea132f6da5	an der Stelle hineinführen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
149	E249	B3	f83r	f83r.8	F080	B3-S010	otedy	c45ebac60774620561e2	kurzer Folgeschritt; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
150	E250	B3	f83r	f83r.8	F081	B3-S011	shecthedchy	348e81ba084c5acdb32b	aufstreichen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
151	E251	B3	f83r	f83r.8	F081	B3-S011	qoky	276a7c2d74d1143446f4	verwende dies	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
152	E252	B3	f83r	f83r.8	F081	B3-S011	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
153	E253	B3	f83r	f83r.8	F081	B3-S011	chary	0bdc8b6db811b4e67a63	abkühlen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
154	E254	B3	f83r	f83r.11	F082	B3-S012	sor	7a4bb8136330ee4e6e56	Ansatz	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
155	E255	B3	f83r	f83r.11	F082	B3-S012	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
156	E256	B3	f83r	f83r.11	F083	B3-S013	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
157	E257	B3	f83r	f83r.11	F083	B3-S013	chkain	9da1b6ac2c929daea697	eine Portion	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
158	E258	B3	f83r	f83r.11	F083	B3-S013	shcthey	6b89d6dd70635bc60fe0	dies kurz bereithalten	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
159	E259	B3	f83r	f83r.11	F083	B3-S013	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
160	E260	B3	f83r	f83r.11	F084	B3-S014	okair	7d2404c835b10a2c06af	Laufflüssigkeit in Gang setzen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
161	E261	B3	f83r	f83r.11	F084	B3-S014	sheedy	03626ca94cb17800d767	länger absetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
162	E262	B3	f83r	f83r.11	F085	B3-S015	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
163	E263	B3	f83r	f83r.11	F086	B3-S016	lo	2b7fa918d1b2f5c656e3	Abgang	B3_ZONE_A_UPPER_PAIRED_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
164	E264	B3	f83r	f83r.14	F087	B3-S016	qokchedy	07913ef9b1fb773cd325	Ansatz umsetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PORTABLE_LEARNED_WHOLE_CARD
165	E265	B3	f83r	f83r.14	F088	B3-S017	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
166	E266	B3	f83r	f83r.14	F089	B3-S018	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
167	E267	B3	f83r	f83r.14	F090	B3-S019	qokshedy	db167f8e9b53eefb58f8	kurz absetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
168	E268	B3	f83r	f83r.14	F091	B3-S020	dal	dd0ecaf5e27d81befffc	Stelle	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
169	E269	B3	f83r	f83r.14	F091	B3-S020	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
170	E270	B3	f83r	f83r.14	F092	B3-S021	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
171	E271	B3	f83r	f83r.14	F092	B3-S021	shcthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
172	E272	B3	f83r	f83r.14	F092	B3-S021	dal	dd0ecaf5e27d81befffc	Stelle	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
173	E273	B3	f83r	f83r.14	F092	B3-S021	sy	b921a237be883a820352	dies	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
174	E274	B3	f83r	f83r.15	F093	B3-S021	saiin	2f1c5e56e8f0ff459065	Mass	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
175	E275	B3	f83r	f83r.15	F093	B3-S021	shedal	abb23e5e6936b4147f76	an der Stelle absetzen	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
176	E276	B3	f83r	f83r.15	F093	B3-S021	shecthy	cb57b696b815fdef9cb7	temperiert	B3_ZONE_B_MIDDLE_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
177	E277	B3	f83r	f83r.15	F093	B3-S021	chey	b921a237be883a820352	dies	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
178	E278	B3	f83r	f83r.15	F093	B3-S021	tal	dd0ecaf5e27d81befffc	Stelle	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
179	E279	B3	f83r	f83r.15	F093	B3-S021	shcthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
180	E280	B3	f83r	f83r.15	F093	B3-S021	dalchdy	2bc2ed2630dbdaaa6b59	an der Stelle überführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
181	E281	B3	f83r	f83r.15	F094	B3-S022	qotchedy	4de12cf322dfb76ded1e	Folgeüberführung; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
182	E282	B3	f83r	f83r.15	F095	B3-S023	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
183	E283	B3	f83r	f83r.16	F096	B3-S024	tchedy	259b2b3b0bf859882e2c	überführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
184	E284	B3	f83r	f83r.16	F097	B3-S025	qokchdy	87411f84689b4f93a303	Ansatz umsetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3	PORTABLE_LEARNED_WHOLE_CARD
185	E285	B3	f83r	f83r.16	F098	B3-S026	cheedar	342c3f0777337648f4b3	Quellstation	B3_ZONE_B_MIDDLE_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
186	E286	B3	f83r	f83r.16	F098	B3-S026	chldaiin	d72f71baff01cd0a0406	Absetzmaß	B3_ZONE_B_MIDDLE_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
187	E287	B3	f83r	f83r.16	F098	B3-S026	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
188	E288	B3	f83r	f83r.16	F098	B3-S026	qokain	1645e612504fcef59ced	eine Portion zugeben	B3_ZONE_B_MIDDLE_STATION	B3	PORTABLE_LEARNED_WHOLE_CARD
189	E289	B3	f83r	f83r.16	F098	B3-S026	checthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_B_MIDDLE_STATION	B3	PRODUCTIVE_COMPOSITION
190	E290	B3	f83r	f83r.16	F098	B3-S026	chealror	d788d8d72d41b25a3c71	Auffangpunkt	B3_ZONE_B_MIDDLE_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
191	E291	B3	f83r	f83r.20	F099	B3-S026	solkeedy	3b70942557b3a40e8030	länger auffangen; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
192	E292	B3	f83r	f83r.20	F100	B3-S027	qoteedy	ff178343c18e287ce3b7	nächsten Schritt länger halten; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
193	E293	B3	f83r	f83r.20	F101	B3-S028	qokeey	0275fbf14e07935b0a45	länger ansetzen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
194	E294	B3	f83r	f83r.20	F101	B3-S028	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
195	E295	B3	f83r	f83r.20	F102	B3-S029	sol	dcda95c81a5460feb191	fortsetzen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
196	E296	B3	f83r	f83r.20	F102	B3-S029	cheeety	9247e38d29c79a0d2fa5	voll spülen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
197	E297	B3	f83r	f83r.20	F102	B3-S029	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
198	E298	B3	f83r	f83r.20	F103	B3-S030	qoky	276a7c2d74d1143446f4	verwende dies	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
199	E299	B3	f83r	f83r.20	F103	B3-S030	saiin	2f1c5e56e8f0ff459065	Mass	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
200	E300	B3	f83r	f83r.22	F104	B3-S030	schedair	b154ff779abe5f196c80	Laufflüssigkeit weiterführen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
201	E301	B3	f83r	f83r.22	F104	B3-S030	otchedy	4de12cf322dfb76ded1e	Folgeüberführung; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
202	E302	B3	f83r	f83r.22	F105	B3-S031	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
203	E303	B3	f83r	f83r.22	F106	B3-S032	chedain	d784b2abcaf1a3703de2	eine Portion überführen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
204	E304	B3	f83r	f83r.22	F106	B3-S032	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
205	E305	B3	f83r	f83r.22	F106	B3-S032	qotedaiin	1779decef17481ec2853	kurzes Folgemaß	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
206	E306	B3	f83r	f83r.22	F106	B3-S032	otaiin	54d0e228ca346110af05	nächstes Maß	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
207	E307	B3	f83r	f83r.22	F106	B3-S032	otedy	c45ebac60774620561e2	kurzer Folgeschritt; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
208	E308	B3	f83r	f83r.22	F107	B3-S033	ldy	04a3877f0fc81b7597c9	abführen; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
209	E309	B3	f83r	f83r.24	F108	B3-S034	soiiin	2c82523794dcb7d2b343	Sollstand	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
210	E310	B3	f83r	f83r.24	F108	B3-S034	checthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
211	E311	B3	f83r	f83r.24	F108	B3-S034	chety	80ebbbbf238eee9f0aef	zerkleinern	B3_ZONE_C_LOWER_STATION	B3	RECORD_LOCAL_LEARNED_WHOLE_CARD
212	E312	B3	f83r	f83r.24	F108	B3-S034	otaiin	54d0e228ca346110af05	nächstes Maß	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
213	E313	B3	f83r	f83r.24	F108	B3-S034	olsaly	7811a7daff25d476e28d	dies an der Stelle fortsetzen	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
214	E314	B3	f83r	f83r.24	F108	B3-S034	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B3_ZONE_C_LOWER_STATION	B3	PRODUCTIVE_COMPOSITION
215	E315	B4	f83r	f83r.25	F109	B4-S001	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
216	E316	B4	f83r	f83r.25	F110	B4-S002	qolchey	e2eb77ca9d9e1a8ba29a	dies weiterführen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
217	E317	B4	f83r	f83r.25	F110	B4-S002	qokeey	0275fbf14e07935b0a45	länger ansetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
218	E318	B4	f83r	f83r.25	F110	B4-S002	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
219	E319	B4	f83r	f83r.25	F111	B4-S003	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
220	E320	B4	f83r	f83r.25	F111	B4-S003	otal	90bcf0a9ec0ef56399e6	Folgestelle	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
221	E321	B4	f83r	f83r.26	F112	B4-S003	otchey	faf321940aed922846a9	nächster Posten	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
222	E322	B4	f83r	f83r.26	F112	B4-S003	qokeey	0275fbf14e07935b0a45	länger ansetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
223	E323	B4	f83r	f83r.26	F112	B4-S003	qoky	276a7c2d74d1143446f4	verwende dies	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
224	E324	B4	f83r	f83r.26	F112	B4-S003	tol	dcda95c81a5460feb191	fortsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
225	E325	B4	f83r	f83r.26	F112	B4-S003	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
226	E326	B4	f83r	f83r.26	F113	B4-S004	qokylddy	eb2e4bc143f623ee03ac	dies befestigen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
227	E327	B4	f83r	f83r.27	F114	B4-S005	dain	53cd0637c6820ba5e91f	Tuch	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PORTABLE_LEARNED_WHOLE_CARD
228	E328	B4	f83r	f83r.27	F114	B4-S005	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
229	E329	B4	f83r	f83r.27	F114	B4-S005	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
230	E330	B4	f83r	f83r.27	F115	B4-S006	shckhedy	d68bc8de3bcee09db23c	seihen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
231	E331	B4	f83r	f83r.27	F116	B4-S007	shckhedy	d68bc8de3bcee09db23c	seihen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
232	E332	B4	f83r	f83r.28	F117	B4-S008	saiin	2f1c5e56e8f0ff459065	Mass	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
233	E333	B4	f83r	f83r.28	F117	B4-S008	cheeky	2c1a5fd92b9e3c762242	dies länger wärmen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
234	E334	B4	f83r	f83r.28	F117	B4-S008	sheey	92e43836d82f98bf02d3	dies länger halten	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
235	E335	B4	f83r	f83r.28	F117	B4-S008	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
236	E336	B4	f83r	f83r.28	F118	B4-S009	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
237	E337	B4	f83r	f83r.28	F119	B4-S010	oldy	1b1ffdd869fb1429ad03	fortsetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
238	E338	B4	f83r	f83r.35	F120	B4-S011	saiin	2f1c5e56e8f0ff459065	Mass	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
239	E339	B4	f83r	f83r.35	F120	B4-S011	cheky	d904bf7b044dd3922781	kurz wärmen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
240	E340	B4	f83r	f83r.35	F120	B4-S011	okeeol	daf32e6db9e04413ce7f	länger fortsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
241	E341	B4	f83r	f83r.35	F120	B4-S011	okain	1645e612504fcef59ced	eine Portion zugeben	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PORTABLE_LEARNED_WHOLE_CARD
242	E342	B4	f83r	f83r.35	F120	B4-S011	chdy	6f7ff8287eddf4da9fdb	dies umsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
243	E343	B4	f83r	f83r.37	F121	B4-S011	sol	dcda95c81a5460feb191	fortsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
244	E344	B4	f83r	f83r.37	F121	B4-S011	lkedy	b958a512ca6a3559e86e	kurz abführen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
245	E345	B4	f83r	f83r.37	F122	B4-S012	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
246	E346	B4	f83r	f83r.37	F123	B4-S013	qokol	232195d6ff2f326322f7	Fortsetzung einsetzen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
247	E347	B4	f83r	f83r.37	F123	B4-S013	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
248	E348	B4	f83r	f83r.38	F124	B4-S014	or	7a4bb8136330ee4e6e56	Ansatz	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
249	E349	B4	f83r	f83r.38	F124	B4-S014	chey	b921a237be883a820352	dies	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
250	E350	B4	f83r	f83r.38	F124	B4-S014	qockhey	ecce30bc8dcc400bf2c8	dies kurz durchführen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
251	E351	B4	f83r	f83r.38	F124	B4-S014	dairydy	8aedd154964a78e555d6	Laufflüssigkeit abschließen	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
252	E352	B4	f83r	f83r.39	F125	B4-S015	qokain	1645e612504fcef59ced	eine Portion zugeben	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PORTABLE_LEARNED_WHOLE_CARD
253	E353	B4	f83r	f83r.39	F125	B4-S015	shey	b5df9126607030b95175	Klarauszug	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PORTABLE_LEARNED_WHOLE_CARD
254	E354	B4	f83r	f83r.39	F125	B4-S015	kain	9da1b6ac2c929daea697	eine Portion	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
255	E355	B4	f83r	f83r.39	F125	B4-S015	chckhal	21ed2873b71e57269c08	Durchlassstelle	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4	PRODUCTIVE_COMPOSITION
256	E356	B4	f83r	f83r.41	F126	B4-S015	solkey	42cdc187d5b9ffc60063	kurz auffangen	B4_ZONE_B_RIGHT_LOWER_FLOW	B4	PRODUCTIVE_COMPOSITION
257	E357	B4	f83r	f83r.41	F126	B4-S015	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B4_ZONE_B_RIGHT_LOWER_FLOW	B4	PRODUCTIVE_COMPOSITION
258	E358	B4	f83r	f83r.41	F127	B4-S016	qolkain	94df4847b7b16c98394a	weitere Portion	B4_ZONE_B_RIGHT_LOWER_FLOW	B4	PRODUCTIVE_COMPOSITION
259	E359	B4	f83r	f83r.41	F127	B4-S016	dal	dd0ecaf5e27d81befffc	Stelle	B4_ZONE_B_RIGHT_LOWER_FLOW	B4	PRODUCTIVE_COMPOSITION
260	E360	B4	f83r	f83r.44	F128	B4-S016	skar	883a6708116c342cb10b	Ausguss	B4_ZONE_B_RIGHT_LOWER_FLOW	B4	RECORD_LOCAL_LEARNED_WHOLE_CARD
261	E361	B4	f83r	f83r.44	F128	B4-S016	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B4_ZONE_B_RIGHT_LOWER_FLOW	B4	PRODUCTIVE_COMPOSITION
262	E362	B5	f83r	f83r.47	F129	B5-S001	otchdy	601b77449028deed39de	danach umsetzen; Schluss	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
263	E363	B5	f83r	f83r.47	F130	B5-S002	qokchdy	87411f84689b4f93a303	Ansatz umsetzen; Schluss	B5_LOCAL_RECORD_OWNER	B56	PORTABLE_LEARNED_WHOLE_CARD
264	E364	B5	f83r	f83r.47	F131	B5-S003	shedal	abb23e5e6936b4147f76	an der Stelle absetzen	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
265	E365	B5	f83r	f83r.48	F132	B5-S003	dal	dd0ecaf5e27d81befffc	Stelle	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
266	E366	B5	f83r	f83r.48	F132	B5-S003	cheol	dcda95c81a5460feb191	fortsetzen	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
267	E367	B5	f83r	f83r.48	F132	B5-S003	lol	8c97dfde96fbc78e3355	warm	B5_LOCAL_RECORD_OWNER	B56	RECORD_LOCAL_LEARNED_WHOLE_CARD
268	E368	B5	f83r	f83r.48	F132	B5-S003	chdal	00d8ebe3c68294eeac39	an der Stelle umsetzen	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
269	E369	B5	f83r	f83r.48	F132	B5-S003	aiin	2f1c5e56e8f0ff459065	Mass	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
270	E370	B5	f83r	f83r.49	F133	B5-S003	sol	dcda95c81a5460feb191	fortsetzen	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
271	E371	B5	f83r	f83r.49	F133	B5-S003	daiiin	fcc1deda9e24ec268eb0	zweite Stufe	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
272	E372	B5	f83r	f83r.49	F133	B5-S003	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B5_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
273	E373	B6	f83r	f83r.52	F134	B6-S001	solkeey	1bfd786e6b8b63734a59	laenger auffangen	B6_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
274	E374	B6	f83r	f83r.52	F134	B6-S001	qekey	43eb9aa12959b4d5cdc9	roh	B6_LOCAL_RECORD_OWNER	B56	RECORD_LOCAL_LEARNED_WHOLE_CARD
275	E375	B6	f83r	f83r.52	F134	B6-S001	raly	3e9c7f217843b588489d	dies abkuehlen	B6_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
276	E376	B6	f83r	f83r.52	F134	B6-S001	ol	dcda95c81a5460feb191	fortsetzen	B6_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
277	E377	B6	f83r	f83r.54	F135	B6-S001	daiin	2f1c5e56e8f0ff459065	Mass	B6_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
278	E378	B6	f83r	f83r.54	F135	B6-S001	ol	dcda95c81a5460feb191	fortsetzen	B6_LOCAL_RECORD_OWNER	B56	PRODUCTIVE_COMPOSITION
