record	at	word	mode	reading
F83_P4	f83r.27:5	shckhedy	A	⟦shckhedy⟧
F83_P4	f83r.27:1	dain	U	⟦dain⟧
F83_P4	f83r.27:2	chedy	U	R
F83_P4	f83r.27:3	qokeedy	U	⟦qokeedy⟧
F83_P4	f83r.27:4	shckhedy	U	⟦shckhedy⟧
F83_P4	f83r.27:5	shckhedy	U	⟦shckhedy⟧
F83_P4	f83r.28:1	saiin	A	⟦saiin⟧
F83_P4	f83r.28:2	cheeky	A	⟦cheeky⟧
F83_P4	f83r.28:3	sheey	A	⟦sheey⟧
F83_P4	f83r.28:4	qokedy	A	Q
F83_P4	f83r.28:5	shedy	A	⟦shedy⟧
F83_P4	f83r.28:6	oldy	A	⟦oldy⟧
F83_P4	f83r.28:1	saiin	U	⟦saiin⟧
F83_P4	f83r.28:2	cheeky	U	⟦cheeky⟧
F83_P4	f83r.28:3	sheey	U	⟦sheey⟧
F83_P4	f83r.28:4	qokedy	U	Q
F83_P4	f83r.28:5	shedy	U	⟦shedy⟧
F83_P4	f83r.28:6	oldy	U	⟦oldy⟧
F83_P4	f83r.29:1	salchedy	A	⟦salchedy⟧
F83_P4	f83r.29:2	cheey	A	⟦cheey⟧
F83_P4	f83r.29:3	qody	A	⟦qody⟧
F83_P4	f83r.29:4	kesd	A	⟦kesd⟧
F83_P4	f83r.29:5	oldy	A	⟦oldy⟧
F83_P4	f83r.29:1	salchedy	U	⟦salchedy⟧
F83_P4	f83r.29:2	cheey	U	⟦cheey⟧
F83_P4	f83r.29:3	qody	U	⟦qody⟧
F83_P4	f83r.29:4	kesd	U	⟦kesd⟧
F83_P4	f83r.29:5	oldy	U	⟦oldy⟧
F83_P4	f83r.30:1	s	A	⟦s⟧
F83_P4	f83r.30:2	okeedy	A	⟦okeedy⟧
F83_P4	f83r.30:3	qokeedy	A	⟦qokeedy⟧
F83_P4	f83r.30:4	qoky	A	⟦qoky⟧
F83_P4	f83r.30:5	saii	A	⟦saii⟧
F83_P4	f83r.30:1	s	U	⟦s⟧
F83_P4	f83r.30:2	okeedy	U	⟦okeedy⟧
F83_P4	f83r.30:3	qokeedy	U	⟦qokeedy⟧
F83_P4	f83r.30:4	qoky	U	⟦qoky⟧
F83_P4	f83r.30:5	saii	U	⟦saii⟧
F83_P5	f83r.31:1	techedy	A	⟦techedy⟧
F83_P5	f83r.31:2	qotchedy	A	⟦qotchedy⟧
F83_P5	f83r.31:3	okeedy	A	⟦okeedy⟧
F83_P5	f83r.31:4	ldy	A	⟦ldy⟧
F83_P5	f83r.31:1	techedy	U	⟦techedy⟧
F83_P5	f83r.31:2	qotchedy	U	⟦qotchedy⟧
F83_P5	f83r.31:3	okeedy	U	⟦okeedy⟧
F83_P5	f83r.31:4	ldy	U	⟦ldy⟧
F83_P5	f83r.32:1	cheol	A	⟦cheol⟧
F83_P5	f83r.32:2	qokchedy	A	⟦qokchedy⟧
F83_P5	f83r.32:3	lchedy	A	⟦lchedy⟧
F83_P5	f83r.32:4	qokey	A	⟦qokey⟧
F83_P5	f83r.32:1	cheol	U	⟦cheol⟧
F83_P5	f83r.32:2	qokchedy	U	⟦qokchedy⟧
F83_P5	f83r.32:3	lchedy	U	⟦lchedy⟧
F83_P5	f83r.32:4	qokey	U	⟦qokey⟧
F83_P5	f83r.33:1	sy	A	⟦sy⟧
F83_P5	f83r.33:2	s	A	⟦s⟧
F83_P5	f83r.33:3	aiin	A	⟦aiin⟧
F83_P5	f83r.33:4	sheekchy	A	⟦sheekchy⟧
F83_P5	f83r.33:5	qokey	A	⟦qokey⟧
F83_P5	f83r.33:6	sain	A	⟦sain⟧
F83_P5	f83r.33:1	sy	U	⟦sy⟧
F83_P5	f83r.33:2	s	U	⟦s⟧
F83_P5	f83r.33:3	aiin	U	⟦aiin⟧
F83_P5	f83r.33:4	sheekchy	U	⟦sheekchy⟧
F83_P5	f83r.33:5	qokey	U	⟦qokey⟧
F83_P5	f83r.33:6	sain	U	⟦sain⟧
F83_P5	f83r.34:1	shky	A	⟦shky⟧
F83_P5	f83r.34:2	lchedy	A	⟦lchedy⟧
F83_P5	f83r.34:3	dolshed	A	⟦dolshed⟧
F83_P5	f83r.34:4	qokchy	A	⟦qokchy⟧
F83_P5	f83r.34:1	shky	U	⟦shky⟧
F83_P5	f83r.34:2	lchedy	U	⟦lchedy⟧
F83_P5	f83r.34:3	dolshed	U	⟦dolshed⟧
F83_P5	f83r.34:4	qokchy	U	⟦qokchy⟧
F83_P5	f83r.35:1	saiin	A	⟦saiin⟧
F83_P5	f83r.35:2	cheky	A	⟦cheky⟧
F83_P5	f83r.35:3	okeeol	A	⟦okeeol⟧
F83_P5	f83r.35:4	okain	A	⟦okain⟧
F83_P5	f83r.35:5	chdy	A	⟦chdy⟧
F83_P5	f83r.35:1	saiin	U	⟦saiin⟧
F83_P5	f83r.35:2	cheky	U	⟦cheky⟧
F83_P5	f83r.35:3	okeeol	U	⟦okeeol⟧
F83_P5	f83r.35:4	okain	U	⟦okain⟧
F83_P5	f83r.35:5	chdy	U	⟦chdy⟧
F83_P5	f83r.36:1	sor	A	⟦sor⟧
F83_P5	f83r.36:2	aiin	A	⟦aiin⟧
F83_P5	f83r.36:3	shy	A	⟦shy⟧
F83_P5	f83r.36:4	shey	A	⟦shey⟧
F83_P5	f83r.36:5	lshedy	A	⟦lshedy⟧
F83_P5	f83r.36:6	qoky	A	⟦qoky⟧
F83_P5	f83r.36:1	sor	U	⟦sor⟧
F83_P5	f83r.36:2	aiin	U	⟦aiin⟧
F83_P5	f83r.36:3	shy	U	⟦shy⟧
F83_P5	f83r.36:4	shey	U	⟦shey⟧
F83_P5	f83r.36:5	lshedy	U	⟦lshedy⟧
F83_P5	f83r.36:6	qoky	U	⟦qoky⟧
F83_P5	f83r.37:1	sol	A	[folglich?]
F83_P5	f83r.37:2	lkedy	A	⟦lkedy⟧
F83_P5	f83r.37:3	lchedy	A	⟦lchedy⟧
F83_P5	f83r.37:4	qokol	A	⟦qokol⟧
F83_P5	f83r.37:5	shedy	A	⟦shedy⟧
F83_P5	f83r.37:1	sol	U	[ferner gilt?]
F83_P5	f83r.37:2	lkedy	U	⟦lkedy⟧
F83_P5	f83r.37:3	lchedy	U	⟦lchedy⟧
F83_P5	f83r.37:4	qokol	U	⟦qokol⟧
F83_P5	f83r.37:5	shedy	U	⟦shedy⟧
F83_P5	f83r.38:1	or	A	⟦or⟧
F83_P5	f83r.38:2	chey	A	⟦chey⟧
F83_P5	f83r.38:3	qockhey	A	⟦qockhey⟧
F83_P5	f83r.38:4	dairydy	A	⟦dairydy⟧
F83_P5	f83r.38:1	or	U	⟦or⟧
F83_P5	f83r.38:2	chey	U	⟦chey⟧
F83_P5	f83r.38:3	qockhey	U	⟦qockhey⟧
F83_P5	f83r.38:4	dairydy	U	⟦dairydy⟧
F83_P5	f83r.39:1	qokain	A	⟦qokain⟧
F83_P5	f83r.39:2	shey	A	⟦shey⟧
F83_P5	f83r.39:3	kain	A	⟦kain⟧
F83_P5	f83r.39:4	chckhal	A	⟦chckhal⟧
F83_P5	f83r.39:1	qokain	U	⟦qokain⟧
F83_P5	f83r.39:2	shey	U	⟦shey⟧
F83_P5	f83r.39:3	kain	U	⟦kain⟧
F83_P5	f83r.39:4	chckhal	U	⟦chckhal⟧
F83_P5	f83r.40:1	solchedy	A	⟦solchedy⟧
F83_P5	f83r.40:2	olchedy	A	⟦olchedy⟧
F83_P5	f83r.40:3	chedaiin	A	⟦chedaiin⟧
F83_P5	f83r.40:1	solchedy	U	⟦solchedy⟧
F83_P5	f83r.40:2	olchedy	U	⟦olchedy⟧
F83_P5	f83r.40:3	chedaiin	U	⟦chedaiin⟧
F83_P5	f83r.41:1	solkey	A	⟦solkey⟧
F83_P5	f83r.41:2	lchedy	A	⟦lchedy⟧
F83_P5	f83r.41:3	qolkain	A	⟦qolkain⟧
F83_P5	f83r.41:4	dal	A	⟦dal⟧
F83_P5	f83r.41:1	solkey	U	⟦solkey⟧
F83_P5	f83r.41:2	lchedy	U	⟦lchedy⟧
F83_P5	f83r.41:3	qolkain	U	⟦qolkain⟧
F83_P5	f83r.41:4	dal	U	⟦dal⟧
F83_P5	f83r.42:1	sol	A	[folglich?]
F83_P5	f83r.42:2	ol	A	⟦ol⟧
F83_P5	f83r.42:3	chcthdy	A	⟦chcthdy⟧
F83_P5	f83r.42:4	l	A	⟦l⟧
F83_P5	f83r.42:5	chedy	A	R
F83_P5	f83r.42:6	lchdy	A	⟦lchdy⟧
F83_P5	f83r.42:1	sol	U	[ferner gilt?]
F83_P5	f83r.42:2	ol	U	⟦ol⟧
F83_P5	f83r.42:3	chcthdy	U	⟦chcthdy⟧
F83_P5	f83r.42:4	l	U	⟦l⟧
F83_P5	f83r.42:5	chedy	U	R
F83_P5	f83r.42:6	lchdy	U	⟦lchdy⟧
F83_P5	f83r.43:1	daiin	A	⟦daiin⟧
F83_P5	f83r.43:2	sheol	A	⟦sheol⟧
F83_P5	f83r.43:3	chedy	A	R
F83_P5	f83r.43:4	qotal	A	⟦qotal⟧
F83_P5	f83r.43:5	sar	A	⟦sar⟧
F83_P5	f83r.43:1	daiin	U	⟦daiin⟧
F83_P5	f83r.43:2	sheol	U	⟦sheol⟧
F83_P5	f83r.43:3	chedy	U	R
F83_P5	f83r.43:4	qotal	U	⟦qotal⟧
F83_P5	f83r.43:5	sar	U	⟦sar⟧
F83_P5	f83r.44:1	skar	A	⟦skar⟧
F83_P5	f83r.44:2	shedy	A	⟦shedy⟧
F83_P5	f83r.44:1	skar	U	⟦skar⟧
F83_P5	f83r.44:2	shedy	U	⟦shedy⟧
F83_Q1	f83r.47:1	otchdy	A	⟦otchdy⟧
F83_Q1	f83r.47:2	qokchdy	A	⟦qokchdy⟧
F83_Q1	f83r.47:3	shedal	A	⟦shedal⟧
F83_Q1	f83r.47:1	otchdy	U	⟦otchdy⟧
F83_Q1	f83r.47:2	qokchdy	U	⟦qokchdy⟧
F83_Q1	f83r.47:3	shedal	U	⟦shedal⟧
F83_Q1	f83r.48:1	dal	A	⟦dal⟧
F83_Q1	f83r.48:2	cheol	A	⟦cheol⟧
F83_Q1	f83r.48:3	lol	A	⟦lol⟧
F83_Q1	f83r.48:4	chdal	A	⟦chdal⟧
F83_Q1	f83r.48:5	aiin	A	⟦aiin⟧
F83_Q1	f83r.48:1	dal	U	⟦dal⟧
F83_Q1	f83r.48:2	cheol	U	⟦cheol⟧
F83_Q1	f83r.48:3	lol	U	⟦lol⟧
F83_Q1	f83r.48:4	chdal	U	⟦chdal⟧
F83_Q1	f83r.48:5	aiin	U	⟦aiin⟧
F83_Q1	f83r.49:1	sol	A	[folglich?]
F83_Q1	f83r.49:2	daiiin	A	⟦daiiin⟧
F83_Q1	f83r.49:3	chedy	A	R
F83_Q1	f83r.49:1	sol	U	[ferner gilt?]
F83_Q1	f83r.49:2	daiiin	U	⟦daiiin⟧
F83_Q1	f83r.49:3	chedy	U	R
F83_Q2	f83r.52:1	solkeey	A	⟦solkeey⟧
F83_Q2	f83r.52:2	qekey	A	⟦qekey⟧
F83_Q2	f83r.52:3	raly	A	⟦raly⟧
F83_Q2	f83r.52:4	ol	A	⟦ol⟧
F83_Q2	f83r.52:1	solkeey	U	⟦solkeey⟧
F83_Q2	f83r.52:2	qekey	U	⟦qekey⟧
F83_Q2	f83r.52:3	raly	U	⟦raly⟧
F83_Q2	f83r.52:4	ol	U	⟦ol⟧
F83_Q2	f83r.53:1	solchkal	A	⟦solchkal⟧
F83_Q2	f83r.53:2	cheol	A	⟦cheol⟧
F83_Q2	f83r.53:3	qotar	A	⟦qotar⟧
F83_Q2	f83r.53:4	ol	A	⟦ol⟧
F83_Q2	f83r.53:1	solchkal	U	⟦solchkal⟧
F83_Q2	f83r.53:2	cheol	U	⟦cheol⟧
F83_Q2	f83r.53:3	qotar	U	⟦qotar⟧
F83_Q2	f83r.53:4	ol	U	⟦ol⟧
F83_Q2	f83r.54:1	daiin	A	⟦daiin⟧
F83_Q2	f83r.54:2	ol	A	⟦ol⟧
F83_Q2	f83r.54:3	dain	A	⟦dain⟧
F83_Q2	f83r.54:4	chey	A	⟦chey⟧
F83_Q2	f83r.54:5	ldalor	A	⟦ldalor⟧
F83_Q2	f83r.54:1	daiin	U	⟦daiin⟧
F83_Q2	f83r.54:2	ol	U	⟦ol⟧
F83_Q2	f83r.54:3	dain	U	⟦dain⟧
F83_Q2	f83r.54:4	chey	U	⟦chey⟧
F83_Q2	f83r.54:5	ldalor	U	⟦ldalor⟧
F83_Q2	f83r.55:1	sol	A	[folglich?]
F83_Q2	f83r.55:2	rtain	A	⟦rtain⟧
F83_Q2	f83r.55:3	cthal	A	⟦cthal⟧
F83_Q2	f83r.55:1	sol	U	[ferner gilt?]
F83_Q2	f83r.55:2	rtain	U	⟦rtain⟧
F83_Q2	f83r.55:3	cthal	U	⟦cthal⟧
