source_group_id	unit_id	page	visible_surface	clause_shape_id	source_slots	workshop_vernacular_clause	latin_formulary_clause	tabular_notation_clause	historical_mechanism	concrete_value_source
E087	H5-S003	f56r	sh	C08	ACTION	Führe die Handlung aus; schließe nur bei Endkarte: halten.	OPERA; CLAUDE SI SIGNATUM: halten.	OP(+FIN) | halten.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E088	H5-S003	f56r	cho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	NOMEN: Eingangsposten oder Zutat.	N | Eingangsposten oder Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E089	H5-S003	f56r	kchey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: diesen Posten kurz bearbeiten.	OPERA USQUE / FIAT: diesen Posten kurz bearbeiten.	OP+GR | diesen Posten kurz bearbeiten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E090	H5-S003	f56r	qokokchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: erneut ansetzen.	HOC OPERA: erneut ansetzen.	OP+HOC | erneut ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E091	H5-S004	f56r	okchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	HOC OPERA: Posten zur Weiterbearbeitung ansetzen.	OP+HOC | Posten zur Weiterbearbeitung ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E092	H5-S004	f56r	chokcheo	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: Auszug zugeben.	EX MATERIA / IN PRAEPARATIONE: Auszug zugeben.	OP+EX | Auszug zugeben.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E093	H5-S004	f56r	kchal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: an der Zielstelle bearbeiten.	AD LOCUM: an der Zielstelle bearbeiten.	OP+AD | an der Zielstelle bearbeiten.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E094	H5-S005	f56r	sho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zutat.	NOMEN: Zutat.	N | Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E095	H5-S005	f56r	chokchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	HOC OPERA: Posten zur Weiterbearbeitung ansetzen.	OP+HOC | Posten zur Weiterbearbeitung ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E096	H5-S005	f56r	kchoar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug daraus.	EX / LIQUOR / PRAEPARATIO: Auszug daraus.	SRC | Auszug daraus.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E097	H5-S005	f56r	sotodan	C02	ORDER>ACTION	Danach oder in demselben Gang: danach anwenden.	DEINDE / IDEM: danach anwenden.	ORD | danach anwenden.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E098	H5-S006	f56r	otchey	C02	ORDER>REFERENT	Danach oder in demselben Gang: nächster Teilposten.	DEINDE / IDEM: nächster Teilposten.	ORD | nächster Teilposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E099	H5-S006	f56r	keol	C02	ORDER>GRADE	Danach oder in demselben Gang: kurz weiterbearbeiten.	DEINDE / IDEM: kurz weiterbearbeiten.	ORD | kurz weiterbearbeiten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E100	H5-S006	f56r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E101	B1-S001	f81v	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E102	B1-S002	f81v	okaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E103	B1-S002	f81v	kair	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Beckenwasser.	EX / LIQUOR / PRAEPARATIO: Beckenwasser.	SRC | Beckenwasser.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E104	B1-S002	f81v	okal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	AD LOCUM: dort ansetzen.	OP+AD | dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E105	B1-S002	f81v	sar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	EX / LIQUOR / PRAEPARATIO: aus dem Ansatz.	SRC | aus dem Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E106	B1-S002	f81v	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E107	B1-S002	f81v	kain	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: eine Portion.	MENSURA / PORTIO / GRADUS: eine Portion.	Q | eine Portion.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E108	B1-S002	f81v	olkain	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: weitere Portion.	DEINDE / IDEM: weitere Portion.	ORD | weitere Portion.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E109	B1-S002	f81v	al	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E110	B1-S002	f81v	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E111	B1-S002	f81v	rol	C02	ORDER	Danach oder in demselben Gang: vom vorigen Gang weiterführen.	DEINDE / IDEM: vom vorigen Gang weiterführen.	ORD | vom vorigen Gang weiterführen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E112	B1-S002	f81v	dl	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zusatz.	NOMEN: Zusatz.	N | Zusatz.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E113	B1-S002	f81v	olor	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: Fortsetzungsansatz.	DEINDE / IDEM: Fortsetzungsansatz.	ORD | Fortsetzungsansatz.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E114	B1-S002	f81v	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E115	B1-S002	f81v	sheckhal	C03	ACTION>TARGET>GRADE	Führe aus und beachte Dauer oder Endpunkt: kurz zur Zielstelle durchleiten.	OPERA USQUE / FIAT: kurz zur Zielstelle durchleiten.	OP+GR | kurz zur Zielstelle durchleiten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E116	B1-S002	f81v	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E117	B1-S002	f81v	qokeedal	C03	ACTION>TARGET>GRADE	Führe aus und beachte Dauer oder Endpunkt: dort länger halten.	OPERA USQUE / FIAT: dort länger halten.	OP+GR | dort länger halten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E118	B1-S002	f81v	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E119	B1-S002	f81v	chckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	HOC OPERA: durchleiten.	OP+HOC | durchleiten.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E120	B1-S002	f81v	schedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Posten überführen; Schluss.	OP(+FIN) | Posten überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E121	B1-S003	f81v	qol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E122	B1-S003	f81v	sshkchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: im Arbeitsgang schwenken; Schluss.	OPERA; CLAUDE SI SIGNATUM: im Arbeitsgang schwenken; Schluss.	OP(+FIN) | im Arbeitsgang schwenken; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E123	B1-S004	f81v	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E124	B1-S004	f81v	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E125	B1-S004	f81v	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E126	B1-S005	f81v	qolchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiterüberführen; Schluss.	DEINDE / IDEM: weiterüberführen; Schluss.	ORD | weiterüberführen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E127	B1-S006	f81v	qokain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E128	B1-S006	f81v	shckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	HOC OPERA: durchleiten.	OP+HOC | durchleiten.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E129	B1-S006	f81v	dl	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zusatz.	NOMEN: Zusatz.	N | Zusatz.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E130	B1-S006	f81v	ral	C11	TARGET	Setze die bezeichnete Zielstelle: zur Zielstelle.	AD LOCUM DESIGNATUM: zur Zielstelle.	AD | zur Zielstelle.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E131	B1-S007	f81v	qokchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Umsetzung ansetzen; Schluss.	OP(+FIN) | Umsetzung ansetzen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E132	B1-S008	f81v	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E133	B1-S008	f81v	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E134	B1-S008	f81v	cheky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	OPERA USQUE / FIAT: kurz wärmen.	OP+GR | kurz wärmen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E135	B1-S008	f81v	ol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E136	B1-S008	f81v	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E137	B1-S009	f81v	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E138	B1-S010	f81v	qokedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	OPERA USQUE / FIAT: kurz ansetzen; Schluss.	OP+GR | kurz ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E139	B1-S011	f81v	chckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	HOC OPERA: durchleiten.	OP+HOC | durchleiten.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E140	B1-S011	f81v	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E141	B1-S012	f81v	lsho	C01	LEARNED_OR_LOCAL_BODY>ACTION	Setze die gelernte Fachkarte: Waschgang beginnen.	NOMEN: Waschgang beginnen.	N | Waschgang beginnen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E142	B1-S012	f81v	qokey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	OPERA USQUE / FIAT: kurz ansetzen.	OP+GR | kurz ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E143	B1-S012	f81v	lshedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	OPERA; CLAUDE SI SIGNATUM: waschen; Schluss.	OP(+FIN) | waschen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E144	B1-S013	f81v	lshedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	OPERA; CLAUDE SI SIGNATUM: waschen; Schluss.	OP(+FIN) | waschen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E145	B1-S014	f81v	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E146	B1-S014	f81v	qolky	C02	ORDER	Danach oder in demselben Gang: auf dem Arbeitsweg weiterleiten.	DEINDE / IDEM: auf dem Arbeitsweg weiterleiten.	ORD | auf dem Arbeitsweg weiterleiten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E147	B1-S014	f81v	lchedal	C01	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	Setze die gelernte Fachkarte: zur Ablaufstelle führen.	NOMEN: zur Ablaufstelle führen.	N | zur Ablaufstelle führen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E148	B1-S014	f81v	qol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E149	B1-S014	f81v	otar	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: danach von dort.	DEINDE / IDEM: danach von dort.	ORD | danach von dort.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E150	B1-S015	f81v	ytey	C10	QUANTITY_OR_STAGE>GRADE>REFERENT	Setze Maß, Portion oder Stufe: kurzen Teil des aktuellen Postens nehmen.	MENSURA / PORTIO / GRADUS: kurzen Teil des aktuellen Postens nehmen.	Q | kurzen Teil des aktuellen Postens nehmen.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E151	B1-S015	f81v	okchedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: angesetzten Inhalt überführen; Schluss.	OP(+FIN) | angesetzten Inhalt überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E152	B1-S016	f81v	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	AD LOCUM: dort ansetzen.	OP+AD | dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E153	B1-S016	f81v	okeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E154	B1-S016	f81v	qol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E155	B1-S016	f81v	cheedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E156	B1-S017	f81v	sal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E157	B1-S017	f81v	teol	C02	ORDER>GRADE	Danach oder in demselben Gang: kurz weiterleiten.	DEINDE / IDEM: kurz weiterleiten.	ORD | kurz weiterleiten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E158	B1-S017	f81v	dchdy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: weitergeführten Posten überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: weitergeführten Posten überführen; Schluss.	OP(+FIN) | weitergeführten Posten überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E159	B1-S018	f81v	ly	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: aktuellen Posten abführen.	NOMEN: aktuellen Posten abführen.	N | aktuellen Posten abführen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E160	B1-S018	f81v	dsheol	C02	ORDER>ACTION>GRADE	Danach oder in demselben Gang: kurz weiter ruhen lassen.	DEINDE / IDEM: kurz weiter ruhen lassen.	ORD | kurz weiter ruhen lassen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E161	B1-S018	f81v	oiiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollstufe.	MENSURA / PORTIO / GRADUS: Sollstufe.	Q | Sollstufe.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E162	B1-S018	f81v	olkeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	OPERA USQUE / FIAT: länger sammeln; Schluss.	OP+GR | länger sammeln; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E163	B1-S019	f81v	tedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E164	B1-S020	f81v	cheky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	OPERA USQUE / FIAT: kurz wärmen.	OP+GR | kurz wärmen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E165	B1-S020	f81v	shckhedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	OPERA; CLAUDE SI SIGNATUM: seihen; Schluss.	OP(+FIN) | seihen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E166	B1-S021	f81v	chal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E167	B2-S001	f82r	dchedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Posten überführen; Schluss.	OP(+FIN) | Posten überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E168	B2-S002	f82r	qolchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiterüberführen; Schluss.	DEINDE / IDEM: weiterüberführen; Schluss.	ORD | weiterüberführen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E169	B2-S003	f82r	qokain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E170	B2-S003	f82r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
