global_priority_rank	tier_rank	priority_tier	priority_reason	source_realization_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	composed_working_phrase_de	evidence_status_retained	state_requirement	state_warning	same_register_nontr_head_count	same_register_nontr_roots	same_register_nontr_event_count	same_register_nontr_clause_form_count	opposite_tr_observed	opposite_tr_root	opposite_tr_event_count	same_action_other_register_count	same_action_other_registers	same_action_cross_register_event_count	same_register_family_supported	cross_register_same_action_anchored	all_slot_values_old	composed_working_label_retained	surface_prediction_made	occurrence_prediction_made
50	4	C_OPPOSITE_TR_ONLY	EXACT_OPPOSITE_TR_HEAD_IN_TARGET_REGISTER_ONLY	G493-C053	@ACTION+CH+E+Y	T	T+CH+E+Y	BIOLOGICAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=STATIONSWERT EINSTELLEN · CH=POSTEN ENTNEHMEN · E=GRAD I · Y=STATIONSPOSTEN	Stelle den Stationsposten ein und entnimm den Stationsposten; auf Grad I.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	YES	R	1	1	SOURCE_SECTION_T	1	YES	YES	YES	YES	NO	NO
51	5	C_OPPOSITE_TR_ONLY	EXACT_OPPOSITE_TR_HEAD_IN_TARGET_REGISTER_ONLY	G493-C083	@ACTION+OR+Y	T	T+OR+Y	BIOLOGICAL	EINSTELLEN · EINHEIT · POSTEN	T=STATIONSWERT EINSTELLEN · OR=STATIONSEINHEIT · Y=STATIONSPOSTEN	Stelle die Stationseinheit und den Stationsposten ein.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	YES	R	1	1	HERBAL	1	YES	YES	YES	YES	NO	NO
52	1	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C064	@ACTION+CHD+Y	T	T+CHD+Y	CELESTIAL	EINSTELLEN · BEARBEITEN · POSTEN	T=WERT EINSTELLEN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	Stelle den Positionsposten ein und bearbeite den Positionsposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	2	HERBAL|BIOLOGICAL	5	NO	YES	YES	YES	NO	NO
53	2	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C065	@ACTION+CHD+Y	T	T+CHD+Y	PHARMA	EINSTELLEN · BEARBEITEN · POSTEN	T=ANSATZWERT EINSTELLEN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	Stelle den Drogenposten ein und bearbeite den Drogenposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	2	HERBAL|BIOLOGICAL	5	NO	YES	YES	YES	NO	NO
54	3	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C061	@ACTION+CHD+Y	T	T+CHD+Y	SOURCE_SECTION_T	EINSTELLEN · BEARBEITEN · POSTEN	T=FESTLEGEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	Lege den laufenden Eintrag fest und bearbeite den laufenden Eintrag.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	2	HERBAL|BIOLOGICAL	5	NO	YES	YES	YES	NO	NO
55	4	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C069	@ACTION+CHD+Y	R	R+CHD+Y	CELESTIAL	MARKIEREN · BEARBEITEN · POSTEN	R=POSITION MARKIEREN · CHD=EINTRAG BEARBEITEN · Y=POSITIONSPOSTEN	Markiere den Positionsposten und bearbeite den Positionsposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	2	NO	YES	YES	YES	NO	NO
56	5	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C070	@ACTION+CHD+Y	R	R+CHD+Y	PHARMA	MARKIEREN · BEARBEITEN · POSTEN	R=POSTEN MARKIEREN · CHD=ANSATZ BEARBEITEN · Y=DROGENPOSTEN	Markiere den Drogenposten und bearbeite den Drogenposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	2	NO	YES	YES	YES	NO	NO
57	6	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C066	@ACTION+CHD+Y	R	R+CHD+Y	SOURCE_SECTION_T	MARKIEREN · BEARBEITEN · POSTEN	R=KENNZEICHNEN · CHD=EINTRAG BEARBEITEN · Y=LAUFENDER EINTRAG	Kennzeichne den laufenden Eintrag und bearbeite den laufenden Eintrag.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	2	NO	YES	YES	YES	NO	NO
58	7	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C110	CH+@ACTION	R	CH+R	PHARMA	NEHMEN · MARKIEREN	CH=DROGENPOSTEN NEHMEN · R=POSTEN MARKIEREN	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor].	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
59	8	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C106	CH+@ACTION	R	CH+R	SOURCE_SECTION_T	NEHMEN · MARKIEREN	CH=ENTNEHMEN · R=KENNZEICHNEN	Entnimm den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor].	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
60	9	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C105	CH+@ACTION	T	CH+T	PHARMA	NEHMEN · EINSTELLEN	CH=DROGENPOSTEN NEHMEN · T=ANSATZWERT EINSTELLEN	Nimm den Drogenposten [wie zuvor] und stelle den Drogenposten [wie zuvor] ein.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	0	NONE	0	0	NO	NONE	0	1	HERBAL	1	NO	YES	YES	YES	NO	NO
61	10	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C101	CH+@ACTION	T	CH+T	SOURCE_SECTION_T	NEHMEN · EINSTELLEN	CH=ENTNEHMEN · T=FESTLEGEN	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	0	NONE	0	0	NO	NONE	0	1	HERBAL	1	NO	YES	YES	YES	NO	NO
62	11	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C047	@ACTION+AL+Y	R	R+AL+Y	HERBAL	MARKIEREN · ZIELORT · POSTEN	R=TEIL MARKIEREN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	Markiere den Pflanzenposten; zur Zielstelle.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
63	12	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C046	@ACTION+AL+Y	R	R+AL+Y	SOURCE_SECTION_T	MARKIEREN · ZIELORT · POSTEN	R=KENNZEICHNEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	Kennzeichne den laufenden Eintrag; zur Zielspalte.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
64	13	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C059	@ACTION+CH+E+Y	R	R+CH+E+Y	CELESTIAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSITION MARKIEREN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	Markiere den Positionsposten und nimm den Positionsposten auf; auf Grad I.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
65	14	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C060	@ACTION+CH+E+Y	R	R+CH+E+Y	PHARMA	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=POSTEN MARKIEREN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	Markiere den Drogenposten und nimm den Drogenposten; auf Grad I.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
66	15	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C089	@ACTION+OR+Y	R	R+OR+Y	CELESTIAL	MARKIEREN · EINHEIT · POSTEN	R=POSITION MARKIEREN · OR=POSITIONSEINHEIT · Y=POSITIONSPOSTEN	Markiere die Positionseinheit und den Positionsposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
67	16	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C090	@ACTION+OR+Y	R	R+OR+Y	PHARMA	MARKIEREN · EINHEIT · POSTEN	R=POSTEN MARKIEREN · OR=ANSATZEINHEIT · Y=DROGENPOSTEN	Markiere die Ansatzeinheit und den Drogenposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	BIOLOGICAL	1	NO	YES	YES	YES	NO	NO
68	17	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C042	@ACTION+AL+Y	T	T+AL+Y	HERBAL	EINSTELLEN · ZIELORT · POSTEN	T=ARBEITSSTUFE EINSTELLEN · AL=ZIELSTELLE · Y=PFLANZENPOSTEN	Stelle den Pflanzenposten ein; zur Zielstelle.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	CELESTIAL	1	NO	YES	YES	YES	NO	NO
69	18	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C041	@ACTION+AL+Y	T	T+AL+Y	SOURCE_SECTION_T	EINSTELLEN · ZIELORT · POSTEN	T=FESTLEGEN · AL=ZIELSPALTE · Y=LAUFENDER EINTRAG	Lege den laufenden Eintrag fest; zur Zielspalte.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	CELESTIAL	1	NO	YES	YES	YES	NO	NO
70	19	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C054	@ACTION+CH+E+Y	T	T+CH+E+Y	CELESTIAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=WERT EINSTELLEN · CH=POSITION AUFNEHMEN · E=GRAD I · Y=POSITIONSPOSTEN	Stelle den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	SOURCE_SECTION_T	1	NO	YES	YES	YES	NO	NO
71	20	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C055	@ACTION+CH+E+Y	T	T+CH+E+Y	PHARMA	EINSTELLEN · NEHMEN · GRAD I · POSTEN	T=ANSATZWERT EINSTELLEN · CH=DROGENPOSTEN NEHMEN · E=GRAD I · Y=DROGENPOSTEN	Stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	SOURCE_SECTION_T	1	NO	YES	YES	YES	NO	NO
72	21	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C084	@ACTION+OR+Y	T	T+OR+Y	CELESTIAL	EINSTELLEN · EINHEIT · POSTEN	T=WERT EINSTELLEN · OR=POSITIONSEINHEIT · Y=POSITIONSPOSTEN	Stelle die Positionseinheit und den Positionsposten ein.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	HERBAL	1	NO	YES	YES	YES	NO	NO
73	22	D_CROSS_REGISTER_ONLY	SAME_TARGET_ACTION_OBSERVED_ONLY_IN_OTHER_REGISTERS	G493-C085	@ACTION+OR+Y	T	T+OR+Y	PHARMA	EINSTELLEN · EINHEIT · POSTEN	T=ANSATZWERT EINSTELLEN · OR=ANSATZEINHEIT · Y=DROGENPOSTEN	Stelle die Ansatzeinheit und den Drogenposten ein.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	NO	NONE	0	1	HERBAL	1	NO	YES	YES	YES	NO	NO
