fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	field_ids	final_owner_status	final_owner	final_owner_noun_de	primary_noun_source	owner_expanded_literal_clause_de
83	FU083	B1-S014	B1	f81v	F036	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→folgen; Reihenfolge=weiter+danach; Quelle=gesetzt
84	FU084	B1-S015	B1	f81v	F037	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen→umsetzen; Posten=Posten+Teil; Grad=kurz; Schluss
85	FU085	B1-S016	B1	f81v	F038	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt
86	FU086	B1-S016	B1	f81v	F038	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
87	FU087	B1-S016	B1	f81v	F038	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
88	FU088	B1-S016	B1	f81v	F038	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
89	FU089	B1-S017	B1	f81v	F039	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Ziel=gesetzt; Grad=kurz
90	FU090	B1-S017	B1	f81v	F039	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
91	FU091	B1-S018	B1	f81v	F040	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen; Posten=Posten
92	FU092	B1-S018	B1	f81v	F041	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten→weiterführen; Reihenfolge=weiter; Wert=Stufe; Grad=kurz
93	FU093	B1-S018	B1	f81v	F041	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=sammeln; Grad=länger; Schluss
94	FU094	B1-S019	B1	f81v	F042	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
95	FU095	B1-S020	B1	f81v	F043	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Grad=kurz
96	FU096	B1-S020	B1	f81v	F043	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=trennen; Schluss
97	FU097	B1-S021	B1	f81v	F044	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=BILDBESITZER-AKTION; Ziel=gesetzt
98	FU098	B2-S001	B2	f82r	F045	DIRECT_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
99	FU099	B2-S002	B2	f82r	F046	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss
100	FU100	B2-S003	B2	f82r	F047	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Wert=Anteil
101	FU101	B2-S003	B2	f82r	F047	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
102	FU102	B2-S004	B2	f82r	F048	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt
103	FU103	B2-S004	B2	f82r	F048	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen→durchleiten; Posten=Posten
104	FU104	B2-S004	B2	f82r	F048	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen
105	FU105	B2-S004	B2	f82r	F049	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
106	FU106	B2-S004	B2	f82r	F049	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→trennen; Schluss
107	FU107	B2-S005	B2	f82r	F050	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Ziel=gesetzt
108	FU108	B2-S005	B2	f82r	F050	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=sammeln; Wert=Sollmaß
109	FU109	B2-S005	B2	f82r	F050	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten
110	FU110	B2-S005	B2	f82r	F050	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
111	FU111	B2-S005	B2	f82r	F051	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
112	FU112	B2-S005	B2	f82r	F051	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=bereithalten→weiterführen; Reihenfolge=weiter; Zustand=bereit
113	FU113	B2-S005	B2	f82r	F051	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Grad=länger
114	FU114	B2-S005	B2	f82r	F051	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Schluss
115	FU115	B2-S006	B2	f82r	F052	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger
116	FU116	B2-S006	B2	f82r	F052	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten; Grad=kurz
117	FU117	B2-S006	B2	f82r	F052	INHERITED_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
118	FU118	B2-S007	B2	f82r	F053	DIRECT_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
119	FU119	B2-S008	B2	f82r	F054	INHERITED_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→ansetzen; Reihenfolge=danach; Quelle=gesetzt; Wert=Sollmaß
120	FU120	B2-S008	B2	f82r	F054	INHERITED_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
121	FU121	B2-S009	B2	f82r	F055	INHERITED_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→absetzen; Reihenfolge=weiter; Schluss
122	FU122	B2-S010	B2	f82r	F056	INHERITED_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
123	FU123	B2-S010	B2	f82r	F056	INHERITED_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
124	FU124	B2-S010	B2	f82r	F056	INHERITED_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=abführen; Posten=Ergebnis; Zustand=Ergebnis
125	FU125	B2-S011	B2	f82r	F057	CREATIVE_VISIBLE_OWNER	B2_MIDDLE_RIGHT_RECLINING_FIGURE_VESSEL	Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken: Vorgang=ansetzen; Quelle=gesetzt; Wert=Anteil
126	FU126	B2-S011	B2	f82r	F057	CREATIVE_VISIBLE_OWNER	B2_MIDDLE_RIGHT_RECLINING_FIGURE_VESSEL	Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken: Vorgang=ansetzen; Wert=Anteil
127	FU127	B2-S011	B2	f82r	F057	CREATIVE_VISIBLE_OWNER	B2_MIDDLE_RIGHT_RECLINING_FIGURE_VESSEL	Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken: Vorgang=ansetzen; Grad=länger; Schluss
128	FU128	B2-S012	B2	f82r	F058	CREATIVE_VISIBLE_OWNER	B2_MIDDLE_RIGHT_RECLINING_FIGURE_VESSEL	Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Am Besitzer Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken: Vorgang=abführen; Posten=Posten
129	FU129	B2-S012	B2	f82r	F059	DIRECT_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=bereithalten; Posten=Ergebnis+Posten; Grad=kurz; Zustand=bereit+Ergebnis
130	FU130	B2-S012	B2	f82r	F059	DIRECT_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
131	FU131	B2-S012	B2	f82r	F059	DIRECT_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=abführen; Posten=Ergebnis; Wert=Sollmaß; Zustand=Ergebnis
132	FU132	B2-S012	B2	f82r	F059	DIRECT_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=vollständig; Schluss
133	FU133	B2-S013	B2	f82r	F060	INHERITED_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
134	FU134	B2-S014	B2	f82r	F061	INHERITED_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenfeld auf f82r	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Quelle=gesetzt
135	FU135	B2-S015	B2	f82r	F062	DIRECT_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=ansetzen; Posten=Ergebnis; Grad=länger; Zustand=Ergebnis; Schluss
136	FU136	B2-S016	B2	f82r	F063	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Quelle=gesetzt; Ziel=gesetzt
137	FU137	B2-S016	B2	f82r	F063	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=teilen; Wert=Sollmaß
138	FU138	B2-S016	B2	f82r	F063	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=länger
139	FU139	B2-S016	B2	f82r	F063	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=kurz
140	FU140	B2-S016	B2	f82r	F064	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=zuführen→umsetzen; Schluss
141	FU141	B2-S017	B2	f82r	F065	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten; Ziel=gesetzt; Grad=kurz; Schluss
142	FU142	B2-S018	B2	f82r	F066	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
143	FU143	B2-S019	B2	f82r	F067	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen; Schluss
144	FU144	B2-S020	B2	f82r	F068	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss
145	FU145	B2-S021	B2	f82r	F069	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
146	FU146	B2-S022	B2	f82r	F070	INHERITED_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS	lokale Figurenplätze am Rand des unteren f82r-Feldes	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
147	FU147	B3-S001	B3	f83r	F071	DIRECT_VISIBLE_OWNER	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=sammeln; Grad=länger; Schluss
148	FU148	B3-S002	B3	f83r	F072	INHERITED_VISIBLE_OWNER	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→wärmen; Reihenfolge=danach; Ziel=gesetzt; Grad=länger; Schluss
149	FU149	B3-S003	B3	f83r	F073	INHERITED_VISIBLE_OWNER	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=abführen→umsetzen; Posten=Posten; Wert=Sollmaß; Schluss
150	FU150	B3-S004	B3	f83r	F074	INHERITED_VISIBLE_OWNER	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberste f83r-Randstation mit offenem Punkt-/Fächerende	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→folgen; Reihenfolge=danach; Quelle=gesetzt; Ziel=gesetzt; Wert=Sollmaß
151	FU151	B3-S005	B3	f83r	F075	DIRECT_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
152	FU152	B3-S006	B3	f83r	F076	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
153	FU153	B3-S006	B3	f83r	F076	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt
154	FU154	B3-S006	B3	f83r	F076	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss
155	FU155	B3-S007	B3	f83r	F077	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß
156	FU156	B3-S007	B3	f83r	F077	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
157	FU157	B3-S007	B3	f83r	F077	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
158	FU158	B3-S008	B3	f83r	F078	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
159	FU159	B3-S009	B3	f83r	F079	INHERITED_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere f83r-Randfigur in rundem Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
160	FU160	B3-S010	B3	f83r	F080	DIRECT_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=zuführen→umsetzen→folgen; Reihenfolge=danach; Ziel=gesetzt; Grad=kurz; Schluss
161	FU161	B3-S011	B3	f83r	F081	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten→umsetzen; Posten=Posten; Zustand=bereit
162	FU162	B3-S011	B3	f83r	F081	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
163	FU163	B3-S011	B3	f83r	F081	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten; Quelle=gesetzt
164	FU164	B3-S012	B3	f83r	F082	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=absetzen; Posten=Ansatz; Grad=kurz; Schluss
165	FU165	B3-S013	B3	f83r	F083	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Sollmaß+Anteil
166	FU166	B3-S013	B3	f83r	F083	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit
167	FU167	B3-S013	B3	f83r	F083	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
168	FU168	B3-S014	B3	f83r	F084	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Lauf=gesetzt
169	FU169	B3-S014	B3	f83r	F084	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=länger; Schluss
