boundary_recovery_id	gdt452_recovery_id	terminal_event_id	terminal_statement_id	terminal_page	terminal_owner_de	stopped_target_recipe	stop_blocked_factor_rules	stop_final_decision	stop_state_preserved	boundary_class	boundary_state_source	boundary_incoming_action	boundary_incoming_argument	boundary_scope_incoming_action	boundary_event_id	boundary_recipe	boundary_next_recipe	boundary_baseline_decision	boundary_recovery_decision	boundary_recovery_route	boundary_blocked_factor_rules	boundary_recovery_status	cross_owner_stop_state_used	meaning_revision	surface_prediction	occurrence_prediction
G453-R0154	G452-R02143	G407-E3475	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	K+K+EE+DY	PAIR:K>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	OR	NONE	G407-E3476	Y	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0155	G452-R02144	G407-E1438	P1009-S074	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+K+EE+DY	PAIR:K>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E1439	R+OR	OK+AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0156	G452-R02145	G407-E3475	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+K+EE+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	OR	NONE	G407-E3476	Y	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0157	G452-R02146	G407-E1438	P1009-S074	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+K+EE+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E1439	R+OR	OK+AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0158	G452-R02147	G407-E3475	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	P+K+EE+DY	PAIR:P>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	OR	NONE	G407-E3476	Y	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0159	G452-R02148	G407-E1438	P1009-S074	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P+K+EE+DY	PAIR:P>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E1439	R+OR	OK+AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0160	G452-R02149	G407-E3475	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	R+K+EE+DY	PAIR:R>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	OR	NONE	G407-E3476	Y	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0161	G452-R02150	G407-E1438	P1009-S074	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	R+K+EE+DY	PAIR:R>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E1439	R+OR	OK+AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0162	G452-R02151	G407-E3475	P1009-S503	f83r	Variantenatlas lokaler Becken und Anwendungen	T+K+EE+DY	PAIR:T>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	OR	NONE	G407-E3476	Y	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0163	G452-R02152	G407-E1438	P1009-S074	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	T+K+EE+DY	PAIR:T>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E1439	R+OR	OK+AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0164	G452-R02225	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+CHD+O+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0165	G452-R02226	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+SH+O+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0166	G452-R02227	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CHD+K+O+DY	PAIR:CHD>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0167	G452-R02228	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	K+K+O+DY	PAIR:K>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0168	G452-R02229	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OK+K+O+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0169	G452-R02230	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P+K+O+DY	PAIR:P>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0170	G452-R02231	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	R+K+O+DY	PAIR:R>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0171	G452-R02232	G407-E0457	P1009-S013	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	T+K+O+DY	PAIR:T>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E0458	D_ADDR+OR	OT+CH+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0172	G452-R02253	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	CH+CHD+OL	PAIR:CH>CHD	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0173	G452-R02258	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	CH+SH+OL	PAIR:CH>SH	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0174	G452-R02263	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	CHD+K+OL	PAIR:CHD>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0175	G452-R02268	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	K+K+OL	PAIR:K>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0176	G452-R02273	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	OK+K+OL	PAIR:OK>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0177	G452-R02278	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	P+K+OL	PAIR:P>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0178	G452-R02283	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	R+K+OL	PAIR:R>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0179	G452-R02288	G407-E1415	P1009-S070	f72r	Tierkreis-Ringgruppe I	T+K+OL	PAIR:T>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1416	OK+E+O+S	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0180	G452-R02314	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	CH+CHD+Y	PAIR:CH>CHD	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0181	G452-R02337	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	CH+CHD+Y	PAIR:CH>CHD	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0182	G452-R02343	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	CH+SH+Y	PAIR:CH>SH	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0183	G452-R02366	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	CH+SH+Y	PAIR:CH>SH	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0184	G452-R02372	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	CHD+K+Y	PAIR:CHD>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0185	G452-R02395	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	CHD+K+Y	PAIR:CHD>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0186	G452-R02401	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	K+K+Y	PAIR:K>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0187	G452-R02424	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	K+K+Y	PAIR:K>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0188	G452-R02430	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	OK+K+Y	PAIR:OK>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0189	G452-R02453	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	OK+K+Y	PAIR:OK>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0190	G452-R02459	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	P+K+Y	PAIR:P>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0191	G452-R02482	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	P+K+Y	PAIR:P>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0192	G452-R02488	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	R+K+Y	PAIR:R>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0193	G452-R02511	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	R+K+Y	PAIR:R>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0194	G452-R02517	G407-E1218	P1009-S056	f72r	Tierkreis-Ringgruppe C	T+K+Y	PAIR:T>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1219	OT+E+O+S_ADDR	AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0195	G452-R02540	G407-E4292	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	T+K+Y	PAIR:T>K	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4293	OL+Y	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0196	G452-R02638	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+CHD+AL+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0197	G452-R02639	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CH+SH+AL+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0198	G452-R02640	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	CHD+P+AL+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0199	G452-R02641	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	K+P+AL+DY	PAIR:K>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0200	G452-R02642	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	OK+P+AL+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0201	G452-R02643	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P+P+AL+DY	PAIR:P>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0202	G452-R02644	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	R+P+AL+DY	PAIR:R>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0203	G452-R02645	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	S+P+AL+DY	PAIR:S>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0204	G452-R02646	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	SH+P+AL+DY	PAIR:SH>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0205	G452-R02647	G407-E0483	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	T+P+AL+DY	PAIR:T>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	OR	NONE	G407-E0484	D_ADDR+AIR	CH+T+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0206	G452-R02684	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	CH+CHD+E+DY	PAIR:CH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0207	G452-R02685	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0208	G452-R02686	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	CHD+P+E+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0209	G452-R02687	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	K+P+E+DY	PAIR:K>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0210	G452-R02688	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0211	G452-R02689	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	P+P+E+DY	PAIR:P>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0212	G452-R02690	G407-E3002	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	R+P+E+DY	PAIR:R>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	AIN	NONE	G407-E3003	OL+DY	NONE	READ	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
