event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface	deck_class	atomic_value_de	contextual_expansion_de	visible_owner	statement_translation_de
E078	H5	f56r	f56r.7	F015	H5-S001	2cc054357a929df85f64	sho	PRODUCTIVE_COMPOSITION	Zutat	Zutat	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E079	H5	f56r	f56r.7	F015	H5-S001	893c570f3fa3fce99711	kchol	PRODUCTIVE_COMPOSITION	Bindefortsetzung	Lege sie als Auflage auf	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E080	H5	f56r	f56r.7	F015	H5-S001	10488b911aae52b3b334	otchor	PRODUCTIVE_COMPOSITION	Folgeansatz	Folgeansatz	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E081	H5	f56r	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	choky	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E082	H5	f56r	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	dal	PRODUCTIVE_COMPOSITION	Stelle	Stelle	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E083	H5	f56r	f56r.8	F016	H5-S002	d665560c8ff80799a82c	schol	PRODUCTIVE_COMPOSITION	Vorfortsetzung	Fortsetzungsposten	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Postens, setze die Zutat ein, trage sie auf und schließe den Schritt.
E084	H5	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	PRODUCTIVE_COMPOSITION	Zutatposten	Wasche die bezeichnete Stelle	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Postens, setze die Zutat ein, trage sie auf und schließe den Schritt.
E085	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	choky	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Postens, setze die Zutat ein, trage sie auf und schließe den Schritt.
E086	H5	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	cheeckhody	MEMORIZED_WHOLE_CARD	Auftragsschluss	Trage den laufenden Posten auf; Schluss	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Postens, setze die Zutat ein, trage sie auf und schließe den Schritt.
E087	H5	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	sh	MEMORIZED_WHOLE_CARD	Pflanzenteil	Nimm vom übrigen Kraut die blühenden Stiele	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm einen Teil der abgebildeten Pflanze und die Zutat, binde den Posten kurz und setze ihn erneut ein.
E088	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	cho	PRODUCTIVE_COMPOSITION	Zutat	Zutat	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm einen Teil der abgebildeten Pflanze und die Zutat, binde den Posten kurz und setze ihn erneut ein.
E089	H5	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	kchey	PRODUCTIVE_COMPOSITION	Kurzbindeposten	Zerreibe sie grob	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm einen Teil der abgebildeten Pflanze und die Zutat, binde den Posten kurz und setze ihn erneut ein.
E090	H5	f56r	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	PRODUCTIVE_COMPOSITION	Wiedereinsatz	Erneut ansetzen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm einen Teil der abgebildeten Pflanze und die Zutat, binde den Posten kurz und setze ihn erneut ein.
E091	H5	f56r	f56r.13	F018	H5-S004	9ad66e67803a12e745de	okchy	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Setze den Posten ein, gib Auszug hinzu und binde beides an der Zielstelle.
E092	H5	f56r	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	PRODUCTIVE_COMPOSITION	Auszugzugabe	Auszug zugeben	Stängel-/Pflanzenteil der abgebildeten Pflanze	Setze den Posten ein, gib Auszug hinzu und binde beides an der Zielstelle.
E093	H5	f56r	f56r.13	F018	H5-S004	75a523fcf039b006f97b	kchal	PRODUCTIVE_COMPOSITION	Zielbindung	Abseihen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Setze den Posten ein, gib Auszug hinzu und binde beides an der Zielstelle.
E094	H5	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	sho	PRODUCTIVE_COMPOSITION	Zutat	Zutat zugeben	Stängel-/Pflanzenteil der abgebildeten Pflanze	Gib die Zutat hinzu, setze sie ein, binde die Zutat aus der bezeichneten Quelle und gebrauche den Posten.
E095	H5	f56r	f56r.18	F019	H5-S005	9ad66e67803a12e745de	chokchy	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Gib die Zutat hinzu, setze sie ein, binde die Zutat aus der bezeichneten Quelle und gebrauche den Posten.
E096	H5	f56r	f56r.18	F019	H5-S005	c71c72da4e09e0833392	kchoar	PRODUCTIVE_COMPOSITION	Quellenzutatbindung	Gebrauchsauszug	Stängel-/Pflanzenteil der abgebildeten Pflanze	Gib die Zutat hinzu, setze sie ein, binde die Zutat aus der bezeichneten Quelle und gebrauche den Posten.
E097	H5	f56r	f56r.18	F019	H5-S005	61a075bc54793c1c781f	sotodan	MEMORIZED_WHOLE_CARD	Gebrauchen	Gebrauche ihn bei trockenem Husten	Stängel-/Pflanzenteil der abgebildeten Pflanze	Gib die Zutat hinzu, setze sie ein, binde die Zutat aus der bezeichneten Quelle und gebrauche den Posten.
E098	H5	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	otchey	PRODUCTIVE_COMPOSITION	Folgeposten	Folgeposten wählen	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm den Folgeposten, führe ihn kurz gebunden weiter und prüfe das Sollmaß.
E099	H5	f56r	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	keol	PRODUCTIVE_COMPOSITION	Kurzbindefortsetzung	Je Gabe	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm den Folgeposten, führe ihn kurz gebunden weiter und prüfe das Sollmaß.
E100	H5	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	Stängel-/Pflanzenteil der abgebildeten Pflanze	Nimm den Folgeposten, führe ihn kurz gebunden weiter und prüfe das Sollmaß.
