root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
Y	POSTEN	G407-E0519	519	f17r	HERBAL	f17r.12	P1009-S017	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	y	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0520	520	f17r	HERBAL	f17r.12	P1009-S017	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chotom	CH+OT+O+M_LOCAL	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · DANACH · AUSFÜHRUNG · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E0520	520	f17r	HERBAL	f17r.12	P1009-S017	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chotom	CH+OT+O+M_LOCAL	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · DANACH · AUSFÜHRUNG · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E0521	521	f18r	HERBAL	f18r.1	P1009-S018	große abgebildete Blütenpflanze	pdrairdy	P+D_ADDR+R+AIR+DY	1	1	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	D_ADDR+R|R+AIR|AIR+DY	EINSETZEN · HIER · MARKIEREN · BAHN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
R	MARKIEREN	G407-E0521	521	f18r	HERBAL	f18r.1	P1009-S018	große abgebildete Blütenpflanze	pdrairdy	P+D_ADDR+R+AIR+DY	1	3	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	D_ADDR+R|R+AIR|AIR+DY	EINSETZEN · HIER · MARKIEREN · BAHN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIR	BAHN	G407-E0521	521	f18r	HERBAL	f18r.1	P1009-S018	große abgebildete Blütenpflanze	pdrairdy	P+D_ADDR+R+AIR+DY	1	4	4	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION	NONE	NONE	D_ADDR+R|R+AIR|AIR+DY	EINSETZEN · HIER · MARKIEREN · BAHN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0522	522	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	darod	D_ADDR+AR+O+D_ADDR	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HIER · AUSGANG · AUSFÜHRUNG · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0523	523	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	yoar	Y+O+AR	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · AUSFÜHRUNG · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0523	523	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	yoar	Y+O+AR	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · AUSFÜHRUNG · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0524	524	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	ykchol	Y+K+OL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	POSTEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0524	524	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	ykchol	Y+K+OL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	POSTEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0524	524	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	ykchol	Y+K+OL	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	POSTEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0525	525	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	dar	D_ADDR+AR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0527	527	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	chckhy	CH+K+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r|f95v	f10r|f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	NONE	NEHMEN · GEBEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0527	527	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	chckhy	CH+K+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r|f95v	f10r|f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	NONE	NEHMEN · GEBEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0527	527	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	chckhy	CH+K+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r|f95v	f10r|f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	NONE	NEHMEN · GEBEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0528	528	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	octhor	O+CH+T+OR	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · NEHMEN · EINSTELLEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0528	528	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	octhor	O+CH+T+OR	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · NEHMEN · EINSTELLEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0528	528	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	octhor	O+CH+T+OR	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · NEHMEN · EINSTELLEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0529	529	f18r	HERBAL	f18r.1	P1009-S019	große abgebildete Blütenpflanze	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E0530	530	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	otshol	OT+SH+OL	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	DANACH · HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0530	530	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	otshol	OT+SH+OL	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	DANACH · HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0530	530	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	otshol	OT+SH+OL	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	DANACH · HALTEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0531	531	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	qokchol	OK+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0531	531	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	qokchol	OK+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0532	532	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	chykchy	Y+K+CH+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · NEHMEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0532	532	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	chykchy	Y+K+CH+Y	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · NEHMEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0532	532	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	chykchy	Y+K+CH+Y	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · NEHMEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0532	532	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	chykchy	Y+K+CH+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · GEBEN · NEHMEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0533	533	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	okchal	OK+CH+AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f24v	f13r|f24v|f72r	NONE	SETZEN · NEHMEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0533	533	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	okchal	OK+CH+AL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f24v	f13r|f24v|f72r	NONE	SETZEN · NEHMEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0533	533	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	okchal	OK+CH+AL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f24v	f13r|f24v|f72r	NONE	SETZEN · NEHMEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0534	534	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	daiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0535	535	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	dy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0536	536	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	chol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f88r|f89r	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E0537	537	f18r	HERBAL	f18r.2	P1009-S019	große abgebildete Blütenpflanze	dain	AIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f1r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	f10r|f11r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0538	538	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	qokchor	OK+CH+OR	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f71v	NONE	SETZEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0538	538	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	qokchor	OK+CH+OR	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f71v	NONE	SETZEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0538	538	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	qokchor	OK+CH+OR	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f71v	NONE	SETZEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0539	539	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	chor	CH+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	NONE	NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0539	539	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	chor	CH+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	NONE	NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0540	540	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	ey	E+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f82r	f75r|f82r|f89r	NONE	GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0541	541	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	or	OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f17r|f1r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f1r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0542	542	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	chey	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0543	543	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	qokchol	OK+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0543	543	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	qokchol	OK+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0544	544	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	dy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0545	545	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	ytcharg	K+CH+AR+LOCAL_CHAR_G	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f56r	NONE	GEBEN · NEHMEN · AUSGANG · VARIANTE	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0545	545	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	ytcharg	K+CH+AR+LOCAL_CHAR_G	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f56r	NONE	GEBEN · NEHMEN · AUSGANG · VARIANTE	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0545	545	f18r	HERBAL	f18r.3	P1009-S019	große abgebildete Blütenpflanze	ytcharg	K+CH+AR+LOCAL_CHAR_G	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f56r	NONE	GEBEN · NEHMEN · AUSGANG · VARIANTE	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0546	546	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	chor	CH+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	NONE	NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0546	546	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	chor	CH+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f1r|f24v|f56r|f88r|f88v|f89r	NONE	NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0547	547	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	cthor	CH+T+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f1r	NONE	NEHMEN · EINSTELLEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0547	547	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	cthor	CH+T+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f1r	NONE	NEHMEN · EINSTELLEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0547	547	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	cthor	CH+T+OR	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f1r	NONE	NEHMEN · EINSTELLEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0548	548	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	okeor	OK+E+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f76r	f72r|f76r|f88r|f89r	NONE	SETZEN · GRAD I · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0548	548	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	okeor	OK+E+OR	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f76r	f72r|f76r|f88r|f89r	NONE	SETZEN · GRAD I · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0549	549	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	ykchol	Y+K+OL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	POSTEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0549	549	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	ykchol	Y+K+OL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	POSTEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0549	549	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	ykchol	Y+K+OL	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81v	NONE	POSTEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0550	550	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	okain	OK+AIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f76r|f81r|f81v|f82r|f83r|f95v	f1r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E0550	550	f18r	HERBAL	f18r.4	P1009-S019	große abgebildete Blütenpflanze	okain	OK+AIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f76r|f81r|f81v|f82r|f83r|f95v	f1r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0551	551	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	tchor	T+CH+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f13r	f13r	NONE	EINSTELLEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0551	551	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	tchor	T+CH+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f13r	f13r	NONE	EINSTELLEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0551	551	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	tchor	T+CH+OR	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f13r	f13r	NONE	EINSTELLEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
