statement_id	page	record	refined_component_sequence	baseline_recipe_sequence	y_valent_recipe_sequence	observed_recipe_sequence_after_reveal	copied_y	baseline_cards	y_valent_cards	observed_cards	baseline_exact	y_valent_exact	newly_fixed	newly_harmed	residual_missing_occurrences	residual_extra_occurrences	rule
B3-S020	f83r	B3	AL+L+CHD+DY	AL | L+CHD+DY	AL | L+CHD+DY	AL | L+CHD+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S021	f83r	B3	AIIN+OK+Y+CTH+AL+AIIN+SHED+E+CTH+SH+Y+AL+CTH+CHD+DY	OK+AIIN | CTH+Y | AL | AIIN | UNPACKED(SHED) | SH+E+CTH+Y | AL | UNPACKED(CTH) | CHD+DY	OK+AIIN | CTH+Y | AL | AIIN | UNPACKED(SHED) | SH+E+CTH+Y | AL | CTH+Y | CHD+DY	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	1	9	9	11	NO	NO	NO	NO	AL+AL+Y+Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S022	f83r	B3	OT+CHD+DY	OT+CHD+DY	OT+CHD+DY	OT+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S023	f83r	B3	L+CHD+DY	L+CHD+DY	L+CHD+DY	L+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S024	f83r	B3	CHD+DY	CHD+DY	CHD+DY	CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S025	f83r	B3	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S026	f83r	B3	EE+AR+AIIN+L+Y+CHD+AIN+OK+CTH+OR+AL+R+EE+SOLK+DY	EE+AR | L+AIIN | CHD+Y | OK+AIN | UNPACKED(CTH) | AL+R+OR | SOLK+EE+DY	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	1	7	7	7	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S027	f83r	B3	OT+EE+DY	OT+EE+DY	OT+EE+DY	OT+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S028	f83r	B3	EE+Y+OK+E+OK+DY	OK+EE+Y | OK+E+DY	OK+EE+Y | OK+E+DY	OK+EE+Y | OK+E+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S029	f83r	B3	OL+EEE+Y+T+E+OK+DY	OL | EEE+T+Y | OK+E+DY	OL | EEE+T+Y | OK+E+DY	OL | EEE+T+Y | OK+E+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S030	f83r	B3	Y+AIIN+OK+AIR+CHD+OT+CHD+DY	Y | OK+AIIN | CHD+AIR | OT+CHD+DY	Y | OK+AIIN | CHD+AIR | OT+CHD+DY	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	0	4	4	4	NO	NO	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S031	f83r	B3	EE+OK+DY	OK+EE+DY	OK+EE+DY	OK+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S032	f83r	B3	AIN+Y+CHD+OT+E+AIIN+OT+AIIN+E+DY	AIN | CHD+Y | OT+E+AIIN | OT+E+AIIN | UNPACKED(DY)	AIN | CHD+Y | OT+E+AIIN | OT+E+AIIN | UNPACKED(DY)	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	0	5	5	5	NO	NO	NO	NO	CHD+OT	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S033	f83r	B3	L+DY	L+DY	L+DY	L+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S034	f83r	B3	O+IIN+Y+CTH+T+OT+AIIN+AL+OL+SHED+DY	O+IIN | CTH+Y | UNPACKED(T) | OT+AIIN | AL | OL | SHED+DY	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	2	7	6	6	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S001	f83r	B4	EE+OK+DY	OK+EE+DY	OK+EE+DY	OK+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S002	f83r	B4	Y+OL+EE+OK+E+OK+DY	Y | OK+EE+OL | OK+E+DY	Y | OK+EE+OL | OK+E+DY	OL+Y | OK+EE+Y | OK+E+DY	0	3	3	3	NO	NO	NO	NO	Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S003	f83r	B4	Y+CHD+OT+AL+OT+Y+EE+OK+OL+OK+OL+SHED+DY	CHD+Y | OT+AL | OT+EE+Y | OK+OL | OK+OL | SHED+DY	CHD+Y | OT+AL | OT+EE+Y | OK+OL | OK+OL | SHED+DY	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	0	6	6	7	NO	NO	NO	NO	Y+Y	OL	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S004	f83r	B4	Y+OK+LD+DY	OK+Y+LD+DY	OK+Y+LD+DY	OK+Y+LD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S005	f83r	B4	AIN+Y+CHD+EE+OK+DY	AIN | CHD+Y | OK+EE+DY	AIN | CHD+Y | OK+EE+DY	AIN | CHD+Y | OK+EE+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S006	f83r	B4	E+CKH+SH+DY	SH+CKH+E+DY	SH+CKH+E+DY	SH+CKH+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S007	f83r	B4	E+CKH+SH+DY	SH+CKH+E+DY	SH+CKH+E+DY	SH+CKH+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S008	f83r	B4	AIIN+Y+EE+CHK+EE+SH+E+OK+DY	AIIN | CHK+EE+Y | UNPACKED(EE) | OK+SH+E+DY	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	1	4	4	4	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S009	f83r	B4	SHED+DY	SHED+DY	SHED+DY	SHED+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S010	f83r	B4	OL+DY	OL+DY	OL+DY	OL+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S011	f83r	B4	AIIN+Y+E+CHK+EE+OL+OK+AIN+OK+Y+CHD+OL+E+L+K+DY	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	0	7	7	7	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S012	f83r	B4	L+CHD+DY	L+CHD+DY	L+CHD+DY	L+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S013	f83r	B4	OL+OK+SHED+DY	OK+OL | SHED+DY	OK+OL | SHED+DY	OK+OL | SHED+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S014	f83r	B4	OR+Y+E+O+CKH+AIR+Y+DY	OR | O+CKH+E+Y | AIR+Y+DY	OR | O+CKH+E+Y | AIR+Y+DY	OR | Y | O+CKH+E+Y | AIR+Y+DY	0	3	3	4	NO	NO	NO	NO	Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S015	f83r	B4	AIN+OK+Y+EE+SH+AIN+K+CKH+AL+CH+E+SOLK+L+CHD+DY	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | UNPACKED(E) | UNPACKED(SOLK) | L+CHD+DY	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	1	7	6	6	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B4-S016	f83r	B4	AIN+OL+K+AL+AR+SHED+DY	OL+K+AIN | AL | AR | SHED+DY	OL+K+AIN | AL | AR | SHED+DY	OL+K+AIN | AL | K+AR | SHED+DY	0	4	4	4	NO	NO	NO	NO	K	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B5-S001	f83r	B5	OT+CHD+DY	OT+CHD+DY	OT+CHD+DY	OT+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B5-S002	f83r	B5	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B5-S003	f83r	B5	AL+SHED+OL+L+OL+AL+CHD+AIIN+OL+DA+IIN+Y+CHD	SHED+AL | L+OL | OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	SHED+AL | L+OL | OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	0	8	8	9	NO	NO	NO	NO	AL	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B6-S001	f83r	B6	Y+EE+SOLK+E+K+AL+R+AIIN+OL+AIN+OR+AL+L	SOLK+EE+Y | UNPACKED(E) | K+AL | UNPACKED(R) | AIIN | OL | AIN | L+AL+OR	SOLK+EE+Y | K+E+Y | R+AL | AIIN | OL | AIN | L+AL+OR	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	1	8	7	9	NO	NO	NO	NO	E+OL+Y+Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
