writer_order	domain	item_id	unit_id	page	locus	formal_parse	predicted_surface	observed_surface	exact_without_exception	exact_with_exception_deck
312	PROSE	E312	B3	f83r	f83r.24	OT+AIIN	otaiin	otaiin	YES	YES
313	PROSE	E313	B3	f83r	f83r.24	OL+AL+Y	olsaly	olsaly	YES	YES
314	PROSE	E314	B3	f83r	f83r.24	SHED+DY	shedy	shedy	YES	YES
315	PROSE	E315	B4	f83r	f83r.25	OK+EE+DY	qokeedy	qokeedy	YES	YES
316	PROSE	E316	B4	f83r	f83r.25	OL+Y	qolchey	qolchey	YES	YES
317	PROSE	E317	B4	f83r	f83r.25	OK+EE+Y	qokeey	qokeey	YES	YES
318	PROSE	E318	B4	f83r	f83r.25	OK+E+DY	qokedy	qokedy	YES	YES
319	PROSE	E319	B4	f83r	f83r.25	CHD+Y	chedy	chedy	YES	YES
320	PROSE	E320	B4	f83r	f83r.25	OT+AL	otal	otal	YES	YES
321	PROSE	E321	B4	f83r	f83r.26	OT+Y	otchey	otchey	YES	YES
322	PROSE	E322	B4	f83r	f83r.26	OK+EE+Y	qokeey	qokeey	YES	YES
323	PROSE	E323	B4	f83r	f83r.26	OK+Y	qoky	qoky	YES	YES
324	PROSE	E324	B4	f83r	f83r.26	OL	tol	tol	YES	YES
325	PROSE	E325	B4	f83r	f83r.26	SHED+DY	shedy	shedy	YES	YES
326	PROSE	E326	B4	f83r	f83r.26	OK+Y+LDDY	qokylddy	qokylddy	YES	YES
327	PROSE	E327	B4	f83r	f83r.27	AIN	dain	dain	YES	YES
328	PROSE	E328	B4	f83r	f83r.27	CHD+Y	chedy	chedy	YES	YES
329	PROSE	E329	B4	f83r	f83r.27	OK+EE+DY	qokeedy	qokeedy	YES	YES
330	PROSE	E330	B4	f83r	f83r.27	SH+CKHE+DY	shckhedy	shckhedy	YES	YES
331	PROSE	E331	B4	f83r	f83r.27	SH+CKHE+DY	shckhedy	shckhedy	YES	YES
332	PROSE	E332	B4	f83r	f83r.28	AIIN	saiin	saiin	YES	YES
333	PROSE	E333	B4	f83r	f83r.28	CHK+EE+Y	cheeky	cheeky	YES	YES
334	PROSE	E334	B4	f83r	f83r.28	SH+EE+Y	sheey	sheey	YES	YES
335	PROSE	E335	B4	f83r	f83r.28	OK+E+DY	qokedy	qokedy	YES	YES
336	PROSE	E336	B4	f83r	f83r.28	SHED+DY	shedy	shedy	YES	YES
337	PROSE	E337	B4	f83r	f83r.28	OL+DY	oldy	oldy	YES	YES
338	PROSE	E338	B4	f83r	f83r.35	AIIN	saiin	saiin	YES	YES
339	PROSE	E339	B4	f83r	f83r.35	CHK+E+Y	cheky	cheky	YES	YES
340	PROSE	E340	B4	f83r	f83r.35	OK+EE+OL	okeeol	okeeol	YES	YES
341	PROSE	E341	B4	f83r	f83r.35	OK+AIN	okain	okain	YES	YES
342	PROSE	E342	B4	f83r	f83r.35	CHD+Y	chdy	chdy	YES	YES
343	PROSE	E343	B4	f83r	f83r.37	OL	sol	sol	YES	YES
344	PROSE	E344	B4	f83r	f83r.37	L+K+E+DY	lkedy	lkedy	YES	YES
345	PROSE	E345	B4	f83r	f83r.37	L+CHD+DY	lchedy	lchedy	YES	YES
346	PROSE	E346	B4	f83r	f83r.37	OK+OL	qokol	qokol	YES	YES
347	PROSE	E347	B4	f83r	f83r.37	SHED+DY	shedy	shedy	YES	YES
348	PROSE	E348	B4	f83r	f83r.38	OR	or	or	YES	YES
349	PROSE	E349	B4	f83r	f83r.38	Y	chey	chey	YES	YES
350	PROSE	E350	B4	f83r	f83r.38	O+CKH+E+Y	qockhey	qockhey	YES	YES
351	PROSE	E351	B4	f83r	f83r.38	AIR+Y+DY	dairydy	dairydy	YES	YES
352	PROSE	E352	B4	f83r	f83r.39	OK+AIN	okain	qokain	NO	YES
353	PROSE	E353	B4	f83r	f83r.39	WHOLE[cheey|shey]	shey	shey	YES	YES
354	PROSE	E354	B4	f83r	f83r.39	K+AIN	kain	kain	YES	YES
355	PROSE	E355	B4	f83r	f83r.39	CH+CKH+AL	chckhal	chckhal	YES	YES
356	PROSE	E356	B4	f83r	f83r.41	SOLK+E+Y	solkey	solkey	YES	YES
357	PROSE	E357	B4	f83r	f83r.41	L+CHD+DY	lchedy	lchedy	YES	YES
358	PROSE	E358	B4	f83r	f83r.41	OL+K+AIN	qolkain	qolkain	YES	YES
359	PROSE	E359	B4	f83r	f83r.41	AL	dal	dal	YES	YES
360	PROSE	E360	B4	f83r	f83r.44	K+AR	skar	skar	YES	YES
361	PROSE	E361	B4	f83r	f83r.44	SHED+DY	shedy	shedy	YES	YES
362	PROSE	E362	B5	f83r	f83r.47	OT+CHD+DY	otchdy	otchdy	YES	YES
363	PROSE	E363	B5	f83r	f83r.47	OK+CHD+DY	qokchdy	qokchdy	YES	YES
364	PROSE	E364	B5	f83r	f83r.47	SHED+AL	shedal	shedal	YES	YES
365	PROSE	E365	B5	f83r	f83r.48	AL	dal	dal	YES	YES
366	PROSE	E366	B5	f83r	f83r.48	OL	ol	cheol	NO	YES
367	PROSE	E367	B5	f83r	f83r.48	L+OL	lol	lol	YES	YES
368	PROSE	E368	B5	f83r	f83r.48	CHD+AL	chdal	chdal	YES	YES
369	PROSE	E369	B5	f83r	f83r.48	AIIN	aiin	aiin	YES	YES
370	PROSE	E370	B5	f83r	f83r.49	OL	sol	sol	YES	YES
371	PROSE	E371	B5	f83r	f83r.49	WHOLE[daiiin]	daiiin	daiiin	YES	YES
372	PROSE	E372	B5	f83r	f83r.49	CHD+Y	chedy	chedy	YES	YES
373	PROSE	E373	B6	f83r	f83r.52	SOLK+EE+Y	solkeey	solkeey	YES	YES
374	PROSE	E374	B6	f83r	f83r.52	E+K+E+Y	qekey	qekey	YES	YES
375	PROSE	E375	B6	f83r	f83r.52	R+AL+Y	raly	raly	YES	YES
376	PROSE	E376	B6	f83r	f83r.52	OL	ol	ol	YES	YES
377	PROSE	E377	B6	f83r	f83r.54	AIIN	saiin	daiin	NO	YES
378	PROSE	E378	B6	f83r	f83r.54	OL	ol	ol	YES	YES
379	PROSE	E379	B6	f83r	f83r.54	AIN	dain	dain	YES	YES
380	PROSE	E380	B6	f83r	f83r.54	Y	chey	chey	YES	YES
381	PROSE	E381	B6	f83r	f83r.54	L+AL+OR	ldalor	ldalor	YES	YES
382	ASTRO	A:001	A1	f67r2	f67r2.1	Y+K+Y	ykchy	ykshy	NO	YES
383	ASTRO	A:002	A1	f67r2	f67r2.1	S_ADDR	s	s	YES	YES
384	ASTRO	A:003	A1	f67r2	f67r2.1	AR+AM_ADDR	aram	aram	YES	YES
385	ASTRO	A:004	A1	f67r2	f67r2.2	Y+K+E+HO	ykecho	ykecho	YES	YES
386	ASTRO	A:005	A1	f67r2	f67r2.2	O+LS	ols	ols	YES	YES
387	ASTRO	A:006	A1	f67r2	f67r2.2	EE+Y+DY	eesydy	eesydy	YES	YES
388	ASTRO	A:007	A1	f67r2	f67r2.3	E+Y	ey	ey	YES	YES
389	ASTRO	A:008	A1	f67r2	f67r2.3	SH+S_ADDR	shs	shs	YES	YES
390	ASTRO	A:009	A1	f67r2	f67r2.3	OK+AR	okar	okar	YES	YES
391	ASTRO	A:010	A1	f67r2	f67r2.4	SH+E+K+Y	shekchy	shekchy	YES	YES
392	ASTRO	A:011	A1	f67r2	f67r2.4	Y+K+O+S_ADDR	sykos	sykos	YES	YES
393	ASTRO	A:012	A1	f67r2	f67r2.5	Y+K+E+O+Y	ykeody	ykeody	YES	YES
394	ASTRO	A:013	A1	f67r2	f67r2.5	OK+Y	okchy	okchy	YES	YES
395	ASTRO	A:014	A1	f67r2	f67r2.6	D_ADDR+CH+E+T+A_ADDR+Y	dchetay	dchetay	YES	YES
396	ASTRO	A:015	A1	f67r2	f67r2.7	Y+K+Y	ykchy	ykchy	YES	YES
397	ASTRO	A:016	A1	f67r2	f67r2.7	K+E+Y	kchey	kchey	YES	YES
398	ASTRO	A:017	A1	f67r2	f67r2.7	Y+K+Y+S_ADDR	ykchys	ykchys	YES	YES
399	ASTRO	A:018	A1	f67r2	f67r2.8	CHK+CHD+AR	chkchdar	chkchdar	YES	YES
400	ASTRO	A:019	A1	f67r2	f67r2.9	Y+K+AR	ykar	ykar	YES	YES
401	ASTRO	A:020	A1	f67r2	f67r2.9	Y+K+AL+Y	ykaly	ykaly	YES	YES
402	ASTRO	A:021	A1	f67r2	f67r2.10	L+K+Y	lkshy	lkshy	YES	YES
403	ASTRO	A:022	A1	f67r2	f67r2.10	K+Y	kchy	kchy	YES	YES
404	ASTRO	A:023	A1	f67r2	f67r2.10	OK+AR	okar	okar	YES	YES
405	ASTRO	A:024	A1	f67r2	f67r2.11	CHK+Y	chky	chky	YES	YES
406	ASTRO	A:025	A1	f67r2	f67r2.11	Y+K+CH+S_ADDR	chykchs	chykchs	YES	YES
407	ASTRO	A:026	A1	f67r2	f67r2.11	Y	chy	chy	YES	YES
408	ASTRO	A:027	A1	f67r2	f67r2.12	Y+K+EE+S_ADDR	ykees	ykees	YES	YES
409	ASTRO	A:028	A1	f67r2	f67r2.12	Y+K+HO+S_ADDR	ykchos	ykchos	YES	YES
410	ASTRO	A:029	A1	f67r2	f67r2.13	O+P+O+OL	opodchol	opodchol	YES	YES
411	ASTRO	A:030	A1	f67r2	f67r2.13	S_ADDR	s	s	YES	YES
412	ASTRO	A:031	A1	f67r2	f67r2.13	AIN	ain	ain	YES	YES
413	ASTRO	A:032	A1	f67r2	f67r2.13	AL+DY	aldy	aldy	YES	YES
414	ASTRO	A:033	A1	f67r2	f67r2.14	S_ADDR+O+EE+Y	soeey	soeey	YES	YES
415	ASTRO	A:034	A1	f67r2	f67r2.14	D_ADDR+O+IIN	doiin	doiin	YES	YES
416	ASTRO	A:035	A1	f67r2	f67r2.14	OL+DY	oldy	oldy	YES	YES
417	ASTRO	A:036	A1	f67r2	f67r2.15	D_ADDR+OL+CH+S_ADDR+O+DY	dolchsody	dolchsody	YES	YES
418	ASTRO	A:037	A1	f67r2	f67r2.16	O+D_ADDR+A_ADDR+E+IIN	odaeiin	odaeiin	YES	YES
419	ASTRO	A:038	A1	f67r2	f67r2.16	OK+O+E+S_ADDR	okoes	okoes	YES	YES
420	ASTRO	A:039	A1	f67r2	f67r2.16	O+E+K+AIN	oekain	oekain	YES	YES
421	ASTRO	A:040	A1	f67r2	f67r2.16	Y	dy	y	NO	YES
422	ASTRO	A:041	A1	f67r2	f67r2.17	OT+Y	otchey	otchey	YES	YES
423	ASTRO	A:042	A1	f67r2	f67r2.17	OR+A_ADDR+I_COUNT+I_COUNT+R	soraiir	soraiir	YES	YES
424	ASTRO	A:043	A1	f67r2	f67r2.17	Y	dy	dy	YES	YES
425	ASTRO	A:044	A1	f67r2	f67r2.18	O+P+Y	qopchy	qopchy	YES	YES
426	ASTRO	A:045	A1	f67r2	f67r2.18	AIIN	aiin	daiin	NO	YES
427	ASTRO	A:046	A1	f67r2	f67r2.18	AL	dal	dal	YES	YES
428	ASTRO	A:047	A1	f67r2	f67r2.19	Y+D_ADDR+HO+S_ADDR	ydchos	ydchos	YES	YES
429	ASTRO	A:048	A1	f67r2	f67r2.19	AIN	ain	ain	YES	YES
430	ASTRO	A:049	A1	f67r2	f67r2.19	AR	ar	ar	YES	YES
431	ASTRO	A:050	A1	f67r2	f67r2.19	AM_ADDR+Y	amy	amy	YES	YES
432	ASTRO	A:051	A1	f67r2	f67r2.20	HO+CFH_CLASS+Y	chocfhy	chocfhy	YES	YES
433	ASTRO	A:052	A1	f67r2	f67r2.20	AR+AL	saral	saral	YES	YES
434	ASTRO	A:053	A1	f67r2	f67r2.21	S_ADDR+AIN	sain	sain	YES	YES
435	ASTRO	A:054	A1	f67r2	f67r2.21	AM_ADDR	am	am	YES	YES
436	ASTRO	A:055	A1	f67r2	f67r2.21	AR	ar	ar	YES	YES
437	ASTRO	A:056	A1	f67r2	f67r2.22	OK+AL	okal	okal	YES	YES
438	ASTRO	A:057	A1	f67r2	f67r2.23	O+P+AR+Y	oparchy	oparchy	YES	YES
439	ASTRO	A:058	A1	f67r2	f67r2.23	AL+S_ADDR+AIN	salsain	salsain	YES	YES
440	ASTRO	A:059	A1	f67r2	f67r2.24	S_ADDR+O+AR	sodar	sodar	YES	YES
441	ASTRO	A:060	A1	f67r2	f67r2.24	O+F_ADDR+AR	ofar	ofar	YES	YES
442	ASTRO	A:061	A1	f67r2	f67r2.24	AR	ar	ar	YES	YES
443	ASTRO	A:062	A1	f67r2	f67r2.25	Y+D_ADDR+AM_ADDR	ydam	ydam	YES	YES
444	ASTRO	A:063	A1	f67r2	f67r2.26	Y+T+E+O+OR	yteoor	yteoor	YES	YES
445	ASTRO	A:064	A1	f67r2	f67r2.26	Y+T+O	yto	yto	YES	YES
446	ASTRO	A:065	A1	f67r2	f67r2.26	Y+K+OR	ykor	ykor	YES	YES
447	ASTRO	A:066	A1	f67r2	f67r2.27	OK+E+O	okeo	okeo	YES	YES
448	ASTRO	A:067	A1	f67r2	f67r2.27	R	r	r	YES	YES
449	ASTRO	A:068	A1	f67r2	f67r2.27	AIIN	aiin	aiin	YES	YES
450	ASTRO	A:069	A1	f67r2	f67r2.27	AM_ADDR	am	am	YES	YES
451	ASTRO	A:070	A1	f67r2	f67r2.28	OK+AIN	okain	okain	YES	YES
452	ASTRO	A:071	A1	f67r2	f67r2.28	AM_ADDR	am	am	YES	YES
453	ASTRO	A:072	A1	f67r2	f67r2.29	Y+T+O+Y	ytody	ytody	YES	YES
454	ASTRO	A:073	A1	f67r2	f67r2.29	AIIN	aiin	saiin	NO	YES
455	ASTRO	A:074	A1	f67r2	f67r2.30	O+OL	ochol	ochol	YES	YES
456	ASTRO	A:075	A1	f67r2	f67r2.30	OL+OL	olol	olol	YES	YES
457	ASTRO	A:076	A1	f67r2	f67r2.31	O+P+OL+DY	opcholdy	opcholdy	YES	YES
458	ASTRO	A:077	A1	f67r2	f67r2.32	D_ADDR+O+AR	dosar	dosar	YES	YES
459	ASTRO	A:078	A1	f67r2	f67r2.32	O+D_ADDR+A_ADDR+S_ADDR	odas	odas	YES	YES
460	ASTRO	A:079	A1	f67r2	f67r2.32	AIR	air	air	YES	YES
461	ASTRO	A:080	A1	f67r2	f67r2.32	AL+AIIN	alaiin	alaiin	YES	YES
462	ASTRO	A:081	A1	f67r2	f67r2.33	D_ADDR+OK+AN_SECTION	dokan	dokan	YES	YES
463	ASTRO	A:082	A1	f67r2	f67r2.33	O+E+AR	oear	oear	YES	YES
464	ASTRO	A:083	A1	f67r2	f67r2.33	O+AL	odal	odal	YES	YES
465	ASTRO	A:084	A1	f67r2	f67r2.34	O+F_ADDR+AR	ofar	ofar	YES	YES
466	ASTRO	A:085	A1	f67r2	f67r2.34	O+E+OL+D_ADDR+AN_SECTION	oeoldan	oeoldan	YES	YES
467	ASTRO	A:086	A1	f67r2	f67r2.35	OL	chol	chol	YES	YES
468	ASTRO	A:087	A1	f67r2	f67r2.35	G_ADDR+IIN	giin	giin	YES	YES
469	ASTRO	A:088	A1	f67r2	f67r2.35	OK+OL	okol	okol	YES	YES
470	ASTRO	A:089	A1	f67r2	f67r2.36	Y+T+OR	ytor	ytor	YES	YES
471	ASTRO	A:090	A1	f67r2	f67r2.36	AIIN	aiin	daiin	NO	YES
472	ASTRO	A:091	A1	f67r2	f67r2.36	OR	or	or	YES	YES
473	ASTRO	A:092	A1	f67r2	f67r2.37	Y+T+O+AIIN	ytoaiin	ytoaiin	YES	YES
474	ASTRO	A:093	A1	f67r2	f67r2.38	OT+OL+D_ADDR+O+S_ADDR	otoldos	otoldos	YES	YES
475	ASTRO	A:094	A1	f67r2	f67r2.38	O+CTH+OL+E	octhole	octhole	YES	YES
476	ASTRO	A:095	A1	f67r2	f67r2.39	OR	sor	sor	YES	YES
477	ASTRO	A:096	A1	f67r2	f67r2.39	CHD+AIIN	chedaiin	chedaiin	YES	YES
478	ASTRO	A:097	A1	f67r2	f67r2.39	Y	dy	dy	YES	YES
479	ASTRO	A:098	A1	f67r2	f67r2.40	Y+T+E+O+S_ADDR	yteos	yteos	YES	YES
480	ASTRO	A:099	A1	f67r2	f67r2.40	O+IIN	oiin	oiin	YES	YES
481	ASTRO	A:100	A1	f67r2	f67r2.40	O+G_ADDR	og	og	YES	YES
482	ASTRO	A:101	A1	f67r2	f67r2.41	Y+T+O+E+O+P+Y	ytoeopchey	ytoeopchey	YES	YES
483	ASTRO	A:102	A1	f67r2	f67r2.41	CH+E+K+O+DY	chekody	chekody	YES	YES
484	ASTRO	A:103	A1	f67r2	f67r2.42	S_ADDR+O+HO	sosho	sosho	YES	YES
485	ASTRO	A:104	A1	f67r2	f67r2.42	HO+S_ADDR	chos	chos	YES	YES
486	ASTRO	A:105	A1	f67r2	f67r2.42	O+CKH+Y	ockhy	ockhy	YES	YES
487	ASTRO	A:106	A1	f67r2	f67r2.43	AIIN	daiin	daiin	YES	YES
488	ASTRO	A:107	A1	f67r2	f67r2.43	AIIN	aiin	aiin	YES	YES
489	ASTRO	A:108	A1	f67r2	f67r2.43	OS	os	os	YES	YES
490	ASTRO	A:109	A1	f67r2	f67r2.43	S_ADDR+G_ADDR	qsg	qsg	YES	YES
491	ASTRO	A:110	A1	f67r2	f67r2.44	O+F_ADDR+Y+Y	ofydy	ofydy	YES	YES
492	ASTRO	A:111	A1	f67r2	f67r2.44	SH+E+O+Y	sheody	sheody	YES	YES
493	ASTRO	A:112	A1	f67r2	f67r2.44	AIIN	aiin	aiin	YES	YES
494	ASTRO	A:113	A1	f67r2	f67r2.45	Y+CHEO+Y	ycheody	ycheody	YES	YES
495	ASTRO	A:114	A1	f67r2	f67r2.45	E+S_ADDR	es	es	YES	YES
496	ASTRO	A:115	A1	f67r2	f67r2.45	O+D_ADDR+A_ADDR+I_COUNT+IIN	odaiiin	odaiiin	YES	YES
497	ASTRO	A:116	A1	f67r2	f67r2.46	Y+E+K+EE+S_ADDR	yekees	yekees	YES	YES
498	ASTRO	A:117	A1	f67r2	f67r2.46	OR+AL+Y	oraly	oraly	YES	YES
499	ASTRO	A:118	A1	f67r2	f67r2.47	Y+F_ADDR+AIN	yfain	yfain	YES	YES
500	ASTRO	A:119	A1	f67r2	f67r2.48	T+O+AIIN	todaiin	todaiin	YES	YES
501	ASTRO	A:120	A1	f67r2	f67r2.48	AIN	ain	dain	NO	YES
502	ASTRO	A:121	A1	f67r2	f67r2.48	Y	dy	dy	YES	YES
503	ASTRO	A:122	A1	f67r2	f67r2.49	OS	os	os	YES	YES
504	ASTRO	A:123	A1	f67r2	f67r2.49	HO+E+R	choer	choer	YES	YES
505	ASTRO	A:124	A1	f67r2	f67r2.49	AIIN	aiin	aiin	YES	YES
506	ASTRO	A:125	A1	f67r2	f67r2.50	HO+EE+A_ADDR	choeea	choeea	YES	YES
507	ASTRO	A:126	A1	f67r2	f67r2.50	AL	dal	sal	NO	YES
508	ASTRO	A:127	A1	f67r2	f67r2.51	D_ADDR+A_ADDR+AIIN	dadaiin	dadaiin	YES	YES
509	ASTRO	A:128	A1	f67r2	f67r2.52	OT+O+E+AR	qotoear	qotoear	YES	YES
510	ASTRO	A:129	A1	f67r2	f67r2.53	D_ADDR+CHD+AR	dchdar	dchdar	YES	YES
511	ASTRO	A:130	A1	f67r2	f67r2.54	Y	y	y	YES	YES
512	ASTRO	A:131	A1	f67r2	f67r2.54	AL+AL	saldal	saldal	YES	YES
513	ASTRO	A:132	A1	f67r2	f67r2.55	Y+T+O+AL	ytodal	ytodal	YES	YES
514	ASTRO	A:133	A1	f67r2	f67r2.56	OL	chol	tol	NO	YES
515	ASTRO	A:134	A1	f67r2	f67r2.56	AIIN	aiin	daiin	NO	YES
516	ASTRO	A:135	A1	f67r2	f67r2.57	OT+AR	otar	otar	YES	YES
517	ASTRO	A:136	A1	f67r2	f67r2.57	Y	dy	dy	YES	YES
518	ASTRO	A:137	A1	f67r2	f67r2.58	HO	cho	cho	YES	YES
519	ASTRO	A:138	A1	f67r2	f67r2.58	AL	dal	dal	YES	YES
520	ASTRO	A:139	A1	f67r2	f67r2.58	G_ADDR	g	g	YES	YES
521	ASTRO	A:140	A1	f67r2	f67r2.59	Y+T+HO+L+Y	ytchodly	ytchodly	YES	YES
522	ASTRO	A:141	A1	f67r2	f67r2.60	O+CTH+Y+S_ADDR	octhys	octhys	YES	YES
523	ASTRO	A:142	A1	f67r2	f67r2.61	Y+T+OK+AR	ytokar	ytokar	YES	YES
524	ASTRO	A:143	A1	f67r2	f67r2.62	OT+OL+OR	otolor	otolor	YES	YES
525	ASTRO	A:144	A1	f67r2	f67r2.63	OK+O+AR	okodar	okodar	YES	YES
526	ASTRO	A:145	A1	f67r2	f67r2.64	S_ADDR	s	s	YES	YES
527	ASTRO	A:146	A1	f67r2	f67r2.64	AIR	air	air	YES	YES
528	ASTRO	A:147	A1	f67r2	f67r2.65	S_ADDR+O+E+AR	soear	soear	YES	YES
529	ASTRO	A:148	A1	f67r2	f67r2.66	CPH_CLASS+EE+Y	cpheey	cpheey	YES	YES
530	ASTRO	A:149	A1	f67r2	f67r2.67	OK+O+AR	okodar	okodar	YES	YES
531	ASTRO	A:150	A1	f67r2	f67r2.68	O+E+P+HO+D_ADDR	oepchod	oepchod	YES	YES
532	ASTRO	A:151	A1	f67r2	f67r2.69	S_ADDR	s	s	YES	YES
533	ASTRO	A:152	A1	f67r2	f67r2.69	A_ADDR+Y	ay	ay	YES	YES
534	ASTRO	A:153	A1	f67r2	f67r2.70	O+AR	osar	osar	YES	YES
535	ASTRO	A:154	A1	f67r2	f67r2.71	OR+AN_SECTION	oran	oran	YES	YES
536	ASTRO	A:155	A1	f67r2	f67r2.72	AR	dar	dar	YES	YES
537	ASTRO	A:156	A1	f67r2	f67r2.72	AL+AIIN	aldaiin	aldaiin	YES	YES
538	ASTRO	A:157	A1	f67r2	f67r2.72	Y+AIIN	ydaiin	ydaiin	YES	YES
539	ASTRO	A:158	A1	f67r2	f67r2.72	K+O+Y	qkoy	qkoy	YES	YES
540	ASTRO	A:159	A1	f67r2	f67r2.72	Y+AIIN	ydaiin	ydaiin	YES	YES
541	ASTRO	A:160	A1	f67r2	f67r2.72	O+F_ADDR+AIR	qofair	qofair	YES	YES
542	ASTRO	A:161	A1	f67r2	f67r2.72	Y+P+AIR	ypair	ypair	YES	YES
543	ASTRO	A:162	A1	f67r2	f67r2.72	Y+K+O+AIIN	ykoaiin	ykoaiin	YES	YES
544	ASTRO	A:163	A1	f67r2	f67r2.72	Y+D_ADDR+OL+Y	ydoly	ydoly	YES	YES
545	ASTRO	A:164	A1	f67r2	f67r2.72	Y+AL+HO+S_ADDR	ytalchos	ytalchos	YES	YES
546	ASTRO	A:165	A1	f67r2	f67r2.72	OL+Y	oly	oly	YES	YES
547	ASTRO	A:166	A1	f67r2	f67r2.72	OK+E+Y	okey	okey	YES	YES
548	ASTRO	A:167	A1	f67r2	f67r2.73	S_ADDR+SH+E+Y	sshey	sshey	YES	YES
549	ASTRO	A:168	A1	f67r2	f67r2.73	Y	sy	sy	YES	YES
550	ASTRO	A:169	A1	f67r2	f67r2.73	SH+EE+S_ADDR	shees	shees	YES	YES
551	ASTRO	A:170	A1	f67r2	f67r2.73	E+Y+K+EE+Y	qeykeey	qeykeey	YES	YES
552	ASTRO	A:171	A1	f67r2	f67r2.73	Y+K+Y	ykchey	ykchey	YES	YES
553	ASTRO	A:172	A1	f67r2	f67r2.73	Y+K+Y	ykchey	ykchey	YES	YES
554	ASTRO	A:173	A1	f67r2	f67r2.73	OK+E+O+Y	qokeochy	qokeochy	YES	YES
555	ASTRO	A:174	A1	f67r2	f67r2.73	O+AIIN	oaiin	oaiin	YES	YES
556	ASTRO	A:175	A1	f67r2	f67r2.73	OK+OL	okol	okol	YES	YES
557	ASTRO	A:176	A1	f67r2	f67r2.73	AR	ar	ar	YES	YES
558	ASTRO	A:177	A1	f67r2	f67r2.73	OL+AR	olar	olar	YES	YES
559	ASTRO	A:178	A1	f67r2	f67r2.74	Y+SH+E+Y	yshey	yshey	YES	YES
560	ASTRO	A:179	A1	f67r2	f67r2.74	OK+EE+O+Y	okeeody	qokeeody	NO	YES
561	ASTRO	A:180	A1	f67r2	f67r2.74	CHEO+S_ADDR	cheos	cheos	YES	YES
562	ASTRO	A:181	A1	f67r2	f67r2.74	O+EE+O+S_ADDR	oeeos	oeeos	YES	YES
563	ASTRO	A:182	A1	f67r2	f67r2.74	O+CKH+Y	qockhy	qockhy	YES	YES
564	ASTRO	A:183	A1	f67r2	f67r2.74	HO+S_ADDR	chos	chos	YES	YES
565	ASTRO	A:184	A1	f67r2	f67r2.74	AIIN	aiin	aiin	YES	YES
566	ASTRO	A:185	A1	f67r2	f67r2.74	OK+EE+O+Y	okeeody	okeeody	YES	YES
567	ASTRO	A:186	A1	f67r2	f67r2.74	OK+O+AIIN	qokoaiin	qokoaiin	YES	YES
568	ASTRO	A:187	A1	f67r2	f67r2.74	O+AIN	odain	odain	YES	YES
569	ASTRO	A:188	A1	f67r2	f67r2.74	AR	ar	ar	YES	YES
570	ASTRO	A:189	A1	f67r2	f67r2.74	AIR	air	air	YES	YES
571	ASTRO	A:190	A1	f67r2	f67r2.74	A_ADDR+Y	ay	ay	YES	YES
572	ASTRO	A:191	A2	f68r1	f68r1.1	HO+K+Y	shokchy	shokchy	YES	YES
573	ASTRO	A:192	A2	f68r1	f68r1.1	CH+T+EE+Y	chteey	chteey	YES	YES
574	ASTRO	A:193	A2	f68r1	f68r1.1	HO+T+EE+Y	choteey	choteey	YES	YES
575	ASTRO	A:194	A2	f68r1	f68r1.1	CPH_CLASS+OL	cphol	cphol	YES	YES
576	ASTRO	A:195	A2	f68r1	f68r1.1	CHEO+R	cheor	cheor	YES	YES
577	ASTRO	A:196	A2	f68r1	f68r1.1	O+P+CH+EE+OL	opcheeol	opcheeol	YES	YES
578	ASTRO	A:197	A2	f68r1	f68r1.1	OT+OR	otor	otor	YES	YES
579	ASTRO	A:198	A2	f68r1	f68r1.1	HO+CTH+EEE+Y	choctheeey	choctheeey	YES	YES
580	ASTRO	A:199	A2	f68r1	f68r1.1	OK+HO+AL	okchoal	okchoal	YES	YES
581	ASTRO	A:200	A2	f68r1	f68r1.2	T+O+CH+S_ADDR+O	tochso	tochso	YES	YES
582	ASTRO	A:201	A2	f68r1	f68r1.2	OT+CH+L	otchl	otchl	YES	YES
583	ASTRO	A:202	A2	f68r1	f68r1.2	OK+EEE+DY	qokeeedy	qokeeedy	YES	YES
584	ASTRO	A:203	A2	f68r1	f68r1.2	WHOLE[cheey|shey]	cheey	cheey	YES	YES
585	ASTRO	A:204	A2	f68r1	f68r1.2	CH+EE+T+EE+Y	cheeteey	cheeteey	YES	YES
586	ASTRO	A:205	A2	f68r1	f68r1.2	Y+T+E+O+Y	yteody	yteody	YES	YES
587	ASTRO	A:206	A2	f68r1	f68r1.2	CH+P+OR	chpor	chpor	YES	YES
588	ASTRO	A:207	A2	f68r1	f68r1.2	CHEO+K+OR+Y	cheokorchey	cheokorchey	YES	YES
589	ASTRO	A:208	A2	f68r1	f68r1.2	HO+D_ADDR	chod	chod	YES	YES
590	ASTRO	A:209	A2	f68r1	f68r1.3	Y+K+OR	ykor	ykor	YES	YES
591	ASTRO	A:210	A2	f68r1	f68r1.3	WHOLE[cheey|shey]	shey	shey	YES	YES
592	ASTRO	A:211	A2	f68r1	f68r1.3	O+CH+EE+Y	qocheey	qocheey	YES	YES
593	ASTRO	A:212	A2	f68r1	f68r1.3	HO+K+AL	chokal	chokal	YES	YES
594	ASTRO	A:213	A2	f68r1	f68r1.3	OK+EE+Y	okeey	okeey	YES	YES
595	ASTRO	A:214	A2	f68r1	f68r1.3	R+OR	ror	ror	YES	YES
