rule_no	formal_parse	local_namespace	locus_position	predicted_surface	support_groups	surface_counts
267	S_ADDR+A_ADDR+I_COUNT+I_COUNT+R	A69_LEFT_28_PLACE_WHEEL	ONLY	saiir	1	saiir:1
268	S_ADDR+G_ADDR	A67_LEFT_CELESTIAL_WHEEL	LAST	qsg	1	qsg:1
269	S_ADDR+O+AR	A67_LEFT_CELESTIAL_WHEEL	FIRST	sodar	1	sodar:1
270	S_ADDR+O+E+AR	A67_RIGHT_CELESTIAL_WHEEL	ONLY	soear	1	soear:1
271	S_ADDR+O+EE+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	soeey	1	soeey:1
272	S_ADDR+O+HO	A67_LEFT_CELESTIAL_WHEEL	FIRST	sosho	1	sosho:1
273	S_ADDR+SH+E+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	sshey	1	sshey:1
274	T+E+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	tey	1	tey:1
275	T+EE+O	A69_LEFT_28_PLACE_WHEEL	MIDDLE	teeo	1	teeo:1
276	T+O+AIIN	A67_LEFT_CELESTIAL_WHEEL	FIRST	todaiin	1	todaiin:1
277	T+O+CH+S_ADDR+O	A68_MIDDLE_STAR_PANEL	FIRST	tochso	1	tochso:1
278	WHOLE[cheey|shey]	A68_MIDDLE_STAR_PANEL	MIDDLE	cheey	1	cheey:1
279	WHOLE[cheey|shey]	A68_RIGHT_STAR_PANEL	MIDDLE	shey	1	shey:1
280	WHOLE[cheey|shey]	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	cheey	1	cheey:1
281	Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	y	1	y:1
282	Y	A67_LEFT_CELESTIAL_WHEEL	LAST	dy	5	dy:4|y:1
283	Y	A67_RIGHT_CELESTIAL_WHEEL	LAST	chy	1	chy:1
284	Y	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	sy	1	sy:1
285	Y	A69_LEFT_28_PLACE_WHEEL	LAST	dy	2	dy:2
286	Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	y	5	chey:1|dy:1|y:3
287	Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	LAST	chey	1	chey:1
288	Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	y	7	chey:1|dy:2|y:4
289	Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	chey	2	chey:1|chy:1
290	Y+AIIN	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ydaiin	2	ydaiin:2
291	Y+AL+HO+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ytalchos	1	ytalchos:1
292	Y+CHEO+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	ycheody	1	ycheody:1
293	Y+D_ADDR+AM_ADDR	A67_LEFT_CELESTIAL_WHEEL	ONLY	ydam	1	ydam:1
294	Y+D_ADDR+HO+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	FIRST	ydchos	1	ydchos:1
295	Y+D_ADDR+OL+Y	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ydoly	1	ydoly:1
296	Y+E+K+EE+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	FIRST	yekees	1	yekees:1
297	Y+E+T+E+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	yetey	1	yetey:1
298	Y+F_ADDR+AIN	A67_LEFT_CELESTIAL_WHEEL	ONLY	yfain	1	yfain:1
299	Y+K+AL+Y	A67_RIGHT_CELESTIAL_WHEEL	LAST	ykaly	1	ykaly:1
300	Y+K+AR	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykar	1	ykar:1
301	Y+K+AR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	chykar	1	chykar:1
302	Y+K+AR	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ykar	2	ykar:2
303	Y+K+A_ADDR	A69_MIDDLE_CLOUD_WAVE_WHEEL	FIRST	yka	1	yka:1
304	Y+K+A_ADDR+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ykady	1	ykady:1
305	Y+K+CH+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	chykchs	1	chykchs:1
306	Y+K+CHD+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	ykchdy	1	ykchdy:1
307	Y+K+E+HO	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykecho	1	ykecho:1
308	Y+K+E+O+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	ykeody	1	ykeody:1
309	Y+K+E+O+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykeody	1	ykeody:1
310	Y+K+E+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ykey	1	ykey:1
311	Y+K+E+Y+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	ykeydy	1	ykeydy:1
312	Y+K+EE+AL	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ykeeal	1	ykeeal:1
313	Y+K+EE+O+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ykeeody	1	ykeeody:1
314	Y+K+EE+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykees	1	ykees:1
315	Y+K+EE+Y	A69_LEFT_28_PLACE_WHEEL	ONLY	ykeey	1	ykeey:1
316	Y+K+HO+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	LAST	ykchos	1	ykchos:1
317	Y+K+O+AIIN	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ykoaiin	1	ykoaiin:1
318	Y+K+O+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	LAST	sykos	1	sykos:1
319	Y+K+OR	A67_LEFT_CELESTIAL_WHEEL	LAST	ykor	1	ykor:1
320	Y+K+OR	A68_RIGHT_STAR_PANEL	FIRST	ykor	1	ykor:1
321	Y+K+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykchy	2	ykchy:1|ykshy:1
322	Y+K+Y	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	ykchey	2	ykchey:2
323	Y+K+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	yky	1	yky:1
324	Y+K+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	cheyky	1	cheyky:1
325	Y+K+Y+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	LAST	ykchys	1	ykchys:1
326	Y+P+AIR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ypair	1	ypair:1
327	Y+SH+E+Y	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	FIRST	yshey	1	yshey:1
328	Y+T+E+O+OR	A67_LEFT_CELESTIAL_WHEEL	FIRST	yteoor	1	yteoor:1
329	Y+T+E+O+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	FIRST	yteos	1	yteos:1
330	Y+T+E+O+Y	A68_MIDDLE_STAR_PANEL	MIDDLE	yteody	1	yteody:1
331	Y+T+HO+DY	A68_MULTIPANEL_STAR_ATLAS	ONLY	ytchody	1	ytchody:1
332	Y+T+HO+L+Y	A67_LEFT_CELESTIAL_WHEEL	ONLY	ytchodly	1	ytchodly:1
333	Y+T+O	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	yto	1	yto:1
334	Y+T+O	A69_LEFT_28_PLACE_WHEEL	MIDDLE	yto	1	yto:1
335	Y+T+O+AIIN	A67_LEFT_CELESTIAL_WHEEL	ONLY	ytoaiin	1	ytoaiin:1
336	Y+T+O+AL	A67_LEFT_CELESTIAL_WHEEL	ONLY	ytodal	1	ytodal:1
337	Y+T+O+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	ytody	1	ytody:1
338	Y+T+O+E+O+P+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	ytoeopchey	1	ytoeopchey:1
339	Y+T+O+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	ytody	1	ytody:1
340	Y+T+OK+AR	A67_LEFT_CELESTIAL_WHEEL	ONLY	ytokar	1	ytokar:1
341	Y+T+OR	A67_LEFT_CELESTIAL_WHEEL	FIRST	ytor	1	ytor:1
342	Y+T+OR+Y	A69_LEFT_28_PLACE_WHEEL	ONLY	ytory	1	ytory:1
343	Y+T+Y+D_ADDR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	ytyd	1	ytyd:1
344	Y+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ychey	1	ychey:1
