rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v43_translation_de	v44_translation_de	status
28	f18v	f18v.2	qoeees	nimm eine Charge der letzten Stufe	nimm eine Charge der letzten Stufe	PRODUCTIVE_COMPOUND	QO_COMMAND+EEE_LONG_OR_FINAL+S_TERM_SPECIES	führe die Arzneispecies lange zu Ende	MEDIUM_EXACT_WHOLE	NONE	qoeees or oaiin shy okshy qokchy qokchy s g	[qoeees:?]; Drogenportion; Ansatzmenge III; leicht angefeuchtet; heiß-feuchter Ansatz am Anfang des Grades; heiß und angetrocknet; heiß und angetrocknet; Samen-/Saatgutposten; vorstehenden Rezeptposten abschließen	nimm eine Charge der letzten Stufe; Drogenportion; Ansatzmenge III; leicht angefeuchtet; heiß-feuchter Ansatz am Anfang des Grades; heiß und angetrocknet; heiß und angetrocknet; Samen-/Saatgutposten; vorstehenden Rezeptposten abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
29	f18v	f18v.5	ychoees	trockne hiervon eine Ansatzcharge vollständig	trockne hiervon eine Ansatzcharge vollständig	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	vollständig getrocknete Ansatzcharge dieser Droge	LOW_EXPLORATORY	NONE	ychoees ykchy qol kchy qotchol daiir om	[ychoees:?]; Eintrag/Bezug: heiß-trocken am Gradanfang; gib Folgendes hinzu: heiß und angetrocknet; Material: kalt und trocken; abgemessene Fraktion III; eine Handvoll Ansatz	trockne hiervon eine Ansatzcharge vollständig; Eintrag/Bezug: heiß-trocken am Gradanfang; gib Folgendes hinzu: heiß und angetrocknet; Material: kalt und trocken; abgemessene Fraktion III; eine Handvoll Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
30	f18v	f18v.9	doky	einen Ansatz abmessen, leicht erhitzen und abschließen	einen Ansatz abmessen, leicht erhitzen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+O_PREP+K_HOT+Y_START_OR_CLOSE	leicht erhitzte Ansatzdosis	LOW_EXPLORATORY	NONE	okchor qotchy qokchy ytol doky dy	eine Portion heiß-trockene Droge im Ansatz; kalt und angetrocknet; heiß und angetrocknet; kühle hiervon den Drogenstoff ab; [doky:?].	eine Portion heiß-trockene Droge im Ansatz; kalt und angetrocknet; heiß und angetrocknet; kühle hiervon den Drogenstoff ab; einen Ansatz abmessen, leicht erhitzen und abschließen.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
31	f19v	f19v.9	ddor	eine Portion als Dosis abmessen	eine Portion als Dosis abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+D_MEASURE+OR_PORTION	eine doppelt abgemessene Portion	MEDIUM_EXACT_WHOLE	NONE	ychor oky chor ytol chol oky ddor	nimm hiervon den Pflanzenteil; leicht erhitzter Ansatz; Pflanzenteil; kühle hiervon den Drogenstoff ab; Trockengut; leicht erhitzter Ansatz; [ddor:?]	nimm hiervon den Pflanzenteil; leicht erhitzter Ansatz; Pflanzenteil; kühle hiervon den Drogenstoff ab; Trockengut; leicht erhitzter Ansatz; eine Portion als Dosis abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
32	f23r	f23r.5	ytym	eine Handvoll hiervon abgekühlter Droge	eine Handvoll hiervon abgekühlter Droge	LEARNED_WHOLE	LEARNED_YTYM_WHOLE	leicht abgekühlte Handvoll	LOW_EXPLORATORY	NONE	ychor qokchol ytym chol dair chol ar ol ol dol dain	nimm hiervon den Pflanzenteil; heiß-trockenes Drogenmaterial; [ytym:?]; Trockengut; abgemessene Fraktion II; Trockengut; Drogenfraktion I; Grundansatz; Grundansatz; Materialmaß; Stufe II	nimm hiervon den Pflanzenteil; heiß-trockenes Drogenmaterial; eine Handvoll hiervon abgekühlter Droge; Trockengut; abgemessene Fraktion II; Trockengut; Drogenfraktion I; Grundansatz; Grundansatz; Materialmaß; Stufe II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
33	f24r	f24r.8	qoear	nimm die erste Fraktion der Mittelstufe	nimm die erste Fraktion der Mittelstufe	PRODUCTIVE_COMPOUND	QO_COMMAND+E_MIDDLE+AR_FRACTION_I	führe die erste Fraktion bis zur Mittelstufe	LOW_EXPLORATORY	NONE	ychor s om qoear daiin qokeol	nimm hiervon den Pflanzenteil; Samen-/Saatgutposten; eine Handvoll Ansatz; [qoear:?]; drei Maße; erhitze den Drogenstoff bis zur Mittelstufe	nimm hiervon den Pflanzenteil; Samen-/Saatgutposten; eine Handvoll Ansatz; nimm die erste Fraktion der Mittelstufe; drei Maße; erhitze den Drogenstoff bis zur Mittelstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
34	f24v	f24v.9	ychol	trockne hiervon den Drogenstoff	trockne hiervon den Drogenstoff	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+OL_MATERIAL	getrockneter Drogenstoff dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychol chol or chor om	[ychol:?]; Trockengut; Drogenportion; eine Handvoll Ansatz	trockne hiervon den Drogenstoff; Trockengut; Drogenportion; eine Handvoll Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
35	f29v	f29v.8	shotchor	abgekühlter Pflanzenteil aus eingeweichtem Ansatz	abgekühlter Pflanzenteil aus eingeweichtem Ansatz	PRODUCTIVE_COMPOUND	SH_MOIST+O_PREP+T_COLD+CHOR_PLANT_PART	kalter Pflanzenteil aus Feuchtansatz	LOW_EXPLORATORY	NONE	otol shotchor cholody dain ch chy cthody dol	kaltes Zubereitungsgut; [shotchor:?]; Trockenstoff als Ansatz fertigstellen; zwei Maße; trockne Folgendes: angetrocknet; fertiger Krautansatz; Materialmaß	kaltes Zubereitungsgut; abgekühlter Pflanzenteil aus eingeweichtem Ansatz; Trockenstoff als Ansatz fertigstellen; zwei Maße; trockne Folgendes: angetrocknet; fertiger Krautansatz; Materialmaß	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
36	f29v	f29v.9	ykeeb	vollständig erhitzte Zubereitung hiervon	vollständig erhitzte Zubereitung hiervon	LEARNED_ACTION_WHOLE	LEARNED_YKEEB_WHOLE	diese heiße Endzubereitung	LOW_EXPLORATORY	NONE	sho chokor chor chy ydaiin cho ykeeb oaiin	feuchter Ansatz; eine Portion erhitzten Trockenansatzes; Pflanzenteil; angetrocknet; davon drei Maße; Trockenansatz; [ykeeb:?]; Ansatzmenge III	feuchter Ansatz; eine Portion erhitzten Trockenansatzes; Pflanzenteil; angetrocknet; davon drei Maße; Trockenansatz; vollständig erhitzte Zubereitung hiervon; Ansatzmenge III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
37	f31r	f31r.12	yches	trockne hiervon eine Charge bis zur Mittelstufe	trockne hiervon eine Charge bis zur Mittelstufe	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+S_TERM_SPECIES	mitteltrockene Arzneispecies dieser Droge	MEDIUM_EXACT_WHOLE	NONE	qoaiin yches okedy sheey chedaiin dar	nimm drei Teile; [yches:?]; Ansatz bis zur mittleren Heizstufe, abgeschlossen; vollständig eingeweicht; abgemessene Trockendroge, Dosis III; abgemessene Fraktion I	nimm drei Teile; trockne hiervon eine Charge bis zur Mittelstufe; Ansatz bis zur mittleren Heizstufe, abgeschlossen; vollständig eingeweicht; abgemessene Trockendroge, Dosis III; abgemessene Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
38	f34r	f34r.7	oldam	ein Maß Drogenstoff abmessen	ein Maß Drogenstoff abmessen	PRODUCTIVE_COMPOUND	OL_MATERIAL+D_MEASURE+AM_UNIT_I	abgemessener Drogenstoff der Einheit I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	bis zur mittleren Heizstufe gebracht; abgemessene Rohstoffmenge I; angetrocknet; Holzdroge im Ansatz leicht getrocknet; Eintrag/Bezug: heiß-trocken am Gradanfang; erhitze hiervon bis zur Mittelstufe und schließe ab; heiß und angetrocknet; Samen-/Saatgutposten; ein gleicher Teil der Arzneispecies; [oldam:?]	bis zur mittleren Heizstufe gebracht; abgemessene Rohstoffmenge I; angetrocknet; Holzdroge im Ansatz leicht getrocknet; Eintrag/Bezug: heiß-trocken am Gradanfang; erhitze hiervon bis zur Mittelstufe und schließe ab; heiß und angetrocknet; Samen-/Saatgutposten; ein gleicher Teil der Arzneispecies; ein Maß Drogenstoff abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
39	f35r	f35r.12	chetchaiin	drei Teile abgekühlter und erneut getrockneter Droge der Mittelstufe	drei Teile abgekühlter und erneut getrockneter Droge der Mittelstufe	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+T_COLD+CH_DRY+AIIN_III	Droge mäßig trocknen, kühlen und auf Stufe III nachtrocknen	LOW_EXPLORATORY	NONE	olor chy chaiin chy taiin kchey koldy chetchaiin	eine Holzdrogenportion im Ansatz; angetrocknet; trocken, Grad III; angetrocknet; kalt, Grad III; heiß und bis zur mittleren Trockenstufe; erhitzten Drogenstoff fertigstellen; [chetchaiin:?]	eine Holzdrogenportion im Ansatz; angetrocknet; trocken, Grad III; angetrocknet; kalt, Grad III; heiß und bis zur mittleren Trockenstufe; erhitzten Drogenstoff fertigstellen; drei Teile abgekühlter und erneut getrockneter Droge der Mittelstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
40	f35v	f35v.15	tch	abkühlen und trocknen	abkühlen und trocknen	CONTEXT_SCOPED_SHORT_FORM	T_COLD+CH_DRY	kalt getrocknete Droge	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	ykol cheol okchy tch	erhitze hiervon den Drogenstoff; trockener Drogenstoff; heiß-trockener Ansatz am Anfang des Grades; [tch:?]	erhitze hiervon den Drogenstoff; trockener Drogenstoff; heiß-trockener Ansatz am Anfang des Grades; abkühlen und trocknen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
41	f36v	f36v.12	chd	Trocknung abschließen	Trocknung abschließen	CONTEXT_SCOPED_SHORT_FORM	CH_DRY+D_TERM_CLOSE	getrocknete Droge abziehen	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	ytol kchy oty chd	kühle hiervon den Drogenstoff ab; heiß und angetrocknet; kalter Ansatz am Anfang des Grades; [chd:?]	kühle hiervon den Drogenstoff ab; heiß und angetrocknet; kalter Ansatz am Anfang des Grades; Trocknung abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
42	f37v	f37v.20	choy	Trockenansatz leicht abschließen	Trockenansatz leicht abschließen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+Y_START_OR_CLOSE	leicht getrockneter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	y choy ykol daiin s	Eintrag: [choy:?]; erhitze hiervon den Drogenstoff; Stufe III; Samen-/Saatgutposten.	Eintrag: Trockenansatz leicht abschließen; erhitze hiervon den Drogenstoff; Stufe III; Samen-/Saatgutposten.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
43	f39r	f39r.14	chekl	Holzdroge mäßig trocknen und erhitzen	Holzdroge mäßig trocknen und erhitzen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+K_HOT+L_WOOD	mäßig heiß getrocknete Holzdroge	LOW_EXPLORATORY	NONE	daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam	drei Maße; Arzneikompositum: feucht, Gradanfang; [chekl:?]; Grundansatz; Stufe III; bis zur mittleren Trockenstufe gebracht; erhitze hiervon bis zur Endstufe und schließe ab; drei Maße; Rohstoff I, leicht gekühlt im Ansatz; ein Maß Trockendroge abmessen; nimm ein Maß und erhitze es	drei Maße; Arzneikompositum: feucht, Gradanfang; Holzdroge mäßig trocknen und erhitzen; Grundansatz; Stufe III; bis zur mittleren Trockenstufe gebracht; erhitze hiervon bis zur Endstufe und schließe ab; drei Maße; Rohstoff I, leicht gekühlt im Ansatz; ein Maß Trockendroge abmessen; nimm ein Maß und erhitze es	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
44	f3r	f3r.13	qot	kühle Folgendes ab	kalt und bis zur mittleren Einweichstufe	CONTEXT_SCOPED_SHORT_FORM	QO_COMMAND+T_COLD	nimm die kalte Droge	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	qotshey	qokeey qot shey qokody qokshey cheody	bis zur Heizendstufe; [qot:?]; bis zur mittleren Einweichstufe; Ansatz erhitzen und fertigstellen; heiß und bis zur mittleren Einweichstufe; getrockneter Ansatz	bis zur Heizendstufe; kalt und bis zur mittleren Einweichstufe; Ansatz erhitzen und fertigstellen; heiß und bis zur mittleren Einweichstufe; getrockneter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
45	f3r	f3r.2	qotcham	kühle ein Maß Trockendroge	kühle ein Maß Trockendroge	PRODUCTIVE_COMPOUND	QO_COMMAND+T_COLD+CH_DRY+AM_UNIT_I	ein Maß kalt getrocknete Droge	LOW_EXPLORATORY	NONE	ycheor chor dam qotcham cham	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; Pflanzenteil; Dosis I; [qotcham:?]; ein Maß Trockendroge	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; Pflanzenteil; Dosis I; kühle ein Maß Trockendroge; ein Maß Trockendroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
46	f3r	f3r.3	qocheor	nimm eine Portion bis zur Mittelstufe getrockneter Droge	nimm eine Portion bis zur Mittelstufe getrockneter Droge	PRODUCTIVE_COMPOUND	QO_COMMAND+CH_DRY+E_MIDDLE+OR_PORTION	trockne eine Portion bis zur Mittelstufe	LOW_EXPLORATORY	NONE	ochor qocheor chol daiin cthy	Pflanzenteil im Ansatz; [qocheor:?]; Trockengut; Stufe III; Krautdroge	Pflanzenteil im Ansatz; nimm eine Portion bis zur Mittelstufe getrockneter Droge; Trockengut; Stufe III; Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
47	f3v	f3v.14	sheam	ein Maß bis zur Mittelstufe eingeweichte Droge	ein Maß bis zur Mittelstufe eingeweichte Droge	PRODUCTIVE_COMPOUND	SH_MOIST+E_MIDDLE+AM_UNIT_I	mäßig angefeuchtete Droge der Maßeinheit I	LOW_EXPLORATORY	NONE	dain sheam y keam	zwei Maße; [sheam:?]; hierzu: ein Maß bis zur Mittelstufe erhitzter Droge	zwei Maße; ein Maß bis zur Mittelstufe eingeweichte Droge; hierzu: ein Maß bis zur Mittelstufe erhitzter Droge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
48	f42r	f42r.5	kary	erste erhitzte Fraktion, abgeschlossen	erste erhitzte Fraktion, abgeschlossen	PRODUCTIVE_COMPOUND	K_HOT+AR_FRACTION_I+Y_START_OR_CLOSE	erhitze die erste Fraktion leicht	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokar chockhy chotor chy kary	heiße Drogenfraktion I; Arzneikompositum im Trockenansatz am Gradanfang; eine Portion abgekühlten Trockenansatzes; angetrocknet; [kary:?]	heiße Drogenfraktion I; Arzneikompositum im Trockenansatz am Gradanfang; eine Portion abgekühlten Trockenansatzes; angetrocknet; erste erhitzte Fraktion, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
49	f43v	f43v.4	dey	miss eine Dosis auf Mittelstufe ab und schließe den Posten	miss eine Dosis auf Mittelstufe ab und schließe den Posten	CONTEXT_SCOPED_SHORT_FORM	D_MEASURE+E_MIDDLE+Y_START_OR_CLOSE	abgemessene Dosis der Mittelstufe	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	dey ykeedy chees ain shy qocthedy chey qokar checkhy okam	[dey:?]; Eintrag/Bezug: heiß am Gradende, abgeschlossen; vollständig getrocknete Kräutermischung; zwei Teile; leicht angefeuchtet; Krautdroge bis zur Mittelstufe aufbereiten und abschließen; bis zur mittleren Trockenstufe; heiße Drogenfraktion I; trockenes Arzneikompositum am Gradanfang; ein Maß heißen Ansatzes	miss eine Dosis auf Mittelstufe ab und schließe den Posten; Eintrag/Bezug: heiß am Gradende, abgeschlossen; vollständig getrocknete Kräutermischung; zwei Teile; leicht angefeuchtet; Krautdroge bis zur Mittelstufe aufbereiten und abschließen; bis zur mittleren Trockenstufe; heiße Drogenfraktion I; trockenes Arzneikompositum am Gradanfang; ein Maß heißen Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
50	f44r	f44r.4	ykchey	erhitze und trockne hiervon bis zur Mittelstufe	erhitze und trockne hiervon bis zur Mittelstufe	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	diese Droge mäßig heiß trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychor ykchey ykchy chody dam	nimm hiervon den Pflanzenteil; [ykchey:?]; Eintrag/Bezug: heiß-trocken am Gradanfang; Trockenansatz, abgeschlossen; Dosis I	nimm hiervon den Pflanzenteil; erhitze und trockne hiervon bis zur Mittelstufe; Eintrag/Bezug: heiß-trocken am Gradanfang; Trockenansatz, abgeschlossen; Dosis I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
51	f44v	f44v.13	dairl	zweite Fraktion Holzdroge abmessen	zweite Fraktion Holzdroge abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+AIR_FRACTION_II+L_WOOD	abgemessene Holzdroge der zweiten Fraktion	LOW_EXPLORATORY	NONE	lchor shol dairl	holziger Pflanzenteil; Feuchtgut; [dairl:?]	holziger Pflanzenteil; Feuchtgut; zweite Fraktion Holzdroge abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
52	f45r	f45r.8	otydal	kalten Ansatz auf Schlussstufe als Rohdroge I abmessen	kalten Ansatz auf Schlussstufe als Rohdroge I abmessen	LEARNED_WHOLE	LEARNED_OTYDAL_WHOLE	abgemessener kalter Rohstoff-I-Ansatz	LOW_EXPLORATORY	NONE	tchol cthy qodaiin cthy dain ey otydal daiin g	kalt-trockenes Drogenmaterial; Krautdroge; Stufe III; Krautdroge; Menge/Portion II; anschließend: [otydal:?]; drei Maße; vorstehenden Rezeptposten abschließen	kalt-trockenes Drogenmaterial; Krautdroge; Stufe III; Krautdroge; Menge/Portion II; anschließend: kalten Ansatz auf Schlussstufe als Rohdroge I abmessen; drei Maße; vorstehenden Rezeptposten abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
53	f46r	f46r.8	cheos	Charge eines mitteltrockenen Ansatzes	Charge eines mitteltrockenen Ansatzes	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+O_PREP+S_TERM_SPECIES	mitteltrockene Ansatzspecies	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	eine Dosis eingeweichte Droge; angetrocknet; Arzneikompositum: trocken, Gradanfang; leicht angefeuchtet; leicht angefeuchtet, abgeschlossen; getrocknete Droge leicht erhitzen; Trockenansatz, abgeschlossen; Krautdroge fertig aufbereiten; Samen-/Saatgutposten; [cheos:?]; bis zur mittleren Trockenstufe	eine Dosis eingeweichte Droge; angetrocknet; Arzneikompositum: trocken, Gradanfang; leicht angefeuchtet; leicht angefeuchtet, abgeschlossen; getrocknete Droge leicht erhitzen; Trockenansatz, abgeschlossen; Krautdroge fertig aufbereiten; Samen-/Saatgutposten; Charge eines mitteltrockenen Ansatzes; bis zur mittleren Trockenstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
54	f46v	f46v.9	chtedy	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	PRODUCTIVE_COMPOUND	CH_DRY+T_COLD+E_MIDDLE+DY_FINISHED	fertig kalt getrocknete Droge	MEDIUM_EXACT_WHOLE	NONE	yteedy shedy cheedy chtedy daim	kühle hiervon vollständig ab und schließe; bis zur mittleren Einweichstufe gebracht; vollständig getrocknet; [chtedy:?]; eine zweite Dosis abmessen	kühle hiervon vollständig ab und schließe; bis zur mittleren Einweichstufe gebracht; vollständig getrocknet; abkühlen, bis zur Mittelstufe trocknen und fertigstellen; eine zweite Dosis abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
55	f49v	f49v.10	qotchar	kühle die erste Trockenfraktion	kühle die erste Trockenfraktion	PRODUCTIVE_COMPOUND	QO_COMMAND+T_COLD+CH_DRY+AR_FRACTION_I	nimm die erste kalt getrocknete Fraktion	MEDIUM_EXACT_WHOLE	NONE	shol shodaiin qotchar	Feuchtgut; drei Dosen Feuchtansatz; [qotchar:?]	Feuchtgut; drei Dosen Feuchtansatz; kühle die erste Trockenfraktion	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
56	f49v	f49v.18	sheeod	vollständig eingeweichten Ansatz abschließen	vollständig eingeweichten Ansatz abschließen	PRODUCTIVE_COMPOUND	SH_MOIST+EE_END+O_PREP+D_TERM_CLOSE	vollständig eingeweichten Ansatz abziehen	MEDIUM_EXACT_WHOLE	NONE	ochor sheeod ksheo dl	Pflanzenteil im Ansatz; [sheeod:?]; heißer Feuchtansatz; Rohstoffmaß	Pflanzenteil im Ansatz; vollständig eingeweichten Ansatz abschließen; heißer Feuchtansatz; Rohstoffmaß	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
57	f49v	f49v.26	chokeeody	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+EE_END+O_PREP+DY_FINISHED	fertig wiederangesetzter heißer Trockenstoff	LOW_EXPLORATORY	NONE	qokeol chokeeody otol kcho s chol daiin	erhitze den Drogenstoff bis zur Mittelstufe; [chokeeody:?]; kaltes Zubereitungsgut; Zubereitung: heiß und trocken; Samen-/Saatgutposten; Trockengut; Stufe III	erhitze den Drogenstoff bis zur Mittelstufe; Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen; kaltes Zubereitungsgut; Zubereitung: heiß und trocken; Samen-/Saatgutposten; Trockengut; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
58	f4v	f4v.11	shtaiin	drei Teile eingeweichte und abgekühlte Droge	drei Teile eingeweichte und abgekühlte Droge	PRODUCTIVE_COMPOUND	SH_MOIST+T_COLD+AIIN_III	Feuchtdroge auf Kühlstufe III	LOW_EXPLORATORY	NONE	sho kcheor shody shtaiin qotol daiin	feuchter Ansatz; eine Portion bis zur Mittelstufe heiß getrocknete Droge; vollständig eingeweichter Ansatz; [shtaiin:?]; kaltes Material; Stufe III	feuchter Ansatz; eine Portion bis zur Mittelstufe heiß getrocknete Droge; vollständig eingeweichter Ansatz; drei Teile eingeweichte und abgekühlte Droge; kaltes Material; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
59	f4v	f4v.13	chokody	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Doppelansatz	LOW_EXPLORATORY	NONE	shody s cheor chokody shodaiin qoty	vollständig eingeweichter Ansatz; Samen-/Saatgutposten; trockener Drogenteil; [chokody:?]; drei Dosen Feuchtansatz; leicht gekühlt	vollständig eingeweichter Ansatz; Samen-/Saatgutposten; trockener Drogenteil; Trockenansatz erhitzen, erneut ansetzen und fertigstellen; drei Dosen Feuchtansatz; leicht gekühlt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
60	f51r	f51r.10	ykchol	erhitze und trockne hiervon den Drogenstoff	erhitze und trockne hiervon den Drogenstoff	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+CH_DRY+OL_MATERIAL	heiß getrockneter Drogenstoff dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ykchol dor shey qokeol kchey shol okam	[ykchol:?]; miss eine Portion Droge ab; bis zur mittleren Einweichstufe; erhitze den Drogenstoff bis zur Mittelstufe; heiß und bis zur mittleren Trockenstufe; Feuchtgut; ein Maß heißen Ansatzes	erhitze und trockne hiervon den Drogenstoff; miss eine Portion Droge ab; bis zur mittleren Einweichstufe; erhitze den Drogenstoff bis zur Mittelstufe; heiß und bis zur mittleren Trockenstufe; Feuchtgut; ein Maß heißen Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
61	f51r	f51r.5	tcheody	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	PRODUCTIVE_COMPOUND	T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt getrockneter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	tcheody qodaiin okeey qockhey taiin	[tcheody:?]; Stufe III; Ansatz auf Heizendstufe; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; kalt, Grad III	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen; Stufe III; Ansatz auf Heizendstufe; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; kalt, Grad III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
62	f52v	f52v.10	yokeey	erhitze hiervon einen Ansatz vollständig und schließe ab	erhitze hiervon einen Ansatz vollständig und schließe ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+O_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Ansatz dieser Droge	LOW_EXPLORATORY	NONE	yokeey qokody chol sol s aiin	[yokeey:?]; Ansatz erhitzen und fertigstellen; Trockengut; Samenmaterial/Saatgut; Samen-/Saatgutposten; drei Teile	erhitze hiervon einen Ansatz vollständig und schließe ab; Ansatz erhitzen und fertigstellen; Trockengut; Samenmaterial/Saatgut; Samen-/Saatgutposten; drei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
63	f53v	f53v.10	ychocthy	trockne hiervon einen Ansatz mit Krautdroge leicht	trockne hiervon einen Ansatz mit Krautdroge leicht	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+O_PREP+CTH_HERB+Y_START_OR_CLOSE	leicht getrockneter Krautansatz dieser Droge	MEDIUM_EXACT_WHOLE	NONE	ychocthy qodal shodaiin	[ychocthy:?]; abgemessene Rohstoffmenge I im Ansatz; drei Dosen Feuchtansatz	trockne hiervon einen Ansatz mit Krautdroge leicht; abgemessene Rohstoffmenge I im Ansatz; drei Dosen Feuchtansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
