surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
lched	Holzdroge bis zur Mittelstufe trocknen und abschließen	L_WOOD+CH_DRY+E_MIDDLE+D_TERM_CLOSE	mäßig getrocknete Holzdroge abziehen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qolteedy	gib vollständig abgekühlten Drogenstoff hinzu und stelle ihn fertig	QOL_ADD+T_COLD+EE_END+DY_FINISHED	fertiggestellte kalte Zugabe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
olfar	erste Blütenfraktion aus Drogenstoff	OL_MATERIAL+F_FLOWER+AR_FRACTION_I	Blütenauszug der ersten Fraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
okeeeykeey	Ansatz lange erhitzen, dann nochmals vollständig erhitzen	LEARNED_OKEEEYKEEY_WHOLE	doppelt erhitzter Ansatz auf Endstufe	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chorolk	erhitzter Drogenstoff aus Pflanzenteil	CHOR_PLANT_PART+OL_MATERIAL+K_HOT	heißer Drogenstoff aus einer Trockenportion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ckheckhy	Arzneikompositum mittlerer Stufe erneut zusammensetzen und abschließen	CKH_COMPOSITE+E_MIDDLE+CKH_COMPOSITE+Y_START_OR_CLOSE	doppelt bereitetes Arzneikompositum der Mittelstufe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
olkaycthy	erhitzten Drogenstoff mit Krautdroge leicht abschließen	LEARNED_OLKAYCTHY_WHOLE	leichte Krautkomposition aus heißem Drogenstoff	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
dolas	eine Dosis Drogenstoff als gleiche Charge abmessen	D_MEASURE+OL_MATERIAL+A_PART_OR_LINK+S_TERM_SPECIES	abgemessene Drogenstoffspecies zu gleichen Teilen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
olkees	Charge vollständig erhitzten Drogenstoffs	OL_MATERIAL+K_HOT+EE_END+S_TERM_SPECIES	vollständig erhitzte Drogenstoffspecies	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
odol	Drogenstoff im Ansatz abmessen	O_PREP+D_MEASURE+OL_MATERIAL	abgemessener Ansatzstoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
agairom	eine Handvoll der dritten Fraktion	LEARNED_AGAIROM_WHOLE	ein Maß einer weiteren Fraktion	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ctheol	Krautdrogenstoff der Mittelstufe	CTH_HERB+E_MIDDLE+OL_MATERIAL	mäßig bereiteter Krautdrogenauszug	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chshoty	trocknen, einweichen, ansetzen, abkühlen und abschließen	CH_DRY+SH_MOIST+O_PREP+T_COLD+Y_START_OR_CLOSE	kalt angefeuchteter Trockenansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
cphol	zusammengesetzter Drogenstoff	CPH_COMPOSITE+OL_MATERIAL	Drogenstoff einer zusammengesetzten Pulverfraktion	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
