decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G667-D084	sshkchdy	SEED	PRODUCTIVE_COMPOUND	Saatgut einweichen, erhitzen, trocknen und fertigstellen	S_SEED+SH_MOIST+K_HOT+CH_DRY+DY_FINISHED	fertig heiß getrocknetes Feuchtsaatgut	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D085	dedy	MEASURE	PRODUCTIVE_COMPOUND	miss eine Dosis auf Mittelstufe ab und stelle sie fertig	D_MEASURE+E_MIDDLE+DY_FINISHED	fertige Dosis der Mittelstufe	3	3	3	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D086	dairydy	MEASURE	LEARNED_WHOLE	zweite abgemessene Fraktion fertigstellen	LEARNED_DAIRYDY_WHOLE	abgemessene Fraktion II auf Schlussstufe	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D087	cheg	MEASURE	PRODUCTIVE_COMPOUND	ein Gran bis zur Mittelstufe getrocknete Droge	CH_DRY+E_MIDDLE+G_GRAIN_SIGLUM	getrocknete Droge der mittleren Stufe	3	3	3	2	2	EXACT_WHOLE|LABEL_SIGLUM	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D088	lched	WOOD	PRODUCTIVE_COMPOUND	Holzdroge bis zur Mittelstufe trocknen und abschließen	L_WOOD+CH_DRY+E_MIDDLE+D_TERM_CLOSE	mäßig getrocknete Holzdroge abziehen	6	6	5	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D089	qolteedy	ACTION	PRODUCTIVE_COMPOUND	gib vollständig abgekühlten Drogenstoff hinzu und stelle ihn fertig	QOL_ADD+T_COLD+EE_END+DY_FINISHED	fertiggestellte kalte Zugabe	1	1	1	1	1	QOLTEEDY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D090	olfar	FLOWER	PRODUCTIVE_COMPOUND	erste Blütenfraktion aus Drogenstoff	OL_MATERIAL+F_FLOWER+AR_FRACTION_I	Blütenauszug der ersten Fraktion	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D091	okeeeykeey	ACTION	LEARNED_ACTION_WHOLE	Ansatz lange erhitzen, dann nochmals vollständig erhitzen	LEARNED_OKEEEYKEEY_WHOLE	doppelt erhitzter Ansatz auf Endstufe	1	1	1	0	0	OKEEEYKEEY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D092	chorolk	PLANT_PART	PRODUCTIVE_COMPOUND	erhitzter Drogenstoff aus Pflanzenteil	CHOR_PLANT_PART+OL_MATERIAL+K_HOT	heißer Drogenstoff aus einer Trockenportion	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D093	ckheckhy	COMPOSITE	PRODUCTIVE_COMPOUND	Arzneikompositum mittlerer Stufe erneut zusammensetzen und abschließen	CKH_COMPOSITE+E_MIDDLE+CKH_COMPOSITE+Y_START_OR_CLOSE	doppelt bereitetes Arzneikompositum der Mittelstufe	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D094	olkaycthy	COMPOSITE	LEARNED_WHOLE	erhitzten Drogenstoff mit Krautdroge leicht abschließen	LEARNED_OLKAYCTHY_WHOLE	leichte Krautkomposition aus heißem Drogenstoff	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D095	dolas	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis Drogenstoff als gleiche Charge abmessen	D_MEASURE+OL_MATERIAL+A_PART_OR_LINK+S_TERM_SPECIES	abgemessene Drogenstoffspecies zu gleichen Teilen	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D096	olkees	HOT_PREP	PRODUCTIVE_COMPOUND	Charge vollständig erhitzten Drogenstoffs	OL_MATERIAL+K_HOT+EE_END+S_TERM_SPECIES	vollständig erhitzte Drogenstoffspecies	3	3	3	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D097	odol	MEASURE	PRODUCTIVE_COMPOUND	Drogenstoff im Ansatz abmessen	O_PREP+D_MEASURE+OL_MATERIAL	abgemessener Ansatzstoff	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D098	agairom	MEASURE	LEARNED_WHOLE	eine Handvoll der dritten Fraktion	LEARNED_AGAIROM_WHOLE	ein Maß einer weiteren Fraktion	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D099	ctheol	HERB	PRODUCTIVE_COMPOUND	Krautdrogenstoff der Mittelstufe	CTH_HERB+E_MIDDLE+OL_MATERIAL	mäßig bereiteter Krautdrogenauszug	8	8	8	7	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D100	chshoty	ACTION	PRODUCTIVE_COMPOUND	trocknen, einweichen, ansetzen, abkühlen und abschließen	CH_DRY+SH_MOIST+O_PREP+T_COLD+Y_START_OR_CLOSE	kalt angefeuchteter Trockenansatz	1	1	1	1	1	CHSHOTY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D101	cphol	COMPOSITE	PRODUCTIVE_COMPOUND	zusammengesetzter Drogenstoff	CPH_COMPOSITE+OL_MATERIAL	Drogenstoff einer zusammengesetzten Pulverfraktion	11	11	9	10	10	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
