surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt528_rank	gdt528_revised_rank	gdt528_top1	gdt529_rank	gdt529_revised_rank	gdt529_top1	gdt529_top5	truth_gdt528_score	truth_square_feature	truth_gdt529_score	truth_square_trace	top1_gdt528_score	top1_square_feature	top1_gdt529_score	top1_square_trace	top1_alignment_trace	decision_change_class	working_policy	gdt530_working_recipe	gdt530_working_rank	gdt530_literal_reading_de	gdt530_short_phrase_de	gdt530_evidence	gdt530_policy	gdt531_working_recipe	gdt531_working_rank	gdt531_literal_reading_de	gdt531_short_phrase_de	gdt531_evidence	gdt531_policy
choiin	1	f20v	CH+O+IIN	CH+O+IIN	1	1	CH+O+IIN	1	1	CH+O+IIN	CH+O+IIN | LOCAL_C+O+IIN | HO+IIN | CH+O+AIIN | LOCAL_C+SH+O+IIN	2.843913726	0.000000000	2.843913726	NO_TERMINAL_M	2.843913726	0.000000000	2.843913726	NO_TERMINAL_M	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+O+IIN	1	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+O+IIN	1	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
cholpchd	1	f66r	OL+P+CHD	OL+P+CHD	1	1	OL+P+CHD	1	1	OL+P+CHD	OL+P+CHD | CH+OL+P+CHD | OL+P+CH+D_ADDR | LOCAL_C+OL+P+CHD | CH+OL+P+CH+D_ADDR	5.030926344	0.000000000	5.030926344	NO_TERMINAL_M	5.030926344	0.000000000	5.030926344	NO_TERMINAL_M	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	OL+P+CHD	1	FORTSETZEN · EINSETZEN · BEARBEITEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	OL+P+CHD	1	FORTSETZEN · EINSETZEN · BEARBEITEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
choraiin	1	f4r	CH+OR+AIIN	CH+OR+AIIN	1	1	CH+OR+AIIN	1	1	CH+OR+AIIN	CH+OR+AIIN | LOCAL_C+OR+AIIN | CH+OR+A_ADDR+AIIN | LOCAL_C+SH+OR+AIIN | CH+OR+A_ADDR+IIN	3.590330694	0.000000000	3.590330694	NO_TERMINAL_M	3.590330694	0.000000000	3.590330694	NO_TERMINAL_M	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+OR+AIIN	1	NEHMEN · EINHEIT · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+OR+AIIN	1	NEHMEN · EINHEIT · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
choraly	1	f20v	CH+OR+AL+Y	CH+OR+AL+Y	1	1	CH+OR+AL+Y	1	1	CH+OR+AL+Y	CH+OR+AL+Y | LOCAL_C+OR+AL+Y | LOCAL_C+SH+OR+AL+Y | CH+O+R+AL+Y | HO+R+AL+Y	2.786973011	0.000000000	2.786973011	NO_TERMINAL_M	2.786973011	0.000000000	2.786973011	NO_TERMINAL_M	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+OR+AL+Y	1	NEHMEN · EINHEIT · ZIELORT · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+OR+AL+Y	1	NEHMEN · EINHEIT · ZIELORT · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
chory	1	f20v	CH+OR+Y	CH+OR+Y	1	1	CH+OR+Y	1	1	CH+OR+Y	CH+OR+Y | LOCAL_C+OR+Y | LOCAL_C+SH+OR+Y | CH+O+R+Y | HO+R+Y	2.639675175	0.000000000	2.639675175	NO_TERMINAL_M	2.639675175	0.000000000	2.639675175	NO_TERMINAL_M	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+OR+Y	1	NEHMEN · EINHEIT · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+OR+Y	1	NEHMEN · EINHEIT · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
chpady	1	f4r	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY	1	1	CH+P+A_ADDR+DY	1	1	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY | CH+P+A_ADDR+Y | CH+P+A_ADDR+D_ADDR+Y | LOCAL_C+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+DY	5.134829881	0.000000000	5.134829881	NO_TERMINAL_M	5.134829881	0.000000000	5.134829881	NO_TERMINAL_M	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+P+A_ADDR+DY	1	NEHMEN · EINSETZEN · [A_ADDR:STEUERUNG=HIER] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+P+A_ADDR+DY	1	NEHMEN · EINSETZEN · [A_ADDR:STEUERUNG=HIER] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
chxar	1	f66r	CH+LOCAL_X+AR	CH+LOCAL_X+AR	1	1	CH+LOCAL_X+AR	1	1	CH+LOCAL_X+AR	CH+LOCAL_X+AR | LOCAL_C+SH+LOCAL_X+AR | CH+LOCAL_X+A_ADDR+R | CH+LOCAL_X+A_ADDR+AR | CH+SH+LOCAL_X+AR	2.831015632	0.000000000	2.831015632	NO_TERMINAL_M	2.831015632	0.000000000	2.831015632	NO_TERMINAL_M	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+LOCAL_X+AR	1	NEHMEN · [LOKALES_X:ZEICHEN_ODER_NAMENSKERN] · AUSGANG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+LOCAL_X+AR	1	NEHMEN · [LOKALES_X:ZEICHEN_ODER_NAMENSKERN] · AUSGANG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ckhochy	1	f4r	CH+K+O+CH+Y	CH+K+O+CH+Y	1	1	CH+K+O+CH+Y	1	1	CH+K+O+CH+Y	CH+K+O+CH+Y | CH+K+O+Y | CH+K+O+LOCAL_C+Y | K+O+CH+Y | LOCAL_C+K+O+CH+Y	3.538814011	0.000000000	3.538814011	NO_TERMINAL_M	3.538814011	0.000000000	3.538814011	NO_TERMINAL_M	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+K+O+CH+Y	1	NEHMEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+K+O+CH+Y	1	NEHMEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
cphaiin	1	f4r	CH+P+AIIN	CH+P+AIIN	1	1	CH+P+AIIN	1	1	CH+P+AIIN	CH+P+AIIN | CH+P+A_ADDR+AIIN | CH+P+SH+AIIN | LOCAL_C+P+AIIN | CH+P+A_ADDR+IIN	3.607846965	0.000000000	3.607846965	NO_TERMINAL_M	3.607846965	0.000000000	3.607846965	NO_TERMINAL_M	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+P+AIIN	1	NEHMEN · EINSETZEN · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+P+AIIN	1	NEHMEN · EINSETZEN · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
cpholdy	1	f4r	CH+P+OL+DY	CH+P+OL+DY	1	1	CH+P+OL+DY	1	1	CH+P+OL+DY	CH+P+OL+DY | CH+P+OL+D_ADDR+Y | CH+P+OL+Y | CH+P+OL | CH+P+SH+OL+DY	4.570803287	0.000000000	4.570803287	NO_TERMINAL_M	4.570803287	0.000000000	4.570803287	NO_TERMINAL_M	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+P+OL+DY	1	NEHMEN · EINSETZEN · FORTSETZEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+P+OL+DY	1	NEHMEN · EINSETZEN · FORTSETZEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
cthdy	1	f66r	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y	1	1	CH+T+D_ADDR+Y	1	1	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y | CH+T+DY | CH+T+Y | LOCAL_C+T+D_ADDR+Y | CH+T+SH+D_ADDR+Y	3.056432396	0.000000000	3.056432396	NO_TERMINAL_M	3.056432396	0.000000000	3.056432396	NO_TERMINAL_M	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+T+D_ADDR+Y	1	NEHMEN · EINSTELLEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+T+D_ADDR+Y	1	NEHMEN · EINSTELLEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
cthom	1	f4r	CH+T+O+M_LOCAL	CH+T+O+M_LOCAL	2	2	CH+T+O+AM_ADDR	1	1	CH+T+O+M_LOCAL	CH+T+O+M_LOCAL | CH+T+O+AM_ADDR | O+CH+T+AM_ADDR | O+CH+T+M_LOCAL | LOCAL_C+T+O+AM_ADDR	5.632512435	1.000000000	4.382512435	cth=CH+T[ctho/cthol/cthor];cho->chom adds M_LOCAL;ctho->cthom	5.632512435	1.000000000	4.382512435	cth=CH+T[ctho/cthol/cthor];cho->chom adds M_LOCAL;ctho->cthom	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000	GDT528_ERROR_CORRECTED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	CH+T+O+M_LOCAL	1	NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	CH+T+O+M_LOCAL	1	NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
da	1	f31r	DA	DA	1	1	DA	1	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	3.488033908	0.000000000	3.488033908	NO_TERMINAL_M	3.488033908	0.000000000	3.488033908	NO_TERMINAL_M	da=>da~DA@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	DA	1	[DA:STEUERUNG=ZWEITE STUFE]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	DA	1	[DA:STEUERUNG=ZWEITE STUFE]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dairal	1	f66r	D_ADDR+AIR+AL	D_ADDR+AIR+AL	1	1	D_ADDR+AIR+AL	1	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	3.563423188	0.000000000	3.563423188	NO_TERMINAL_M	3.563423188	0.000000000	3.563423188	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+AIR+AL	1	[D_ADDR:STEUERUNG=HIER] · BAHN · ZIELORT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+AIR+AL	1	[D_ADDR:STEUERUNG=HIER] · BAHN · ZIELORT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dairody	1	f66r	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY	1	1	D_ADDR+AIR+O+DY	1	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	4.122497798	0.000000000	4.122497798	NO_TERMINAL_M	4.122497798	0.000000000	4.122497798	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+AIR+O+DY	1	[D_ADDR:STEUERUNG=HIER] · BAHN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+AIR+O+DY	1	[D_ADDR:STEUERUNG=HIER] · BAHN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	2	D_ADDR+AIR+Y+K+O+DA+S	2	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_TERMINAL_M	7.144267724	0.000000000	7.144267724	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	[D_ADDR:STEUERUNG=HIER] · BAHN · POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [A_ADDR:STEUERUNG=HIER] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	[D_ADDR:STEUERUNG=HIER] · BAHN · POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [A_ADDR:STEUERUNG=HIER] · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dalalshedy	1	f66r	AL+AL+SH+E+DY	AL+AL+SH+E+DY	1	1	AL+AL+SH+E+DY	1	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.689116409	0.000000000	5.689116409	NO_TERMINAL_M	5.689116409	0.000000000	5.689116409	NO_TERMINAL_M	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	AL+AL+SH+E+DY	1	ZIELORT · ZIELORT · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	AL+AL+SH+E+DY	1	ZIELORT · ZIELORT · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	AL+CH+EEE+K+Y	2	2	AL+EEE+K+Y	2	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_TERMINAL_M	7.380002282	0.000000000	7.380002282	NO_TERMINAL_M	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	AL+CH+EEE+K+Y	2	ZIELORT · NEHMEN · [EEE:STEUERUNG=GRAD III] · GEBEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	AL+CH+EEE+K+Y	2	ZIELORT · NEHMEN · [EEE:STEUERUNG=GRAD III] · GEBEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dalky	1	f66r	AL+K+Y	AL+K+Y	1	1	AL+K+Y	1	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	3.748596593	0.000000000	3.748596593	NO_TERMINAL_M	3.748596593	0.000000000	3.748596593	NO_TERMINAL_M	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	AL+K+Y	1	ZIELORT · GEBEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	AL+K+Y	1	ZIELORT · GEBEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dalol	1	f66r	AL+OL	AL+OL	1	1	AL+OL	1	1	AL+OL	AL+OL | D_ADDR+AL+OL | D_ADDR+OL | DA+L+OL | D_ADDR+AL+O+L	3.449153165	0.000000000	3.449153165	NO_TERMINAL_M	3.449153165	0.000000000	3.449153165	NO_TERMINAL_M	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	AL+OL	1	ZIELORT · FORTSETZEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	AL+OL	1	ZIELORT · FORTSETZEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dard	1	f66r	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR	1	1	D_ADDR+AR+D_ADDR	1	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+AR+CHD	3.428680862	0.000000000	3.428680862	NO_TERMINAL_M	3.428680862	0.000000000	3.428680862	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+AR+D_ADDR	1	[D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+AR+D_ADDR	1	[D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dcheey	1	f31r	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y	1	1	D_ADDR+CH+EE+Y	1	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+EE+Y | D_ADDR+LOCAL_C+EE+Y	4.098299496	0.000000000	4.098299496	NO_TERMINAL_M	4.098299496	0.000000000	4.098299496	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+CH+EE+Y	1	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+CH+EE+Y	1	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dcheol	1	f66r	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L	1	1	D_ADDR+CH+E+O+L	1	1	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L | D_ADDR+CH+E+OL | CH+E+OL | D_ADDR+LOCAL_C+E+OL | CH+E+O+L	3.401383586	0.000000000	3.401383586	NO_TERMINAL_M	3.401383586	0.000000000	3.401383586	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+CH+E+O+L	1	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+CH+E+O+L	1	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
