statement_order	statement_id	record_unit_id	page	loci	owner_slot	visible_card_count	visible_surface_sequence	visible_recipe_sequence	current_reading_de	whole_sign_cards	terminal_cards	style_decision	available_compact_card	style_reason_de	hypothetical_card_count_if_compact_used	visible_text_policy
37	B1-S018	B1	f81v	f81v.24|f81v.27	gemeinsames Becken- und Figurenfeld auf f81v	4	ly · dsheol · oiiin · olkeedy	Auffanggefäß; WEITER_GLEICHER_LAUF + GRAD; STUFE; GRAD + SAMMELN	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: Auffanggefäß => Auffanggefäß | WEITER_GLEICHER_LAUF + GRAD => Kurzhalt | STUFE => Arbeitsstufe | GRAD + SAMMELN => lange sammeln; Schluss	1	1	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	4	KEEP_EXACT_VISIBLE_SEQUENCE
38	B1-S019	B1	f81v	f81v.27	gemeinsames Becken- und Figurenfeld auf f81v	1	tedy	GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	tedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
39	B1-S020	B1	f81v	f81v.27	gemeinsames Becken- und Figurenfeld auf f81v	2	cheky · shckhedy	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; SEIHEN	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => kurz wärmen | SEIHEN => durchlassen; Schluss	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
40	B1-S021	B1	f81v	f81v.27	gemeinsames Becken- und Figurenfeld auf f81v	1	chal	ZU_ZIEL	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: ZU_ZIEL => dorthin	0	0	SINGLE_CARD_ALREADY_COMPACT	chal	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
41	B2-S001	B2	f82r	f82r.2	aktuelle lokale Becken- oder Gerätestation auf f82r	1	dchedy	UEBERFUEHREN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: UEBERFUEHREN => überführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	dchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
42	B2-S002	B2	f82r	f82r.2	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qolchedy	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN => weiterführen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qolchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
43	B2-S003	B2	f82r	f82r.2	aktuelle lokale Becken- oder Gerätestation auf f82r	3	qokain · dy · qokeedy	EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN => dies | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	3	KEEP_EXACT_VISIBLE_SEQUENCE
44	B2-S004	B2	f82r	f82r.2|f82r.3	aktuelle lokale Becken- oder Gerätestation auf f82r	5	qokal · lcheckhy · lched · qokeey · lcheckhedy	EINSETZEN + ZU_ZIEL; AB + DIES_AKTUELLER_POSTEN + DURCHLASS; AB + UEBERFUEHREN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB + SEIHEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + ZU_ZIEL => dorthin einsetzen | AB + DIES_AKTUELLER_POSTEN + DURCHLASS => Abführpassage | AB + UEBERFUEHREN => Abführung | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | AB + SEIHEN => Trennabzug; Schluss	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	5	KEEP_EXACT_VISIBLE_SEQUENCE
45	B2-S005	B2	f82r	f82r.3|f82r.4	aktuelle lokale Becken- oder Gerätestation auf f82r	8	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN; SOLLWERT + SAMMELN; DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + SOLLWERT; EINSETZEN + SOLLWERT; WEITER_GLEICHER_LAUF + BEREIT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; AB + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN => Zieleinsatz | SOLLWERT + SAMMELN => Sollsammlung | DIES_AKTUELLER_POSTEN + DURCHLASS => durchleiten | EINSETZEN + SOLLWERT => bemessen | EINSETZEN + SOLLWERT => bemessen | WEITER_GLEICHER_LAUF + BEREIT => Fortsetzung vorbereiten | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => Langwärmen | AB + FESTSETZEN => abziehen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	8	KEEP_EXACT_VISIBLE_SEQUENCE
46	B2-S006	B2	f82r	f82r.4	aktuelle lokale Becken- oder Gerätestation auf f82r	4	oteey · qokal · sheckhy · qoky	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + ZU_ZIEL; GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + DIES_AKTUELLER_POSTEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN => Langfolge | EINSETZEN + ZU_ZIEL => dorthin einsetzen | GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS => Kurzpassage | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen	0	0	RETAIN_OPEN_MULTI_SLOT_INSTRUCTION	NONE	The open phrase carries several ordered slots or worksteps and has no exact one-card equivalent.	4	KEEP_EXACT_VISIBLE_SEQUENCE
47	B2-S007	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	1	dshedy	Frischwasser zugeben; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: Frischwasser zugeben; Schluss => Frischwasser zugeben; Schluss	1	1	SINGLE_CARD_ALREADY_COMPACT	dshedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
48	B2-S008	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	3	sotaiin · qokar · shedy	FOLGEPOSTEN + SOLLWERT; EINSETZEN + VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + SOLLWERT => Folgemaß | EINSETZEN + VON_QUELLE => Quelleinsatz | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	3	KEEP_EXACT_VISIBLE_SEQUENCE
49	B2-S009	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	1	solshedy	WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN => Folgeabsetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	solshedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
50	B2-S010	B2	f82r	f82r.7	aktuelle lokale Becken- oder Gerätestation auf f82r	4	qokeey · qoky · ls · cheey	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; AB; Klarlauf	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | AB => Auslass | Klarlauf => Klarlauf	1	0	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	4	KEEP_EXACT_VISIBLE_SEQUENCE
51	B2-S011	B2	f82r	f82r.19	aktuelle lokale Becken- oder Gerätestation auf f82r	4	okain · char · okain · qokeedy	EINSETZEN + PORTION; VON_QUELLE; EINSETZEN + PORTION; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + PORTION => Anteil zugeben | VON_QUELLE => davon | EINSETZEN + PORTION => Anteil zugeben | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	4	KEEP_EXACT_VISIBLE_SEQUENCE
52	B2-S012	B2	f82r	f82r.19|f82r.23	aktuelle lokale Becken- oder Gerätestation auf f82r	8	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	AB + DIES_AKTUELLER_POSTEN; Klarlauf; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB; SOLLWERT; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: AB + DIES_AKTUELLER_POSTEN => Abführgut | Klarlauf => Klarlauf | GRAD + DIES_AKTUELLER_POSTEN + BEREIT => kurz vorbereiten | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | AB => Klarabzug | SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN => dies | EINSETZEN + GRAD + FESTSETZEN => Volleinsatz; Schluss; Arbeitsschritt festsetzen	1	1	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	8	KEEP_EXACT_VISIBLE_SEQUENCE
53	B2-S013	B2	f82r	f82r.23	aktuelle lokale Becken- oder Gerätestation auf f82r	1	lchedy	AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: AB + UEBERFUEHREN => abführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	lchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
54	B2-S014	B2	f82r	f82r.23	aktuelle lokale Becken- oder Gerätestation auf f82r	1	lar	VON_QUELLE + AB	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: VON_QUELLE + AB => Quellabzug	0	0	SINGLE_CARD_ALREADY_COMPACT	lar	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
55	B2-S015	B2	f82r	f82r.26	aktuelle lokale Becken- oder Gerätestation auf f82r	2	tshey · qokeedy	RAHMEN + FREIGEGEBENER_LAUF; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: RAHMEN + FREIGEGEBENER_LAUF => Folgeklarlauf | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
56	B2-S016	B2	f82r	f82r.26|f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	8	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	ZU_ZIEL; VON_QUELLE + AB + UEBERFUEHREN; teilen; SOLLWERT; FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + SOLLWERT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; ZU + UEBERFUEHREN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: ZU_ZIEL => dorthin | VON_QUELLE + AB + UEBERFUEHREN => Quellabführung | teilen => teilen | SOLLWERT => Sollmaß | FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN => Langfolge | EINSETZEN + SOLLWERT => bemessen | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => kurz einwirken lassen | ZU + UEBERFUEHREN => Zuführung; Schluss	1	1	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	8	KEEP_EXACT_VISIBLE_SEQUENCE
57	B2-S017	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	2	rsheal · daldy	ZU_ZIEL + GRAD; ZU_ZIEL + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: ZU_ZIEL + GRAD => Kurzhalt am Ziel | ZU_ZIEL + FESTSETZEN => Zielschluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
58	B2-S018	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokeedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
59	B2-S019	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	rshedy	Vollwaschung; Schluss	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: Vollwaschung; Schluss => Vollwaschung; Schluss	1	1	SINGLE_CARD_ALREADY_COMPACT	rshedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
60	B2-S020	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qoteedy	FOLGEPOSTEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + GRAD + FESTSETZEN => lange Folgestufe; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qoteedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
61	B2-S021	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokeedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
62	B2-S022	B2	f82r	f82r.27	aktuelle lokale Becken- oder Gerätestation auf f82r	1	lochedy	AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN => Abführung; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	lochedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
63	B3-S001	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	olkeedy	GRAD + SAMMELN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + SAMMELN => lange sammeln; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	olkeedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
64	B3-S002	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	qotal · chkeedy	FOLGEPOSTEN + ZU_ZIEL; GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + ZU_ZIEL => danach dorthin | GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN => Langwärmen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
65	B3-S003	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	chey · daiin · chey · lchedy	DIES_AKTUELLER_POSTEN; SOLLWERT; DIES_AKTUELLER_POSTEN; AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN => dies | SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN => dies | AB + UEBERFUEHREN => abführen; Schluss	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	4	KEEP_EXACT_VISIBLE_SEQUENCE
66	B3-S004	B3	f83r	f83r.3	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	qokaiin · qotal · dar	EINSETZEN + SOLLWERT; FOLGEPOSTEN + ZU_ZIEL; VON_QUELLE	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | FOLGEPOSTEN + ZU_ZIEL => danach dorthin | VON_QUELLE => davon	0	0	RETAIN_OPEN_MULTI_SLOT_INSTRUCTION	NONE	The open phrase carries several ordered slots or worksteps and has no exact one-card equivalent.	3	KEEP_EXACT_VISIBLE_SEQUENCE
67	B3-S005	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	schedy	UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: UEBERFUEHREN => überführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	schedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
68	B3-S006	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	chedchy · qokal · olchedy	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + ZU_ZIEL; WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN + UEBERFUEHREN => Postentransfer | EINSETZEN + ZU_ZIEL => dorthin einsetzen | WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN => weiterführen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	3	KEEP_EXACT_VISIBLE_SEQUENCE
69	B3-S007	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	qokaiin · chedy · qokeedy	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	3	KEEP_EXACT_VISIBLE_SEQUENCE
70	B3-S008	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	lchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
71	B3-S009	B3	f83r	f83r.6	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qoky	EINSETZEN + DIES_AKTUELLER_POSTEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen	0	0	SINGLE_CARD_ALREADY_COMPACT	qoky	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
72	B3-S010	B3	f83r	f83r.8	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	pchedal · otedy	ZU_ZIEL + ZU + UEBERFUEHREN; FOLGEPOSTEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: ZU_ZIEL + ZU + UEBERFUEHREN => Zielzuführung | FOLGEPOSTEN + GRAD + FESTSETZEN => Kurzfolge; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
73	B3-S011	B3	f83r	f83r.8	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	shecthedchy · qoky · chedy · chary	DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT; EINSETZEN + DIES_AKTUELLER_POSTEN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; VON_QUELLE + DIES_AKTUELLER_POSTEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT => Vorbereitungstransfer | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | VON_QUELLE + DIES_AKTUELLER_POSTEN => Quellposten	0	0	RETAIN_OPEN_MULTI_SLOT_INSTRUCTION	NONE	The open phrase carries several ordered slots or worksteps and has no exact one-card equivalent.	4	KEEP_EXACT_VISIBLE_SEQUENCE
74	B3-S012	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	sor · shedy	BEDINGUNGSANSATZ; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: BEDINGUNGSANSATZ => Ansatz | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
75	B3-S013	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	qokaiin · chkain · shcthey · qokedy	EINSETZEN + SOLLWERT; PORTION; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | PORTION => Portion | GRAD + DIES_AKTUELLER_POSTEN + BEREIT => kurz vorbereiten | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	4	KEEP_EXACT_VISIBLE_SEQUENCE
76	B3-S014	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	okair · sheedy	EINSETZEN + LAUF_BAHN; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + LAUF_BAHN => Laufeinsatz | GRAD + FESTSETZEN + ABSETZEN => Langabsetzen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
77	B3-S015	B3	f83r	f83r.11	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	lchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
78	B3-S016	B3	f83r	f83r.11|f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	lo · qokchedy	AB + ZURUECKNEHMEN; EINSETZEN + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + ZURUECKNEHMEN => Abzug | EINSETZEN + FESTSETZEN + UEBERFUEHREN => vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
79	B3-S017	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokeedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
80	B3-S018	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shedy	GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	shedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
