global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
247	PROSE_EXACT_CARD	BIO	B3	f83r	247	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	NONE	ANWENDEN?	UNIQUE_EXACT	BATH	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	PROCESS	die obere	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
248	PROSE_EXACT_CARD	BIO	B3	f83r	248	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A009+A011+A022:fülle danach das Gefäß]	PROCESS	klare Fraktion	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
249	PROSE_EXACT_CARD	BIO	B3	f83r	249	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	PROCESS	in ein	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
250	PROSE_EXACT_CARD	BIO	B3	f83r	250	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A011+A014+A022:wende es an der markierten Stelle an]	PROCESS	Nebengefäß. Spüle	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
251	PROSE_EXACT_CARD	BIO	B3	f83r	251	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	qoky	NONE	ANWENDEN?	UNIQUE_EXACT	BATH	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	PROCESS	den leeren	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
252	PROSE_EXACT_CARD	BIO	B3	f83r	252	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	PROCESS	Beckenboden,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
253	PROSE_EXACT_CARD	BIO	B3	f83r	253	f83r.8	F081	B3-S011	0bdc8b6db811b4e67a63	chary	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:und lasse es abkühlen]	PROCESS	öffne den	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
254	PROSE_EXACT_CARD	BIO	B3	f83r	254	f83r.11	F082	B3-S012	7a4bb8136330ee4e6e56	sor	NONE	ANSATZ?	UNIQUE_EXACT	BATH	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;PREVIOUS_ITEM=B3:I002] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	ersten Zulauf	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
255	PROSE_EXACT_CARD	BIO	B3	f83r	255	f83r.11	F082	B3-S012	bc4f1f5c006c74a4d26d	shedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	PROCESS	und führe	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
256	PROSE_EXACT_CARD	BIO	B3	f83r	256	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	eine kleine	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
257	PROSE_EXACT_CARD	BIO	B3	f83r	257	f83r.11	F083	B3-S013	9da1b6ac2c929daea697	chkain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:ein abgemessener Anteil]	PROCESS	warme Frischportion	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
258	PROSE_EXACT_CARD	BIO	B3	f83r	258	f83r.11	F083	B3-S013	6b89d6dd70635bc60fe0	shcthey	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:unter derselben Einstellung]	PROCESS	hinein. Verbinde	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
259	PROSE_EXACT_CARD	BIO	B3	f83r	259	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	NONE	SPÜLEN?	UNIQUE_EXACT	BATH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	PROCESS	nur nach	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
260	PROSE_EXACT_CARD	BIO	B3	f83r	260	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A009+A011+A022:öffne danach den oberen Lauf]	PROCESS	Geruchs- und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
261	PROSE_EXACT_CARD	BIO	B3	f83r	261	f83r.11	F084	B3-S014	03626ca94cb17800d767	sheedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A022:wasche einmal und beende den Schritt]	PROCESS	Sichtprobe einen	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
262	PROSE_EXACT_CARD	BIO	B3	f83r	262	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	NONE	ABLASSEN?	UNIQUE_EXACT	BATH	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	PROCESS	ausgewählten	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
263	PROSE_EXACT_CARD	BIO	B3	f83r	263	f83r.11	F086	B3-S016	2b7fa918d1b2f5c656e3	lo	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:schließe den unteren Ablauf]	PROCESS	Anteil des	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
264	PROSE_EXACT_CARD	BIO	B3	f83r	264	f83r.14	F087	B3-S016	07913ef9b1fb773cd325	qokchedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:lasse es abkühlen und beende den Schritt]	PROCESS	geklärten Vorpostens	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
265	PROSE_EXACT_CARD	BIO	B3	f83r	265	f83r.14	F088	B3-S017	7d25241b0e56c836372a	qokeedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	PROCESS	mit dieser	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
266	PROSE_EXACT_CARD	BIO	B3	f83r	266	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	PROCESS	Frischportion. Temperiere	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
267	PROSE_EXACT_CARD	BIO	B3	f83r	267	f83r.14	F090	B3-S019	db167f8e9b53eefb58f8	qokshedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A022:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	PROCESS	den aktiven	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
268	PROSE_EXACT_CARD	BIO	B3	f83r	268	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	dal	NONE	ZIEL?	UNIQUE_EXACT	BATH	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T009] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	PROCESS	Posten, verteile	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
269	PROSE_EXACT_CARD	BIO	B3	f83r	269	f83r.14	F091	B3-S020	de7321bface5628e35d6	lchedy	NONE	ABLASSEN?	UNIQUE_EXACT	BATH	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	PROCESS	ihn nacheinander	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
270	PROSE_EXACT_CARD	BIO	B3	f83r	270	f83r.14	F092	B3-S021	b5fcea1eaed06b2f2291	qokaiin	STANDARDSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	auf zwei	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
271	PROSE_EXACT_CARD	BIO	B3	f83r	271	f83r.14	F092	B3-S021	e0b630cb1b5df5e7105b	shcthy	NONE	BEREIT?	UNIQUE_EXACT	BATH	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	PROCESS	Becken und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
272	PROSE_EXACT_CARD	BIO	B3	f83r	272	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	dal	NONE	ZIEL?	UNIQUE_EXACT	BATH	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T010] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	PROCESS	prüfe	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
273	PROSE_EXACT_CARD	BIO	B3	f83r	273	f83r.14	F092	B3-S021	b921a237be883a820352	sy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	PROCESS	an jeder	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
274	PROSE_EXACT_CARD	BIO	B3	f83r	274	f83r.15	F093	B3-S021	2f1c5e56e8f0ff459065	saiin	NONE	MASS?	UNIQUE_EXACT	BATH	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	Zielstation freien	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
275	PROSE_EXACT_CARD	BIO	B3	f83r	275	f83r.15	F093	B3-S021	abb23e5e6936b4147f76	shedal	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:für einen Zeitabschnitt]	PROCESS	Ablauf. Fange	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
276	PROSE_EXACT_CARD	BIO	B3	f83r	276	f83r.15	F093	B3-S021	cb57b696b815fdef9cb7	shecthy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:warmes Wasser]	PROCESS	den unteren	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
277	PROSE_EXACT_CARD	BIO	B3	f83r	277	f83r.15	F093	B3-S021	b921a237be883a820352	chey	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	PROCESS	Lauf auf,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
278	PROSE_EXACT_CARD	BIO	B3	f83r	278	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	tal	NONE	ZIEL?	UNIQUE_EXACT	BATH	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T010] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	PROCESS	lasse ihn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
279	PROSE_EXACT_CARD	BIO	B3	f83r	279	f83r.15	F093	B3-S021	e0b630cb1b5df5e7105b	shcthy	NONE	BEREIT?	UNIQUE_EXACT	BATH	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	PROCESS	nochmals setzen,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
280	PROSE_EXACT_CARD	BIO	B3	f83r	280	f83r.15	F093	B3-S021	2bc2ed2630dbdaaa6b59	dalchdy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:behalte den Rückstand und beende den Schritt]	PROCESS	wechsle das	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
281	PROSE_EXACT_CARD	BIO	B3	f83r	281	f83r.15	F094	B3-S022	4de12cf322dfb76ded1e	qotchedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	PROCESS	Filtertuch	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
282	PROSE_EXACT_CARD	BIO	B3	f83r	282	f83r.15	F095	B3-S023	de7321bface5628e35d6	lchedy	NONE	ABLASSEN?	UNIQUE_EXACT	BATH	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	PROCESS	und führe	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
283	PROSE_EXACT_CARD	BIO	B3	f83r	283	f83r.16	F096	B3-S024	259b2b3b0bf859882e2c	tchedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	PROCESS	die klare	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
284	PROSE_EXACT_CARD	BIO	B3	f83r	284	f83r.16	F097	B3-S025	87411f84689b4f93a303	qokchdy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A009+A011+A022:erwärme es einmal und beende den Schritt]	PROCESS	Fraktion in	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
285	PROSE_EXACT_CARD	BIO	B3	f83r	285	f83r.16	F098	B3-S026	342c3f0777337648f4b3	cheedar	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A003+A011+A014+A022:richte die bezeichnete Beckenstation ein]	PROCESS	den Arbeitskreislauf	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
286	PROSE_EXACT_CARD	BIO	B3	f83r	286	f83r.16	F098	B3-S026	d72f71baff01cd0a0406	chldaiin	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:nach dem Absetzen]	PROCESS	zurück. Wiederhole	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
287	PROSE_EXACT_CARD	BIO	B3	f83r	287	f83r.16	F098	B3-S026	6f7ff8287eddf4da9fdb	chedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	PROCESS	den Wasch-	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
288	PROSE_EXACT_CARD	BIO	B3	f83r	288	f83r.16	F098	B3-S026	1645e612504fcef59ced	qokain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A010+A011+A022:gib einen abgemessenen Anteil in das Gefäß]	PROCESS	und Ablassgang	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
289	PROSE_EXACT_CARD	BIO	B3	f83r	289	f83r.16	F098	B3-S026	e0b630cb1b5df5e7105b	checthy	NONE	BEREIT?	UNIQUE_EXACT	BATH	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	PROCESS	nur einmal.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
290	PROSE_EXACT_CARD	BIO	B3	f83r	290	f83r.16	F098	B3-S026	d788d8d72d41b25a3c71	chealror	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A012+A022:bis der Strom klar wird]	PROCESS	Wenn ein	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
291	PROSE_EXACT_CARD	BIO	B3	f83r	291	f83r.20	F099	B3-S026	3b70942557b3a40e8030	solkeedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	PROCESS	Lauf	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
292	PROSE_EXACT_CARD	BIO	B3	f83r	292	f83r.20	F100	B3-S027	ff178343c18e287ce3b7	qoteedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A022:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	PROCESS	trüb bleibt,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
293	PROSE_EXACT_CARD	BIO	B3	f83r	293	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	qokeey	NONE	TEMPERIEREN?	UNIQUE_EXACT	BATH	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A005+A008+A011+A015+A022:die Charge für den vorgesehenen Gebrauch temperieren]	PROCESS	trenne ihn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
294	PROSE_EXACT_CARD	BIO	B3	f83r	294	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	NONE	SPÜLEN?	UNIQUE_EXACT	BATH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	PROCESS	als Scheuerwasser	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
295	PROSE_EXACT_CARD	BIO	B3	f83r	295	f83r.20	F102	B3-S029	dcda95c81a5460feb191	sol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;PREVIOUS_ITEM=B3:I001] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	ab; wenn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
296	PROSE_EXACT_CARD	BIO	B3	f83r	296	f83r.20	F102	B3-S029	9247e38d29c79a0d2fa5	cheeety	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A005+A009+A011+A015+A022:nach der ersten Spülung]	PROCESS	Geruch, Wärme	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
297	PROSE_EXACT_CARD	BIO	B3	f83r	297	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	NONE	SPÜLEN?	UNIQUE_EXACT	BATH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	PROCESS	und Klarheit	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
