group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	local_formal_role	iatromedical_local_text	practical_local_text	orientation_status	f68_f69_mapping	semantic_ceiling
56	A1	f67r2	f67r2.22	1	A1:G056	okal	ROW_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 2: Jupiter; überlieferte Grundqualität: warm und feucht; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R02 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
57	A1	f67r2	f67r2.23	1	A1:G057	oparchy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Prüfe zusätzlich, ob der Mond	Lookup-Anweisungsblock I09 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
58	A1	f67r2	f67r2.23	2	A1:G058	salsain	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] an Licht zunimmt oder abnimmt.	Lookup-Anweisungsblock I09 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
59	A1	f67r2	f67r2.24	1	A1:G059	sodar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Zunehmendes Licht begünstigt stärkende,	Lookup-Anweisungsblock I10 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
60	A1	f67r2	f67r2.24	2	A1:G060	ofar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] abnehmendes Licht entleerende	Lookup-Anweisungsblock I10 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
61	A1	f67r2	f67r2.24	3	A1:G061	ar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Maßnahmen im Exemplar.	Lookup-Anweisungsblock I10 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
62	A1	f67r2	f67r2.25	1	A1:G062	ydam	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Prüfe nun die schädlichen Verbindungen von Saturn und Mars.	Lookup-Anweisungsblock I11 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
63	A1	f67r2	f67r2.26	1	A1:G063	yteoor	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei schädlichem Aspekt verschiebe	Lookup-Anweisungsblock I12 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
64	A1	f67r2	f67r2.26	2	A1:G064	yto	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] den starken Eingriff	Lookup-Anweisungsblock I12 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
65	A1	f67r2	f67r2.26	3	A1:G065	ykor	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] und wähle Schonung.	Lookup-Anweisungsblock I12 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
66	A1	f67r2	f67r2.27	1	A1:G066	okeo	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Sonnenverbrennung des	Lookup-Anweisungsblock I13 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
67	A1	f67r2	f67r2.27	2	A1:G067	r	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Mondes halte	Lookup-Anweisungsblock I13 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
68	A1	f67r2	f67r2.27	3	A1:G068	aiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die beabsichtigte	Lookup-Anweisungsblock I13 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
69	A1	f67r2	f67r2.27	4	A1:G069	am	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Maßnahme zurück.	Lookup-Anweisungsblock I13 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
70	A1	f67r2	f67r2.28	1	A1:G070	okain	ROW_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 3: Mars; überlieferte Grundqualität: heiß	Werk-/Ressourcenreihe R03 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
71	A1	f67r2	f67r2.28	2	A1:G071	am	ROW_REDUNDANCY_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und trocken; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R03 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
72	A1	f67r2	f67r2.29	1	A1:G072	ytody	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bei guter Verbindung eines Wohltäters	Lookup-Anweisungsblock I14 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
73	A1	f67r2	f67r2.29	2	A1:G073	saiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] darf eine milde Behandlung erfolgen.	Lookup-Anweisungsblock I14 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
74	A1	f67r2	f67r2.30	1	A1:G074	ochol	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Wähle die Anwendung nach Krankheit,	Lookup-Anweisungsblock I15 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
75	A1	f67r2	f67r2.30	2	A1:G075	olol	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Kräften und sichtbarer Körperstelle.	Lookup-Anweisungsblock I15 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
76	A1	f67r2	f67r2.31	1	A1:G076	opcholdy	ROW_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 4: Sonne; überlieferte Grundqualität: warm und trocken; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R04 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
77	A1	f67r2	f67r2.32	1	A1:G077	dosar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Fülle kann	Lookup-Anweisungsblock I16 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
78	A1	f67r2	f67r2.32	2	A1:G078	odas	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] das lokale Exemplar	Lookup-Anweisungsblock I16 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
79	A1	f67r2	f67r2.32	3	A1:G079	air	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] Aderlass oder	Lookup-Anweisungsblock I16 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
80	A1	f67r2	f67r2.32	4	A1:G080	alaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Schröpfen erwägen.	Lookup-Anweisungsblock I16 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
81	A1	f67r2	f67r2.33	1	A1:G081	dokan	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei Schwäche meide starke	Lookup-Anweisungsblock I17 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
82	A1	f67r2	f67r2.33	2	A1:G082	oear	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Entleerung und vermindere	Lookup-Anweisungsblock I17 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
83	A1	f67r2	f67r2.33	3	A1:G083	odal	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] das gewöhnliche Maß.	Lookup-Anweisungsblock I17 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
84	A1	f67r2	f67r2.34	1	A1:G084	ofar	ROW_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 5: Venus; überlieferte Grundqualität: kühl	Werk-/Ressourcenreihe R05 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
85	A1	f67r2	f67r2.34	2	A1:G085	oeoldan	ROW_REDUNDANCY_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und feucht; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R05 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
86	A1	f67r2	f67r2.35	1	A1:G086	chol	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Bad und	Lookup-Anweisungsblock I18 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
87	A1	f67r2	f67r2.35	2	A1:G087	giin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Salbung wähle nur	Lookup-Anweisungsblock I18 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
88	A1	f67r2	f67r2.35	3	A1:G088	okol	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] eine gemäßigte Wärme.	Lookup-Anweisungsblock I18 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
89	A1	f67r2	f67r2.36	1	A1:G089	ytor	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Trank und Arznei	Lookup-Anweisungsblock I19 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
90	A1	f67r2	f67r2.36	2	A1:G090	daiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] wahre das im	Lookup-Anweisungsblock I19 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
91	A1	f67r2	f67r2.36	3	A1:G091	or	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Rezept vorgeschriebene Maß.	Lookup-Anweisungsblock I19 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
92	A1	f67r2	f67r2.37	1	A1:G092	ytoaiin	ROW_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 6: Merkur; überlieferte Grundqualität: wechselnd nach Verbindung; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R06 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
93	A1	f67r2	f67r2.38	1	A1:G093	otoldos	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Am Kopf handle nicht stark, solange	Lookup-Anweisungsblock I20 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
94	A1	f67r2	f67r2.38	2	A1:G094	octhole	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] der Mond im Widder steht.	Lookup-Anweisungsblock I20 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
95	A1	f67r2	f67r2.39	1	A1:G095	sor	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Hals und Kehle handle	Lookup-Anweisungsblock I21 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
96	A1	f67r2	f67r2.39	2	A1:G096	chedaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark, solange der	Lookup-Anweisungsblock I21 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
97	A1	f67r2	f67r2.39	3	A1:G097	dy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Stier steht.	Lookup-Anweisungsblock I21 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
98	A1	f67r2	f67r2.40	1	A1:G098	yteos	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Armen und Händen	Lookup-Anweisungsblock I22 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
99	A1	f67r2	f67r2.40	2	A1:G099	oiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I22 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
100	A1	f67r2	f67r2.40	3	A1:G100	og	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in den Zwillingen.	Lookup-Anweisungsblock I22 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
101	A1	f67r2	f67r2.41	1	A1:G101	ytoeopchey	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Brust und Brüsten handle nicht	Lookup-Anweisungsblock I23 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
102	A1	f67r2	f67r2.41	2	A1:G102	chekody	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Krebs.	Lookup-Anweisungsblock I23 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
103	A1	f67r2	f67r2.42	1	A1:G103	sosho	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Herz und oberem	Lookup-Anweisungsblock I24 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
104	A1	f67r2	f67r2.42	2	A1:G104	chos	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Rücken handle nicht stark	Lookup-Anweisungsblock I24 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
105	A1	f67r2	f67r2.42	3	A1:G105	ockhy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] bei Mond im Löwen.	Lookup-Anweisungsblock I24 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
106	A1	f67r2	f67r2.43	1	A1:G106	daiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] An Bauch und	Lookup-Anweisungsblock I25 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
107	A1	f67r2	f67r2.43	2	A1:G107	aiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Eingeweiden handle nicht	Lookup-Anweisungsblock I25 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
108	A1	f67r2	f67r2.43	3	A1:G108	os	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] stark bei Mond	Lookup-Anweisungsblock I25 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
109	A1	f67r2	f67r2.43	4	A1:G109	qsg	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] in der Jungfrau.	Lookup-Anweisungsblock I25 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
110	A1	f67r2	f67r2.44	1	A1:G110	ofydy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Lenden und Nieren	Lookup-Anweisungsblock I26 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
111	A1	f67r2	f67r2.44	2	A1:G111	sheody	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I26 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
112	A1	f67r2	f67r2.44	3	A1:G112	aiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in der Waage.	Lookup-Anweisungsblock I26 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
