group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
93	f67r2	A1	f67r2.38	1	11933	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.38::1::11933	otoldos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I38	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Am Kopf handle nicht stark, solange	SCHEDULE	prüfe für das Duftöl Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
94	f67r2	A1	f67r2.38	2	11934	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.38::2::11934	octhole	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I38	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] der Mond im Widder steht.	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
95	f67r2	A1	f67r2.39	1	11935	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.39::1::11935	sor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Hals und Kehle handle	SCHEDULE	prüfe für das Erwärmen Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
96	f67r2	A1	f67r2.39	2	11936	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.39::2::11936	chedaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark, solange der	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
97	f67r2	A1	f67r2.39	3	11937	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.39::3::11937	dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Stier steht.	SCHEDULE	für das Filtern Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
98	f67r2	A1	f67r2.40	1	11938	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.40::1::11938	yteos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Armen und Händen	SCHEDULE	freie Feuerstelle. Am vierten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
99	f67r2	A1	f67r2.40	2	11939	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.40::2::11939	oiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	SCHEDULE	für den Badedienst Materialbestand, Wasserqualität und	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
100	f67r2	A1	f67r2.40	3	11940	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.40::3::11940	og	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in den Zwillingen.	SCHEDULE	freie Feuerstelle. Am vierten Werkstatttag prüfe	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
101	f67r2	A1	f67r2.41	1	11941	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.41::1::11941	ytoeopchey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I41	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Brust und Brüsten handle nicht	SCHEDULE	für Reinigung und Vorratsschluss Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
102	f67r2	A1	f67r2.41	2	11942	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.41::2::11942	chekody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I41	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Krebs.	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
103	f67r2	A1	f67r2.42	1	11943	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.42::1::11943	sosho	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Herz und oberem	SCHEDULE	prüfe für die Wurzelernte Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
104	f67r2	A1	f67r2.42	2	11944	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.42::2::11944	chos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Rücken handle nicht stark	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
105	f67r2	A1	f67r2.42	3	11945	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.42::3::11945	ockhy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] bei Mond im Löwen.	SCHEDULE	prüfe für die Blütenernte Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
106	f67r2	A1	f67r2.43	1	11946	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.43::1::11946	daiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] An Bauch und	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
107	f67r2	A1	f67r2.43	2	11947	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.43::2::11947	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Eingeweiden handle nicht	SCHEDULE	prüfe für die Blattsichtung Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
108	f67r2	A1	f67r2.43	3	11948	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.43::3::11948	os	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] stark bei Mond	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
109	f67r2	A1	f67r2.43	4	11949	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.43::4::11949	qsg	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] in der Jungfrau.	SCHEDULE	prüfe für das Schattentrocknen Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
110	f67r2	A1	f67r2.44	1	11950	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.44::1::11950	ofydy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Lenden und Nieren	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
111	f67r2	A1	f67r2.44	2	11951	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.44::2::11951	sheody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	SCHEDULE	prüfe für das Zerkleinern Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
112	f67r2	A1	f67r2.44	3	11952	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.44::3::11952	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in der Waage.	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
113	f67r2	A1	f67r2.45	1	11953	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.45::1::11953	ycheody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Genitalien und Blase	SCHEDULE	prüfe für das Einweichen Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
114	f67r2	A1	f67r2.45	2	11954	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.45::2::11954	es	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
115	f67r2	A1	f67r2.45	3	11955	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.45::3::11955	odaiiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Skorpion.	SCHEDULE	prüfe für das Färbebad Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
116	f67r2	A1	f67r2.46	1	11956	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.46::1::11956	yekees	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I46	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Hüften und Schenkeln handle nicht	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
117	f67r2	A1	f67r2.46	2	11957	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.46::2::11957	oraly	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I46	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Schützen.	SCHEDULE	prüfe für das Duftöl Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
118	f67r2	A1	f67r2.47	1	11958	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.47::1::11958	yfain	SEVEN_PLANET_LOCAL_EXEMPLAR	P07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 7: Mond; überlieferte Grundqualität: kalt und feucht; als Tages- oder Stundenherr prüfen.	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
119	f67r2	A1	f67r2.48	1	11959	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.48::1::11959	todaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An den Knien handle	SCHEDULE	prüfe für das Erwärmen Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
120	f67r2	A1	f67r2.48	2	11960	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.48::2::11960	dain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark bei	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
121	f67r2	A1	f67r2.48	3	11961	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.48::3::11961	dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Steinbock.	SCHEDULE	prüfe für das Filtern Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
122	f67r2	A1	f67r2.49	1	11962	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.49::1::11962	os	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Schienbeinen und Knöcheln	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
123	f67r2	A1	f67r2.49	2	11963	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.49::2::11963	choer	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	SCHEDULE	prüfe für den Badedienst Materialbestand, Wasserqualität	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
124	f67r2	A1	f67r2.49	3	11964	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.49::3::11964	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Wassermann.	SCHEDULE	und freie Feuerstelle. Am fünften Werkstatttag	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
125	f67r2	A1	f67r2.50	1	11965	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.50::1::11965	choeea	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I50	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An den Füßen handle nicht stark	SCHEDULE	prüfe für Reinigung und Vorratsschluss Materialbestand,	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
126	f67r2	A1	f67r2.50	2	11966	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.50::2::11966	sal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I50	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] bei Mond in den Fischen.	SCHEDULE	Wasserqualität und freie Feuerstelle. Am sechsten	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
127	f67r2	A1	f67r2.51	1	11967	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.51::1::11967	dadaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I51	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Wenn Zeichen oder Körperbezirk unsicher bleibt, verschiebe die Maßnahme.	SCHEDULE	Werkstatttag prüfe für die Wurzelernte Materialbestand,	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
128	f67r2	A1	f67r2.52	1	11968	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.52::1::11968	qotoear	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus I: Kranker und Körper; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	Wasserqualität und freie Feuerstelle. Am sechsten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
129	f67r2	A1	f67r2.53	1	11969	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.53::1::11969	dchdar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus II: Mittel und Vorrat; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	Werkstatttag prüfe für die Blütenernte Materialbestand,	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
