event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	parse_status	iatromedical_source_segment	practical_source_segment	content_relation	semantic_ceiling
56	f55v	f55v.5	H4	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	SET(<ARG_AIIN>)	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	UNIQUE_FORMAL_ONLY	[FORMAL:STANDARDSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:setze den ersten Posten an]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen Standardslot für Blattposten H4-R01 setzen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
57	f55v	f55v.5	H4	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	UNIQUE_EXACT	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge frischer breiter Blätter buchen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
58	f55v	f55v.5	H4	F010	H4-S001	403c1592f918c8f23b88	ykain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[IMAGE:breite Bärlauchblätter] [GENRE:zerstoße sie]	LOCAL[Blätter waschen und grob schneiden]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
59	f55v	f55v.5	H4	F010	H4-S001	d929a14ec45749b2e805	ykan	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:füge Weißwein hinzu]	LOCAL[Schnittgut in Wasser mazerieren]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
60	f55v	f55v.5	H4	F010	H4-S001	97cc9ac109148723c472	ody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:verschließe das Gefäß und lasse es kühl stehen]	LOCAL[erste Blattflotte absetzen lassen und Feld schließen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
61	f55v	f55v.5	H4	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:miss eine Portion des Ansatzes ab]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
62	f55v	f55v.5	H4	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:wringe sie durch Leinwand und lasse sie klar absetzen]	LOCAL[weichen Blattrest aus der Flotte heben]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
63	f55v	f55v.5	H4	F011	H4-S002	e026af581c99322fbd46	talam	CLOSE_B3(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[FORMAL:CLOSE_B3; keine Wortbedeutung] [GENRE:verwahre den klaren Auszug]	LOCAL[Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
64	f55v	f55v.11	H4	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:wasche eine unreine äußere Wunde]	LOCAL[zweite Blattfraktion H4-R02 eröffnen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
65	f55v	f55v.11	H4	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:mit dem klaren Auszug]	LOCAL[zweite Fraktion mit frischem Wasser waschen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
66	f55v	f55v.11	H4	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[EXEMPLAR:einmal oder nach örtlicher Vorschrift]	LOCAL[Fraktion warm mazerieren]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
67	f55v	f55v.11	H4	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	CLOSE(FRAME_O(LINK))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende diesen Gebrauch]	LOCAL[zweite Blattflotte H4-P03 seihen und schließen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
68	f55v	f55v.11	H4	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	UNIQUE_EXACT	[CARD:MASS?] [EXEMPLAR:nimm ein örtliches Maß der zurückbehaltenen Blätter]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
69	f55v	f55v.11	H4	F013	H4-S004	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	UNIQUE_FORMAL_ONLY	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung] [EXEMPLAR:lege sie an die bezeichnete äußere Stelle]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[opaken Relationsslot für Fraktionspaar und Lagergefäß setzen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
70	f55v	f55v.11	H4	F013	H4-S004	204b04837409088c48f9	oltchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:erwärme sie gelinde]	LOCAL[erste und zweite Flotte nebeneinander prüfen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
71	f55v	f55v.11	H4	F013	H4-S004	7a4bb8136330ee4e6e56	or	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	UNIQUE_EXACT	[CARD:ANSATZ?] [REGISTER:H4:I002 als zweiten Ansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[zweite Flotte als aktiven Ansatz H4-P03 führen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
72	f55v	f55v.11	H4	F013	H4-S004	b921a237be883a820352	y	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:mische sie mit Honig]	LOCAL[Presskuchen und Flotten als Paarposten etikettieren]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
73	f55v	f55v.11	H4	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:lege den warmen Umschlag frisch auf]	LOCAL[Paarposten H4-P04 bedeckt lagern]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
74	f56r	f56r.5	H5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[IMAGE:vom rundblättrigen Sonnentau]	LOCAL[Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
75	f56r	f56r.5	H5	F014	H5-S001	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor]	LOCAL[kleine Gesamtpflanzenprobe sammeln]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
76	f56r	f56r.5	H5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[EXEMPLAR:zu Beginn der Blüte]	LOCAL[feine Wurzel- und Krautfraktion trennen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
77	f56r	f56r.5	H5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:nur ein kleines örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
78	f56r	f56r.7	H5	F015	H5-S001	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:zerstoße die frischen klebrigen Blätter]	LOCAL[Krautfraktion in wenig Wasser einweichen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
79	f56r	f56r.7	H5	F015	H5-S001	893c570f3fa3fce99711	kchol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:lege sie auf]	LOCAL[weiches Material quetschen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
80	f56r	f56r.7	H5	F015	H5-S001	10488b911aae52b3b334	otchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[EXEMPLAR:eine einzelne Warze oder ein Hühnerauge]	LOCAL[klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
81	f56r	f56r.7	H5	F015	H5-S001	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	UNIQUE_EXACT	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
82	f56r	f56r.7	H5	F015	H5-S001	dd0ecaf5e27d81befffc	dal	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	UNIQUE_EXACT	[CARD:ZIEL?] [EXEMPLAR:an der örtlich bezeichneten Hautstelle]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL[Zieladresse H5-T01 nach dem Auftrag im Register festhalten]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
83	f56r	f56r.8	H5	F016	H5-S002	d665560c8ff80799a82c	schol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:nimm die Auflage wieder ab]	LOCAL[H5-P01 als aktive Charge wieder aufnehmen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
84	f56r	f56r.8	H5	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	FRAME_O(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:wasche die Stelle mit Wasser]	LOCAL[zweite Prüffläche H5-T02 bereitstellen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
85	f56r	f56r.8	H5	F016	H5-S002	276a7c2d74d1143446f4	choky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	UNIQUE_EXACT	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
86	f56r	f56r.8	H5	F016	H5-S002	95987d6f198d6d247511	cheeckhody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:beende die äußere Anwendung]	LOCAL[beschichtete Prüffläche lufttrocknen lassen und schließen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
87	f56r	f56r.12	H5	F017	H5-S003	ad3581d3144f69a5912d	sh	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[IMAGE:nimm vom übrigen Kraut die blühenden Stiele]	LOCAL[Kopf- oder Knospenfraktion H5-R02 eröffnen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
88	f56r	f56r.12	H5	F017	H5-S003	2cc054357a929df85f64	cho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:trockne sie im Schatten]	LOCAL[schmale Blattfraktion H5-R03 getrennt einführen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
89	f56r	f56r.12	H5	F017	H5-S003	b74e9e65637b7c8538dd	kchey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:zerreibe sie grob]	LOCAL[beide Fraktionen mit Loszeichen versehen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
90	f56r	f56r.12	H5	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:verwahre sie trocken]	LOCAL[beide im Schatten trocknen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
91	f56r	f56r.13	H5	F018	H5-S004	9ad66e67803a12e745de	okchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:setze daraus einen schwachen Auszug an]	LOCAL[getrocknete Blattfraktion H5-R03 wieder aufnehmen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
92	f56r	f56r.13	H5	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:mit mildem Wein]	LOCAL[Lagerfach H5-T04 zuweisen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
93	f56r	f56r.13	H5	F018	H5-S004	75a523fcf039b006f97b	kchal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:seihe ihn durch ein Tuch]	LOCAL[Fraktion trocken im Lagerfach verwahren]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
94	f56r	f56r.18	H5	F019	H5-S005	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:füge Honig hinzu]	LOCAL[frischen Pflanzenrest H5-R04 als neue Arbeitscharge einführen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
95	f56r	f56r.18	H5	F019	H5-S005	9ad66e67803a12e745de	chokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:erwärme gelinde]	LOCAL[Rest mit wenig Wasser wieder anfeuchten]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
96	f56r	f56r.18	H5	F019	H5-S005	c71c72da4e09e0833392	kchoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:gib den Auszug als Brusttrank]	LOCAL[Rest zu gleichmäßiger Klebmasse arbeiten]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
97	f56r	f56r.18	H5	F019	H5-S005	61a075bc54793c1c781f	sotodan	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[GENRE:bei trockenem Husten]	LOCAL[frische Masse H5-P02 im bedeckten Topf lagern]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
98	f56r	f56r.19	H5	F020	H5-S006	faf321940aed922846a9	otchey	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	ANTEIL?	SELECT_PART	UNIQUE_EXACT	[CARD:ANTEIL?] [REGISTER:H5:I004 als ausgewählten Teil führen]	ANTEIL?=bezeichnete Fraktion wählen ; LOCAL[bezeichnete Blütenfraktion H5-R05 wählen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
99	f56r	f56r.19	H5	F020	H5-S006	9bb7122b386ebbc6138f	keol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[EXEMPLAR:je Gabe]	LOCAL[geöffnete Blüte als Referenzteil einlegen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
100	f56r	f56r.19	H5	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein kleines örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge des Referenzloses buchen]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
101	f81v	f81v.2	B1	F021	B1-S001	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
102	f81v	f81v.2	B1	F022	B1-S002	b5fcea1eaed06b2f2291	okaiin	SET(<ARG_AIIN>)	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	UNIQUE_FORMAL_ONLY	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F022:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
103	f81v	f81v.2	B1	F022	B1-S002	22fb87a5a83e5c3fb510	kair	OPAQUE_PAYLOAD + <ARG_AIR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A011+A020:der zurücklaufende Strom]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
104	f81v	f81v.2	B1	F022	B1-S002	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	UNIQUE_FORMAL_ONLY	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
105	f81v	f81v.2	B1	F022	B1-S002	4d4559019a961b834aa1	sar	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A007+A011+A020:Daraus, aus demselben Ansatz]	LOCAL_EXEMPLAR[Ausgangsstand im Anlagenbuch markieren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
106	f81v	f81v.2	B1	F022	B1-S002	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
107	f81v	f81v.2	B1	F022	B1-S002	9da1b6ac2c929daea697	kain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:ein abgemessener Anteil]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
108	f81v	f81v.2	B1	F022	B1-S002	94df4847b7b16c98394a	olkain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken]	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
