statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	physical_line_count	internal_cross_line_boundaries	event_count	event_serials	exact_card_sequence	closure_sequence	entry_boundary_class	exit_boundary_class	ordered_template_sequence	parse_status	recognized_event_count	exemplar_only_event_count	record_reset_status	pre_state	owner_active_target_previous_operations	inferred_missing_slots	operation_trace	post_state	backward_from_full_transition_log	backward_from_post_state_only	iatromedical_statement_exemplar	practical_statement_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	strongest_segmentation_rival	semantic_contract
B2-S016	B2	f82r	16	F063|F064	f82r.26|f82r.27	2	B2-LB07	8	214|215|216|217|218|219|220|221	dd0ecaf5e27d81befffc|0f15effeca7ab10bb026|db729b598e89e11452e0|2f1c5e56e8f0ff459065|5d5e0b288cf36864ed9d|b5fcea1eaed06b2f2291|08bd5ca0c2ad137a056d|65df3cd9e59060042d47	F063:OPEN > F064:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	3	5	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B2:I003) -> TARGET/STATION:INTRODUCE(B2:T011;LOCAL_MARKED_TARGET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	YES	YES	[CARD:ZIEL?] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T011] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:kühles Wasser] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:zu gleichen Anteilen] ; [CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz] ; [FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2] ; LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung] ; MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M] ; LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung] ; STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: F064 kann die erste von sieben unabhängigen Schlussvarianten sein.; NONMEDICAL=filtern und ablassen [Ganzfeldexemplar B2, Feld 19/26] || filtern und ablassen [Ganzfeldexemplar B2, Feld 20/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S017	B2	f82r	17	F065	f82r.27	1	NONE	2	222|223	98bdc4244c84cbef3321|78b3b3140714da19090d	F065:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T011) -> PREVIOUS_ITEM:CARRY(B2:I003) -> TARGET/STATION:INTRODUCE(B2:T012;LOCAL_SECOND_OPENING)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	YES	NO	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein] ; [REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:wiederhole es an der zweiten Öffnung und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 21/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S018	B2	f82r	18	F066	f82r.27	1	NONE	1	224	7d25241b0e56c836372a	F066:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 22/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S019	B2	f82r	19	F067	f82r.27	1	NONE	1	225	7f68f60279efe6b28cd7	F067:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 23/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S020	B2	f82r	20	F068	f82r.27	1	NONE	1	226	ff178343c18e287ce3b7	F068:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 24/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S021	B2	f82r	21	F069	f82r.27	1	NONE	1	227	7d25241b0e56c836372a	F069:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 25/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B2-S022	B2	f82r	22	F070	f82r.27	1	NONE	1	228	f2af6326898fb5b490a4	F070:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	YES	YES	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=nachfüllen und übergeben [Ganzfeldexemplar B2, Feld 26/26]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S001	B3	f83r	1	F071	f83r.3	1	NONE	1	229	3b70942557b3a40e8030	F071:TERMINAL	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	PASS_RESET_AT_RECORD_START	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE/INTRODUCE/RESET/RESET	ACTIVE_ITEM/PREPARATION	OWNER:INTRODUCE(B3:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B3:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 1/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S002	B3	f83r	2	F072	f83r.3	1	NONE	2	230|231	90bcf0a9ec0ef56399e6|a84fbe3ad380df345b97	F072:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B3:T001;LOCAL_LOWER_OUTLET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A014+A022:benetze den bezeichneten Bereich vollständig und beende den Schritt]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 2/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S003	B3	f83r	3	F073	f83r.3	1	NONE	4	232|233|234|235	b921a237be883a820352|2f1c5e56e8f0ff459065|b921a237be883a820352|de7321bface5628e35d6	F073:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > TERMINAL_DRAIN	AMBIGUOUS	2	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY/CARRY/RESUME/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:RESUME(B3:T001;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion] ; [CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion] ; [CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung] ; MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F073:M] ; LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung] ; ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S004	B3	f83r	4	F074	f83r.3	1	NONE	3	236|237|238	b5fcea1eaed06b2f2291|90bcf0a9ec0ef56399e6|4d4559019a961b834aa1	F074:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	RESUME_ACTIVE_ITEM	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B3:T002;LOCAL_LOWER_OUTLET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	YES	NO	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A007+A011+A022:Daraus, aus demselben Ansatz]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F074:M] ; LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 4/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S005	B3	f83r	5	F075	f83r.6	1	NONE	1	239	259b2b3b0bf859882e2c	F075:TERMINAL	RESUME_ACTIVE_ITEM	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	CARRY/RESUME/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(B3:I001) -> TARGET/STATION:CARRY(B3:T002) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B3:T003;LOCAL_VESSEL_OR_RUN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	YES	NO	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=CONTINUE_SAME_CLAUSE: Reinigung kann der direkte nächste Bestandteil des begonnenen Postens sein.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 5/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S006	B3	f83r	6	F076	f83r.6	1	NONE	3	240|241|242	5e8441397e7c0faf042b|308e8ea2d5d190c498e8|28ffbc88b97772a75f1e	F076:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > TARGET_ASSIGN > EXEMPLAR_ONLY	AMBIGUOUS	1	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	CARRY/CARRY/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T003) -> PREVIOUS_ITEM:CARRY(UNSET) -> PREVIOUS_ITEM:INTRODUCE_DERIVED(B3:I002;LOCAL_TWO_SHARES) -> TARGET/STATION:INTRODUCE(B3:T004;LOCAL_COVERED_CATCH_VESSEL)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	YES	NO	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:gieße das erwärmte Wasser ein] ; [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T004] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A004+A011+A013+A022:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung] ; LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3] ; LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 6/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
