astro_group_serial	unified_group_ordinal	diagram_id	page	source_locus	local_locus_id	local_group_id	local_lookup_address	group_index_within_locus	surface_display_only	instrument_component	formal_local_role	working_mnemonic_or_UNKNOWN_EXEMPLAR	iatromedical_local_exemplar	practical_local_exemplar	orientation_contract	crosspage_contract	line_reflow_operation	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract	source_lineage
96	477	A1	f67r2	f67r2.39	A1:L039	A1:G096	A1:I21:G02	2	chedaiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark, solange der	Lookup-Anweisungsblock I21 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
97	478	A1	f67r2	f67r2.39	A1:L039	A1:G097	A1:I21:G03	3	dy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Stier steht.	Lookup-Anweisungsblock I21 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
98	479	A1	f67r2	f67r2.40	A1:L040	A1:G098	A1:I22:G01	1	yteos	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Armen und Händen	Lookup-Anweisungsblock I22 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
99	480	A1	f67r2	f67r2.40	A1:L040	A1:G099	A1:I22:G02	2	oiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I22 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
100	481	A1	f67r2	f67r2.40	A1:L040	A1:G100	A1:I22:G03	3	og	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in den Zwillingen.	Lookup-Anweisungsblock I22 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
101	482	A1	f67r2	f67r2.41	A1:L041	A1:G101	A1:I23:G01	1	ytoeopchey	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Brust und Brüsten handle nicht	Lookup-Anweisungsblock I23 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
102	483	A1	f67r2	f67r2.41	A1:L041	A1:G102	A1:I23:G02	2	chekody	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Krebs.	Lookup-Anweisungsblock I23 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
103	484	A1	f67r2	f67r2.42	A1:L042	A1:G103	A1:I24:G01	1	sosho	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Herz und oberem	Lookup-Anweisungsblock I24 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
104	485	A1	f67r2	f67r2.42	A1:L042	A1:G104	A1:I24:G02	2	chos	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Rücken handle nicht stark	Lookup-Anweisungsblock I24 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
105	486	A1	f67r2	f67r2.42	A1:L042	A1:G105	A1:I24:G03	3	ockhy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] bei Mond im Löwen.	Lookup-Anweisungsblock I24 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
106	487	A1	f67r2	f67r2.43	A1:L043	A1:G106	A1:I25:G01	1	daiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] An Bauch und	Lookup-Anweisungsblock I25 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
107	488	A1	f67r2	f67r2.43	A1:L043	A1:G107	A1:I25:G02	2	aiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Eingeweiden handle nicht	Lookup-Anweisungsblock I25 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
108	489	A1	f67r2	f67r2.43	A1:L043	A1:G108	A1:I25:G03	3	os	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] stark bei Mond	Lookup-Anweisungsblock I25 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
109	490	A1	f67r2	f67r2.43	A1:L043	A1:G109	A1:I25:G04	4	qsg	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] in der Jungfrau.	Lookup-Anweisungsblock I25 lesen; Fragment 04 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
110	491	A1	f67r2	f67r2.44	A1:L044	A1:G110	A1:I26:G01	1	ofydy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Lenden und Nieren	Lookup-Anweisungsblock I26 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
111	492	A1	f67r2	f67r2.44	A1:L044	A1:G111	A1:I26:G02	2	sheody	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I26 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
112	493	A1	f67r2	f67r2.44	A1:L044	A1:G112	A1:I26:G03	3	aiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in der Waage.	Lookup-Anweisungsblock I26 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
113	494	A1	f67r2	f67r2.45	A1:L045	A1:G113	A1:I27:G01	1	ycheody	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Genitalien und Blase	Lookup-Anweisungsblock I27 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
114	495	A1	f67r2	f67r2.45	A1:L045	A1:G114	A1:I27:G02	2	es	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I27 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
115	496	A1	f67r2	f67r2.45	A1:L045	A1:G115	A1:I27:G03	3	odaiiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Skorpion.	Lookup-Anweisungsblock I27 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
116	497	A1	f67r2	f67r2.46	A1:L046	A1:G116	A1:I28:G01	1	yekees	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Hüften und Schenkeln handle nicht	Lookup-Anweisungsblock I28 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
117	498	A1	f67r2	f67r2.46	A1:L046	A1:G117	A1:I28:G02	2	oraly	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Schützen.	Lookup-Anweisungsblock I28 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
118	499	A1	f67r2	f67r2.47	A1:L047	A1:G118	A1:R07:G01	1	yfain	ROW_7	ROW_KEY	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 7: Mond; überlieferte Grundqualität: kalt und feucht; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R07 wählen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
119	500	A1	f67r2	f67r2.48	A1:L048	A1:G119	A1:I29:G01	1	todaiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An den Knien handle	Lookup-Anweisungsblock I29 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
120	501	A1	f67r2	f67r2.48	A1:L048	A1:G120	A1:I29:G02	2	dain	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark bei	Lookup-Anweisungsblock I29 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
121	502	A1	f67r2	f67r2.48	A1:L048	A1:G121	A1:I29:G03	3	dy	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Steinbock.	Lookup-Anweisungsblock I29 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
122	503	A1	f67r2	f67r2.49	A1:L049	A1:G122	A1:I30:G01	1	os	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Schienbeinen und Knöcheln	Lookup-Anweisungsblock I30 lesen; Fragment 01 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
123	504	A1	f67r2	f67r2.49	A1:L049	A1:G123	A1:I30:G02	2	choer	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I30 lesen; Fragment 02 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
124	505	A1	f67r2	f67r2.49	A1:L049	A1:G124	A1:I30:G03	3	aiin	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Wassermann.	Lookup-Anweisungsblock I30 lesen; Fragment 03 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
