unified_group_id	unified_group_ordinal	namespace	unit_id	page	source_locus	field_or_local_address	statement_or_local_locus	opaque_exact_or_local_id	surface_display_only	formal_layer	working_mnemonic_or_UNKNOWN_EXEMPLAR	parser_or_layout_role	iatromedical_local_exemplar	practical_local_exemplar	terminal_field_line_layer	state_contract	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract
U0110	110	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	P:dcda95c81a5460feb191	ol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0111	111	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	P:1496a731803a9f48d2e1	rol	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:bevor es abkühlt]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0112	112	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.2	F022	B1-S002	P:0f18de177ed7c878bf95	dl	LINK_ACTIVE_STATE|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0113	113	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:dec401773c1f0347793d	olor	OPAQUE_EXACT_CARD|NONE	VORIGES?	SELECT_PREVIOUS	[CARD:VORIGES?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A009+A010+A011+A020:den vorigen recordlokalen Posten wieder aufnehmen]	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL_ARGUMENT[Vorcharge im recordlokalen Register B1]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0114	114	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:dcda95c81a5460feb191	ol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F023]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0115	115	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:4eab1841ed655c20a348	sheckhal	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:eine mäßige Menge]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0116	116	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:2f1c5e56e8f0ff459065	daiin	OPAQUE_EXACT_CARD|VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0117	117	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:93f69c38fdedee1598e9	qokeedal	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:der eingetauchte Teil]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0118	118	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:2f1c5e56e8f0ff459065	daiin	OPAQUE_EXACT_CARD|VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0119	119	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:2cc8bb3c2af19607888f	chckhy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0120	120	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F023	B1-S002	P:259b2b3b0bf859882e2c	schedy	OPAQUE_EXACT_CARD+TERMINAL|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A020:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR[Füllstand am Randzeichen prüfen;keine Kartenbedeutung]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0121	121	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.7	F024	B1-S003	P:dcda95c81a5460feb191	qol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F024]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0122	122	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F025	B1-S003	P:54e32e9c1414b20640e9	sshkchdy	OPAQUE_EXACT_CARD+TERMINAL|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:halte es warm und beende den Schritt]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0123	123	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F026	B1-S004	P:6f7ff8287eddf4da9fdb	chedy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A013+A020:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0124	124	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F026	B1-S004	P:dcda95c81a5460feb191	ol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F026]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0125	125	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F026	B1-S004	P:bc4f1f5c006c74a4d26d	shedy	OPAQUE_EXACT_CARD+TERMINAL|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0126	126	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F027	B1-S005	P:28ffbc88b97772a75f1e	qolchedy	OPAQUE_EXACT_CARD+TERMINAL|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A004+A011+A013+A020:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0127	127	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F028	B1-S006	P:1645e612504fcef59ced	qokain	SET_OPAQUE_SLOT|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A010+A011+A020:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0128	128	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F028	B1-S006	P:2cc8bb3c2af19607888f	shckhy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0129	129	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F028	B1-S006	P:0f18de177ed7c878bf95	dl	LINK_ACTIVE_STATE|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR[Rücklauf im unteren Becken auffangen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0130	130	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.17	F028	B1-S006	P:4da0f0f7b5fc7ac20067	ral	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:und lasse es abkühlen]	LOCAL_EXEMPLAR[Rücklauf erneut zuführen;keine Kartenbedeutung]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0131	131	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F029	B1-S007	P:87411f84689b4f93a303	qokchdy	OPAQUE_EXACT_CARD+TERMINAL|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A009+A011+A020:erwärme es einmal und beende den Schritt]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0132	132	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F030	B1-S008	P:b921a237be883a820352	chey	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:Diese aktive Portion]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0133	133	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F030	B1-S008	P:dcda95c81a5460feb191	ol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0134	134	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F030	B1-S008	P:d904bf7b044dd3922781	cheky	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:bei sanfter Wärme]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0135	135	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F030	B1-S008	P:dcda95c81a5460feb191	ol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0136	136	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F030	B1-S008	P:bc4f1f5c006c74a4d26d	shedy	OPAQUE_EXACT_CARD+TERMINAL|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0137	137	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F031	B1-S009	P:7db18b2f0fb7ed0fcfd3	qokedy	OPAQUE_EXACT_CARD+TERMINAL|NONE	SPÜLEN?	TERMINAL_FLUSH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0138	138	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F032	B1-S010	P:7db18b2f0fb7ed0fcfd3	qokedy	OPAQUE_EXACT_CARD+TERMINAL|NONE	SPÜLEN?	TERMINAL_FLUSH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	TERMINAL|CLOSE_AND_COMMIT>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0139	139	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F033	B1-S011	P:2cc8bb3c2af19607888f	chckhy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0140	140	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.18	F033	B1-S011	P:276a7c2d74d1143446f4	qoky	OPAQUE_EXACT_CARD|NONE	ANWENDEN?	ACTION_APPLY	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010] [EXEMPLAR:A001+A005+A011+A015+A020:die Badecharge am vorgesehenen Waschplatz gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F033]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0141	141	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.21	F034	B1-S012	P:be0974b366c981dc1eef	lsho	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A005+A011+A015+A020:beginne die Spülung]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0142	142	PROSE_EXACT_JOINT_CARD	B1	f81v	f81v.21	F034	B1-S012	P:08bd5ca0c2ad137a056d	qokey	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A008+A011+A020:warmes Wasser]	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
