global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	formal_role	working_mnemonic	iatromedical_text	practical_text	source_recovery_without_exemplar
192	PROSE	f82r	B2	f82r.7	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A012+A021:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
193	PROSE	f82r	B2	f82r.7	daa1347f456415fe8737	solshedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A008+A011+A021:halte es warm und beende den Schritt]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
194	PROSE	f82r	B2	f82r.7	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NO_FULL_SOURCE_RECOVERY
195	PROSE	f82r	B2	f82r.7	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A004+A005+A011+A014+A015+A021:die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F056]	NO_FULL_SOURCE_RECOVERY
196	PROSE	f82r	B2	f82r.7	5eff216ba51fbfb21f22	ls	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:die erste Öffnung]	LOCAL_EXEMPLAR[Wärme mit der Handprobe prüfen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
197	PROSE	f82r	B2	f82r.7	b5df9126607030b95175	cheey	STATE_GATE	KLAR?	[CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A004+A011+A021:den örtlichen Prüfzustand der Charge feststellen]	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NO_FULL_SOURCE_RECOVERY
198	PROSE	f82r	B2	f82r.19	1645e612504fcef59ced	okain	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A010+A011+A021:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
199	PROSE	f82r	B2	f82r.19	4d4559019a961b834aa1	char	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A007+A011+A021:Daraus, aus demselben Ansatz]	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
200	PROSE	f82r	B2	f82r.19	1645e612504fcef59ced	okain	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A010+A011+A021:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[Bodensatz zurückhalten;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
201	PROSE	f82r	B2	f82r.19	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Klarstand im Register buchen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
202	PROSE	f82r	B2	f82r.19	0ab57b7166de99db3a55	lchy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A011+A012+A021:ziehe die klare Flüssigkeit ab]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
203	PROSE	f82r	B2	f82r.23	b5df9126607030b95175	cheey	STATE_GATE	KLAR?	[CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A004+A011+A021:den örtlichen Prüfzustand der Charge feststellen]	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NO_FULL_SOURCE_RECOVERY
204	PROSE	f82r	B2	f82r.23	6b89d6dd70635bc60fe0	qcthey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:unter derselben Einstellung]	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
205	PROSE	f82r	B2	f82r.23	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NO_FULL_SOURCE_RECOVERY
206	PROSE	f82r	B2	f82r.23	5fca8fc3dee57e1d8c1f	lcheey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A021:der benetzte Körperbereich]	LOCAL_EXEMPLAR[warmen Stand halten;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
207	PROSE	f82r	B2	f82r.23	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F059:M]	NO_FULL_SOURCE_RECOVERY
208	PROSE	f82r	B2	f82r.23	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:Diese aktive Portion]	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
209	PROSE	f82r	B2	f82r.23	d25110e0d8488927278f	qokeeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	LOCAL_EXEMPLAR[Wärme mit der Handprobe prüfen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
210	PROSE	f82r	B2	f82r.23	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A021:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NO_FULL_SOURCE_RECOVERY
211	PROSE	f82r	B2	f82r.23	29e0eb222ef2fb99523a	lar	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
212	PROSE	f82r	B2	f82r.26	d4a31dbcf1ed6d9e5aa9	tshey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A005+A011+A015+A021:beginne die Spülung]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
213	PROSE	f82r	B2	f82r.26	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
214	PROSE	f82r	B2	f82r.26	dd0ecaf5e27d81befffc	cheal	TARGET_ASSIGN	ZIEL?	[CARD:ZIEL?] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T011] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NO_FULL_SOURCE_RECOVERY
215	PROSE	f82r	B2	f82r.26	0f15effeca7ab10bb026	lchedar	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:kühles Wasser]	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
216	PROSE	f82r	B2	f82r.26	db729b598e89e11452e0	ches	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:zu gleichen Anteilen]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
217	PROSE	f82r	B2	f82r.26	2f1c5e56e8f0ff459065	aiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	NO_FULL_SOURCE_RECOVERY
218	PROSE	f82r	B2	f82r.26	5d5e0b288cf36864ed9d	oteey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
219	PROSE	f82r	B2	f82r.26	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	NO_FULL_SOURCE_RECOVERY
220	PROSE	f82r	B2	f82r.26	08bd5ca0c2ad137a056d	okey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
221	PROSE	f82r	B2	f82r.27	65df3cd9e59060042d47	pchedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
222	PROSE	f82r	B2	f82r.27	98bdc4244c84cbef3321	rsheal	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
223	PROSE	f82r	B2	f82r.27	78b3b3140714da19090d	daldy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:wiederhole es an der zweiten Öffnung und beende den Schritt]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
224	PROSE	f82r	B2	f82r.27	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
225	PROSE	f82r	B2	f82r.27	7f68f60279efe6b28cd7	rshedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
226	PROSE	f82r	B2	f82r.27	ff178343c18e287ce3b7	qoteedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
227	PROSE	f82r	B2	f82r.27	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
228	PROSE	f82r	B2	f82r.27	f2af6326898fb5b490a4	lochedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
229	PROSE	f83r	B3	f83r.3	3b70942557b3a40e8030	olkeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
230	PROSE	f83r	B3	f83r.3	90bcf0a9ec0ef56399e6	qotal	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
231	PROSE	f83r	B3	f83r.3	a84fbe3ad380df345b97	chkeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A014+A022:benetze den bezeichneten Bereich vollständig und beende den Schritt]	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
232	PROSE	f83r	B3	f83r.3	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
233	PROSE	f83r	B3	f83r.3	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F073:M]	NO_FULL_SOURCE_RECOVERY
234	PROSE	f83r	B3	f83r.3	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
235	PROSE	f83r	B3	f83r.3	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NO_FULL_SOURCE_RECOVERY
236	PROSE	f83r	B3	f83r.3	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F074:M]	NO_FULL_SOURCE_RECOVERY
237	PROSE	f83r	B3	f83r.3	90bcf0a9ec0ef56399e6	qotal	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
238	PROSE	f83r	B3	f83r.3	4d4559019a961b834aa1	dar	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A007+A011+A022:Daraus, aus demselben Ansatz]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
239	PROSE	f83r	B3	f83r.6	259b2b3b0bf859882e2c	schedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
240	PROSE	f83r	B3	f83r.6	5e8441397e7c0faf042b	chedchy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:gieße das erwärmte Wasser ein]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
241	PROSE	f83r	B3	f83r.6	308e8ea2d5d190c498e8	qokal	TARGET_ASSIGN	UNKNOWN	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T004] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NO_FULL_SOURCE_RECOVERY
242	PROSE	f83r	B3	f83r.6	28ffbc88b97772a75f1e	olchedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A004+A011+A013+A022:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
243	PROSE	f83r	B3	f83r.6	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F077:M]	NO_FULL_SOURCE_RECOVERY
244	PROSE	f83r	B3	f83r.6	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
245	PROSE	f83r	B3	f83r.6	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
246	PROSE	f83r	B3	f83r.6	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NO_FULL_SOURCE_RECOVERY
247	PROSE	f83r	B3	f83r.6	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F079]	NO_FULL_SOURCE_RECOVERY
248	PROSE	f83r	B3	f83r.8	ba540da978ea132f6da5	pchedal	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A009+A011+A022:fülle danach das Gefäß]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
249	PROSE	f83r	B3	f83r.8	c45ebac60774620561e2	otedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
250	PROSE	f83r	B3	f83r.8	348e81ba084c5acdb32b	shecthedchy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A011+A014+A022:wende es an der markierten Stelle an]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
251	PROSE	f83r	B3	f83r.8	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F081]	NO_FULL_SOURCE_RECOVERY
252	PROSE	f83r	B3	f83r.8	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Durchgang beobachten;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
253	PROSE	f83r	B3	f83r.8	0bdc8b6db811b4e67a63	chary	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:und lasse es abkühlen]	LOCAL_EXEMPLAR[Restcharge im Auffanggefäß sammeln;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
254	PROSE	f83r	B3	f83r.11	7a4bb8136330ee4e6e56	sor	LINK_ACTIVE	ANSATZ?	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;PREVIOUS_ITEM=B3:I002] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F082]	NO_FULL_SOURCE_RECOVERY
255	PROSE	f83r	B3	f83r.11	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
256	PROSE	f83r	B3	f83r.11	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F083:M]	NO_FULL_SOURCE_RECOVERY
