statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	primary_template	licensed_primitive_sequence	parse_status	pre_state	post_state	iatromedical_statement_text	practical_statement_text	local_comparison	strongest_practical_contradiction	roundtrip_status	semantic_ceiling
B1-S008	B1	f81v	8	F030	5	132|133|134|135|136	COMPOSITE_SEQUENCE	LINK_ACTIVE > LINK_ACTIVE	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	[EXEMPLAR:A007+A009+A010+A011+A012+A013+A020:Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Das Filtertuch an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S009	B1	f81v	9	F031	1	137	TERMINAL_FLUSH	TERMINAL_FLUSH	UNIQUE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	[EXEMPLAR:A004+A005+A009+A011+A014+A015+A020:spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S010	B1	f81v	10	F032	1	138	TERMINAL_FLUSH	TERMINAL_FLUSH	UNIQUE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	[EXEMPLAR:A004+A005+A009+A011+A014+A015+A020:spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S011	B1	f81v	11	F033	2	139|140	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	[EXEMPLAR:A010+A011+A020:durch die verbundenen Läufe ; Die aktive Portion verwenden]	Eine abgeteilte Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S012	B1	f81v	12	F034	3	141|142|143	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	[EXEMPLAR:A001+A005+A008+A009+A011+A015+A020:beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang]	Die Rücklaufleitung an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S013	B1	f81v	13	F035	1	144	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	[EXEMPLAR:A001+A005+A009+A011+A015+A020:wasche einmal und beende diesen Durchgang]	Die Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S014	B1	f81v	14	F036	5	145|146|147|148|149	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	[EXEMPLAR:A001+A002+A003+A004+A007+A009+A010+A011+A012+A013+A020:rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf]	Die Charge von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S015	B1	f81v	15	F037	2	150|151	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A002+A008+A009+A011+A020:fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt]	Das Filtertuch an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S016	B1	f81v	16	F038	4	152|153|154|155	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_TEMPER > LINK_ACTIVE	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A001+A007+A008+A009+A010+A011+A012+A013+A020:mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die aktive Beckencharge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktive Charge temperieren; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S017	B1	f81v	17	F039	3	156|157|158	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A003+A004+A006+A009+A011+A012+A013+A014+A020:An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt]	Den Leitungszweig an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S018	B1	f81v	18	F040|F041	4	159|160|161|162	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A001+A002+A004+A009+A011+A012+A014+A020:fülle danach das Gefäß; wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt]	Den unteren Ablauf an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Filter, Leitungsöffnung und Beckenrand an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S019	B1	f81v	19	F042	1	163	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die Rücklaufleitung an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S020	B1	f81v	20	F043	2	164|165	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A006+A009+A011+A020:bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt]	Die fertige Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B1-S021	B1	f81v	21	F044	1	166	TARGET_ASSIGN	TARGET_ASSIGN	UNIQUE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T018;PREVIOUS_ITEM=B1:I004	[EXEMPLAR:A004+A011+A013+A014+A020:An die bezeichnete Zielstelle führen]	Den Leitungszweig an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S001	B2	f82r	1	F045	1	167	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A021:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	An Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S002	B2	f82r	2	F046	1	168	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A002+A004+A011+A013+A021:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S003	B2	f82r	3	F047	3	169|170|171	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A002+A004+A005+A008+A010+A011+A015+A021:gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S004	B2	f82r	4	F048|F049	5	172|173|174|175|176	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_TEMPER	AMBIGUOUS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	[EXEMPLAR:A001+A002+A003+A006+A008+A009+A010+A011+A012+A013+A014+A021:mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt]	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S005	B2	f82r	5	F050|F051	8	177|178|179|180|181|182|183|184	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	[EXEMPLAR:A001+A002+A003+A006+A009+A010+A011+A021:fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten; beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt]	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S006	B2	f82r	6	F052	4	185|186|187|188	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_APPLY	AMBIGUOUS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	[EXEMPLAR:A001+A004+A005+A007+A010+A011+A012+A013+A014+A015+A021:der vorbereitete Bade- oder Waschzusatz ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden]	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S007	B2	f82r	7	F053	1	189	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A001+A011+A021:gib sauberes Wasser hinzu und beende den Schritt]	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S008	B2	f82r	8	F054	3	190|191|192	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A004+A009+A011+A012+A014+A021:für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S009	B2	f82r	9	F055	1	193	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A008+A011+A021:halte es warm und beende den Schritt]	Eine abgeteilte Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S010	B2	f82r	10	F056	4	194|195|196|197	COMPOSITE_SEQUENCE	ACTION_TEMPER > ACTION_APPLY > STATE_GATE	AMBIGUOUS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A001+A003+A008+A009+A010+A011+A012+A014+A021:temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft]	Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: aktive Charge temperieren; aktive Charge an der Station einsetzen; Bereit-/Klarstand prüfen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S011	B2	f82r	11	F057	4	198|199|200|201	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A001+A002+A004+A005+A007+A008+A010+A011+A015+A021:gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Die Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
