edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
2034	G407-E2034	G407-S241	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	STATE_CARD	DY	Halte; auf Grad II; schließe den Schritt.	Halte; auf Grad II; schließe den Schritt.	Halte; auf Grad II; schließe den Schritt.	Halte; auf Grad II; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte; auf Grad II; schließe den Schritt.	Halte; auf Grad II; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E2034@1|ACTION:G407-E2034@1:SH] [2:EE=auf Grad II|RUNNING:G407-E2034@2|ACTION:G407-E2034@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2034@3|CONTROL:G407-E2034@3:DY]	Halte oder bade: auf Grad II; im Steuerrahmen [CONTROL:G407-E2034@3:DY]: Arbeitsgang abschließen.	Halte; auf Grad II; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2034@1|ACTION:G407-E2034@1:SH|SH_REST_HOLD] [2:EE=auf Grad II|RUNNING:G407-E2034@2|ACTION:G407-E2034@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2034@3|CONTROL:G407-E2034@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad II; im Steuerrahmen [CONTROL:G407-E2034@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2036	G407-E2036	G407-S243	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E2036@1|ACTION:G407-E2036@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E2036@2|ACTION:G407-E2036@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E2036@1|ACTION:G407-E2036@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E2036@2|ACTION:G407-E2036@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2037	G407-E2037	G407-S243	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E2037@1|ACTION:G407-E2037@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E2037@2|ACTION:G407-E2037@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E2037@1|ACTION:G407-E2037@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E2037@2|ACTION:G407-E2037@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2043	G407-E2043	G407-S243	8	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E2043@1|ACTION:G407-E2043@1:SH] [2:E=auf Grad I|RUNNING:G407-E2043@2|ACTION:G407-E2043@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2043@3|CONTROL:G407-E2043@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E2043@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2043@1|ACTION:G407-E2043@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2043@2|ACTION:G407-E2043@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2043@3|CONTROL:G407-E2043@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I; im Steuerrahmen [CONTROL:G407-E2043@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2045	G407-E2045	G407-S244	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E2045@1|ACTION:G407-E2045@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E2045@2|ACTION:G407-E2045@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E2045@1|ACTION:G407-E2045@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E2045@2|ACTION:G407-E2045@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2047	G407-E2047	G407-S244	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	EXPLICIT_HEAD_BLOCK_REPAIR	1	2	GDT581-EV082	Bezug auf das vorangehende Ansetzen [G407-E2046@1:OK]: zur Zielstation [G407-A02149:G407-E2047@1:AL#1]. Lokales Halten [G407-E2047@2:SH]: auf Grad I [G407-A02150:G407-E2047@3:E#1]. Strukturspur: DY@4→CONTROL:G407-E2047@4:DY.	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E2047@1|ACTION:G407-E2046@1:OK] [2:SH=Halte oder bade|RUNNING:G407-E2047@2|ACTION:G407-E2047@2:SH] [3:E=auf Grad I|RUNNING:G407-E2047@3|ACTION:G407-E2047@2:SH] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E2047@4|CONTROL:G407-E2047@4:DY]	beim Beschicken oder Vorbereiten [ACTION:G407-E2046@1:OK]: zur Zielstation oder ins Zielbecken; Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E2047@4:DY]: Arbeitsgang abschließen.	Bezug auf das vorangehende Ansetzen [G407-E2046@1:OK]: zur Zielstation [G407-A02149:G407-E2047@1:AL#1]. Lokales Halten [G407-E2047@2:SH]: auf Grad I [G407-A02150:G407-E2047@3:E#1]. Strukturspur: DY@4→CONTROL:G407-E2047@4:DY.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E2047@1|ACTION:G407-E2046@1:OK|GDT582_RETAINED_NON_TARGET] [2:SH=Halte|RUNNING:G407-E2047@2|ACTION:G407-E2047@2:SH|SH_REST_HOLD] [3:E=auf Grad I|RUNNING:G407-E2047@3|ACTION:G407-E2047@2:SH|GDT582_RETAINED_NON_TARGET] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E2047@4|CONTROL:G407-E2047@4:DY|GDT582_RETAINED_NON_TARGET]	beim Beschicken oder Vorbereiten [ACTION:G407-E2046@1:OK]: zur Zielstation oder ins Zielbecken; Halte: auf Grad I; im Steuerrahmen [CONTROL:G407-E2047@4:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2049	G407-E2049	G407-S245	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E2049@1|ACTION:G407-E2049@1:SH] [2:EE=auf Grad II|RUNNING:G407-E2049@2|ACTION:G407-E2049@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2049@3|CONTROL:G407-E2049@3:DY]	Halte oder bade: auf Grad II; im Steuerrahmen [CONTROL:G407-E2049@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2049@1|ACTION:G407-E2049@1:SH|SH_REST_HOLD] [2:EE=auf Grad II|RUNNING:G407-E2049@2|ACTION:G407-E2049@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2049@3|CONTROL:G407-E2049@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad II; im Steuerrahmen [CONTROL:G407-E2049@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2055	G407-E2055	G407-S246	6	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E2055@1|ACTION:G407-E2055@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E2055@2|ACTION:G407-E2055@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E2055@1|ACTION:G407-E2055@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E2055@2|ACTION:G407-E2055@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2056	G407-E2056	G407-S246	7	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shecthy	SH+E+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:SH=Halte oder bade|RUNNING:G407-E2056@1|ACTION:G407-E2056@1:SH] [2:E=auf Grad I|RUNNING:G407-E2056@2|ACTION:G407-E2056@1:SH] [3:CH=Entnimm oder lass ab|RUNNING:G407-E2056@3|ACTION:G407-E2056@3:CH] [4:T=Reguliere oder temperiere|RUNNING:G407-E2056@4|ACTION:G407-E2056@4:T] [5:Y=Stationsansatz|RUNNING:G407-E2056@5|ACTION:G407-E2056@4:T]	Halte oder bade: auf Grad I; Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	SH|T	SH_REST_HOLD|T_PHYSICAL_BROAD	[1:SH=Halte|RUNNING:G407-E2056@1|ACTION:G407-E2056@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2056@2|ACTION:G407-E2056@1:SH|GDT582_RETAINED_NON_TARGET] [3:CH=Entnimm oder lass ab|RUNNING:G407-E2056@3|ACTION:G407-E2056@3:CH|GDT582_RETAINED_NON_TARGET] [4:T=Stelle ein oder temperiere|RUNNING:G407-E2056@4|ACTION:G407-E2056@4:T|T_PHYSICAL_BROAD] [5:Y=Stationsansatz|RUNNING:G407-E2056@5|ACTION:G407-E2056@4:T|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I; Entnimm oder lass ab; Stelle ein oder temperiere: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2062	G407-E2062	G407-S246	13	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E2062@1|ACTION:G407-E2062@2:CHD] [2:CHD=Behandle|RUNNING:G407-E2062@2|ACTION:G407-E2062@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2062@3|CONTROL:G407-E2062@3:DY]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E2062@3:DY]: Arbeitsgang abschließen.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E2062@1|ACTION:G407-E2062@2:CHD|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E2062@2|ACTION:G407-E2062@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2062@3|CONTROL:G407-E2062@3:DY|GDT582_RETAINED_NON_TARGET]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E2062@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2069	G407-E2069	G407-S247	7	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E2069@1|ACTION:G407-E2069@2:CHD] [2:CHD=Behandle|RUNNING:G407-E2069@2|ACTION:G407-E2069@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2069@3|CONTROL:G407-E2069@3:DY]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E2069@3:DY]: Arbeitsgang abschließen.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E2069@1|ACTION:G407-E2069@2:CHD|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E2069@2|ACTION:G407-E2069@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2069@3|CONTROL:G407-E2069@3:DY|GDT582_RETAINED_NON_TARGET]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E2069@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2073	G407-E2073	G407-S248	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedal	SH+E+AL	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Halte oder bade|RUNNING:G407-E2073@1|ACTION:G407-E2073@1:SH] [2:E=auf Grad I|RUNNING:G407-E2073@2|ACTION:G407-E2073@1:SH] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E2073@3|ACTION:G407-E2073@1:SH]	Halte oder bade: auf Grad I, zur Zielstation oder ins Zielbecken.	Halte denselben Stationsposten; zur Zielstation; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2073@1|ACTION:G407-E2073@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2073@2|ACTION:G407-E2073@1:SH|GDT582_RETAINED_NON_TARGET] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E2073@3|ACTION:G407-E2073@1:SH|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I, zur Zielstation oder ins Zielbecken.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2074	G407-E2074	G407-S248	5	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shey	SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Halte oder bade|RUNNING:G407-E2074@1|ACTION:G407-E2074@1:SH] [2:E=auf Grad I|RUNNING:G407-E2074@2|ACTION:G407-E2074@1:SH] [3:Y=Stationsansatz|RUNNING:G407-E2074@3|ACTION:G407-E2074@1:SH]	Halte oder bade: auf Grad I, Stationsansatz.	Halte den Stationsposten; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2074@1|ACTION:G407-E2074@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2074@2|ACTION:G407-E2074@1:SH|GDT582_RETAINED_NON_TARGET] [3:Y=Stationsansatz|RUNNING:G407-E2074@3|ACTION:G407-E2074@1:SH|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I, Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
