action_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	action_scope_frame_id	action_scope_kind	control_action_context_witness	context_voice_working_clause_de	guard
175	G407-E1430	G407-S082	f75r	BIOLOGICAL	qotar	OT+AR	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1429	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
176	G407-E1436	G407-S083	f75r	BIOLOGICAL	qoldy	OL+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1435	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
177	G407-E1465	G407-S086	f75r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1463	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: markiere denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
178	G407-E1483	G407-S090	f75r	BIOLOGICAL	lol	L+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1481	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
179	G407-E1504	G407-S096	f75r	BIOLOGICAL	qotar	OT+AR	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1503	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte dieselbe Stationseinheit; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
180	G407-E1510	G407-S096	f75r	BIOLOGICAL	otey	OT+E+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1508	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
181	G407-E1515	G407-S099	f75r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1514	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
182	G407-E1525	G407-S101	f75r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1524	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
183	G407-E1528	G407-S101	f75r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1527	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: markiere denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
184	G407-E1551	G407-S110	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1550	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
185	G407-E1558	G407-S110	f75r	BIOLOGICAL	sol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1557	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
186	G407-E1581	G407-S116	f75r	BIOLOGICAL	sol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1580	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
187	G407-E1583	G407-S117	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
188	G407-E1585	G407-S118	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
189	G407-E1586	G407-S118	f75r	BIOLOGICAL	otain	OT+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
190	G407-E1589	G407-S118	f75r	BIOLOGICAL	oly	OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1588	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
191	G407-E1591	G407-S119	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
192	G407-E1612	G407-S119	f75r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1611	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte dieselbe Stationseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
193	G407-E1629	G407-S119	f75r	BIOLOGICAL	qol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1628	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
194	G407-E1637	G407-S119	f75r	BIOLOGICAL	ol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1635	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle dieselbe Stationseinheit ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
195	G407-E1647	G407-S122	f75r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1645	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: markiere denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
196	G407-E1650	G407-S122	f75r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1648	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
197	G407-E1651	G407-S122	f75r	BIOLOGICAL	qoly	OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1648	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
198	G407-E1656	G407-S122	f75r	BIOLOGICAL	qoty	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1655	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Stationsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
199	G407-E1661	G407-S124	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
200	G407-E1662	G407-S124	f75r	BIOLOGICAL	otody	OT+O+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
201	G407-E1668	G407-S126	f75r	BIOLOGICAL	sol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1667	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
202	G407-E1669	G407-S126	f75r	BIOLOGICAL	oldair	OL+D_ADDR+AIR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1667	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle; entlang der Stationsbahn.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
203	G407-E1671	G407-S126	f75r	BIOLOGICAL	qol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1670	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle denselben Stationsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
204	G407-E1681	G407-S129	f75r	BIOLOGICAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1680	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationswert zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
205	G407-E1684	G407-S129	f75r	BIOLOGICAL	olchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1682	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
206	G407-E1687	G407-S130	f75r	BIOLOGICAL	qotan	OT+AN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1686	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; als Klasse.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
207	G407-E1701	G407-S131	f75r	BIOLOGICAL	olom	OL+O+AM_ADDR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1700	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; zur Ausführung; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
208	G407-E1710	G407-S134	f75r	BIOLOGICAL	daldy	AL+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; zur Zielstation; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
209	G407-E1718	G407-S138	f75r	BIOLOGICAL	qotar	OT+AR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
210	G407-E1720	G407-S139	f75r	BIOLOGICAL	ldy	L+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Halte denselben Stationsanteil; über die sichtbare Verbindung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
211	G407-E1735	G407-S144	f75r	BIOLOGICAL	oty	OT+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1733	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
212	G407-E1737	G407-S144	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1736	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
213	G407-E1738	G407-S144	f75r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1736	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
214	G407-E1748	G407-S146	f75r	BIOLOGICAL	oldy	OL+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1747	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
215	G407-E1749	G407-S147	f75r	BIOLOGICAL	sol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
216	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1753	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
217	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1753	2	GDT569-S03	BARE	YES	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle; von der Ausgangsstation; an der bezeichneten Stelle; von der Ausgangsstation; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
218	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
219	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
220	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
221	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
222	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
223	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
224	G407-E1797	G407-S178	f75r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1796	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsposten zu; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
225	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1799	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsanteil zu; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
226	G407-E1801	G407-S179	f75r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1799	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsanteil zu; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
227	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
228	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
229	G407-E1809	G407-S184	f75r	BIOLOGICAL	otam	OT+AM_ADDR	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
230	G407-E1810	G407-S184	f75r	BIOLOGICAL	olaiin	OL+AIIN	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
231	G407-E1819	G407-S186	f75r	BIOLOGICAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1818	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
232	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1818	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
233	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	S	WÄHLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
234	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	S	WÄHLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
235	G407-E1830	G407-S192	f75r	BIOLOGICAL	otol	OT+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsanteil; weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
236	G407-E1832	G407-S192	f75r	BIOLOGICAL	olor	OL+OR	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1831	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite die Stationseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
237	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsposten; an der bezeichneten Stelle; an der bezeichneten Stelle; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
238	G407-E1853	G407-S195	f76r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte dieselbe Stationseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
239	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1862	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
240	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
241	G407-E1866	G407-S198	f76r	BIOLOGICAL	qoty	OT+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1865	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
242	G407-E1867	G407-S198	f76r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1865	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
243	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1875	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
244	G407-E1908	G407-S208	f76r	BIOLOGICAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1907	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsanteil zu; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
245	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
246	G407-E1928	G407-S214	f76r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1927	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
247	G407-E1935	G407-S214	f76r	BIOLOGICAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1934	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
248	G407-E1937	G407-S215	f76r	BIOLOGICAL	qool	CARRIER_Q+O+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; am Beginn; zur Ausführung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
249	G407-E1941	G407-S215	f76r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1939	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
250	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
