argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
293	G407-E1713	G407-S135	f75r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
294	G407-E1716	G407-S136	f75r	BIOLOGICAL	chsdy	CH+S+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	2	Entnimm denselben Stationsanteil und wähle denselben Stationsanteil; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
295	G407-E1717	G407-S137	f75r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
296	G407-E1718	G407-S138	f75r	BIOLOGICAL	qotar	OT+AR	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
297	G407-E1719	G407-S138	f75r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
298	G407-E1720	G407-S139	f75r	BIOLOGICAL	ldy	L+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Im laufenden Gang: Halte denselben Stationsanteil; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
299	G407-E1723	G407-S140	f75r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
300	G407-E1728	G407-S141	f75r	BIOLOGICAL	chcthedy	CH+CH+T+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	3	Entnimm denselben Stationsanteil zweimal und stelle denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
301	G407-E1729	G407-S142	f75r	BIOLOGICAL	ltedy	L+T+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Stelle denselben Stationsanteil ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
302	G407-E1732	G407-S143	f75r	BIOLOGICAL	olkedy	OL+K+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter: führe denselben Stationsanteil zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
303	G407-E1737	G407-S144	f75r	BIOLOGICAL	otar	OT+AR	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
304	G407-E1738	G407-S144	f75r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
305	G407-E1740	G407-S144	f75r	BIOLOGICAL	oltedy	OL+T+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter: stelle denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
306	G407-E1746	G407-S145	f75r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
307	G407-E1748	G407-S146	f75r	BIOLOGICAL	oldy	OL+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
308	G407-E1749	G407-S147	f75r	BIOLOGICAL	sol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
309	G407-E1750	G407-S147	f75r	BIOLOGICAL	keedy	K+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Führe denselben Stationsanteil zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
310	G407-E1751	G407-S148	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
311	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
312	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle; von der Ausgangsstation; an der bezeichneten Stelle; von der Ausgangsstation; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
313	G407-E1756	G407-S150	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
314	G407-E1759	G407-S151	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
315	G407-E1760	G407-S152	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
316	G407-E1761	G407-S153	f75r	BIOLOGICAL	qokechdy	OK+E+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
317	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
318	G407-E1763	G407-S154	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
319	G407-E1764	G407-S155	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
320	G407-E1765	G407-S156	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
321	G407-E1766	G407-S157	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
322	G407-E1767	G407-S158	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
323	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
324	G407-E1770	G407-S161	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
325	G407-E1771	G407-S162	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
326	G407-E1772	G407-S163	f75r	BIOLOGICAL	olkeedy	OL+K+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
327	G407-E1774	G407-S164	f75r	BIOLOGICAL	koldy	K+OL+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
328	G407-E1776	G407-S165	f75r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
329	G407-E1778	G407-S166	f75r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
330	G407-E1780	G407-S167	f75r	BIOLOGICAL	keedy	K+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Führe denselben Stationsanteil zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
331	G407-E1781	G407-S168	f75r	BIOLOGICAL	rshedy	R+SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	2	Markiere denselben Stationsanteil und halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
332	G407-E1782	G407-S169	f75r	BIOLOGICAL	sokeedy	S+OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	2	Wähle denselben Stationsanteil und setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
333	G407-E1783	G407-S170	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
334	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
335	G407-E1787	G407-S172	f75r	BIOLOGICAL	keedy	K+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
336	G407-E1789	G407-S173	f75r	BIOLOGICAL	dshedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
337	G407-E1790	G407-S174	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
338	G407-E1791	G407-S175	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
339	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
340	G407-E1797	G407-S178	f75r	BIOLOGICAL	oldy	OL+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
341	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: führe denselben Stationsanteil zu; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
342	G407-E1801	G407-S179	f75r	BIOLOGICAL	oldy	OL+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: führe denselben Stationsanteil zu; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
343	G407-E1804	G407-S180	f75r	BIOLOGICAL	okedy	OK+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
344	G407-E1805	G407-S181	f75r	BIOLOGICAL	qokedy	OK+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
345	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
346	G407-E1807	G407-S183	f75r	BIOLOGICAL	okoldy	OK+OL+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter: setze denselben Stationsanteil im Stationsgang an; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
347	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
348	G407-E1809	G407-S184	f75r	BIOLOGICAL	otam	OT+AM_ADDR	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
349	G407-E1814	G407-S184	f75r	BIOLOGICAL	sshedy	S+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Wähle denselben Stationsposten und halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
350	G407-E1817	G407-S185	f75r	BIOLOGICAL	okedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
351	G407-E1818	G407-S186	f75r	BIOLOGICAL	sarol	S+AR+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: wähle denselben Stationsposten; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
352	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
353	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
354	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
355	G407-E1825	G407-S189	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
356	G407-E1826	G407-S190	f75r	BIOLOGICAL	sheol	SH+E+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
357	G407-E1827	G407-S190	f75r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
358	G407-E1829	G407-S191	f75r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
359	G407-E1830	G407-S192	f75r	BIOLOGICAL	otol	OT+OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: halte denselben Stationsanteil; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
360	G407-E1836	G407-S193	f76r	BIOLOGICAL	qolp	OL+P	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: setze denselben Stationsposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
361	G407-E1845	G407-S193	f76r	BIOLOGICAL	dshedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
362	G407-E1852	G407-S194	f76r	BIOLOGICAL	shedy	SH+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
363	G407-E1853	G407-S195	f76r	BIOLOGICAL	qol	OL	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter im laufenden Gang: halte dieselbe Stationseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
364	G407-E1861	G407-S195	f76r	BIOLOGICAL	okedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
365	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
366	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
367	G407-E1865	G407-S198	f76r	BIOLOGICAL	shol	SH+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
368	G407-E1867	G407-S198	f76r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
369	G407-E1877	G407-S200	f76r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
370	G407-E1878	G407-S201	f76r	BIOLOGICAL	lkedy	L+K+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Führe denselben Stationsposten zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
371	G407-E1880	G407-S202	f76r	BIOLOGICAL	qokchdy	OK+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
372	G407-E1884	G407-S203	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
373	G407-E1887	G407-S204	f76r	BIOLOGICAL	rol	R+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: markiere denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
374	G407-E1888	G407-S204	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
375	G407-E1889	G407-S205	f76r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
376	G407-E1901	G407-S207	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
377	G407-E1908	G407-S208	f76r	BIOLOGICAL	oldy	OL+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: führe denselben Stationsanteil zu; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
378	G407-E1914	G407-S210	f76r	BIOLOGICAL	chcphedy	CH+CH+P+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	3	Entnimm denselben Stationsanteil zweimal und setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
379	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
380	G407-E1928	G407-S214	f76r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
381	G407-E1936	G407-S214	f76r	BIOLOGICAL	solshedy	OL+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
382	G407-E1937	G407-S215	f76r	BIOLOGICAL	qool	CARRIER_Q+O+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten; am Beginn; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
383	G407-E1941	G407-S215	f76r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
384	G407-E1947	G407-S215	f76r	BIOLOGICAL	shedy	SH+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
385	G407-E1949	G407-S216	f76r	BIOLOGICAL	okeedy	OK+EE+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Setze dieselbe Stationseinheit im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
