surface	card_class	preferred_working_default_de	rival_1_de	rival_2_de	rival_3_de	preferred_mechanism	mechanism_rival_1	mechanism_rival_2	mechanism_rival_3	confidence_0_100_not_probability	confidence_label	confidence_basis	display_scope	lineage_sources	lineage_decision	positive_evidence_de	counterevidence_de	raw_occurrences	raw_page_count	reader_exact_surface	reader_exact_occurrences	reader_exact_page_count	reader_exact_physical_folio_count	fused_and_separated_boundary_family	profile_role_rival	profile_role_selector_usable	replaceable	gdt789_new_renderer_license	portable_ar_component_used	prior_gdt734_reading_id	prior_gdt734_default_de	prior_gdt734_score_not_probability	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
cphchar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
cthaiar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
cthar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	38	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 14 roh, 13 reader-exakt auf 12 Folios. Nicht freigegebene Profilrivale AMOUNT mit Marge 0.002.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	14	12	1	13	12	12	0	AMOUNT	0	1	0	0	cthar#GLOBAL	Pflanzenanteil I	66	0	0	0	0	0	0	0
daar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	23	C0_EXACT_SINGLETON_WHOLE_BOUNDARY_BRIDGE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Zusätzlich getrennte X ar-Grenzbrücke. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	1	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
daiinar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dairar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	30	C0_RECURRENT_FAMILY_PRIOR_BOUNDARY_BRIDGE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 2 roh, 2 reader-exakt auf 2 Folios. Zusätzlich getrennte X ar-Grenzbrücke. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	2	2	2	1	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dalar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	30	C0_RECURRENT_FAMILY_PRIOR_BOUNDARY_BRIDGE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 5 roh, 2 reader-exakt auf 1 Folios. Zusätzlich getrennte X ar-Grenzbrücke. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	5	3	1	2	2	1	1	NA	0	1	0	0	dalar#GLOBAL	erste Fraktion Rohdroge I abmessen	68	0	0	0	0	0	0	0
dalkar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	28	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 3 roh, 3 reader-exakt auf 3 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	3	3	1	3	3	3	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
darar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	30	C0_RECURRENT_FAMILY_PRIOR_BOUNDARY_BRIDGE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 2 roh, 2 reader-exakt auf 2 Folios. Zusätzlich getrennte X ar-Grenzbrücke. Nicht freigegebene Profilrivale AMOUNT mit Marge 0.044.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	2	2	2	1	AMOUNT	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dchar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 2 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
deear	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dkar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dlar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 2 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
doeoear	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dychear	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
dytar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	dytar#GLOBAL	danach die erste Fraktion abkühlen	0	0	0	0	0	0	0	0
ear	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
ekar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
etar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
far	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	27	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 2 roh, 2 reader-exakt auf 2 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	2	2	2	0	NA	0	1	0	0	far#GLOBAL	Pflanzendroge	16	0	0	0	0	0	0	0
foar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	27	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 2 roh, 2 reader-exakt auf 2 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	2	2	2	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
foeear	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
folchear	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kaisar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
