prefix	target_surface	sister_surface	support_primary_31	historical_exclusion_31	target_reader_exact_occurrences	target_physical_folios	sister_reader_exact_occurrences	sister_physical_folios	standalone_prefix_available	learned_whole_donors	component_export_credit	full_add_ar_similarity	full_x_or_similarity	full_learned_whole_similarity	full_target_defined_fields	full_add_beats_x_or	full_add_beats_learned	full_add_beats_both	full_standalone_x_similarity	structural_add_ar_similarity	structural_x_or_similarity	structural_learned_whole_similarity	structural_target_defined_fields	structural_add_beats_x_or	structural_add_beats_learned	structural_add_beats_both	structural_standalone_x_similarity	local_add_ar_similarity	local_x_or_similarity	local_learned_whole_similarity	local_target_defined_fields	local_add_beats_x_or	local_add_beats_learned	local_add_beats_both	local_standalone_x_similarity	semantic_add_ar_similarity	semantic_x_or_similarity	semantic_learned_whole_similarity	semantic_target_defined_fields	semantic_add_beats_x_or	semantic_add_beats_learned	semantic_add_beats_both	semantic_standalone_x_similarity	construction_add_ar_similarity	construction_x_or_similarity	construction_learned_whole_similarity	construction_target_defined_fields	construction_add_beats_x_or	construction_add_beats_learned	construction_add_beats_both	construction_standalone_x_similarity	adversarial_best_similarity	adversarial_best_surface	full_add_beats_adversarial
qotch	qotchar	qotchor	0	1	2	2	11	8	0	qotchod|qotshey|otcheey|qocthol|qokshdy	0	0.755523350740	0.616335367220	0.872283709502	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	NA	0.715389724784	0.552391261757	0.850997661085	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	NA	0.727125356592	0.552391261757	0.890406460695	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	NA	NA	NA	NA	NONE	0	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	NA	1.000000000000	qotchod	0
r	rar	ror	1	1	11	8	10	8	1	ary|ety|key|ols|tey	0	0.819374917780	0.885373601165	0.819220216775	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	0	1	0	0.810465103244	0.855044225530	0.913691596700	0.872057193853	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	0.892532518367	0.803688386377	0.874347687100	0.846664987963	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_value_binding	0	0	0	0.849842660936	0.541147750518	0.741633743724	0.471957558784	left_positive_axes	0	1	0	0.189079706849	0.883586238541	0.859205485397	0.849461012294	right_value_binding	1	1	1	0.939446008904	0.910949676257	keedy	0
s	sar	sor	1	1	45	26	34	27	1	chl|cho|kol|ody|tol	0	0.779971967041	0.753540267335	0.761869138151	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	1	1	0.747275554649	0.968502241712	0.913915454335	0.930728132722	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	0.878918631329	0.767503299515	0.743508193309	0.750489657246	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	1	1	0.739874944422	0.337694813517	0.360905312507	0.363730373126	left_positive_axes|right_positive_axes|close_proximity	0	0	0	0.425095694044	0.975621779589	0.969194009822	0.943131465798	right_value_binding	1	1	1	0.923956676379	0.808205729166	choky	0
sh	shar	shor	1	0	24	19	77	44	1	shdy|sheo|cheo|chos|otam	0	0.902767158072	0.936173668754	0.882824337903	register|line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	0	1	0	0.887376741758	0.941218968035	0.959223250320	0.945344907432	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	0.910838987845	0.911733499534	0.957260806904	0.881217240125	line_position|line_third|paragraph_boundary|left_status|right_status|close_proximity|right_value_binding	0	1	0	0.921227309235	0.616890181132	0.788791716661	0.428932952293	close_proximity	0	1	0	0.688721875541	0.957933275234	0.945258131454	0.961592306340	right_value_binding	1	0	0	0.945258131454	0.960106438631	yteey	0
she	shear	sheor	1	0	17	13	31	22	1	chety|ckhey|keedy|tchey|yteey	0	0.916643449041	0.909102055699	0.861488846444	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|close_proximity|right_value_binding	1	1	1	0.900348279046	0.949917466998	0.938723460695	0.953740488429	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.928340058210	0.923152373502	0.922194176249	0.859826526896	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|close_proximity|right_value_binding	1	1	1	0.929503493121	0.789331264646	0.785420916238	0.527034375707	right_positive_axes|close_proximity	1	1	1	0.777554197022	0.971623710094	0.978735904643	0.976887936011	right_value_binding	0	0	0	0.977985768104	0.934267083898	sheky	0
shee	sheear	sheeor	0	1	2	2	2	2	1	shokey|chckhd|chkaly|chtchy|keeody	0	0.881411023447	0.928571428571	0.822453878743	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	0	1	0	0.800161220323	0.862258676276	0.916666666667	0.792862858534	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	1	0	0.766854757044	0.955051423901	1.000000000000	0.863399470590	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	0	1	0	0.888450416796	NA	NA	NA	NONE	0	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	1.000000000000	0.955531696506	tshy	0
t	tar	tor	1	0	33	22	12	12	1	tol|chl|cho|kol|ody	0	0.734014320040	0.736181863802	0.800768351635	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	0	0	0	0.289703104742	0.919735799472	0.938607809317	0.936912089049	register|line_position|line_third|paragraph_boundary|left_status|right_status	0	0	0	0.321998344717	0.728280367039	0.737670273592	0.793724436355	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	0	0	0	0.321892338602	0.286726189209	0.255043601002	0.467563709476	left_positive_axes|right_positive_axes|close_proximity	1	0	0	0.000000000000	0.961549835943	0.965040979117	0.983519853627	right_value_binding	0	0	0	0.965040979117	0.840209555588	qol	0
tch	tchar	tchor	1	1	4	4	17	14	1	tshdy|chkey|chtol|chyky|chyty	0	0.647490902447	0.629427265826	0.802105868479	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	1	0	0	0.500250194234	0.674358428977	0.613597403884	0.828974946543	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.500333592313	0.640366572960	0.625056819327	0.837632132618	line_position|line_third|paragraph_boundary|left_status|right_status|right_positive_axes|right_value_binding	1	0	0	0.507256642082	0.145581123059	0.390502370669	0.442997268573	right_positive_axes	0	0	0	0.000000000000	0.988195522656	0.963331332635	1.000000000000	right_value_binding	1	0	0	1.000000000000	0.891811040313	teey	0
yche	ychear	ycheor	0	1	2	2	6	5	0	ochedy|alchey|chkaly|tchoky|chckhd	0	0.703414726440	0.684224032615	0.804508316556	register|line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	NA	0.654596329767	0.631594704718	0.771926369315	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	NA	0.708417101518	0.694127405873	0.813913631661	line_position|line_third|paragraph_boundary|left_status|right_status|right_value_binding	1	0	0	NA	NA	NA	NA	NONE	0	0	0	NA	0.996325106474	1.000000000000	1.000000000000	right_value_binding	0	0	0	NA	0.966811973733	olshy	0
yk	ykar	ykor	1	1	27	18	4	4	1	okey|otam|cheo|chos|dchy	0	0.775017521561	0.705821123908	0.857518618080	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|close_proximity|right_value_binding	1	0	0	0.688184597949	0.918369099632	0.847860195426	0.926883011773	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	0	0	0.870335289211	0.786438541789	0.725632524585	0.874038025976	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|close_proximity|right_value_binding	1	0	0	0.669741846865	0.251170706888	0.160783212817	0.584117651020	left_positive_axes|close_proximity	1	0	0	0.000000000000	0.962601682484	0.943662516978	0.988134190047	right_value_binding	1	0	0	0.971649646274	0.871288801666	cheo	0
yt	ytar	ytor	1	1	21	12	12	12	0	kedy|keol|oldy|tedy|otam	0	0.801073765931	0.726704025878	0.812912831778	register|line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	NA	0.935728838612	0.921163275042	0.909721831644	register|line_position|line_third|paragraph_boundary|left_status|right_status	1	1	1	NA	0.804878722548	0.736989283619	0.812878452357	line_position|line_third|paragraph_boundary|left_status|right_status|left_positive_axes|right_positive_axes|close_proximity|right_value_binding	1	0	0	NA	0.468137525160	0.247260495426	0.565689648851	left_positive_axes|right_positive_axes|close_proximity	1	0	0	NA	0.991952052161	0.998279122248	0.973728381361	right_value_binding	0	1	0	NA	0.866275445860	qoteedy	0
