surface	working_meaning_de	actual_working_role	part_similarity	amount_similarity	value_similarity	predicted_working_role	correct	fields	anchor_meanings_are_working_defaults_not_plaintext	component_export_credit
qokshdy	heiß und feucht am Anfang des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
qokshedy	heiß und feucht in der Mitte des Grades, abgeschlossen	VALUE	0.664567420579	0.698652917094	0.790559692126	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
qokshey	heiß und feucht in der Mitte des Grades	VALUE	0.746603025535	0.864559757762	0.957914534217	VALUE	1	line_position|right_value_binding	1	0
qokshy	heiß und feucht am Anfang des Grades	VALUE	0.782958080696	0.789171915925	0.898823838415	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
qoky	heiß am Anfang des Grades	VALUE	0.789276027370	0.892212569000	0.934550239378	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qolchey	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	VALUE	0.601435081181	0.609684180406	0.800188157250	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotchdy	kalt und trocken am Anfang des Grades, abgeschlossen	VALUE	0.782101878645	0.839715454421	0.887897412266	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotchedy	kalt-trockene Mittelstufe erreicht	VALUE	0.696392494858	0.805579482851	0.906761976669	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotcheedy	kalt und trocken am Ende des Grades, abgeschlossen	VALUE	0.698836320368	0.636139988521	0.747344123464	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
qotchey	kalt und trocken in der Mitte des Grades	VALUE	0.563517243927	0.775495621707	0.867391575495	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotchody	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	VALUE	0.648379050489	0.673473169963	0.687277054714	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotchy	kalt und trocken am Anfang des Grades	VALUE	0.643268367228	0.842381238162	0.873538137798	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotedy	kalt in der Mitte des Grades, abgeschlossen	VALUE	0.727849522767	0.807677629884	0.903063247934	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qoteedy	kalt am Ende des Grades, abgeschlossen	VALUE	0.689108270981	0.813017790127	0.930449795973	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qoteey	kalt am Ende des Grades	VALUE	0.631719184310	0.778909944918	0.835765657346	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	VALUE	0.384633419180	0.352000388752	0.482580320005	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
qotey	kalt in der Mitte des Grades	VALUE	0.584278739249	0.767349869608	0.838741323551	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qotshdy	kalt und feucht am Anfang des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
qotshedy	kalt und feucht in der Mitte des Grades, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
qotshey	kalt und feucht in der Mitte des Grades	VALUE	0.708497466654	0.665682785048	0.826492365146	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
qotshy	kalt und feucht am Anfang des Grades	VALUE	0.676838882971	0.631942658512	0.696541475218	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
qoty	kalt am Anfang des Grades	VALUE	0.788870384499	0.907221414784	0.919677126124	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shckhdy	Arzneikompositum: feucht, Gradanfang, abgeschlossen	VALUE	0.668729973531	0.729771146915	0.817139477894	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
shckhedy	Arzneikompositum: feucht, Gradmitte, abgeschlossen	VALUE	0.712447950007	0.766408839172	0.812636303622	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shckhey	Arzneikompositum: feucht, Gradmitte	VALUE	0.747824726132	0.683565194110	0.805929619420	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
shdy	feuchte Anfangsstufe erreicht	VALUE	0.736900109558	0.826457767328	0.917307101284	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
sheckhedy	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	VALUE	0.623789219350	0.647247874314	0.840127373285	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
sheckhey	feuchtes Arzneikompositum in der Gradmitte	VALUE	0.637013304053	0.712977305990	0.886413431130	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
sheckhy	feuchte Mischung, Anfangsstufe	VALUE	0.602708409087	0.722713376365	0.874601781092	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
shed	Einweichen bis zur mittleren Stufe abschließen	VALUE	0.691874779801	0.723241854825	0.836872649009	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
shedy	mittlere Feuchtstufe erreicht	VALUE	0.760876399208	0.837899108343	0.928236287671	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
sheedy	feucht am Ende des Grades	VALUE	0.603033822062	0.594766065149	0.750068264691	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shek	bis zur Mittelstufe einweichen und erhitzen	VALUE	0.676664559545	0.702432915931	0.867067632258	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	VALUE	0.736071205447	0.724283823576	0.820616589536	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
sheockhey	feucht angesetztes Arzneikompositum in der Gradmitte	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
sheockhy	feucht angesetztes Arzneikompositum am Gradanfang	VALUE	0.528003150569	0.731410843596	0.796810555210	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
sheokeedy	feucht angesetzte heiße Zubereitung am Gradende, abgeschlossen	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
sheokey	feucht angesetzte heiße Zubereitung in der Gradmitte	VALUE	0.598644349558	0.563175719667	0.694438424220	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
sheoky	feucht angesetzte heiße Zubereitung am Gradanfang	VALUE	0.799231044389	0.743567901939	0.833974659122	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
sheoldy	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	VALUE	0.582888320114	0.616849129365	0.750429519021	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
sheoy	feucht angesetzte Zubereitung am Gradanfang	VALUE	0.500000000000	0.676540328746	0.634999035894	AMOUNT	0	line_position|right_value_binding	1	0
shes	feuchtes Drogenmaterial, Mittelstufe	VALUE	0.839260324115	0.769854949379	0.789391764965	PART	0	line_position|left_positive_axes|right_value_binding	1	0
shey	feucht in der Mitte des Grades	VALUE	0.742054205589	0.827479612819	0.925527423479	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shockhey	Arzneikompositum im Feuchtansatz in der Gradmitte	VALUE	0.714218220729	0.816586075603	0.845723809829	VALUE	1	line_position|right_value_binding	1	0
shockhy	Arzneikompositum im Feuchtansatz am Gradanfang	VALUE	0.550169668830	0.606764909084	0.735111220264	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
shokeey	heiß-feuchter Ansatz am Gradende	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
shokey	heiß-feuchter Ansatz in der Gradmitte	VALUE	0.623789219350	0.647247874314	0.840127373285	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
shoky	heiß-feuchter Ansatz am Gradanfang	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
tchdy	kalt-trockene Anfangsstufe erreicht	VALUE	0.660374758196	0.764502314122	0.839253519728	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
tchedy	kalt-trockene Mittelstufe erreicht	VALUE	0.575514188391	0.735492626824	0.809545756932	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
tcheey	kalt und trocken am Ende des Grades	VALUE	0.652760909249	0.735582216708	0.773092391261	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	VALUE	0.453858889993	0.619317779684	0.688619624077	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tchey	kalt und trocken in der Mitte des Grades	VALUE	0.549710565345	0.721191821649	0.805544129010	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tchy	kalt und trocken am Anfang des Grades	VALUE	0.710233028650	0.804158687911	0.897552247172	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tedy	kalt in der Mitte des Grades, abgeschlossen	VALUE	0.663388999251	0.725829575262	0.878564185933	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
teedy	kalt am Ende des Grades, abgeschlossen	VALUE	0.668729973531	0.715056512037	0.840333467232	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
teey	kalt am Ende des Grades	VALUE	0.667668834835	0.712865843497	0.823748858024	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
teol	Drogenstoff auf mittlerer Kühlstufe	VALUE	0.605938101315	0.639291160111	0.717251063577	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
tey	kalt in der Mitte des Grades	VALUE	0.762370338579	0.707075832439	0.853595301640	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
tshdy	kalt und feucht am Anfang des Grades, abgeschlossen	VALUE	0.677333372542	0.831600368504	0.867526356817	VALUE	1	line_position|right_value_binding	1	0
tshedy	kalt und feucht in der Mitte des Grades, abgeschlossen	VALUE	0.614720082133	0.682393952273	0.730224696852	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
tsheey	kalt und feucht am Ende des Grades	VALUE	0.792004725854	0.793175830341	0.942912710901	VALUE	1	line_position|right_value_binding	1	0
tshy	kalt und feucht am Anfang des Grades	VALUE	0.528003150569	0.659679984308	0.770385328223	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ty	kalt am Anfang des Grades	VALUE	0.685589099667	0.640598039446	0.688480233573	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
yched	trockne hiervon bis zur Mittelstufe und schließe ab	VALUE	0.333333333333	0.695952444266	0.622362763271	AMOUNT	0	line_position|right_positive_axes|right_value_binding	1	0
ychedy	bis zur Mittelstufe getrocknet und abgeschlossen	VALUE	0.615463159288	0.722834832521	0.786195784583	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ycheedy	hiervon bis zur Endstufe trocknen	VALUE	0.477627474576	0.769649114597	0.832179706771	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ycheey	trockne hiervon bis zur Endstufe	VALUE	0.468318573605	0.755155998666	0.759010464000	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ychey	trockne hiervon bis zur Mittelstufe und schließe ab	VALUE	0.592925823818	0.779947191317	0.763838265861	AMOUNT	0	line_position|right_positive_axes|right_value_binding	1	0
ychos	trockne hiervon eine Ansatzcharge	VALUE	0.448120312590	0.636530427064	0.536403586040	AMOUNT	0	line_position|right_positive_axes|right_value_binding	1	0
ydy	Wertfeldgrenze	VALUE	0.944239190261	0.922167995718	0.946329492595	VALUE	1	line_position|right_value_binding	1	0
ykchey	erhitze und trockne hiervon bis zur Mittelstufe	VALUE	0.510421720010	0.689011910754	0.789968985453	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ykchy	Eintrag: heiß-trocken am Gradanfang	VALUE	0.598647568080	0.733193938878	0.809296745202	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ykeedy	Eintrag: heiß am Gradende, abgeschlossen	VALUE	0.591277195317	0.667447232064	0.756527789642	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ykeey	erhitze hiervon bis zur Endstufe und schließe ab	VALUE	0.582487441526	0.748521013260	0.859287559485	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
ykey	erhitze hiervon bis zur Mittelstufe und schließe ab	VALUE	0.797293318235	0.814914692896	0.834265206890	VALUE	1	line_position|left_positive_axes|right_value_binding	1	0
yshedy	weiche hiervon bis zur mittleren Stufe ein und schließe ab	VALUE	0.456911485101	0.666774652766	0.690423403408	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ysheey	Eintragsform: feucht am Gradende	VALUE	0.448653492339	0.646205112649	0.671977795036	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
yshey	weiche hiervon bis zur mittleren Stufe ein	VALUE	0.502695143828	0.637406595289	0.727534999025	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ytedy	bis zur Mittelstufe abkühlen und abschließen	VALUE	0.621603365062	0.733541923180	0.817341426949	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
yteedy	hiervon bis zur Endstufe abkühlen	VALUE	0.535826080763	0.640313585705	0.681325764074	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
yteey	kühle hiervon bis zur Endstufe ab	VALUE	0.628044391516	0.806885643795	0.909142931812	VALUE	1	line_position|right_positive_axes|right_value_binding	1	0
ytey	kühle hiervon bis zur Mittelstufe ab und schließe ab	VALUE	0.491055044856	0.655651071967	0.706336862905	VALUE	1	line_position|left_positive_axes|right_positive_axes|right_value_binding	1	0
