page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_ar	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit	span_id
f108r	f108	f108r.13	raiin	ar	raiin ar	2	3	5	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	ykeey raiin ar ail odaiin	0	G789-S138
f108r	f108	f108r.48	dain	ar	dain ar	6	7	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	0	G789-S139
f108v	f108	f108v.12	shok	ar	shok ar	8	9	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam	0	G789-S140
f108v	f108	f108v.27	okar	ar	okar ar	4	5	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	0	G789-S141
f111r	f111	f111r.4	lor	ar	lor ar	12	13	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	0	G789-S142
f111r	f111	f111r.11	sheedy	ar	sheedy ar	6	7	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	0	G789-S143
f111r	f111	f111r.12	oteolair	ar	oteolair ar	8	9	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	0	G789-S144
f111r	f111	f111r.21	sheet	ar	sheet ar	15	16	19	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	0	G789-S145
f111r	f111	f111r.29	al	ar	al ar	8	9	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	0	G789-S146
f111r	f111	f111r.30	chtar	ar	chtar ar	4	5	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	0	G789-S147
f111r	f111	f111r.34	olain	ar	olain ar	5	6	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar	0	G789-S148
f111v	f111	f111v.17	saiin	ar	saiin ar	8	9	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	0	G789-S149
f111v	f111	f111v.20	qotain	ar	qotain ar	10	11	11	LAST	0	0	S	B	3	1	1	1	1	1	1	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	0	G789-S150
f111v	f111	f111v.30	otain	ar	otain ar	8	9	11	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	0	G789-S151
f111v	f111	f111v.36	qokar	ar	qokar ar	4	5	10	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	shain okaiin chey qokar ar ar ain olr ar olor	0	G789-S152
f111v	f111	f111v.36	ar	ar	ar ar	5	6	10	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	shain okaiin chey qokar ar ar ain olr ar olor	0	G789-S153
f111v	f111	f111v.50	chees	ar	chees ar	7	8	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	0	G789-S154
f112r	f112	f112r.30	tar	ar	tar ar	1	2	9	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	tar ar cheokey okeody chol ol chedy qokedy cheom	0	G789-S155
f112r	f112	f112r.32	sor	ar	sor ar	1	2	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	0	G789-S156
f112r	f112	f112r.32	al	ar	al ar	3	4	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	0	G789-S157
f112r	f112	f112r.35	otedy	ar	otedy ar	8	9	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	0	G789-S158
f112r	f112	f112r.35	ar	ar	ar ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	0	G789-S159
f112v	f112	f112v.9	soaiin	ar	soaiin ar	1	2	8	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy	0	G789-S160
f112v	f112	f112v.20	pchoraiin	ar	pchoraiin ar	1	2	8	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchoraiin ar alchedy olkeedy qokedy qotaiin chocthedy saisal	0	G789-S161
f112v	f112	f112v.37	sain	ar	sain ar	2	3	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam	0	G789-S162
f112v	f112	f112v.37	qokedaiin	ar	qokedaiin ar	6	7	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam	0	G789-S163
f112v	f112	f112v.38	sa	ar	sa ar	1	2	12	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	0	G789-S164
f113r	f113	f113r.2	al	ar	al ar	10	11	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dar okeedy oteeody qokedy otchechy okeorl al keeos ched al ar chy ykolairol	0	G789-S165
f113r	f113	f113r.4	lkar	ar	lkar ar	9	10	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	0	G789-S166
f113r	f113	f113r.43	lkar	ar	lkar ar	3	4	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	0	G789-S167
f113v	f113	f113v.2	oteol	ar	oteol ar	9	10	15	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor	0	G789-S168
f113v	f113	f113v.7	otar	ar	otar ar	9	10	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal	0	G789-S169
f113v	f113	f113v.9	dair	ar	dair ar	1	2	7	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	dair ar okaiin chokaiin checkhol cholkaiin olchy	0	G789-S170
f113v	f113	f113v.10	otor	ar	otor ar	11	12	14	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	0	G789-S171
f113v	f113	f113v.13	otar	ar	otar ar	2	3	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor	0	G789-S172
f113v	f113	f113v.16	olkam	ar	olkam ar	11	12	12	LAST	0	0	S	B	3	1	1	1	1	1	1	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	0	G789-S173
f113v	f113	f113v.26	otar	ar	otar ar	5	6	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty	0	G789-S174
f113v	f113	f113v.32	char	ar	char ar	5	6	9	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	sheo l keey qokain char ar olar aiiin okar	0	G789-S175
f113v	f113	f113v.39	cheol	ar	cheol ar	2	3	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	0	G789-S176
f113v	f113	f113v.40	oteey	ar	oteey ar	4	5	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	0	G789-S177
f113v	f113	f113v.47	qotain	ar	qotain ar	6	7	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	0	G789-S178
f114r	f114	f114r.44	okain	ar	okain ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar da opaiin	0	G789-S179
f114v	f114	f114v.28	chees	ar	chees ar	4	5	7	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	tchedy shdo qotched chees ar aiin chetam	0	G789-S180
f115r	f115	f115r.8	dar	ar	dar ar	10	11	14	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	0	G789-S181
f115r	f115	f115r.24	or	ar	or ar	3	4	14	MIDDLE	0	0	S	B	@	1	1	1	1	1	1	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	0	G789-S182
f115r	f115	f115r.27	los	ar	los ar	2	3	12	MIDDLE	0	0	S	B	@	1	1	1	1	1	1	ysheeo los ar chey qoky chol kchedshedy qokaiin shey qoetar chol qokaram	0	G789-S183
f115r	f115	f115r.35	chpchar	ar	chpchar ar	7	8	12	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	posheos aral chaiin shkchedy otais chsi chpchar ar al odaiin chcphy dy	0	G789-S184
f115r	f115	f115r.40	aiir	ar	aiir ar	8	9	10	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	paiinody lkcheo lchy qokchedy qokl sheedy qokar aiir ar opchdain	0	G789-S185
f115r	f115	f115r.44	otar	ar	otar ar	7	8	12	MIDDLE	0	0	S	B	@	1	1	1	1	1	1	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	0	G789-S186
f115v	f115	f115v.26	qokar	ar	qokar ar	10	11	11	LAST	0	0	S	B	3	1	1	1	1	1	1	dcheedy kchedy lcheey ror al chokedy dol qokeeeos qolkeedy qokar ar	0	G789-S187
f115v	f115	f115v.30	oteedal	ar	oteedal ar	6	7	8	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky	0	G789-S188
f116r	f116	f116r.2	lar	ar	lar ar	7	8	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam	0	G789-S189
f116r	f116	f116r.19	qotar	ar	qotar ar	5	6	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain	0	G789-S190
f116r	f116	f116r.31	ches	ar	ches ar	8	9	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchallarar al ckhal rain alolfchy rpchey shfy ches ar opchekan dlr	0	G789-S191
f116r	f116	f116r.34	qokain	ar	qokain ar	1	2	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	0	G789-S192
