surface	family_class	left_string	raw_occurrences	raw_page_count	raw_pages	raw_physical_folio_count	raw_locus_count	reader_exact_surface	reader_exact_occurrences	reader_exact_page_count	reader_exact_pages	reader_exact_physical_folio_count	reader_exact_locus_count	exact_first	exact_middle	exact_last	exact_single	exact_true_paragraph_starts	exact_true_paragraph_ends	exact_register_distribution	current_alternate_reader_split_candidates	current_alternate_reader_split_loci	current_alternate_reader_split_sources	component_export_credit
okarar	LEFT_STRING_PLUS_AR	okar	1	1	f95v1	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
okchar	LEFT_STRING_PLUS_AR	okch	4	4	f45r|f45v|f52r|f106r	3	4	1	4	4	f45r|f45v|f52r|f106r	3	4	0	4	0	0	0	0	H|A|1:3|S|B|3:1	0	NONE	NONE	0
okear	LEFT_STRING_PLUS_AR	oke	5	5	f15r|f102v2|f106v|f108v|f111v	5	5	1	3	3	f102v2|f108v|f111v	3	3	0	3	0	0	0	0	P|A|1:1|S|B|3:2	0	NONE	NONE	0
okeear	LEFT_STRING_PLUS_AR	okee	3	3	f82r|f107r|f112v	3	3	1	2	2	f107r|f112v	2	2	1	1	0	0	0	0	S|B|3:2	0	NONE	NONE	0
okeokear	LEFT_STRING_PLUS_AR	okeoke	1	1	f42v	1	1	1	1	1	f42v	1	1	1	0	0	0	0	0	H|A|1:1	0	NONE	NONE	0
olar	LEFT_STRING_PLUS_AR	ol	11	9	f34r|f46v|f58r|f58v|f80v|f85r1|f105v|f113v|f116r	8	11	1	7	6	f34r|f46v|f58v|f80v|f105v|f113v	6	7	0	7	0	0	0	0	B|B|2:1|H|B|2:2|S|A|3:1|S|B|3:3	1	f116r.20	rf1b	0
olchar	LEFT_STRING_PLUS_AR	olch	2	2	f23r|f108v	2	2	1	2	2	f23r|f108v	2	2	1	1	0	0	0	0	H|A|1:1|S|B|3:1	0	NONE	NONE	0
olchear	LEFT_STRING_PLUS_AR	olche	1	1	f58r	1	1	1	1	1	f58r	1	1	0	1	0	0	0	0	S|A|3:1	0	NONE	NONE	0
olcheear	LEFT_STRING_PLUS_AR	olchee	1	1	f104r	1	1	1	1	1	f104r	1	1	1	0	0	0	0	0	S|B|3:1	0	NONE	NONE	0
olfar	LEFT_STRING_PLUS_AR	olf	1	1	f85r2	1	1	1	1	1	f85r2	1	1	0	1	0	0	0	0	C|B|2:1	0	NONE	NONE	0
olkar	LEFT_STRING_PLUS_AR	olk	17	12	f75r|f80r|f80v|f81r|f83v|f85r2|f86v3|f86v5|f86v6|f95v1|f107r|f113v	9	17	1	14	10	f75r|f80r|f80v|f81r|f83v|f86v3|f86v5|f86v6|f107r|f113v	7	14	0	14	0	0	0	0	B|B|2:5|C|B|2:1|S|B|3:2|T|B|2:6	0	NONE	NONE	0
olkeear	LEFT_STRING_PLUS_AR	olkee	2	1	f112r	1	2	1	2	1	f112r	1	2	0	2	0	0	0	0	S|B|3:2	0	NONE	NONE	0
olkeshar	LEFT_STRING_PLUS_AR	olkesh	1	1	f86v6	1	1	1	1	1	f86v6	1	1	0	1	0	0	0	0	T|B|2:1	0	NONE	NONE	0
olsar	LEFT_STRING_PLUS_AR	ols	1	1	f23v	1	1	1	1	1	f23v	1	1	0	0	1	0	0	0	H|A|1:1	0	NONE	NONE	0
oltar	LEFT_STRING_PLUS_AR	olt	1	1	f78v	1	1	1	1	1	f78v	1	1	0	1	0	0	0	0	B|B|2:1	0	NONE	NONE	0
ookar	LEFT_STRING_PLUS_AR	ook	1	1	f116r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
opalkar	LEFT_STRING_PLUS_AR	opalk	1	1	f107v	1	1	1	1	1	f107v	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
opar	LEFT_STRING_PLUS_AR	op	7	7	f26v|f76r|f79v|f96v|f99v|f103v|f108r	7	7	1	6	6	f26v|f76r|f79v|f96v|f99v|f103v	6	6	0	6	0	0	0	0	B|B|2:1|H|A|1:1|H|B|2:1|P|A|1:1|S|B|3:1|T|B|2:1	0	NONE	NONE	0
opchar	LEFT_STRING_PLUS_AR	opch	2	2	f24r|f104r	2	2	1	2	2	f24r|f104r	2	2	0	2	0	0	0	0	H|A|1:1|S|B|3:1	0	NONE	NONE	0
opchear	LEFT_STRING_PLUS_AR	opche	2	2	f51r|f113r	2	2	1	2	2	f51r|f113r	2	2	0	2	0	0	0	0	H|A|1:1|S|B|3:1	0	NONE	NONE	0
opcheear	LEFT_STRING_PLUS_AR	opchee	1	1	f58r	1	1	1	1	1	f58r	1	1	0	1	0	0	0	0	S|A|3:1	0	NONE	NONE	0
oporar	LEFT_STRING_PLUS_AR	opor	1	1	f3r	1	1	1	1	1	f3r	1	1	0	0	1	0	0	0	H|A|1:1	0	NONE	NONE	0
orainkar	LEFT_STRING_PLUS_AR	oraink	1	1	f106v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
orar	LEFT_STRING_PLUS_AR	or	7	7	f58r|f85r2|f99r|f104v|f106r|f107r|f115r	7	7	1	5	5	f58r|f85r2|f99r|f107r|f115r	5	5	1	2	2	0	0	0	C|B|2:1|P|A|1:1|S|A|3:1|S|B|3:1|S|B|@:1	1	f104v.1	rf1b	0
oshar	LEFT_STRING_PLUS_AR	osh	1	1	f58v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
otairar	LEFT_STRING_PLUS_AR	otair	1	1	f114r	1	1	1	1	1	f114r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
otalar	LEFT_STRING_PLUS_AR	otal	2	2	f58r|f107r	2	2	1	2	2	f58r|f107r	2	2	0	2	0	0	0	0	S|A|3:1|S|B|3:1	0	NONE	NONE	0
otar	LEFT_STRING_PLUS_AR	ot	123	58	f9r|f10r|f33r|f34v|f36v|f39v|f45r|f46v|f48v|f50v|f52r|f55r|f55v|f58r|f66v|f75r|f75v|f76r|f76v|f78r|f78v|f79v|f80r|f81r|f81v|f85r1|f85r2|f86v3|f86v5|f86v6|f88v|f89v1|f94r|f94v|f95r2|f95v1|f103r|f103v|f104r|f104v|f105r|f105v|f106r|f106v|f107r|f107v|f108v|f111r|f111v|f112r|f112v|f113r|f113v|f114r|f114v|f115r|f115v|f116r	38	119	1	110	55	f9r|f10r|f33r|f34v|f36v|f39v|f45r|f46v|f48v|f50v|f52r|f55r|f55v|f58r|f66v|f75r|f75v|f76r|f76v|f78r|f78v|f79v|f80r|f81r|f81v|f85r1|f85r2|f86v5|f86v6|f89v1|f94r|f94v|f95r2|f95v1|f103r|f103v|f104r|f104v|f105r|f105v|f106r|f106v|f107r|f107v|f108v|f111r|f111v|f112r|f113r|f113v|f114r|f114v|f115r|f115v|f116r	37	107	1	105	4	0	0	0	B|B|2:17|C|B|2:1|H|A|1:5|H|B|2:7|H|B|3:5|H|B|5:5|P|A|1:1|S|A|3:4|S|B|3:48|S|B|@:3|T|B|2:14	0	NONE	NONE	0
otarar	LEFT_STRING_PLUS_AR	otar	4	4	f85r1|f104v|f108r|f116r	4	4	1	3	3	f85r1|f108r|f116r	3	3	0	2	1	0	0	0	S|B|3:2|T|B|2:1	1	f104v.2	rf1b	0
otarokar	LEFT_STRING_PLUS_AR	otarok	1	1	f89v1	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
otchar	LEFT_STRING_PLUS_AR	otch	6	5	f8v|f45r|f79r|f89v1|f113v	5	6	1	6	5	f8v|f45r|f79r|f89v1|f113v	5	6	1	4	0	1	0	0	B|B|2:1|H|A|1:3|P|A|1:1|S|B|3:1	0	NONE	NONE	0
otchealkar	LEFT_STRING_PLUS_AR	otchealk	1	1	f46r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
otchotar	LEFT_STRING_PLUS_AR	otchot	1	1	f79r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
otear	LEFT_STRING_PLUS_AR	ote	3	3	f100r|f103v|f112r	3	3	1	3	3	f100r|f103v|f112r	3	3	0	2	0	1	0	0	P|A|1:1|S|B|3:2	0	NONE	NONE	0
otedyar	LEFT_STRING_PLUS_AR	otedy	1	1	f113v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	1	f113v.10	it2a	0
otolsar	LEFT_STRING_PLUS_AR	otols	1	1	f99v	1	1	1	1	1	f99v	1	1	0	0	0	1	0	0	P|A|1:1	0	NONE	NONE	0
ototar	LEFT_STRING_PLUS_AR	otot	1	1	f115v	1	1	1	1	1	f115v	1	1	1	0	0	0	0	0	S|B|3:1	0	NONE	NONE	0
oxar	LEFT_STRING_PLUS_AR	ox	1	1	f111r	1	1	1	1	1	f111r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
pairar	LEFT_STRING_PLUS_AR	pair	1	1	f107r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
palar	LEFT_STRING_PLUS_AR	pal	1	1	f107v	1	1	1	1	1	f107v	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
palchar	LEFT_STRING_PLUS_AR	palch	1	1	f107v	1	1	1	1	1	f107v	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
palshsar	LEFT_STRING_PLUS_AR	palshs	1	1	f113r	1	1	1	1	1	f113r	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
par	LEFT_STRING_PLUS_AR	p	6	6	f81r|f81v|f86v6|f94v|f104v|f105r	5	6	1	4	4	f81v|f86v6|f94v|f104v	4	4	2	2	0	0	1	0	B|B|2:1|H|B|3:1|S|B|3:1|T|B|2:1	0	NONE	NONE	0
pchallarar	LEFT_STRING_PLUS_AR	pchallar	1	1	f116r	1	1	1	1	1	f116r	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
pchar	LEFT_STRING_PLUS_AR	pch	4	4	f6r|f8v|f36v|f115r	4	4	1	2	2	f6r|f8v	2	2	1	1	0	0	1	0	H|A|1:2	0	NONE	NONE	0
pchdlar	LEFT_STRING_PLUS_AR	pchdl	1	1	f107r	1	1	1	1	1	f107r	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
pchear	LEFT_STRING_PLUS_AR	pche	2	2	f42r|f103v	2	2	1	2	2	f42r|f103v	2	2	1	0	1	0	1	0	H|A|1:1|S|B|3:1	0	NONE	NONE	0
pchofar	LEFT_STRING_PLUS_AR	pchof	1	1	f108r	1	1	1	1	1	f108r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
pchykar	LEFT_STRING_PLUS_AR	pchyk	1	1	f86v5	1	1	1	1	1	f86v5	1	1	0	1	0	0	0	0	T|B|2:1	0	NONE	NONE	0
poar	LEFT_STRING_PLUS_AR	po	2	2	f105v|f112r	2	2	1	2	2	f105v|f112r	2	2	2	0	0	0	2	0	S|B|3:2	0	NONE	NONE	0
podaroar	LEFT_STRING_PLUS_AR	podaro	1	1	f106r	1	1	1	1	1	f106r	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
poeear	LEFT_STRING_PLUS_AR	poee	1	1	f88r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
pokar	LEFT_STRING_PLUS_AR	pok	1	1	f107v	1	1	1	1	1	f107v	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
polar	LEFT_STRING_PLUS_AR	pol	2	1	f111v	1	2	1	1	1	f111v	1	1	1	0	0	0	1	0	S|B|3:1	0	NONE	NONE	0
polarar	LEFT_STRING_PLUS_AR	polar	2	2	f76v|f103r	2	2	1	2	2	f76v|f103r	2	2	2	0	0	0	2	0	B|B|2:1|S|B|3:1	0	NONE	NONE	0
porar	LEFT_STRING_PLUS_AR	por	1	1	f33v	1	1	1	1	1	f33v	1	1	0	0	1	0	0	0	H|B|2:1	0	NONE	NONE	0
psalar	LEFT_STRING_PLUS_AR	psal	1	1	f111v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
pshar	LEFT_STRING_PLUS_AR	psh	1	1	f75r	1	1	1	1	1	f75r	1	1	0	1	0	0	0	0	B|B|2:1	0	NONE	NONE	0
qar	LEFT_STRING_PLUS_AR	q	2	2	f78v|f86v3	2	2	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
qchar	LEFT_STRING_PLUS_AR	qch	1	1	f113r	1	1	1	1	1	f113r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
qckhear	LEFT_STRING_PLUS_AR	qckhe	1	1	f86v6	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
qear	LEFT_STRING_PLUS_AR	qe	1	1	f111v	1	1	1	1	1	f111v	1	1	1	0	0	0	0	0	S|B|3:1	0	NONE	NONE	0
qeear	LEFT_STRING_PLUS_AR	qee	1	1	f111r	1	1	1	1	1	f111r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
qekar	LEFT_STRING_PLUS_AR	qek	1	1	f66v	1	1	1	1	1	f66v	1	1	1	0	0	0	0	0	H|B|5:1	0	NONE	NONE	0
qetchar	LEFT_STRING_PLUS_AR	qetch	1	1	f114r	1	1	1	1	1	f114r	1	1	0	0	1	0	0	0	S|B|3:1	0	NONE	NONE	0
qoar	LEFT_STRING_PLUS_AR	qo	7	7	f58r|f86v5|f87v|f89r1|f103v|f104r|f106v	7	7	1	7	7	f58r|f86v5|f87v|f89r1|f103v|f104r|f106v	7	7	2	5	0	0	1	0	H|A|1:1|P|A|1:1|S|A|3:1|S|B|3:3|T|B|2:1	0	NONE	NONE	0
qochar	LEFT_STRING_PLUS_AR	qoch	1	1	f30r	1	1	1	1	1	f30r	1	1	0	1	0	0	0	0	H|A|1:1	0	NONE	NONE	0
qoear	LEFT_STRING_PLUS_AR	qoe	1	1	f24r	1	1	1	1	1	f24r	1	1	0	1	0	0	0	0	H|A|1:1	0	NONE	NONE	0
qoeear	LEFT_STRING_PLUS_AR	qoee	3	3	f58v|f86v6|f113v	3	3	1	2	2	f58v|f86v6	2	2	1	1	0	0	0	0	S|A|3:1|T|B|2:1	0	NONE	NONE	0
qoeeear	LEFT_STRING_PLUS_AR	qoeee	1	1	f112r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
qoekar	LEFT_STRING_PLUS_AR	qoek	1	1	f52v	1	1	1	1	1	f52v	1	1	1	0	0	0	0	0	H|A|1:1	0	NONE	NONE	0
qoekchar	LEFT_STRING_PLUS_AR	qoekch	1	1	f6v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
qoetar	LEFT_STRING_PLUS_AR	qoet	1	1	f115r	1	1	1	1	1	f115r	1	1	0	1	0	0	0	0	S|B|@:1	0	NONE	NONE	0
qokalar	LEFT_STRING_PLUS_AR	qokal	1	1	f58v	1	1	1	1	1	f58v	1	1	0	1	0	0	0	0	S|A|3:1	0	NONE	NONE	0
qokalchar	LEFT_STRING_PLUS_AR	qokalch	1	1	f58r	1	1	1	1	1	f58r	1	1	0	1	0	0	0	0	S|A|3:1	0	NONE	NONE	0
qokar	LEFT_STRING_PLUS_AR	qok	153	62	f8r|f33r|f33v|f34r|f34v|f39v|f40r|f40v|f42r|f43v|f46r|f46v|f48v|f54v|f55r|f58r|f58v|f66r|f75r|f75v|f76r|f77r|f78v|f79r|f79v|f80r|f80v|f81r|f81v|f82r|f82v|f83v|f85r1|f85r2|f86v3|f86v5|f86v6|f89r1|f89v1|f94v|f95r1|f95r2|f95v1|f102v1|f103r|f104r|f104v|f106r|f106v|f107r|f107v|f108r|f108v|f111v|f112r|f113r|f113v|f114r|f114v|f115r|f115v|f116r	39	144	1	132	59	f8r|f33r|f34r|f34v|f39v|f40r|f40v|f42r|f43v|f46r|f46v|f48v|f54v|f55r|f58r|f58v|f66r|f75r|f75v|f76r|f77r|f78v|f79r|f79v|f80r|f80v|f81r|f81v|f82r|f82v|f83v|f85r1|f85r2|f86v5|f86v6|f89r1|f89v1|f94v|f95r2|f95v1|f102v1|f103r|f104r|f104v|f106r|f106v|f107r|f107v|f108r|f108v|f111v|f112r|f113r|f113v|f114r|f114v|f115r|f115v|f116r	39	125	7	122	3	0	0	1	B|B|2:38|C|B|2:1|H|A|1:3|H|B|2:18|H|B|3:3|H|B|5:1|P|A|1:4|S|A|3:7|S|B|3:33|S|B|@:3|T|B|2:20|T|B|5:1	0	NONE	NONE	0
qokchar	LEFT_STRING_PLUS_AR	qokch	1	1	f115r	1	1	1	1	1	f115r	1	1	0	1	0	0	0	0	S|B|@:1	0	NONE	NONE	0
qokear	LEFT_STRING_PLUS_AR	qoke	7	6	f75v|f77r|f83v|f107r|f108v|f111r	6	7	1	4	3	f83v|f107r|f111r	3	4	0	4	0	0	0	0	B|B|2:1|S|B|3:3	0	NONE	NONE	0
qokeear	LEFT_STRING_PLUS_AR	qokee	2	2	f111r|f112v	2	2	1	1	1	f112v	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
qokeeoar	LEFT_STRING_PLUS_AR	qokeeo	1	1	f113r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	1	f113r.20	it2a	0
qokorar	LEFT_STRING_PLUS_AR	qokor	1	1	f19r	1	1	1	1	1	f19r	1	1	1	0	0	0	0	0	H|A|1:1	0	NONE	NONE	0
qolar	LEFT_STRING_PLUS_AR	qol	2	2	f79v|f104r	2	2	1	1	1	f104r	1	1	0	1	0	0	0	0	S|B|3:1	1	f79v.19	rf1b	0
qoorar	LEFT_STRING_PLUS_AR	qoor	1	1	f102r1	1	1	1	1	1	f102r1	1	1	0	1	0	0	0	0	P|A|1:1	0	NONE	NONE	0
qopar	LEFT_STRING_PLUS_AR	qop	5	3	f85r1|f86v6|f105v	3	5	1	5	3	f85r1|f86v6|f105v	3	5	0	5	0	0	0	0	S|B|3:1|T|B|2:4	0	NONE	NONE	0
qopchar	LEFT_STRING_PLUS_AR	qopch	2	2	f49r|f104r	2	2	1	1	1	f104r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
qopchear	LEFT_STRING_PLUS_AR	qopche	1	1	f113r	1	1	1	1	1	f113r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
qorar	LEFT_STRING_PLUS_AR	qor	1	1	f116r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
qotar	LEFT_STRING_PLUS_AR	qot	61	36	f24r|f31r|f33r|f43r|f48r|f66r|f75r|f75v|f76v|f77v|f79r|f80r|f80v|f82v|f83r|f85r1|f86v3|f86v5|f86v6|f94r|f94v|f95r2|f103r|f103v|f104r|f104v|f105r|f106r|f106v|f111v|f113v|f114r|f114v|f115r|f115v|f116r	26	61	1	53	34	f24r|f31r|f43r|f48r|f66r|f75r|f76v|f77v|f79r|f80r|f80v|f82v|f83r|f85r1|f86v3|f86v5|f86v6|f94r|f94v|f95r2|f103r|f103v|f104r|f104v|f105r|f106r|f106v|f111v|f113v|f114r|f114v|f115r|f115v|f116r	25	53	1	47	5	0	0	1	B|B|2:11|C|B|2:1|H|A|1:1|H|B|2:3|H|B|3:3|H|B|5:1|S|B|3:25|S|B|@:1|T|B|2:6|T|B|5:1	0	NONE	NONE	0
qotchar	LEFT_STRING_PLUS_AR	qotch	3	3	f23v|f42r|f49v	3	3	1	2	2	f23v|f49v	2	2	0	1	1	0	0	0	H|A|1:2	0	NONE	NONE	0
qotddyar	LEFT_STRING_PLUS_AR	qotddy	1	1	f76r	1	1	1	1	1	f76r	1	1	0	1	0	0	0	0	T|B|2:1	0	NONE	NONE	0
qoteoar	LEFT_STRING_PLUS_AR	qoteo	1	1	f113r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
rar	LEFT_STRING_PLUS_AR	r	14	10	f77v|f80r|f103r|f103v|f104r|f107r|f107v|f108v|f111v|f115v	8	14	1	11	10	f77v|f80r|f103r|f103v|f104r|f107r|f107v|f108v|f111v|f115v	8	11	0	10	1	0	0	0	B|B|2:2|S|B|3:9	0	NONE	NONE	0
rkar	LEFT_STRING_PLUS_AR	rk	1	1	f103r	1	1	1	1	1	f103r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
salar	LEFT_STRING_PLUS_AR	sal	1	1	f106v	1	1	1	1	1	f106v	1	1	1	0	0	0	0	0	S|B|3:1	0	NONE	NONE	0
salchtedytar	LEFT_STRING_PLUS_AR	salchtedyt	1	1	f81v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
saltar	LEFT_STRING_PLUS_AR	salt	1	1	f80r	1	1	1	1	1	f80r	1	1	0	1	0	0	0	0	B|B|2:1	0	NONE	NONE	0
salxar	LEFT_STRING_PLUS_AR	salx	1	1	f107r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
sar	LEFT_STRING_PLUS_AR	s	62	44	f6v|f8v|f17v|f24r|f26r|f26v|f33v|f42v|f55v|f58r|f75r|f76r|f76v|f77r|f78r|f79v|f80v|f81r|f81v|f82r|f82v|f83r|f83v|f86v3|f86v6|f88r|f89v1|f93v|f96v|f99r|f100r|f102v2|f103r|f103v|f104r|f104v|f106r|f106v|f107r|f111v|f112r|f113r|f113v|f116r	34	62	1	45	33	f8v|f17v|f24r|f26v|f33v|f58r|f76r|f76v|f77r|f80v|f81r|f81v|f82v|f83r|f83v|f86v3|f88r|f89v1|f93v|f96v|f99r|f102v2|f103r|f103v|f104r|f104v|f106r|f106v|f107r|f112r|f113r|f113v|f116r	26	45	21	18	6	0	0	1	B|B|2:10|C|B|2:1|H|A|1:5|H|B|2:2|P|A|1:4|S|A|3:2|S|B|3:20|T|B|2:1	2	f42v.4|f78r.38	rf1b	0
sarar	LEFT_STRING_PLUS_AR	sar	3	3	f42v|f86v6|f106v	3	3	1	3	3	f42v|f86v6|f106v	3	3	2	1	0	0	0	0	H|A|1:1|S|B|3:1|T|B|2:1	0	NONE	NONE	0
satar	LEFT_STRING_PLUS_AR	sat	1	1	f8v	1	1	1	1	1	f8v	1	1	0	0	1	0	0	0	H|A|1:1	0	NONE	NONE	0
schar	LEFT_STRING_PLUS_AR	sch	1	1	f17r	1	1	1	1	1	f17r	1	1	0	1	0	0	0	0	H|A|1:1	0	NONE	NONE	0
shar	LEFT_STRING_PLUS_AR	sh	29	25	f3v|f4v|f9r|f17v|f45r|f52r|f55r|f58r|f58v|f77v|f79r|f80r|f80v|f82v|f86v5|f89r1|f95v2|f103r|f104r|f106v|f107r|f111r|f111v|f113r|f116r	22	28	1	24	21	f3v|f4v|f9r|f45r|f52r|f55r|f58r|f77v|f80r|f80v|f82v|f86v5|f89r1|f103r|f104r|f106v|f107r|f111r|f111v|f113r|f116r	19	23	2	21	1	0	0	0	B|B|2:5|H|A|1:5|H|B|2:1|P|A|1:1|S|A|3:2|S|B|3:9|T|B|2:1	0	NONE	NONE	0
shckhar	LEFT_STRING_PLUS_AR	shckh	1	1	f66r	1	1	1	1	1	f66r	1	1	0	0	1	0	0	1	T|B|5:1	0	NONE	NONE	0
shear	LEFT_STRING_PLUS_AR	she	22	18	f8v|f29r|f34v|f46r|f50r|f58v|f76r|f77r|f79r|f88r|f89v1|f106r|f106v|f108v|f111r|f111v|f113v|f116r	16	22	1	17	14	f8v|f29r|f46r|f58v|f76r|f77r|f79r|f88r|f106r|f108v|f111r|f111v|f113v|f116r	13	17	0	17	0	0	0	0	B|B|2:4|H|A|1:2|H|B|2:1|P|A|1:1|S|A|3:1|S|B|3:7|T|B|2:1	0	NONE	NONE	0
sheear	LEFT_STRING_PLUS_AR	shee	3	3	f25r|f58r|f111v	3	3	1	2	2	f25r|f58r	2	2	0	2	0	0	0	0	H|A|1:1|S|A|3:1	0	NONE	NONE	0
sheekar	LEFT_STRING_PLUS_AR	sheek	2	2	f50r|f111v	2	2	1	2	2	f50r|f111v	2	2	0	2	0	0	0	0	H|B|2:1|S|B|3:1	0	NONE	NONE	0
shekar	LEFT_STRING_PLUS_AR	shek	1	1	f58v	1	1	1	1	1	f58v	1	1	0	1	0	0	0	0	S|A|3:1	0	NONE	NONE	0
sheokar	LEFT_STRING_PLUS_AR	sheok	1	1	f111r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
shetar	LEFT_STRING_PLUS_AR	shet	1	1	f83r	1	1	1	1	1	f83r	1	1	0	1	0	0	0	0	B|B|2:1	0	NONE	NONE	0
shkar	LEFT_STRING_PLUS_AR	shk	2	2	f106v|f112r	2	2	1	1	1	f112r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
shkear	LEFT_STRING_PLUS_AR	shke	1	1	f112r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
shoar	LEFT_STRING_PLUS_AR	sho	3	3	f58r|f86v5|f102v2	3	3	1	2	2	f58r|f86v5	2	2	1	1	0	0	0	0	S|A|3:1|T|B|2:1	0	NONE	NONE	0
shoekar	LEFT_STRING_PLUS_AR	shoek	1	1	f58r	1	1	1	1	1	f58r	1	1	0	0	1	0	0	0	S|A|3:1	0	NONE	NONE	0
shokar	LEFT_STRING_PLUS_AR	shok	3	3	f58r|f106v|f111v	3	3	1	2	2	f106v|f111v	2	2	1	1	0	0	0	0	S|B|3:2	0	NONE	NONE	0
sholar	LEFT_STRING_PLUS_AR	shol	1	1	f58r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
sholkar	LEFT_STRING_PLUS_AR	sholk	1	1	f103r	1	1	1	1	1	f103r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
shoyfar	LEFT_STRING_PLUS_AR	shoyf	1	1	f95v1	1	1	1	1	1	f95v1	1	1	0	1	0	0	0	0	H|B|3:1	0	NONE	NONE	0
shtar	LEFT_STRING_PLUS_AR	sht	1	1	f111r	1	1	1	1	1	f111r	1	1	0	1	0	0	0	0	S|B|3:1	0	NONE	NONE	0
skar	LEFT_STRING_PLUS_AR	sk	1	1	f83r	1	1	1	1	1	f83r	1	1	1	0	0	0	0	0	B|B|2:1	0	NONE	NONE	0
soarar	LEFT_STRING_PLUS_AR	soar	1	1	f112r	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	1	f112r.14	it2a	0
sokar	LEFT_STRING_PLUS_AR	sok	1	1	f16v	1	1	1	1	1	f16v	1	1	1	0	0	0	0	0	H|A|1:1	0	NONE	NONE	0
sosar	LEFT_STRING_PLUS_AR	sos	1	1	f96v	1	1	1	1	1	f96v	1	1	1	0	0	0	0	0	H|A|1:1	0	NONE	NONE	0
soysar	LEFT_STRING_PLUS_AR	soys	1	1	f96v	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
sykar	LEFT_STRING_PLUS_AR	syk	1	1	f116r	1	1	1	1	1	f116r	1	1	1	0	0	0	0	0	S|B|3:1	0	NONE	NONE	0
taipar	LEFT_STRING_PLUS_AR	taip	1	1	f50r	1	1	1	1	1	f50r	1	1	0	1	0	0	0	0	H|B|2:1	0	NONE	NONE	0
tairoar	LEFT_STRING_PLUS_AR	tairo	1	1	f86v6	1	1	0	0	0	NONE	0	0	0	0	0	0	0	0	NONE	0	NONE	NONE	0
