page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_ar	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit
f86v5	f86	f86v5.31	ykeshy	ar	ykeshy ar	9	10	10	LAST	0	0	T	B	2	1	1	1	1	1	1	tol kaiin ytchdy chol ytedy ytain qodaiin ytody ykeshy ar	0
f86v6	f86	f86v6.3	chor	ar	chor ar	5	6	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	qolchy olkeedy chdal chedy chor ar arody qokchdy chdal okar chdy otaiin	0
f86v6	f86	f86v6.6	chedy	ar	chedy ar	5	6	12	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	daiin sheol keear or chedy ar sheeeb qotain odaiin olkeshar qokar or	0
f86v6	f86	f86v6.7	s	ar	s ar	12	13	15	MIDDLE	0	0	T	B	2	0	1	0	1	0	0	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	0
f86v6	f86	f86v6.9	otar	ar	otar ar	7	8	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	0
f86v6	f86	f86v6.11	chcphar	ar	chcphar ar	10	11	11	LAST	0	0	T	B	2	1	1	1	1	1	1	qokaiin olkeey qokeor or cheeaiin yteedy qoko lchdol or chcphar ar	0
f86v6	f86	f86v6.17	olain	ar	olain ar	10	11	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	par or aiin dar aiiin qckhear shoy qotedy opchdy olain ar alkar am	0
f86v6	f86	f86v6.21	tar	ar	tar ar	9	10	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	oreeey lkeeor daiin olteody tar otyteeodaiin yty sheey tar ar am ody	0
f86v6	f86	f86v6.23	ykar	ar	ykar ar	8	9	13	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	0
f86v6	f86	f86v6.34	soraiin	ar	soraiin ar	1	2	12	MIDDLE	0	0	T	B	2	0	1	0	0	0	0	soraiin ar shey qoteody or aiiin oeey ldaiiin or oro ol kaiiin	0
f86v6	f86	f86v6.40	daiin	ar	daiin ar	1	2	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky	0
f86v6	f86	f86v6.45	qokshey	ar	qokshey ar	4	5	8	MIDDLE	0	1	T	B	2	1	1	1	1	1	1	paiin otar otolkshy qokshey ar otalky chear aiodam	0
f88r	f88	f88r.28	shear	ar	shear ar	8	9	10	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	ykar cheol chol chey ckhey s or shear ar alsy	0
f94v	f94	f94v.8	par	ar	par ar	8	9	9	LAST	1	0	H	B	3	1	1	1	1	1	1	pchedaiin sheocthy daiin cphedy fchd otchy qotchy par ar	0
f95v1	f95	f95v1.1	okain	ar	okain ar	7	8	9	MIDDLE	1	0	H	B	3	1	1	1	1	1	1	olteedy oepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed	0
f95v2	f95	f95v2.5	okaiin	ar	okaiin ar	8	9	9	LAST	0	0	H	B	3	1	1	1	1	1	1	tar fcheey shos aiin okar olkaiin otalain okaiin ar	0
f96v	f96	f96v.5	ckheeody	ar	ckheeody ar	3	4	5	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	tockhy cthey ckheeody ar eeeykey	0
f100v	f100	f100v.14	ckhoor	ar	ckhoor ar	4	5	9	MIDDLE	1	0	P	A	1	1	1	1	1	1	1	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	0
f102v1	f102	f102v1.12	s	ar	s ar	6	7	10	MIDDLE	0	0	P	A	1	0	1	0	1	0	0	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin	0
f102v2	f102	f102v2.32	s	ar	s ar	6	7	12	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	0
f102v2	f102	f102v2.37	tchor	ar	tchor ar	1	2	10	MIDDLE	0	0	P	A	1	0	1	0	1	0	0	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	0
f103r	f103	f103r.2	chep	ar	chep ar	7	8	15	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	0
f103r	f103	f103r.9	oteeos	ar	oteeos ar	1	2	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	0
f103r	f103	f103r.22	chep	ar	chep ar	9	10	12	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy	0
f103v	f103	f103v.15	ch	ar	ch ar	5	6	12	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay	0
f103v	f103	f103v.23	l	ar	l ar	2	3	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	0
f103v	f103	f103v.23	or	ar	or ar	10	11	13	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	0
f103v	f103	f103v.24	otain	ar	otain ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	0
f103v	f103	f103v.44	shey	ar	shey ar	2	3	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	0
f103v	f103	f103v.44	ar	ar	ar ar	3	4	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	0
f104r	f104	f104r.2	o	ar	o ar	1	2	14	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	0
f104r	f104	f104r.7	okar	ar	okar ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dchodees sheos odaiin otchedy qodain shedy chedy qodain okar ar okaim	0
f104r	f104	f104r.20	cheeekan	ar	cheeekan ar	8	9	12	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	0
f104r	f104	f104r.20	ain	ar	ain ar	10	11	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	0
f104r	f104	f104r.25	otain	ar	otain ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	0
f104r	f104	f104r.27	daiin	ar	daiin ar	8	9	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchedar qokaiin qotaiin dl ral cheodl cphaiin daiin ar qekeeey qoparaiin	0
f104r	f104	f104r.39	pcholor	ar	pcholor ar	1	2	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcholor ar aiin alkchdy qotal chol qoar aiin qopcheedy qotair ofaiino	0
f104r	f104	f104r.44	qokeey	ar	qokeey ar	4	5	10	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokaiin otaiin okam	0
f104r	f104	f104r.45	otain	ar	otain ar	6	7	11	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	0
f104v	f104	f104v.25	qokedaiin	ar	qokedaiin ar	4	5	12	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	0
f104v	f104	f104v.30	lkair	ar	lkair ar	10	11	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	0
f104v	f104	f104v.30	ar	ar	ar ar	11	12	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	0
f104v	f104	f104v.32	cfheo	ar	cfheo ar	11	12	14	MIDDLE	1	0	S	B	3	0	1	0	1	0	0	pchedy kchedy cheocphey or ain cheeos aiiiro lcheedy lcheedy qosaiin cfheo ar als am	0
f104v	f104	f104v.33	ol	ar	ol ar	8	9	15	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	0
f104v	f104	f104v.33	etar	ar	etar ar	12	13	15	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	0
f104v	f104	f104v.39	yshey	ar	yshey ar	1	2	16	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	0
f104v	f104	f104v.39	kar	ar	kar ar	10	11	16	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	0
f104v	f104	f104v.39	lkchs	ar	lkchs ar	12	13	16	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	0
f105r	f105	f105r.3	cheeo	ar	cheeo ar	5	6	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	olshey qoden odeey kcheody cheeo ar yteey ytchy otedy qokeedy qokeey rol	0
f105r	f105	f105r.24	paiin	ar	paiin ar	5	6	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	0
f105r	f105	f105r.31	shx	ar	shx ar	3	4	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	0
f105r	f105	f105r.32	otar	ar	otar ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam	0
f105r	f105	f105r.33	qokaiin	ar	qokaiin ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okeeodair oteey lkeey teeolteedy ot okal or aiiin qokaiin ar airod	0
f105r	f105	f105r.34	al	ar	al ar	9	10	11	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	dor ail cheky kar odaiin ykl al oees al ar alkam	0
f105v	f105	f105v.6	dar	ar	dar ar	7	8	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	0
f105v	f105	f105v.12	ykedor	ar	ykedor ar	4	5	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	0
f105v	f105	f105v.12	ar	ar	ar ar	5	6	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ysheedy aiin okeol ykedor ar ar alkair otar otaiin otal tair am	0
f105v	f105	f105v.28	oeoar	ar	oeoar ar	1	2	6	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	oeoar ar al odor aiil otaiin	0
f105v	f105	f105v.32	qoair	ar	qoair ar	3	4	10	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	poar keeodaiin qoair ar aey qoeedeody qokaiin qotedair apo rairapy	0
f105v	f105	f105v.37	okaiin	ar	okaiin ar	10	11	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	0
f106r	f106	f106r.5	qokeod	ar	qokeod ar	7	8	11	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	ysheor aiin char okaiin qokeechy checkhy qokeod ar qokeo lkeo lchorom	0
f106r	f106	f106r.28	chear	ar	chear ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	0
f106r	f106	f106r.29	qokain	ar	qokain ar	7	8	11	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	saiin chal chlal okal ykalaiin okain qokain ar okaiin char aiiny	0
f106r	f106	f106r.33	qokaiin	ar	qokaiin ar	5	6	9	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	0
f106r	f106	f106r.40	shaiin	ar	shaiin ar	1	2	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	0
f106v	f106	f106v.18	qokshd	ar	qokshd ar	5	6	10	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pshodalos qokshdy qokshy opchdy qokshd ar shdar oeedy qotaly dairy	0
f106v	f106	f106v.34	otos	ar	otos ar	6	7	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam	0
f107r	f107	f107r.5	qokain	ar	qokain ar	9	10	10	LAST	0	0	S	B	3	1	1	1	1	1	1	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar	0
f107r	f107	f107r.29	olkeeolkeeo	ar	olkeeolkeeo ar	1	2	3	MIDDLE	0	1	S	B	3	0	1	0	0	0	0	olkeeolkeeo ar shol	0
f107r	f107	f107r.41	qokaiin	ar	qokaiin ar	1	2	6	MIDDLE	0	1	S	B	3	0	1	0	1	0	0	qokaiin ar ockhey qokal otal otam	0
f107r	f107	f107r.42	tain	ar	tain ar	8	9	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam	0
f107r	f107	f107r.48	otain	ar	otain ar	4	5	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om	0
f107v	f107	f107v.23	palchar	ar	palchar ar	1	2	10	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	palchar ar akaiiky char raikchy opchain opalkar otal otar alky	0
f107v	f107	f107v.26	r	ar	r ar	9	10	12	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	0
f107v	f107	f107v.36	okar	ar	okar ar	7	8	10	MIDDLE	0	1	S	B	3	0	1	1	0	0	0	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain	0
f107v	f107	f107v.41	pokar	ar	pokar ar	1	2	13	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pokar ar keey okeeo l cheey qokchey oteey lkeeo l lkeedy qokeey lkain	0
f108r	f108	f108r.9	kedy	ar	kedy ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy	0
f108r	f108	f108r.11	teodeey	ar	teodeey ar	1	2	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly	0
f108r	f108	f108r.13	raiin	ar	raiin ar	2	3	5	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	ykeey raiin ar ail odaiin	0
f108r	f108	f108r.48	dain	ar	dain ar	6	7	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	0
f108r	f108	f108r.50	chdar	ar	chdar ar	8	9	10	MIDDLE	0	1	S	B	3	0	1	0	0	0	0	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam	0
f108v	f108	f108v.12	shok	ar	shok ar	8	9	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam	0
f108v	f108	f108v.26	dlaiin	ar	dlaiin ar	6	7	14	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	0
f108v	f108	f108v.27	okar	ar	okar ar	4	5	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	0
f111r	f111	f111r.4	lor	ar	lor ar	12	13	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	0
f111r	f111	f111r.11	sheedy	ar	sheedy ar	6	7	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	0
f111r	f111	f111r.12	oteolair	ar	oteolair ar	8	9	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	0
f111r	f111	f111r.21	sheet	ar	sheet ar	15	16	19	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	0
f111r	f111	f111r.29	al	ar	al ar	8	9	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	0
f111r	f111	f111r.30	chtar	ar	chtar ar	4	5	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	0
f111r	f111	f111r.33	ain	ar	ain ar	3	4	14	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	0
f111r	f111	f111r.34	olain	ar	olain ar	5	6	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar	0
f111r	f111	f111r.35	chedl	ar	chedl ar	2	3	6	MIDDLE	0	1	S	B	3	0	1	0	0	0	0	y chedl ar aiin aiy dam	0
f111v	f111	f111v.17	saiin	ar	saiin ar	8	9	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	0
f111v	f111	f111v.20	qotain	ar	qotain ar	10	11	11	LAST	0	0	S	B	3	1	1	1	1	1	1	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	0
f111v	f111	f111v.26	polar	ar	polar ar	1	2	11	MIDDLE	1	0	S	B	3	0	1	0	0	0	0	polar ar okshey qokain chey kal keedy qopchedy qopchey ltchs alpchdar	0
f111v	f111	f111v.30	otain	ar	otain ar	8	9	11	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	0
f111v	f111	f111v.36	qokar	ar	qokar ar	4	5	10	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	shain okaiin chey qokar ar ar ain olr ar olor	0
f111v	f111	f111v.36	ar	ar	ar ar	5	6	10	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	shain okaiin chey qokar ar ar ain olr ar olor	0
f111v	f111	f111v.36	olr	ar	olr ar	8	9	10	MIDDLE	0	1	S	B	3	0	1	1	0	0	0	shain okaiin chey qokar ar ar ain olr ar olor	0
f111v	f111	f111v.50	chees	ar	chees ar	7	8	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	0
f112r	f112	f112r.16	otain	ar	otain ar	7	8	9	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	solol shedy shol qokeey qokeeey qokedain otain ar amchg	0
f112r	f112	f112r.30	tar	ar	tar ar	1	2	9	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	tar ar cheokey okeody chol ol chedy qokedy cheom	0
f112r	f112	f112r.32	sor	ar	sor ar	1	2	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	0
f112r	f112	f112r.32	al	ar	al ar	3	4	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	0
f112r	f112	f112r.34	pair	ar	pair ar	1	2	11	MIDDLE	1	0	S	B	3	0	1	0	0	0	0	pair ar l shdar okechedy qokar aram qotedy araiin qokchdy opary	0
f112r	f112	f112r.35	otedy	ar	otedy ar	8	9	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	0
f112r	f112	f112r.35	ar	ar	ar ar	9	10	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	0
f112r	f112	f112r.42	pol	ar	pol ar	1	2	10	MIDDLE	1	0	S	B	3	0	1	0	0	0	0	pol ar shedy qokaiin y okeedy qotal chody oteody araryteop	0
f112r	f112	f112r.44	akcheey	ar	akcheey ar	8	9	10	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	sar ain qokoekeeey yk koeechey okeeedy alair akcheey ar arody	0
f112v	f112	f112v.3	qokeeor	ar	qokeeor ar	1	2	11	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	0
f112v	f112	f112v.3	or	ar	or ar	4	5	11	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	0
f112v	f112	f112v.9	soaiin	ar	soaiin ar	1	2	8	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	soaiin ar aiin okaiin otaiin cheekain okchedy qokchdy	0
f112v	f112	f112v.19	qoteo	ar	qoteo ar	6	7	9	MIDDLE	0	1	S	B	3	0	1	0	1	0	0	s arain ain al qoeeey qoteo ar aiiinol chalor	0
f112v	f112	f112v.20	pchoraiin	ar	pchoraiin ar	1	2	8	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchoraiin ar alchedy olkeedy qokedy qotaiin chocthedy saisal	0
f112v	f112	f112v.37	sain	ar	sain ar	2	3	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam	0
f112v	f112	f112v.37	qokedaiin	ar	qokedaiin ar	6	7	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam	0
f112v	f112	f112v.38	sa	ar	sa ar	1	2	12	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	0
f113r	f113	f113r.2	al	ar	al ar	10	11	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	dar okeedy oteeody qokedy otchechy okeorl al keeos ched al ar chy ykolairol	0
f113r	f113	f113r.4	lkar	ar	lkar ar	9	10	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	0
f113r	f113	f113r.31	o	ar	o ar	8	9	13	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	ytaiin okaiin chear ckhar shal shckhy okain o ar chor cky chokain qoky	0
f113r	f113	f113r.42	sholkeechy	ar	sholkeechy ar	2	3	10	MIDDLE	1	0	S	B	3	0	1	0	0	0	0	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral	0
f113r	f113	f113r.43	lkar	ar	lkar ar	3	4	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	0
f113r	f113	f113r.47	kches	ar	kches ar	8	9	12	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	0
f113v	f113	f113v.2	oteol	ar	oteol ar	9	10	15	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor	0
f113v	f113	f113v.2	al	ar	al ar	11	12	15	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor	0
f113v	f113	f113v.5	otedar	ar	otedar ar	10	11	14	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	dcheos otaiin otedy otodaiin qokeey rcheey qoeear oteedy qokeedy otedar ar ot otees al	0
f113v	f113	f113v.7	otar	ar	otar ar	9	10	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal	0
f113v	f113	f113v.9	dair	ar	dair ar	1	2	7	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	dair ar okaiin chokaiin checkhol cholkaiin olchy	0
f113v	f113	f113v.10	otor	ar	otor ar	11	12	14	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	0
f113v	f113	f113v.13	otar	ar	otar ar	2	3	12	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor	0
f113v	f113	f113v.15	ar	ar	ar ar	1	2	12	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram	0
f113v	f113	f113v.16	olkam	ar	olkam ar	11	12	12	LAST	0	0	S	B	3	1	1	1	1	1	1	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	0
f113v	f113	f113v.20	otchar	ar	otchar ar	4	5	8	MIDDLE	0	1	S	B	3	0	1	0	1	0	0	lkaiin chy chody otchar ar otary ol aiin	0
f113v	f113	f113v.26	otar	ar	otar ar	5	6	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty	0
f113v	f113	f113v.30	otain	ar	otain ar	7	8	13	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	ysheey qoeey or aiiin okeeo l otain ar ol okaiiin aiin shody otcham	0
f113v	f113	f113v.32	char	ar	char ar	5	6	9	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	sheo l keey qokain char ar olar aiiin okar	0
f113v	f113	f113v.39	cheol	ar	cheol ar	2	3	11	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	0
f113v	f113	f113v.40	oteey	ar	oteey ar	4	5	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	0
f113v	f113	f113v.45	ls	ar	ls ar	5	6	11	MIDDLE	1	0	S	B	3	0	1	0	1	0	0	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	0
f113v	f113	f113v.47	qotain	ar	qotain ar	6	7	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	0
