surface	family_class	left_string	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
otar	LEFT_STRING_PLUS_AR	ot	f48v	f48	f48v.4	6	6	1	12	MIDDLE	0.454545454545	H	B	5	0	0	0	0	ty	alchdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy tchddy otsh okeey ty otar alchdy yteedy oteed y kedy m	0	G789-O0236
qokar	LEFT_STRING_PLUS_AR	qok	f48v	f48	f48v.5	5	5	1	10	MIDDLE	0.444444444444	H	B	5	0	0	0	0	shed	otedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lkeey qocthedy taiin shed qokar otedy dy dain tolkain otam	0	G789-O0237
okar	LEFT_STRING_PLUS_AR	ok	f48v	f48	f48v.6	3	3	1	15	MIDDLE	0.142857142857	H	B	5	0	1	0	0	qokain	otar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am	0	G789-O0238
otar	LEFT_STRING_PLUS_AR	ot	f48v	f48	f48v.6	4	4	1	15	MIDDLE	0.214285714286	H	B	5	0	1	0	0	okar	or	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am	0	G789-O0239
tokar	LEFT_STRING_PLUS_AR	tok	f48v	f48	f48v.8	10	10	1	11	MIDDLE	0.900000000000	H	B	5	0	0	0	0	kaly	otam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oteody chkey okedy chckhedy ykedy oldy otoly chey kaly tokar otam	0	G789-O0240
ar	BARE_AR	NONE	f48v	f48	f48v.10	12	12	1	13	MIDDLE	0.916666666667	H	B	5	0	0	0	0	okar	ary	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tol chedy ytedy ykeol chdy chdor chtol chdy ytchedal cthey okar ar ary	0	G789-O0241
qotchar	LEFT_STRING_PLUS_AR	qotch	f49v	f49	f49v.10	3	3	1	3	LAST	1.000000000000	H	A	1	0	0	0	0	shodaiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shol shodaiin qotchar	0	G789-O0242
kar	LEFT_STRING_PLUS_AR	k	f50r	f50	f50r.2	7	7	1	12	MIDDLE	0.545454545455	H	B	2	0	0	0	0	dy	oky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	0	G789-O0243
okar	LEFT_STRING_PLUS_AR	ok	f50r	f50	f50r.2	10	10	1	12	MIDDLE	0.818181818182	H	B	2	0	0	0	0	daiiin	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	0	G789-O0244
ar	BARE_AR	NONE	f50r	f50	f50r.2	11	11	1	12	MIDDLE	0.909090909091	H	B	2	0	0	0	0	okar	okam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	0	G789-O0245
kar	LEFT_STRING_PLUS_AR	k	f50r	f50	f50r.3	2	2	1	10	MIDDLE	0.111111111111	H	B	2	0	0	0	0	tshol	sheedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tshol kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam	0	G789-O0246
ar	BARE_AR	NONE	f50r	f50	f50r.4	7	7	1	10	MIDDLE	0.666666666667	H	B	2	0	0	0	0	or	alol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tchdy qokas chedy qokchdy qokaiin or ar alol keodaiin ols	0	G789-O0247
okar	LEFT_STRING_PLUS_AR	ok	f50r	f50	f50r.5	5	5	1	11	MIDDLE	0.400000000000	H	B	2	0	0	0	0	qokchdy	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0	G789-O0248
ar	BARE_AR	NONE	f50r	f50	f50r.5	6	6	1	11	MIDDLE	0.500000000000	H	B	2	0	0	0	0	okar	y	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0	G789-O0249
kar	LEFT_STRING_PLUS_AR	k	f50r	f50	f50r.5	9	9	1	11	MIDDLE	0.800000000000	H	B	2	0	0	0	0	qokchdy	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0	G789-O0250
ar	BARE_AR	NONE	f50r	f50	f50r.5	10	10	2	11	MIDDLE	0.900000000000	H	B	2	0	0	0	0	kar	okain	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	0	G789-O0251
kar	LEFT_STRING_PLUS_AR	k	f50r	f50	f50r.7	7	7	1	10	MIDDLE	0.666666666667	H	B	2	0	0	0	0	she	ariin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todalain qotal kaiin otaiin otal she kar ariin okchedy dariin	0	G789-O0252
sheekar	LEFT_STRING_PLUS_AR	sheek	f50r	f50	f50r.8	3	3	1	9	MIDDLE	0.250000000000	H	B	2	0	0	0	0	ykaiin	otchdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yk ykaiin sheekar otchdy dar kar shedain taipar orolkain	0	G789-O0253
kar	LEFT_STRING_PLUS_AR	k	f50r	f50	f50r.8	6	6	1	9	MIDDLE	0.625000000000	H	B	2	0	0	0	0	dar	shedain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yk ykaiin sheekar otchdy dar kar shedain taipar orolkain	0	G789-O0254
taipar	LEFT_STRING_PLUS_AR	taip	f50r	f50	f50r.8	8	8	1	9	MIDDLE	0.875000000000	H	B	2	0	0	0	0	shedain	orolkain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yk ykaiin sheekar otchdy dar kar shedain taipar orolkain	0	G789-O0255
ofar	LEFT_STRING_PLUS_AR	of	f50v	f50	f50v.1	9	9	1	10	MIDDLE	0.888888888889	H	B	2	1	0	0	0	shor	fardam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tchy do ldar shotchdy qokchdy opchedy qokol shor ofar fardam	0	G789-O0256
otar	LEFT_STRING_PLUS_AR	ot	f50v	f50	f50v.4	10	10	1	12	MIDDLE	0.818181818182	H	B	2	0	0	0	0	okchdy	chckhey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dar qoain olaiin ols aiin o l okeedy okchdy otar chckhey or	0	G789-O0257
okar	LEFT_STRING_PLUS_AR	ok	f50v	f50	f50v.6	6	6	1	10	MIDDLE	0.555555555556	H	B	2	0	0	0	0	qokedy	okchey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin kedair okal chody qokedy okar okchey okedy otar chkeey	0	G789-O0258
ykar	LEFT_STRING_PLUS_AR	yk	f50v	f50	f50v.8	1	1	1	10	FIRST	0.000000000000	H	B	2	0	0	0	0	EDGE	okair	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykar okair otor qokedy ykchol kar chckhy olkaiin okain qod	0	G789-O0259
kar	LEFT_STRING_PLUS_AR	k	f50v	f50	f50v.8	6	6	1	10	MIDDLE	0.555555555556	H	B	2	0	0	0	0	ykchol	chckhy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykar okair otor qokedy ykchol kar chckhy olkaiin okain qod	0	G789-O0260
ar	BARE_AR	NONE	f50v	f50	f50v.10	6	6	1	7	MIDDLE	0.833333333333	H	B	2	0	0	0	0	ykeeod	arood	1	1	1	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy okaiin olchdy oloeedy ykeeod ar arood	0	G789-O0261
kar	LEFT_STRING_PLUS_AR	k	f50v	f50	f50v.11	2	2	1	4	MIDDLE	0.333333333333	H	B	2	0	1	0	0	lchey	ykchy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lchey kar ykchy kchdy	0	G789-O0262
opchear	LEFT_STRING_PLUS_AR	opche	f51r	f51	f51r.1	3	3	1	4	MIDDLE	0.666666666667	H	A	1	1	0	0	0	qotchy	ypchedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tsholdchy qotchy opchear ypchedy	0	G789-O0263
shar	LEFT_STRING_PLUS_AR	sh	f52r	f52	f52r.1	4	4	1	10	MIDDLE	0.333333333333	H	A	1	1	0	0	0	ytair	qofy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tdokchcfhy ycphko ytair shar qofy daiin ypchy otchol dar yty	0	G789-O0264
otar	LEFT_STRING_PLUS_AR	ot	f52r	f52	f52r.2	8	8	1	9	MIDDLE	0.875000000000	H	A	1	0	0	0	0	dals	dl	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oty shor ykoldy qoky koldal oteees dals otar dl	0	G789-O0265
okchar	LEFT_STRING_PLUS_AR	okch	f52r	f52	f52r.5	4	4	1	8	MIDDLE	0.428571428571	H	A	1	0	0	0	0	okchal	shor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oky chor okchal okchar shor tol ykair ytchdam	0	G789-O0266
chochar	LEFT_STRING_PLUS_AR	choch	f52v	f52	f52v.3	3	3	1	8	MIDDLE	0.285714285714	H	A	1	0	0	0	0	chor	ls	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oor chor chochar ls chteeor ytol sheol otam	0	G789-O0267
qoekar	LEFT_STRING_PLUS_AR	qoek	f52v	f52	f52v.12	1	1	1	4	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	ckhol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qoekar ckhol ykchody ckhy	0	G789-O0268
chear	LEFT_STRING_PLUS_AR	che	f53v	f53	f53v.11	3	3	1	5	MIDDLE	0.500000000000	H	A	1	0	0	0	0	or	sheod	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otsho or chear sheod chkodal	0	G789-O0269
ar	BARE_AR	NONE	f54v	f54	f54v.2	4	4	1	8	MIDDLE	0.428571428571	H	A	1	0	0	0	0	s	cheor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	0	G789-O0270
qokar	LEFT_STRING_PLUS_AR	qok	f54v	f54	f54v.5	4	4	1	7	MIDDLE	0.500000000000	H	A	1	0	0	0	0	qodaim	chy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	odaiin ytaiin qodaim qokar chy s am	0	G789-O0271
tar	LEFT_STRING_PLUS_AR	t	f54v	f54	f54v.14	1	1	1	4	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	cphey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar cphey tam aldam	0	G789-O0272
okar	LEFT_STRING_PLUS_AR	ok	f55r	f55	f55r.1	4	4	1	9	MIDDLE	0.375000000000	H	B	2	1	0	0	0	qofair	yk	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	podaiin shekchy qofair okar yk epaiin qokchdy os arod	0	G789-O0273
qokar	LEFT_STRING_PLUS_AR	qok	f55r	f55	f55r.2	7	7	1	12	MIDDLE	0.545454545455	H	B	2	0	0	0	0	y	okar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okair or aiin chody ykair y qokar okar ol ykar ar al	0	G789-O0274
okar	LEFT_STRING_PLUS_AR	ok	f55r	f55	f55r.2	8	8	1	12	MIDDLE	0.636363636364	H	B	2	0	0	0	0	qokar	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okair or aiin chody ykair y qokar okar ol ykar ar al	0	G789-O0275
ykar	LEFT_STRING_PLUS_AR	yk	f55r	f55	f55r.2	10	10	1	12	MIDDLE	0.818181818182	H	B	2	0	0	0	0	ol	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okair or aiin chody ykair y qokar okar ol ykar ar al	0	G789-O0276
okar	LEFT_STRING_PLUS_AR	ok	f55r	f55	f55r.3	4	4	1	11	MIDDLE	0.300000000000	H	B	2	0	0	0	0	chky	chky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	0	G789-O0277
qokar	LEFT_STRING_PLUS_AR	qok	f55r	f55	f55r.3	7	7	1	11	MIDDLE	0.600000000000	H	B	2	0	0	0	0	chdy	okaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	0	G789-O0278
ykar	LEFT_STRING_PLUS_AR	yk	f55r	f55	f55r.4	8	8	1	10	MIDDLE	0.777777777778	H	B	2	0	0	0	0	okchd	odaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin or orol char ar kaiin okchd ykar odaiin chdolaiin	0	G789-O0279
char	LEFT_STRING_PLUS_AR	ch	f55r	f55	f55r.8	2	2	1	8	MIDDLE	0.142857142857	H	B	2	0	0	0	0	dchykey	chek	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchykey char chek xar odas xaloeees cpheody qokeeody	0	G789-O0280
xar	LEFT_STRING_PLUS_AR	x	f55r	f55	f55r.8	4	4	1	8	MIDDLE	0.428571428571	H	B	2	0	0	0	0	chek	odas	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchykey char chek xar odas xaloeees cpheody qokeeody	0	G789-O0281
qokar	LEFT_STRING_PLUS_AR	qok	f55r	f55	f55r.10	3	3	1	11	MIDDLE	0.200000000000	H	B	2	0	0	0	0	okal	or	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dair okal qokar or or o ar odaiin okeey darchd ol	0	G789-O0282
otar	LEFT_STRING_PLUS_AR	ot	f55r	f55	f55r.13	5	5	1	7	MIDDLE	0.666666666667	H	B	2	0	1	0	0	otol	shar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lchdal ockhy daiin otol otar shar ain	0	G789-O0283
shar	LEFT_STRING_PLUS_AR	sh	f55r	f55	f55r.13	6	6	1	7	MIDDLE	0.833333333333	H	B	2	0	1	0	0	otar	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lchdal ockhy daiin otol otar shar ain	0	G789-O0284
kar	LEFT_STRING_PLUS_AR	k	f55v	f55	f55v.3	10	10	1	11	MIDDLE	0.900000000000	H	B	2	0	0	0	0	ol	am	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeeey os ain qool al chedy sar aiin ol kar am	0	G789-O0285
okar	LEFT_STRING_PLUS_AR	ok	f55v	f55	f55v.4	1	1	1	8	FIRST	0.000000000000	H	B	2	0	0	0	0	EDGE	chckhdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okar chckhdy cheody keeyfar al ochedy qokain ody	0	G789-O0286
keeyfar	LEFT_STRING_PLUS_AR	keeyf	f55v	f55	f55v.4	4	4	1	8	MIDDLE	0.428571428571	H	B	2	0	0	0	0	cheody	al	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okar chckhdy cheody keeyfar al ochedy qokain ody	0	G789-O0287
ar	BARE_AR	NONE	f55v	f55	f55v.7	9	9	1	11	MIDDLE	0.800000000000	H	B	2	1	0	0	0	pchal	aldy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	0	G789-O0288
okar	LEFT_STRING_PLUS_AR	ok	f55v	f55	f55v.8	4	4	1	11	MIDDLE	0.300000000000	H	B	2	0	0	0	0	qokaiin	qol	1	2	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar chedy qokaiin okar qol otar cho ar talody okar y	0	G789-O0289
otar	LEFT_STRING_PLUS_AR	ot	f55v	f55	f55v.10	8	8	1	12	MIDDLE	0.636363636364	H	B	2	0	0	0	0	ytaiin	y	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	0	G789-O0290
ykar	LEFT_STRING_PLUS_AR	yk	f55v	f55	f55v.10	11	11	1	12	MIDDLE	0.909090909091	H	B	2	0	0	0	0	kal	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	0	G789-O0291
cheoar	LEFT_STRING_PLUS_AR	cheo	f55v	f55	f55v.11	2	2	1	10	MIDDLE	0.111111111111	H	B	2	0	0	0	0	ykaiin	cheeky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	0	G789-O0292
ar	BARE_AR	NONE	f55v	f55	f55v.12	2	2	1	9	MIDDLE	0.125000000000	H	B	2	0	1	0	0	daiin	cheky	1	2	1	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin ar cheky olkeechy sl ar aiin daiin otam	0	G789-O0293
okar	LEFT_STRING_PLUS_AR	ok	f56r	f56	f56r.4	7	7	1	8	MIDDLE	0.857142857143	H	A	1	0	0	0	0	chy	chdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qot chor chor chokor chkor chy okar chdy	0	G789-O0294
kchoar	LEFT_STRING_PLUS_AR	kcho	f56r	f56	f56r.18	3	3	1	4	MIDDLE	0.666666666667	H	A	1	0	0	0	0	chokchy	sotodan	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sho chokchy kchoar sotodan	0	G789-O0295
cthar	LEFT_STRING_PLUS_AR	cth	f56v	f56	f56v.2	6	6	1	6	LAST	1.000000000000	H	A	1	0	0	0	0	qoteey	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shodshey qoteeey qoteey daiin qoteey cthar	0	G789-O0296
olchear	LEFT_STRING_PLUS_AR	olche	f58r	f58	f58r.2	4	4	1	9	MIDDLE	0.375000000000	S	A	3	0	0	0	0	ckhy	char	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshodal or ckhy olchear char tal ytal ytar olchokal	0	G789-O0297
char	LEFT_STRING_PLUS_AR	ch	f58r	f58	f58r.2	5	5	1	9	MIDDLE	0.500000000000	S	A	3	0	0	0	0	olchear	tal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshodal or ckhy olchear char tal ytal ytar olchokal	0	G789-O0298
ytar	LEFT_STRING_PLUS_AR	yt	f58r	f58	f58r.2	8	8	1	9	MIDDLE	0.875000000000	S	A	3	0	0	0	0	ytal	olchokal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshodal or ckhy olchear char tal ytal ytar olchokal	0	G789-O0299
otar	LEFT_STRING_PLUS_AR	ot	f58r	f58	f58r.5	4	4	1	13	MIDDLE	0.250000000000	S	A	3	0	0	0	0	am	otar	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-O0300
otar	LEFT_STRING_PLUS_AR	ot	f58r	f58	f58r.5	5	5	2	13	MIDDLE	0.333333333333	S	A	3	0	0	0	0	otar	char	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-O0301
char	LEFT_STRING_PLUS_AR	ch	f58r	f58	f58r.5	6	6	1	13	MIDDLE	0.416666666667	S	A	3	0	0	0	0	otar	ar	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-O0302
ar	BARE_AR	NONE	f58r	f58	f58r.5	7	7	1	13	MIDDLE	0.500000000000	S	A	3	0	0	0	0	char	al	1	2	1	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-O0303
char	LEFT_STRING_PLUS_AR	ch	f58r	f58	f58r.5	9	9	2	13	MIDDLE	0.666666666667	S	A	3	0	0	0	0	al	ar	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-O0304
ytalar	LEFT_STRING_PLUS_AR	ytal	f58r	f58	f58r.5	12	12	1	13	MIDDLE	0.916666666667	S	A	3	0	0	0	0	ary	cham	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qor dchair am otar otar char ar al char ar ary ytalar cham	0	G789-O0305
qoar	LEFT_STRING_PLUS_AR	qo	f58r	f58	f58r.9	4	4	1	10	MIDDLE	0.333333333333	S	A	3	0	0	0	0	yteodaiin	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sholaiin cheey yteodaiin qoar aiin arary sheey daiin e alam	0	G789-O0306
ar	BARE_AR	NONE	f58r	f58	f58r.10	2	2	1	12	MIDDLE	0.090909090909	S	A	3	0	0	0	0	tal	am	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	0	G789-O0307
shar	LEFT_STRING_PLUS_AR	sh	f58r	f58	f58r.10	4	4	1	12	MIDDLE	0.272727272727	S	A	3	0	0	0	0	am	chepchey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	0	G789-O0308
otar	LEFT_STRING_PLUS_AR	ot	f58r	f58	f58r.10	6	6	1	12	MIDDLE	0.454545454545	S	A	3	0	0	0	0	chepchey	aldy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	0	G789-O0309
orar	LEFT_STRING_PLUS_AR	or	f58r	f58	f58r.11	7	7	1	7	LAST	1.000000000000	S	A	3	0	0	0	0	dalor	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qocphody qokalam chairal qoaiin otalal dalor orar	0	G789-O0310
shoar	LEFT_STRING_PLUS_AR	sho	f58r	f58	f58r.12	1	1	1	9	FIRST	0.000000000000	S	A	3	0	0	0	0	EDGE	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shoar ar choldal otalchal dal choldy okalys airaldy shar	0	G789-O0311
ar	BARE_AR	NONE	f58r	f58	f58r.12	2	2	1	9	MIDDLE	0.125000000000	S	A	3	0	0	0	0	shoar	choldal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shoar ar choldal otalchal dal choldy okalys airaldy shar	0	G789-O0312
shar	LEFT_STRING_PLUS_AR	sh	f58r	f58	f58r.12	9	9	1	9	LAST	1.000000000000	S	A	3	0	0	0	0	airaldy	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shoar ar choldal otalchal dal choldy okalys airaldy shar	0	G789-O0313
ytar	LEFT_STRING_PLUS_AR	yt	f58r	f58	f58r.13	1	1	1	10	FIRST	0.000000000000	S	A	3	0	0	0	0	EDGE	sheear	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	0	G789-O0314
sheear	LEFT_STRING_PLUS_AR	shee	f58r	f58	f58r.13	2	2	1	10	MIDDLE	0.111111111111	S	A	3	0	0	0	0	ytar	cheoldy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	0	G789-O0315
ar	BARE_AR	NONE	f58r	f58	f58r.16	2	2	1	10	MIDDLE	0.111111111111	S	A	3	1	0	0	0	typchey	air	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy	0	G789-O0316
darar	LEFT_STRING_PLUS_AR	dar	f58r	f58	f58r.18	1	1	1	10	FIRST	0.000000000000	S	A	3	0	0	0	0	EDGE	shol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal	0	G789-O0317
dalar	LEFT_STRING_PLUS_AR	dal	f58r	f58	f58r.18	7	7	1	10	MIDDLE	0.666666666667	S	A	3	0	0	0	0	chaly	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal	0	G789-O0318
otalar	LEFT_STRING_PLUS_AR	otal	f58r	f58	f58r.20	7	7	1	9	MIDDLE	0.750000000000	S	A	3	0	0	0	0	daldy	ar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	0	G789-O0319
ar	BARE_AR	NONE	f58r	f58	f58r.20	8	8	1	9	MIDDLE	0.875000000000	S	A	3	0	0	0	0	otalar	arodaim	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	0	G789-O0320
