statement_id	page	record	silent_owner_ids	silent_owner_de	event_ids	surfaces	card_readings_de	primitive_sequence	lane_sequence	collapsed_lane_skeleton	grammar_parse	terminal	silent_noun_expansion_de
B2-S007	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	E189	dshedy	halten · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S008	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	E190|E191|E192	sotaiin qokar shedy	danach · Maß; ansetzen · von dort; absetzen · Schluss	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	ADDRESS>ADDRESS>STATE>CLOSE	ADDRESS>STATE>CLOSE	SILENT_OWNER :: ADDRESS>ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S009	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	E193	solshedy	fortsetzen · halten · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S010	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	E194|E195|E196|E197	qokeey qoky ls cheey	ansetzen · länger · dies; ansetzen · dies; fortsetzen; Empfangsbestand	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	STATE>REFERENCE>REFERENCE>STATE	STATE>REFERENCE>STATE	SILENT_OWNER :: STATE>REFERENCE>REFERENCE>STATE	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S011	f82r	B2	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	mittlere rechte unklare Station	E198|E199|E200|E201	okain char okain qokeedy	ansetzen · Portion; von dort; ansetzen · Portion; ansetzen · länger · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	REFERENCE>REFERENCE>REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S012	f82r	B2	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	mittlere rechte unklare Station | unteres grünes Mehrfigurenbecken	E202|E203|E204|E205|E206|E207|E208|E209	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	führen · abziehen · dies; Empfangsbestand; bereit · kurz · dies; ansetzen · länger · dies; führen · länger · dies; Maß; dies; ansetzen · vollständig · Schluss	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	ADDRESS>STATE>STATE>STATE>ADDRESS>ADDRESS>REFERENCE>STATE>CLOSE	ADDRESS>STATE>ADDRESS>REFERENCE>STATE>CLOSE	SILENT_OWNER :: ADDRESS>STATE>STATE>STATE>ADDRESS>ADDRESS>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S013	f82r	B2	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenbecken	E210	lchedy	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S014	f82r	B2	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenbecken	E211	lar	führen · von dort	SOURCE_DRAW	ADDRESS	ADDRESS	SILENT_OWNER :: ADDRESS	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S015	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E212|E213	tshey qokeedy	halten · kurz · dies; ansetzen · länger · Schluss	HOLD_STATE>HOLD_STATE>CLOSE	STATE>STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S016	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E214|E215|E216|E217|E218|E219|E220|E221	cheal lchedar ches aiin oteey qokaiin okey pchedy	Zielstelle; führen · umsetzen · von dort; teilen; Maß; danach · länger · dies; ansetzen · Maß; ansetzen · kurz · dies; hinein · umsetzen · Schluss	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	ADDRESS>ADDRESS>REFERENCE>ADDRESS>STATE>ADDRESS>STATE>PROCESS>CLOSE	ADDRESS>REFERENCE>ADDRESS>STATE>ADDRESS>STATE>PROCESS>CLOSE	SILENT_OWNER :: ADDRESS>ADDRESS>REFERENCE>ADDRESS>STATE>ADDRESS>STATE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S017	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E222|E223	rsheal daldy	abkühlen · halten · kurz · Zielstelle; Zielstelle · Schluss	HOLD_STATE>TARGET_HANDOFF>CLOSE	STATE>ADDRESS>CLOSE	STATE>ADDRESS>CLOSE	SILENT_OWNER :: STATE>ADDRESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S018	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E224	qokeedy	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S019	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E225	rshedy	abkühlen · absetzen · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S020	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E226	qoteedy	danach · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S021	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E227	qokeedy	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B2-S022	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	E228	lochedy	führen · Arbeitsgang · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S001	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	E229	olkeedy	auffangen · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S002	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	E230|E231	qotal chkeedy	danach · Zielstelle; wärmen · länger · Schluss	TARGET_HANDOFF>HOLD_STATE>CLOSE	ADDRESS>STATE>CLOSE	ADDRESS>STATE>CLOSE	SILENT_OWNER :: ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S003	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	E232|E233|E234|E235	chey daiin chey lchedy	dies; Maß; dies; führen · umsetzen · Schluss	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	REFERENCE>ADDRESS>REFERENCE>PROCESS>CLOSE	REFERENCE>ADDRESS>REFERENCE>PROCESS>CLOSE	SILENT_OWNER :: REFERENCE>ADDRESS>REFERENCE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S004	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	E236|E237|E238	qokaiin qotal dar	ansetzen · Maß; danach · Zielstelle; von dort	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	ADDRESS>ADDRESS>ADDRESS	ADDRESS	SILENT_OWNER :: ADDRESS>ADDRESS>ADDRESS	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S005	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	E239	schedy	umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S006	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	E240|E241|E242	chedchy qokal olchedy	umsetzen · dies; ansetzen · Zielstelle; fortsetzen · umsetzen · Schluss	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	PROCESS>ADDRESS>PROCESS>CLOSE	PROCESS>ADDRESS>PROCESS>CLOSE	SILENT_OWNER :: PROCESS>ADDRESS>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S007	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	E243|E244|E245	qokaiin chedy qokeedy	ansetzen · Maß; umsetzen · dies; ansetzen · länger · Schluss	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	ADDRESS>PROCESS>STATE>CLOSE	ADDRESS>PROCESS>STATE>CLOSE	SILENT_OWNER :: ADDRESS>PROCESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S008	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	E246	lchedy	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S009	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	E247	qoky	ansetzen · dies	ACTIVATE_CHARGE	REFERENCE	REFERENCE	SILENT_OWNER :: REFERENCE	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S010	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	E248|E249	pchedal otedy	hinein · umsetzen · Zielstelle; danach · kurz · Schluss	TARGET_HANDOFF>HOLD_STATE>CLOSE	ADDRESS>STATE>CLOSE	ADDRESS>STATE>CLOSE	SILENT_OWNER :: ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S011	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	E250|E251|E252|E253	shecthedchy qoky chedy chary	halten · kurz · bereit · umsetzen · dies; ansetzen · dies; umsetzen · dies; von dort · dies	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	STATE>REFERENCE>PROCESS>ADDRESS	STATE>REFERENCE>PROCESS>ADDRESS	SILENT_OWNER :: STATE>REFERENCE>PROCESS>ADDRESS	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S012	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	E254|E255	sor shedy	Ansatz; absetzen · Schluss	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S013	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	E256|E257|E258|E259	qokaiin chkain shcthey qokedy	ansetzen · Maß; zuführen · Portion; bereit · kurz · dies; ansetzen · kurz · Schluss	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	ADDRESS>REFERENCE>REFERENCE>STATE>CLOSE	ADDRESS>REFERENCE>STATE>CLOSE	SILENT_OWNER :: ADDRESS>REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S014	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	E260|E261	okair sheedy	ansetzen · Lauf; halten · länger · Schluss	MOVE_PASS>HOLD_STATE>CLOSE	PROCESS>STATE>CLOSE	PROCESS>STATE>CLOSE	SILENT_OWNER :: PROCESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S015	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	E262	lchedy	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S016	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	untere Randfigur im korbartigen Gefäß | unverbundener Zwischenbereich	E263|E264	lo qokchedy	führen · Arbeitsgang; ansetzen · umsetzen · Schluss	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	PROCESS>REFERENCE>CLOSE	PROCESS>REFERENCE>CLOSE	SILENT_OWNER :: PROCESS>REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S017	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E265	qokeedy	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S018	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E266	shedy	absetzen · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S019	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E267	qokshedy	ansetzen · halten · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S020	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E268|E269	dal lchedy	Zielstelle; führen · umsetzen · Schluss	TARGET_HANDOFF>MOVE_PASS>CLOSE	ADDRESS>PROCESS>CLOSE	ADDRESS>PROCESS>CLOSE	SILENT_OWNER :: ADDRESS>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S021	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	ansetzen · Maß; bereit · dies; Zielstelle; dies; Maß; absetzen · Zielstelle; halten · kurz · bereit · dies; dies; Zielstelle; bereit · dies; Zielstelle · umsetzen · Schluss	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	ADDRESS>STATE>ADDRESS>REFERENCE>ADDRESS>STATE>STATE>REFERENCE>ADDRESS>STATE>ADDRESS>CLOSE	ADDRESS>STATE>ADDRESS>REFERENCE>ADDRESS>STATE>REFERENCE>ADDRESS>STATE>ADDRESS>CLOSE	SILENT_OWNER :: ADDRESS>STATE>ADDRESS>REFERENCE>ADDRESS>STATE>STATE>REFERENCE>ADDRESS>STATE>ADDRESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S022	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E281	qotchedy	danach · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S023	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E282	lchedy	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S024	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E283	tchedy	umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S025	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich	E284	qokchdy	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	REFERENCE>CLOSE	REFERENCE>CLOSE	SILENT_OWNER :: REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S026	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	unverbundener Zwischenbereich | sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E285|E286|E287|E288|E289|E290|E291	cheedar chldaiin chedy qokain checthy chealror solkeedy	länger · von dort; führen · Maß; umsetzen · dies; ansetzen · Portion; bereit · dies; Zielstelle · abkühlen · Ansatz; auffangen · länger · Schluss	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	STATE>ADDRESS>PROCESS>REFERENCE>STATE>REFERENCE>STATE>CLOSE	STATE>ADDRESS>PROCESS>REFERENCE>STATE>REFERENCE>STATE>CLOSE	SILENT_OWNER :: STATE>ADDRESS>PROCESS>REFERENCE>STATE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S027	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E292	qoteedy	danach · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S028	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E293|E294	qokeey qokedy	ansetzen · länger · dies; ansetzen · kurz · Schluss	HOLD_STATE>HOLD_STATE>CLOSE	STATE>STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S029	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E295|E296|E297	sol cheeety qokedy	fortsetzen; vollständig · eintragen · dies; ansetzen · kurz · Schluss	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	REFERENCE>STATE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>STATE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S030	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E298|E299|E300|E301	qoky saiin schedair otchedy	ansetzen · dies; Maß; umsetzen · Lauf; danach · umsetzen · Schluss	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	REFERENCE>ADDRESS>PROCESS>PROCESS>CLOSE	REFERENCE>ADDRESS>PROCESS>CLOSE	SILENT_OWNER :: REFERENCE>ADDRESS>PROCESS>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S031	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E302	qokeedy	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S032	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E303|E304|E305|E306|E307	chedain chedy qotedaiin otaiin otedy	umsetzen · Portion; umsetzen · dies; danach · kurz · Maß; danach · Maß; danach · kurz · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	REFERENCE>REFERENCE>ADDRESS>ADDRESS>STATE>CLOSE	REFERENCE>ADDRESS>STATE>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>ADDRESS>ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S033	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E308	ldy	führen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B3-S034	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E309|E310|E311|E312|E313|E314	soiiin checthy chety otaiin olsaly shedy	Arbeitsgang · Sollstufe; bereit · dies; eintragen · dies; danach · Maß; fortsetzen · Zielstelle · dies; absetzen · Schluss	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	ADDRESS>STATE>REFERENCE>ADDRESS>ADDRESS>STATE>CLOSE	ADDRESS>STATE>REFERENCE>ADDRESS>STATE>CLOSE	SILENT_OWNER :: ADDRESS>STATE>REFERENCE>ADDRESS>ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S001	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E315	qokeedy	ansetzen · länger · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S002	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E316|E317|E318	qolchey qokeey qokedy	fortsetzen · dies; ansetzen · länger · dies; ansetzen · kurz · Schluss	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	REFERENCE>STATE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>STATE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S003	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E319|E320|E321|E322|E323|E324|E325	chedy otal otchey qokeey qoky tol shedy	umsetzen · dies; danach · Zielstelle; danach · dies; ansetzen · länger · dies; ansetzen · dies; fortsetzen; absetzen · Schluss	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	PROCESS>ADDRESS>REFERENCE>STATE>REFERENCE>REFERENCE>STATE>CLOSE	PROCESS>ADDRESS>REFERENCE>STATE>REFERENCE>STATE>CLOSE	SILENT_OWNER :: PROCESS>ADDRESS>REFERENCE>STATE>REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S004	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E326	qokylddy	ansetzen · dies · befestigen; Schluss	ACTIVATE_CHARGE>CLOSE	REFERENCE>CLOSE	REFERENCE>CLOSE	SILENT_OWNER :: REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S005	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E327|E328|E329	dain chedy qokeedy	Portion; umsetzen · dies; ansetzen · länger · Schluss	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	REFERENCE>REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S006	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E330	shckhedy	halten · Durchlass · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S007	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E331	shckhedy	halten · Durchlass · kurz · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S008	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E332|E333|E334|E335	saiin cheeky sheey qokedy	Maß; wärmen · länger · dies; halten · länger · dies; ansetzen · kurz · Schluss	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	ADDRESS>REFERENCE>REFERENCE>STATE>CLOSE	ADDRESS>REFERENCE>STATE>CLOSE	SILENT_OWNER :: ADDRESS>REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
