event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence	owner_object_class	owner_specialized_statement_de	event_retained	previous_owner_object_class	corrected_owner_object_class	modifier_channels	portable_object_tags	owner_class_changed	article_slots	schema_binding_complete
E039	f11r	H3	H3-S001	1	tshol	T+SH+OL	ACTION	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	eintragen + halten	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3|HS4	YES
E040	f11r	H3	H3-S001	2	schoal	SH+O+AL	ACTION	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	an Ort halten	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	TARGET	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3|HS4	YES
E041	f11r	H3	H3-S001	3	cfhy	CFH+Y	ACTION	diesen Posten auswringen	auswringen	auswringen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3|HS4	YES
E042	f11r	H3	H3-S001	4	shfydaiin	SH+Y+AIIN	ACTION	diesen Posten nach vorgeschriebenes Maß halten	halten	ziehen lassen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	YES	HS1|HS2|HS3|HS4	YES
E043	f11r	H3	H3-S001	5	cphy	P+Y	ACTION	diesen Posten hineingeben	hineingeben	hineingeben	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3|HS4	YES
E044	f11r	H3	H3-S001	6	shey	SH+EE+Y	ACTION	diesen Posten länger halten	halten	ziehen lassen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	GRADE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3|HS4	YES
E045	f11r	H3	H3-S001	7	tchody	T+CH+O+DY	ACTION	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	abschließend eintragen + abziehen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3|HS4	YES
E046	f11r	H3	H3-S002	1	shoyty	SH+O+Y+T+Y	ACTION	diesen Posten halten und eintragen	halten + eintragen	halten + eintragen	YES	NONE	Bei der abgebildeten Blütenpflanze: halten + eintragen.	YES	BASIN_LIQUID	Bei der abgebildeten Blütenpflanze: halten + eintragen.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS4	YES
E047	f11r	H3	H3-S003	1	dchol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: zugeben.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3	YES
E048	f11r	H3	H3-S003	2	chy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: zugeben.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3	YES
E049	f11r	H3	H3-S003	3	kchy	K+Y	ACTION	diesen Posten zuführen	zugeben	zugeben	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: zugeben.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3	YES
E050	f11r	H3	H3-S003	4	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: zugeben.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2|HS3	YES
E051	f11r	H3	H3-S003	5	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: zugeben.	YES	BASIN_LIQUID	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	YES	HS1|HS2|HS3	YES
E052	f11r	H3	H3-S004	1	qotchy	OT+Y	ARGUMENT_OR_STATE	danach · dieser Posten	NON_ACTION_CONTRIBUTION	danach · dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: weiter beschicken.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2	YES
E053	f11r	H3	H3-S004	2	okchol	OK+OL	ACTION	fortsetzen den laufenden Posten ansetzen	einsetzen	weiter beschicken	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: weiter beschicken.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2	YES
E054	f11r	H3	H3-S004	3	cthy	CTH+Y	ARGUMENT_OR_STATE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: weiter beschicken.	YES	BASIN_LIQUID	PLANT_MATERIAL	READY	PICTURED_PLANT_MATTER	YES	HS1|HS2	YES
E055	f11r	H3	H3-S004	4	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES	BASIN_LIQUID	Fülle eine abgemessene Portion der Beckenflüssigkeit ein. Vollfolge: weiter beschicken.	YES	BASIN_LIQUID	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	YES	HS1|HS2	YES
E056	f55v	H4	H4-S001	1	qokaiin	OK+AIIN	ACTION	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES	PLANT_MATERIAL	Beschicke bis zum Sollmaß mit eine abgemessene Portion des Pflanzenstoffs und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E057	f55v	H4	H4-S001	2	chaiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES	PLANT_MATERIAL	Beschicke bis zum Sollmaß mit eine abgemessene Portion des Pflanzenstoffs und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E058	f55v	H4	H4-S001	3	ykain	Y+K+AIN	ACTION	diesen Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES	PLANT_MATERIAL	Beschicke bis zum Sollmaß mit eine abgemessene Portion des Pflanzenstoffs und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PORTION	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E059	f55v	H4	H4-S001	4	ykan	Y+K+AIN	ACTION	diesen Posten nach Portion zuführen	zugeben	zugeben	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES	PLANT_MATERIAL	Beschicke bis zum Sollmaß mit eine abgemessene Portion des Pflanzenstoffs und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PORTION	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E060	f55v	H4	H4-S001	5	ody	O+DY	ARGUMENT_OR_STATE	Arbeitsgang; Schritt schließen	NON_ACTION_CONTRIBUTION	Arbeitsgang; Schritt schließen	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES	PLANT_MATERIAL	Beschicke bis zum Sollmaß mit eine abgemessene Portion des Pflanzenstoffs und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E061	f55v	H4	H4-S002	1	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3|HS4	YES
E062	f55v	H4	H4-S002	2	chedy	CHD+Y	ACTION	den aktuellen Posten umsetzen	abmessen und umsetzen	abmessen und umsetzen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS4	YES
E063	f55v	H4	H4-S002	3	talam	TALAM	ACTION	den laufenden Posten verwahren	verwahren	verwahren	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS4	YES
E064	f55v	H4	H4-S003	1	ykaiin	Y+K+AIIN	ACTION	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	dosiert zugeben	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3|HS4	YES
E065	f55v	H4	H4-S003	2	cheoar	CH+E+O+AR	ACTION	den Arbeitsgang von dort kurz abziehen	entnehmen	entnehmen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	SOURCE|GRADE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS4	YES
E066	f55v	H4	H4-S003	3	cheeky	CHK+EE+Y	ACTION	den aktuellen Posten länger wärmen	temperieren	temperieren	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	HEAT|GRADE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS4	YES
E067	f55v	H4	H4-S003	4	oldy	OL+DY	ARGUMENT_OR_STATE	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	fortsetzen; Schritt schließen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS4	YES
E068	f55v	H4	H4-S004	1	aiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3|HS5	YES
E069	f55v	H4	H4-S004	2	okal	OK+AL	ACTION	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	TARGET	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E070	f55v	H4	H4-S004	3	oltchy	OL+T+Y	ACTION	fortsetzen diesen Posten eintragen	eintragen	eintragen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E071	f55v	H4	H4-S004	4	or	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3|HS5	YES
E072	f55v	H4	H4-S004	5	y	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E073	f55v	H4	H4-S004	6	orain	OR+AIN	ARGUMENT_OR_STATE	Ansatz · Portion	NON_ACTION_CONTRIBUTION	Ansatz · Portion	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PORTION|PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH|MEASURED_PORTION	NO	HS1|HS2|HS3|HS5	YES
E074	f56r	H5	H5-S001	1	chochor	HO+CH+OR	ACTION	den Gabe und Ansatz abziehen	abziehen	abziehen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3|HS5	YES
E075	f56r	H5	H5-S001	2	cho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E076	f56r	H5	H5-S001	3	chodaly	HO+AL+Y	ARGUMENT_OR_STATE	Gabe · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	Gabe · bezeichnete Stelle · dieser Posten	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	TARGET	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E077	f56r	H5	H5-S001	4	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3|HS5	YES
E078	f56r	H5	H5-S001	5	sho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E079	f56r	H5	H5-S001	6	kchol	K+OL	ACTION	fortsetzen den laufenden Posten zuführen	zuführen	zuführen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
