astro_group_serial	unified_group_ordinal	diagram_id	page	source_locus	local_locus_id	local_group_id	group_index_within_locus	surface_display_only_exact	frozen_v69_editorial_address	frozen_v69_formal_role_address_only	v75_local_namespace	v75_instrument_id	v75_local_namespace_address	owner_status	smallest_visible_owner	concrete_technical_lookup_default	lookup_effect	source_class	confidence	orientation_and_start_alternatives	crosspage_contract	iatromedical_rival	formal_iconographic_rival	contradiction	legacy_model_correction	semantic_ceiling
235	616	A2	f68r1	f68r1.21	A2:L021	A2:G045	1	ockhy	A2:LOC:f68r1.21:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_13/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_13	Öffne den direkt gezeichneten f68r1-Sternplatz S13. Kopiere die sichtbare Gruppe „ockhy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
236	617	A2	f68r1	f68r1.22	A2:L022	A2:G046	1	ofcheor	A2:LOC:f68r1.22:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_14/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_14	Öffne den direkt gezeichneten f68r1-Sternplatz S14. Kopiere die sichtbare Gruppe „ofcheor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
237	618	A2	f68r1	f68r1.23	A2:L023	A2:G047	1	otchdy	A2:LOC:f68r1.23:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_15/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_15	Öffne den direkt gezeichneten f68r1-Sternplatz S15. Kopiere die sichtbare Gruppe „otchdy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
238	619	A2	f68r1	f68r1.24	A2:L024	A2:G048	1	otykchs	A2:LOC:f68r1.24:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_16/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_16	Öffne den direkt gezeichneten f68r1-Sternplatz S16. Kopiere die sichtbare Gruppe „otykchs“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
239	620	A2	f68r1	f68r1.25	A2:L025	A2:G049	1	otol	A2:LOC:f68r1.25:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_17/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_17	Öffne den direkt gezeichneten f68r1-Sternplatz S17. Kopiere die sichtbare Gruppe „otol“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
240	621	A2	f68r1	f68r1.26	A2:L026	A2:G050	1	otor	A2:LOC:f68r1.26:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_18/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_18	Öffne den direkt gezeichneten f68r1-Sternplatz S18. Kopiere die sichtbare Gruppe „otor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
241	622	A2	f68r1	f68r1.27	A2:L027	A2:G051	1	oiinar	A2:LOC:f68r1.27:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_19/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_19	Öffne den direkt gezeichneten f68r1-Sternplatz S19. Kopiere die sichtbare Gruppe „oiinar“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
242	623	A2	f68r1	f68r1.28	A2:L028	A2:G052	1	okoldy	A2:LOC:f68r1.28:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_20/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_20	Öffne den direkt gezeichneten f68r1-Sternplatz S20. Kopiere die sichtbare Gruppe „okoldy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
243	624	A2	f68r1	f68r1.29	A2:L029	A2:G053	1	ykchdy	A2:LOC:f68r1.29:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_21/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_21	Öffne den direkt gezeichneten f68r1-Sternplatz S21. Kopiere die sichtbare Gruppe „ykchdy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
244	625	A2	f68r1	f68r1.30	A2:L030	A2:G054	1	oeeody	A2:LOC:f68r1.30:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_22/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_22	Öffne den direkt gezeichneten f68r1-Sternplatz S22. Kopiere die sichtbare Gruppe „oeeody“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
245	626	A2	f68r1	f68r1.31	A2:L031	A2:G055	1	ocphy	A2:LOC:f68r1.31:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_23/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_23	Öffne den direkt gezeichneten f68r1-Sternplatz S23. Kopiere die sichtbare Gruppe „ocphy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
246	627	A2	f68r1	f68r1.32	A2:L032	A2:G056	1	okeeodal	A2:LOC:f68r1.32:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_24/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_24	Öffne den direkt gezeichneten f68r1-Sternplatz S24. Kopiere die sichtbare Gruppe „okeeodal“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
247	628	A2	f68r1	f68r1.33	A2:L033	A2:G057	1	okshor	A2:LOC:f68r1.33:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_25/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_25	Öffne den direkt gezeichneten f68r1-Sternplatz S25. Kopiere die sichtbare Gruppe „okshor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
248	629	A2	f68r1	f68r1.34	A2:L034	A2:G058	1	osdaiin	A2:LOC:f68r1.34:G01	SPATIAL_ADDRESS_LABEL	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_26/FRAGMENT_01	DIRECT_VISIBLE	A2_STAR_STATION_26	Öffne den direkt gezeichneten f68r1-Sternplatz S26. Kopiere die sichtbare Gruppe „osdaiin“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
