group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	exact_visible_identity_layer	v69_local_formal_role	v71_owner_status	v71_visible_owner	local_namespace	local_owner_kind	silent_argument_default	concrete_copied_label_or_instruction	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	authorial_start	authorial_direction	rotation_status	f68_f69_mapping	cross_wheel_join	prose_card_import	global_7x12	semantic_ceiling
100	A1	f67r2	f67r2.40	3	A1:G100	og	A1:G100@f67r2.40#3=«og»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 40 des linken f67r2-Rades	Kopiere Segment 3/3 «og» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 40 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
101	A1	f67r2	f67r2.41	1	A1:G101	ytoeopchey	A1:G101@f67r2.41#1=«ytoeopchey»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades	Kopiere Segment 1/2 «ytoeopchey» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
102	A1	f67r2	f67r2.41	2	A1:G102	chekody	A1:G102@f67r2.41#2=«chekody»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades	Kopiere Segment 2/2 «chekody» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
103	A1	f67r2	f67r2.42	1	A1:G103	sosho	A1:G103@f67r2.42#1=«sosho»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades	Kopiere Segment 1/3 «sosho» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
104	A1	f67r2	f67r2.42	2	A1:G104	chos	A1:G104@f67r2.42#2=«chos»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades	Kopiere Segment 2/3 «chos» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
105	A1	f67r2	f67r2.42	3	A1:G105	ockhy	A1:G105@f67r2.42#3=«ockhy»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades	Kopiere Segment 3/3 «ockhy» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
106	A1	f67r2	f67r2.43	1	A1:G106	daiin	A1:G106@f67r2.43#1=«daiin»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades	Kopiere Segment 1/4 «daiin» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
107	A1	f67r2	f67r2.43	2	A1:G107	aiin	A1:G107@f67r2.43#2=«aiin»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades	Kopiere Segment 2/4 «aiin» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
108	A1	f67r2	f67r2.43	3	A1:G108	os	A1:G108@f67r2.43#3=«os»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades	Kopiere Segment 3/4 «os» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
109	A1	f67r2	f67r2.43	4	A1:G109	qsg	A1:G109@f67r2.43#4=«qsg»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades	Kopiere Segment 4/4 «qsg» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
110	A1	f67r2	f67r2.44	1	A1:G110	ofydy	A1:G110@f67r2.44#1=«ofydy»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades	Kopiere Segment 1/3 «ofydy» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
111	A1	f67r2	f67r2.44	2	A1:G111	sheody	A1:G111@f67r2.44#2=«sheody»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades	Kopiere Segment 2/3 «sheody» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
112	A1	f67r2	f67r2.44	3	A1:G112	aiin	A1:G112@f67r2.44#3=«aiin»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades	Kopiere Segment 3/3 «aiin» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
113	A1	f67r2	f67r2.45	1	A1:G113	ycheody	A1:G113@f67r2.45#1=«ycheody»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades	Kopiere Segment 1/3 «ycheody» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
114	A1	f67r2	f67r2.45	2	A1:G114	es	A1:G114@f67r2.45#2=«es»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades	Kopiere Segment 2/3 «es» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
115	A1	f67r2	f67r2.45	3	A1:G115	odaiiin	A1:G115@f67r2.45#3=«odaiiin»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades	Kopiere Segment 3/3 «odaiiin» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
116	A1	f67r2	f67r2.46	1	A1:G116	yekees	A1:G116@f67r2.46#1=«yekees»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades	Kopiere Segment 1/2 «yekees» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
117	A1	f67r2	f67r2.46	2	A1:G117	oraly	A1:G117@f67r2.46#2=«oraly»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades	Kopiere Segment 2/2 «oraly» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
118	A1	f67r2	f67r2.47	1	A1:G118	yfain	A1:G118@f67r2.47#1=«yfain»	ROW_KEY	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_47	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 47 des linken f67r2-Rades	Kopiere das vollständige opake Etikett «yfain» für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 47 des linken f67r2-Rades». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
119	A1	f67r2	f67r2.48	1	A1:G119	todaiin	A1:G119@f67r2.48#1=«todaiin»	LOOKUP_INSTRUCTION_FRAGMENT	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 48 des linken f67r2-Rades	Kopiere Segment 1/3 «todaiin» in Quellordnung für den Bildbesitzer «gegenwärtiges lokales Radial-/Ringfeld 48 des linken f67r2-Rades»; das Segment erhält keinen Einzelwert. Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
