locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
30	A1	f67r2	f67r2.30	2	74|75	A1:G074|A1:G075	ochol|olol	ochol olol	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_30	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 30 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_30] setze das vollständige opake Lokaletikett «ochol olol». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
31	A1	f67r2	f67r2.31	1	76	A1:G076	opcholdy	opcholdy	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_31	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 31 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_31] setze das vollständige opake Lokaletikett «opcholdy». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
32	A1	f67r2	f67r2.32	4	77|78|79|80	A1:G077|A1:G078|A1:G079|A1:G080	dosar|odas|air|alaiin	dosar odas air alaiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_32	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 32 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_32] setze das vollständige opake Lokaletikett «dosar odas air alaiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
33	A1	f67r2	f67r2.33	3	81|82|83	A1:G081|A1:G082|A1:G083	dokan|oear|odal	dokan oear odal	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_33	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 33 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_33] setze das vollständige opake Lokaletikett «dokan oear odal». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
34	A1	f67r2	f67r2.34	2	84|85	A1:G084|A1:G085	ofar|oeoldan	ofar oeoldan	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_34	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 34 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_34] setze das vollständige opake Lokaletikett «ofar oeoldan». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
35	A1	f67r2	f67r2.35	3	86|87|88	A1:G086|A1:G087|A1:G088	chol|giin|okol	chol giin okol	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_35	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 35 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_35] setze das vollständige opake Lokaletikett «chol giin okol». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
36	A1	f67r2	f67r2.36	3	89|90|91	A1:G089|A1:G090|A1:G091	ytor|daiin|or	ytor daiin or	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 36 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_36] setze das vollständige opake Lokaletikett «ytor daiin or». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
37	A1	f67r2	f67r2.37	1	92	A1:G092	ytoaiin	ytoaiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_37	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 37 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_37] setze das vollständige opake Lokaletikett «ytoaiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
38	A1	f67r2	f67r2.38	2	93|94	A1:G093|A1:G094	otoldos|octhole	otoldos octhole	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_38	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 38 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_38] setze das vollständige opake Lokaletikett «otoldos octhole». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
39	A1	f67r2	f67r2.39	3	95|96|97	A1:G095|A1:G096|A1:G097	sor|chedaiin|dy	sor chedaiin dy	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 39 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_39] setze das vollständige opake Lokaletikett «sor chedaiin dy». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
40	A1	f67r2	f67r2.40	3	98|99|100	A1:G098|A1:G099|A1:G100	yteos|oiin|og	yteos oiin og	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 40 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_40] setze das vollständige opake Lokaletikett «yteos oiin og». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
41	A1	f67r2	f67r2.41	2	101|102	A1:G101|A1:G102	ytoeopchey|chekody	ytoeopchey chekody	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 41 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_41] setze das vollständige opake Lokaletikett «ytoeopchey chekody». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
42	A1	f67r2	f67r2.42	3	103|104|105	A1:G103|A1:G104|A1:G105	sosho|chos|ockhy	sosho chos ockhy	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 42 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_42] setze das vollständige opake Lokaletikett «sosho chos ockhy». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
43	A1	f67r2	f67r2.43	4	106|107|108|109	A1:G106|A1:G107|A1:G108|A1:G109	daiin|aiin|os|qsg	daiin aiin os qsg	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 43 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_43] setze das vollständige opake Lokaletikett «daiin aiin os qsg». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
44	A1	f67r2	f67r2.44	3	110|111|112	A1:G110|A1:G111|A1:G112	ofydy|sheody|aiin	ofydy sheody aiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 44 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_44] setze das vollständige opake Lokaletikett «ofydy sheody aiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
45	A1	f67r2	f67r2.45	3	113|114|115	A1:G113|A1:G114|A1:G115	ycheody|es|odaiiin	ycheody es odaiiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 45 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_45] setze das vollständige opake Lokaletikett «ycheody es odaiiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
46	A1	f67r2	f67r2.46	2	116|117	A1:G116|A1:G117	yekees|oraly	yekees oraly	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 46 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_46] setze das vollständige opake Lokaletikett «yekees oraly». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
47	A1	f67r2	f67r2.47	1	118	A1:G118	yfain	yfain	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_47	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 47 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_47] setze das vollständige opake Lokaletikett «yfain». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
48	A1	f67r2	f67r2.48	3	119|120|121	A1:G119|A1:G120|A1:G121	todaiin|dain|dy	todaiin dain dy	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 48 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_48] setze das vollständige opake Lokaletikett «todaiin dain dy». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
