local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only_exact	v75_local_namespace	v75_instrument_id	smallest_visible_owner	owner_status	local_lookup_address	source_class	formal_role_sequence_address_only	complete_concrete_technical_locus_reading	orientation_and_start_alternatives	crosspage_contract	confidence	iatromedical_rival	formal_iconographic_rival	visible_basis	contradiction	semantic_ceiling
A2:L004	A2	f68r1	f68r1.4	4	2	A2:G027|A2:G028	dchor okaiiin	F68_MULTIPANEL_HEADER_QUARANTINE_NS	F68_MULTIPANEL_HEADER	A2_MULTIPANEL_HEADER_FRAGMENT_04	UNRESOLVED	F68_MULTIPANEL_HEADER_QUARANTINE_NS/A2_MULTIPANEL_HEADER_FRAGMENT_04	OPAQUE_GROUP_IN_UNRESOLVED_LEGEND_OR_CENTRE_QUARANTINE	CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT	Lege das mehrpaneelige f68r1-Kopffragment in den Quarantäneposten 04. Kopiere die sichtbare Gruppe „dchor“ als Fragment 1/2 in den örtlichen Ergebnisposten. Entscheide ohne Exemplar kein Paneel. Lege das mehrpaneelige f68r1-Kopffragment in den Quarantäneposten 04. Kopiere die sichtbare Gruppe „okaiiin“ als Fragment 2/2 in den örtlichen Ergebnisposten. Entscheide ohne Exemplar kein Paneel.	LEFT_PANEL|MIDDLE_PANEL|RIGHT_PANEL|PAGE_HEADER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.10	IATROMEDICAL_RIVAL: shared rubric for several election panels.	FORMAL_RIVAL: page-level decorative or catalogue header.	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_MULTIPANEL_HEADER_QUARANTINE_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L005	A2	f68r1	f68r1.5	5	1	A2:G029	yky	F68_MULTIPANEL_HEADER_QUARANTINE_NS	F68_MULTIPANEL_HEADER	A2_MULTIPANEL_HEADER_FRAGMENT_05	UNRESOLVED	F68_MULTIPANEL_HEADER_QUARANTINE_NS/A2_MULTIPANEL_HEADER_FRAGMENT_05	OPAQUE_GROUP_IN_UNRESOLVED_LEGEND_OR_CENTRE_QUARANTINE	CATALOGUE_HEADER_FRAGMENT	Lege das mehrpaneelige f68r1-Kopffragment in den Quarantäneposten 05. Kopiere die sichtbare Gruppe „yky“ als Fragment 1/1 in den örtlichen Ergebnisposten. Entscheide ohne Exemplar kein Paneel.	LEFT_PANEL|MIDDLE_PANEL|RIGHT_PANEL|PAGE_HEADER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.10	IATROMEDICAL_RIVAL: shared rubric for several election panels.	FORMAL_RIVAL: page-level decorative or catalogue header.	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_MULTIPANEL_HEADER_QUARANTINE_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L006	A2	f68r1	f68r1.6	6	1	A2:G030	dary	F68_MULTIPANEL_HEADER_QUARANTINE_NS	F68_MULTIPANEL_HEADER	A2_MULTIPANEL_HEADER_FRAGMENT_06	UNRESOLVED	F68_MULTIPANEL_HEADER_QUARANTINE_NS/A2_MULTIPANEL_HEADER_FRAGMENT_06	OPAQUE_GROUP_IN_UNRESOLVED_LEGEND_OR_CENTRE_QUARANTINE	CATALOGUE_HEADER_FRAGMENT	Lege das mehrpaneelige f68r1-Kopffragment in den Quarantäneposten 06. Kopiere die sichtbare Gruppe „dary“ als Fragment 1/1 in den örtlichen Ergebnisposten. Entscheide ohne Exemplar kein Paneel.	LEFT_PANEL|MIDDLE_PANEL|RIGHT_PANEL|PAGE_HEADER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.10	IATROMEDICAL_RIVAL: shared rubric for several election panels.	FORMAL_RIVAL: page-level decorative or catalogue header.	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_MULTIPANEL_HEADER_QUARANTINE_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L007	A2	f68r1	f68r1.7	7	1	A2:G031	chkchykoly	F68_MULTIPANEL_HEADER_QUARANTINE_NS	F68_MULTIPANEL_HEADER	A2_MULTIPANEL_HEADER_FRAGMENT_07	UNRESOLVED	F68_MULTIPANEL_HEADER_QUARANTINE_NS/A2_MULTIPANEL_HEADER_FRAGMENT_07	OPAQUE_GROUP_IN_UNRESOLVED_LEGEND_OR_CENTRE_QUARANTINE	CATALOGUE_HEADER_FRAGMENT	Lege das mehrpaneelige f68r1-Kopffragment in den Quarantäneposten 07. Kopiere die sichtbare Gruppe „chkchykoly“ als Fragment 1/1 in den örtlichen Ergebnisposten. Entscheide ohne Exemplar kein Paneel.	LEFT_PANEL|MIDDLE_PANEL|RIGHT_PANEL|PAGE_HEADER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.10	IATROMEDICAL_RIVAL: shared rubric for several election panels.	FORMAL_RIVAL: page-level decorative or catalogue header.	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante	Headerfragment gehört zum manifestierten Mehrpaneelfeld, besitzt aber keine sichtbare Objektkante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_MULTIPANEL_HEADER_QUARANTINE_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L008	A2	f68r1	f68r1.8	8	1	A2:G032	okodaly	F68_CENTRE_KEY_QUARANTINE_NS	F68_FACE_CENTRE_SET	A2_CENTRE_KEY_UNRESOLVED	UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS/A2_CENTRE_KEY_UNRESOLVED	OPAQUE_GROUP_IN_UNRESOLVED_LEGEND_OR_CENTRE_QUARANTINE	CENTRAL_OWNER_KEY	Öffne den ungelösten f68r1-Zentrumschlüssel. Kopiere die sichtbare Gruppe „okodaly“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte die Wahl unter mindestens fünf Gesichtsmedaillons offen und erzeuge kein Seitenzentrum.	DIRECT_MEDALLION_ADDRESS|PANEL_LOCAL_CENTRE|NEAREST_STAR_BINDING|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.10	IATROMEDICAL_RIVAL: planetary, temporal, or bodily owner medallion for a local election panel.	FORMAL_RIVAL: portrait medallion or decorative centre without lookup semantics.	das Querfeld besitzt mindestens fünf Zentren statt eines eindeutigen Gesamtzentrums	das Querfeld besitzt mindestens fünf Zentren statt eines eindeutigen Gesamtzentrums. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_CENTRE_KEY_QUARANTINE_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L009	A2	f68r1	f68r1.9	9	1	A2:G033	odchecthy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_01	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_01	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S01. Kopiere die sichtbare Gruppe „odchecthy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L010	A2	f68r1	f68r1.10	10	1	A2:G034	otcheody	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_02	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_02	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S02. Kopiere die sichtbare Gruppe „otcheody“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L011	A2	f68r1	f68r1.11	11	1	A2:G035	okoaly	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_03	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_03	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S03. Kopiere die sichtbare Gruppe „okoaly“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L012	A2	f68r1	f68r1.12	12	1	A2:G036	chocfhy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_04	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_04	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S04. Kopiere die sichtbare Gruppe „chocfhy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L013	A2	f68r1	f68r1.13	13	1	A2:G037	octhey	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_05	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_05	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S05. Kopiere die sichtbare Gruppe „octhey“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L014	A2	f68r1	f68r1.14	14	1	A2:G038	otshey	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_06	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_06	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S06. Kopiere die sichtbare Gruppe „otshey“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L015	A2	f68r1	f68r1.15	15	1	A2:G039	otydy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_07	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_07	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S07. Kopiere die sichtbare Gruppe „otydy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L016	A2	f68r1	f68r1.16	16	1	A2:G040	okear	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_08	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_08	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S08. Kopiere die sichtbare Gruppe „okear“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L017	A2	f68r1	f68r1.17	17	1	A2:G041	cphocthy	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_09	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_09	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S09. Kopiere die sichtbare Gruppe „cphocthy“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L018	A2	f68r1	f68r1.18	18	1	A2:G042	ytchody	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_10	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_10	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S10. Kopiere die sichtbare Gruppe „ytchody“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L019	A2	f68r1	f68r1.19	19	1	A2:G043	otys	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_11	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_11	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S11. Kopiere die sichtbare Gruppe „otys“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A2:L020	A2	f68r1	f68r1.20	20	1	A2:G044	olor	F68_LOCAL_STAR_SLOT_NS	F68_UNASSIGNED_LOCAL_STAR_STATIONS	A2_STAR_STATION_12	DIRECT_VISIBLE	F68_LOCAL_STAR_SLOT_NS/A2_STAR_STATION_12	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	SPATIAL_ADDRESS_LABEL	Öffne den direkt gezeichneten f68r1-Sternplatz S12. Kopiere die sichtbare Gruppe „olor“ als Fragment 1/1 in den örtlichen Ergebnisposten. Halte Paneel und Gesichtszentrum lokal unbestimmt und rufe niemals f69v auf.	DIRECT_DRAWN_LOCUS|PANEL_LOCAL_RADIAL|CENTRE_OUTWARD|EDITORIAL_SOURCE_ORDER;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: local lunar, stellar, or election station under an unresolved panel owner.	FORMAL_RIVAL: independent star label or spatial catalogue item.	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante. Die Seite zeigt mehrere Paneele und mindestens fünf Zentren; ein gemeinsames Zentrum-plus-28-Objekt ist nicht sichtbar. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F68_LOCAL_STAR_SLOT_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
