group_serial	diagram_id	page	locus	event_index	opaque_local_id	local_image_owner	owner_status	owner_confidence	local_namespace	local_content_class	copied_local_meaning_or_label	copied_label_source_status	meaning_confidence	strongest_astronomical_calendar_or_formal_rival	strongest_contradiction	unsupported_labels	orientation_status	f68_f69_mapping	prose_card_import	semantic_ceiling
231	A2	f68r1	f68r1.17	1	A2:G041	A2_STAR_STATION_09	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S09: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S09 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
232	A2	f68r1	f68r1.18	1	A2:G042	A2_STAR_STATION_10	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S10: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S10 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
233	A2	f68r1	f68r1.19	1	A2:G043	A2_STAR_STATION_11	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S11: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S11 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
234	A2	f68r1	f68r1.20	1	A2:G044	A2_STAR_STATION_12	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S12: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S12 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
235	A2	f68r1	f68r1.21	1	A2:G045	A2_STAR_STATION_13	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S13: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S13 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
236	A2	f68r1	f68r1.22	1	A2:G046	A2_STAR_STATION_14	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S14: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S14 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
237	A2	f68r1	f68r1.23	1	A2:G047	A2_STAR_STATION_15	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S15: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S15 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
238	A2	f68r1	f68r1.24	1	A2:G048	A2_STAR_STATION_16	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S16: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S16 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
239	A2	f68r1	f68r1.25	1	A2:G049	A2_STAR_STATION_17	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S17: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S17 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
240	A2	f68r1	f68r1.26	1	A2:G050	A2_STAR_STATION_18	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S18: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S18 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
241	A2	f68r1	f68r1.27	1	A2:G051	A2_STAR_STATION_19	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S19: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S19 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
242	A2	f68r1	f68r1.28	1	A2:G052	A2_STAR_STATION_20	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S20: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S20 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
243	A2	f68r1	f68r1.29	1	A2:G053	A2_STAR_STATION_21	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S21: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S21 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
244	A2	f68r1	f68r1.30	1	A2:G054	A2_STAR_STATION_22	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S22: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S22 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
245	A2	f68r1	f68r1.31	1	A2:G055	A2_STAR_STATION_23	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S23: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S23 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
246	A2	f68r1	f68r1.32	1	A2:G056	A2_STAR_STATION_24	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S24: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S24 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
247	A2	f68r1	f68r1.33	1	A2:G057	A2_STAR_STATION_25	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S25: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S25 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
248	A2	f68r1	f68r1.34	1	A2:G058	A2_STAR_STATION_26	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S26: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S26 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
249	A2	f68r1	f68r1.35	1	A2:G059	A2_STAR_STATION_27	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S27: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S27 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
250	A2	f68r1	f68r1.36	1	A2:G060	A2_STAR_STATION_28	DIRECT_VISIBLE	HIGH	A2_LOCAL_STAR_FIELD_ONLY__PANEL_NOT_INFERRED	LOCAL_STAR_OR_ASTERISM_STATION	Vollständiges lokales Etikett: f68r1, sichtbarer Sternplatz S28: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S28 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.40	Astronomischer Rivale: dekorativer Sternplatz oder unverbundene Sternnamensammlung ohne Stationssystem.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; mehrere Paneele und Gesichtszentren widerlegen einen einzigen Seitenmittelpunkt; Adresse und Zählrichtung sind editorisch.	A2_EXACT_STAR_OR_ASTERISM_IDENTITY|A2_UNIFIED_28_OBJECT|IATROMEDICAL_APPLICATION|F68_F69_DIRECT_KEY	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_COPIED_EXEMPLAR_LABEL_NOT_WORD_SOUND_CARD_STEM_POS_OR_TRANSLATION
