statement_id	record_unit_id	page	mould_id	owner_argument_de	portable_literal_chain_de	formula_expansion_de	controlled_fluent_de	owner_terms_are_portable	automatic_fill_prohibited
B3-S010	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	zuführen · übertragen · Ziel | danach · kurz; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: zuführen · übertragen · Ziel; danach · kurz; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S011	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	bereitstellen · übertragen · Posten | einsetzen | überführen | Quelle · Posten	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: bereitstellen · übertragen · Posten; einsetzen; überführen; Quelle · Posten.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S012	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	Ansatz | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: Ansatz; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S013	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	bemessen | Anteil | bereitstellen · kurz · Posten | kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: bemessen; Anteil; bereitstellen · kurz · Posten; kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S014	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	einsetzen · Lauf | absetzen · länger; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: einsetzen · Lauf; absetzen · länger; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S015	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S016	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	abführen | einführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: abführen; einführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S017	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S018	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S019	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	einsetzen · absetzen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: einsetzen · absetzen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S020	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	dorthin | abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: dorthin; abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S021	B3	f83r	M07_PAIRED_MEASURE_FRAME	jeweils nächste sichtbare Transfer-/Zustandsstation	bemessen | bereit | dorthin | dies | Sollmaß | absetzen · Ziel | bereitstellen · kurz · Posten | dies | dorthin | bereit | Ziel · übertragen; schließen	zwei Posten unter demselben Sollmaß	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: bemessen; bereit; dorthin; dies; Sollmaß; absetzen · Ziel; bereitstellen · kurz · Posten; dies; dorthin; bereit; Ziel · übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S022	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	danach · übertragen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: danach · übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S023	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S024	B3	f83r	M10_LOCAL_EXACT_CELL	jeweils nächste sichtbare Transfer-/Zustandsstation	überführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: überführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S025	B3	f83r	M10_LOCAL_EXACT_CELL	jeweils nächste sichtbare Transfer-/Zustandsstation	einführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: einführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S026	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	übertragen · Quelle | absetzen · Sollmaß | überführen | Anteil zugeben | bereit | Ziel · Bereitung | lange sammeln; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: übertragen · Quelle; absetzen · Sollmaß; überführen; Anteil zugeben; bereit; Ziel · Bereitung; lange sammeln; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S027	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	danach · länger; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: danach · länger; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S028	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	lange einwirken | kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: lange einwirken; kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S029	B3	f83r	M04_ORDER_CONTINUATION	jeweils nächste sichtbare Transfer-/Zustandsstation	weiter | vollständig · Teil | kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: weiter; vollständig · Teil; kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S030	B3	f83r	M03_TARGET_TRANSFER	jeweils nächste sichtbare Transfer-/Zustandsstation	einsetzen | Sollmaß | Lauf | danach · übertragen; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: einsetzen; Sollmaß; Lauf; danach · übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S031	B3	f83r	M05_STATE_CLOSE	jeweils nächste sichtbare Transfer-/Zustandsstation	lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S032	B3	f83r	M04_ORDER_CONTINUATION	jeweils nächste sichtbare Transfer-/Zustandsstation	übertragen · Anteil | überführen | danach · kurz · Sollmaß | Folgemaß | danach · kurz; schließen	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: übertragen · Anteil; überführen; danach · kurz · Sollmaß; Folgemaß; danach · kurz; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S033	B3	f83r	M10_LOCAL_EXACT_CELL	jeweils nächste sichtbare Transfer-/Zustandsstation	abziehen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: abziehen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B3-S034	B3	f83r	M04_ORDER_CONTINUATION	jeweils nächste sichtbare Transfer-/Zustandsstation	Arbeitsstufe | bereit | Anteil | Folgemaß | Ziel · Posten | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: jeweils nächste sichtbare Transfer-/Zustandsstation. Karten: Arbeitsstufe; bereit; Anteil; Folgemaß; Ziel · Posten; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S001	B4	f83r	M05_STATE_CLOSE	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S002	B4	f83r	M04_ORDER_CONTINUATION	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	weiter · Posten | lange einwirken | kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: weiter · Posten; lange einwirken; kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S003	B4	f83r	M04_ORDER_CONTINUATION	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: überführen; danach dorthin; das nächste; lange einwirken; einsetzen; weiter; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S004	B4	f83r	M09_APPLICATION_FASTEN	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	einsetzen · Posten · festbinden	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: einsetzen · Posten · festbinden.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S005	B4	f83r	M03_TARGET_TRANSFER	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	Trägereinlage | überführen | lange einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: Trägereinlage; überführen; lange einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S006	B4	f83r	M10_LOCAL_EXACT_CELL	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	seihen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: seihen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S007	B4	f83r	M10_LOCAL_EXACT_CELL	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	seihen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: seihen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S008	B4	f83r	M05_STATE_CLOSE	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	Sollmaß | länger bearbeiten | halten · länger · Posten | kurz einwirken; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: Sollmaß; länger bearbeiten; halten · länger · Posten; kurz einwirken; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S009	B4	f83r	M05_STATE_CLOSE	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S010	B4	f83r	M05_STATE_CLOSE	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	fertig	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: fertig.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S011	B4	f83r	M04_ORDER_CONTINUATION	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	Sollmaß | kurz wärmen | einsetzen · länger · weiter | Anteil zugeben | überführen | weiter | abführen · kurz; schließen	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: Sollmaß; kurz wärmen; einsetzen · länger · weiter; Anteil zugeben; überführen; weiter; abführen · kurz; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S012	B4	f83r	M03_TARGET_TRANSFER	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S013	B4	f83r	M04_ORDER_CONTINUATION	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	einsetzen · weiter | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: einsetzen · weiter; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S014	B4	f83r	M06_FILTER_CLEAR_PRODUCT	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	Ansatz | dies | Kurzpassage | Lauf · Posten; schließen	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: Ansatz; dies; Kurzpassage; Lauf · Posten; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S015	B4	f83r	M06_FILTER_CLEAR_PRODUCT	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	Anteil zugeben | Klarauszug | Anteil | Passage · Ziel | auffangen · kurz · Posten | abführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: Anteil zugeben; Klarauszug; Anteil; Passage · Ziel; auffangen · kurz · Posten; abführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B4-S016	B4	f83r	M03_TARGET_TRANSFER	Hauptpaar mit Tuchanwendung und getrennten Dienstläufen	weiter · Anteil | dorthin | ausgießen · Quelle | kurz absetzen; Schluss	KEINE KLAMMERFORMEL	Besitzer: Hauptpaar mit Tuchanwendung und getrennten Dienstläufen. Karten: weiter · Anteil; dorthin; ausgießen · Quelle; kurz absetzen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B5-S001	B5	f83r	M03_TARGET_TRANSFER	linke figurenlose Dienststation	danach · übertragen; schließen	KEINE KLAMMERFORMEL	Besitzer: linke figurenlose Dienststation. Karten: danach · übertragen; schließen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B5-S002	B5	f83r	M10_LOCAL_EXACT_CELL	linke figurenlose Dienststation	einführen; Schluss	KEINE KLAMMERFORMEL	Besitzer: linke figurenlose Dienststation. Karten: einführen; Schluss.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B5-S003	B5	f83r	M04_ORDER_CONTINUATION	linke figurenlose Dienststation	absetzen · Ziel | dorthin | weiter | abführen · weiter | übertragen · Ziel | Sollmaß | weiter | Arbeitsstufe | überführen	KEINE KLAMMERFORMEL	Besitzer: linke figurenlose Dienststation. Karten: absetzen · Ziel; dorthin; weiter; abführen · weiter; übertragen · Ziel; Sollmaß; weiter; Arbeitsstufe; überführen.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
B6-S001	B6	f83r	M04_ORDER_CONTINUATION	rechte figurenlose Dienststation	auffangen · länger · Posten | bearbeiten · kurz · Posten | Ziel · Posten | weiter | Sollmaß | weiter | Trägereinlage | dies | Ziel	KEINE KLAMMERFORMEL	Besitzer: rechte figurenlose Dienststation. Karten: auffangen · länger · Posten; bearbeiten · kurz · Posten; Ziel · Posten; weiter; Sollmaß; weiter; Trägereinlage; dies; Ziel.	NO	water|patient|disease|body part|species unless card or owner explicitly supplies it
