boundary_id	record_unit_id	page	boundary_ordinal_in_record	from_locus	to_locus	from_locus_fields	to_locus_fields	from_locus_closure_pattern	to_locus_closure_pattern	from_last_field	from_last_field_closure	from_last_field_selected_skeleton	from_last_field_local_reading	to_first_field	to_first_field_closure	to_first_field_selected_skeleton	to_first_field_local_reading	classification	rationale	strongest_alternative	from_statement_id	to_statement_id	cross_line_statement_id	apprentice_boundary_rule	highlight_f82r_3_to_4	highlight_all_f83r_boundaries	status
B3-LB05	B3	f83r	5	f83r.14	f83r.15	F087|F088|F089|F090|F091|F092	F093|F094|F095	TERMINAL|TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL	F092	OPEN	BEREIT? ZIEL?	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	F093	TERMINAL	MASS? ZIEL? BEREIT?	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	CONTINUE_SAME_CLAUSE	F092 bleibt nach Postenbeginn, BEREIT?, ZIEL? und aktiver Portion OPEN; F093 setzt Maß, Zeit, Wasser, Ziel und Rückstand bis TERMINAL fort.	RESUME_ACTIVE_ITEM: F093 kann dieselben Slots in einer neuen Chargenklausel wiederaufnehmen.	B3-S021	B3-S021	B3-S021	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB06	B3	f83r	6	f83r.15	f83r.16	F093|F094|F095	F096|F097|F098	TERMINAL|TERMINAL|TERMINAL	TERMINAL|TERMINAL|OPEN	F095	TERMINAL	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	F096	TERMINAL	∅	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NEXT_PARALLEL_CELL	F095 ist mit ABLASSEN? TERMINAL; die nächste Linie startet selbständige Reinigungs-, Heiz- und Mischzellen.	START_NEW_CLAUSE: die neue Linie kann ein übergeordnetes Prozesskapitel statt eine Parallelzelle beginnen.	B3-S023	B3-S024	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB07	B3	f83r	7	f83r.16	f83r.20	F096|F097|F098	F099|F100|F101|F102|F103	TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	F098	OPEN	BEREIT?	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	F099	TERMINAL	∅	lasse die Flüssigkeit sich setzen und beende den Schritt	CONTINUE_SAME_CLAUSE	F098 bleibt nach Becken, Mischen, Dosieren, BEREIT? und klarem Strom OPEN; F099 lässt denselben Bestand absetzen und schließt.	NEXT_PARALLEL_CELL: F099 kann eine eigenständige Absetzzelle sein.	B3-S026	B3-S026	B3-S026	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB08	B3	f83r	8	f83r.20	f83r.22	F099|F100|F101|F102|F103	F104|F105|F106|F107	TERMINAL|TERMINAL|TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL|TERMINAL|TERMINAL	F103	OPEN	ANWENDEN? MASS?	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	F104	TERMINAL	∅	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	CONTINUE_SAME_CLAUSE	F103 endet OPEN mit ANWENDEN? und MASS?; F104 zieht die klare Portion ab, mischt gleiche Teile und schließt.	RESUME_ACTIVE_ITEM: F104 kann eine neue Klausel mit der abgemessenen Portion sein.	B3-S030	B3-S030	B3-S030	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B3-LB09	B3	f83r	9	f83r.22	f83r.24	F104|F105|F106|F107	F108	TERMINAL|TERMINAL|TERMINAL|TERMINAL	TERMINAL	F107	TERMINAL	∅	ziehe es ab und beende den Schritt	F108	TERMINAL	BEREIT?	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	START_NEW_CLAUSE	F107 ist TERMINAL; F108 bildet eine neue vollständige Bereitschafts-, Bearbeitungs- und Beckenanweisung.	NEXT_PARALLEL_CELL: F108 kann die letzte gleichrangige Stationszelle sein.	B3-S033	B3-S034	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB01	B4	f83r	1	f83r.25	f83r.26	F109|F110|F111	F112|F113	TERMINAL|TERMINAL|OPEN	TERMINAL|TERMINAL	F111	OPEN	∅	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin	F112	TERMINAL	ANTEIL? TEMPERIEREN? ANWENDEN?	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUE_SAME_CLAUSE	F111 bleibt nach Rühren und Richtung zum Ablauf OPEN; F112 entnimmt ANTEIL?, temperiert, wendet an und schließt die Phase.	RESUME_ACTIVE_ITEM: F112 kann eine neue Anwendungsklausel am gleichen Bestand sein.	B4-S003	B4-S003	B4-S003	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB02	B4	f83r	2	f83r.26	f83r.27	F112|F113	F114|F115|F116	TERMINAL|TERMINAL	TERMINAL|TERMINAL|TERMINAL	F113	TERMINAL	∅	binde es auf die Stelle und beende den Schritt	F114	TERMINAL	∅	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NEXT_PARALLEL_CELL	F113 ist TERMINAL; F114 beginnt eine parallele Tuch-, Misch- und Badezelle, gefolgt von zwei weiteren Filterschlüssen.	START_NEW_CLAUSE: f83r.27 kann ein eigener Filtrationsabschnitt sein.	B4-S004	B4-S005	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB03	B4	f83r	3	f83r.27	f83r.28	F114|F115|F116	F117|F118|F119	TERMINAL|TERMINAL|TERMINAL	TERMINAL|TERMINAL|TERMINAL	F116	TERMINAL	∅	seihe es einmal durch ein Tuch und beende den Schritt	F117	TERMINAL	MASS? SPÜLEN?	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	NEXT_PARALLEL_CELL	F116 ist TERMINAL; F117 startet mit MASS?, Wärme, erster Öffnung und SPÜLEN? eine neue kurze Workcell-Suite.	START_NEW_CLAUSE: der neue Parametersatz kann eine neue Prozessphase eröffnen.	B4-S007	B4-S008	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB04	B4	f83r	4	f83r.28	f83r.35	F117|F118|F119	F120	TERMINAL|TERMINAL|TERMINAL	OPEN	F119	TERMINAL	∅	koche sanft und beende diesen Arbeitsschritt	F120	OPEN	MASS?	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	START_NEW_CLAUSE	F119 schließt den Kochschritt TERMINAL; F120 beginnt einen neuen gemessenen warmen Gefäßposten und bleibt OPEN.	NEXT_PARALLEL_CELL: F120 kann nur die nächste gleichrangige Charge sein.	B4-S010	B4-S011	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB05	B4	f83r	5	f83r.35	f83r.37	F120	F121|F122|F123	OPEN	TERMINAL|TERMINAL|TERMINAL	F120	OPEN	MASS?	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	F121	TERMINAL	∅	Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	CONTINUE_SAME_CLAUSE	F120 bleibt nach Maß, Wärme, Gefäß, Zugabe und Rühren OPEN; F121 sagt ausdrücklich voriger Ansatz und schließt mit Waschen.	RESUME_ACTIVE_ITEM: der explizite Rückgriff kann eine neue Klausel statt unmittelbare Fortsetzung markieren.	B4-S011	B4-S011	B4-S011	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB06	B4	f83r	6	f83r.37	f83r.38	F121|F122|F123	F124	TERMINAL|TERMINAL|TERMINAL	TERMINAL	F123	TERMINAL	∅	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	F124	TERMINAL	ANSATZ?	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	START_NEW_CLAUSE	F123 ist TERMINAL; F124 beginnt mit ANSATZ? eine neue unmittelbare Anwendung und schließt wieder.	NEXT_PARALLEL_CELL: beide können benachbarte Abschlusszellen desselben Durchgangs sein.	B4-S013	B4-S014	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB07	B4	f83r	7	f83r.38	f83r.39	F124	F125	TERMINAL	OPEN	F124	TERMINAL	ANSATZ?	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	F125	OPEN	KLAR?	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	START_NEW_CLAUSE	F124 ist TERMINAL; F125 eröffnet eine neue gemessene Klarheits-/Dauerklausel und bleibt OPEN.	RESUME_ACTIVE_ITEM: F125 kann den soeben verwendeten Ansatz erneut prüfen.	B4-S014	B4-S015	NONE	Am Zeilenreset neuen Klauselzettel beginnen; Besitzerstatus gemäß Klasse führen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB08	B4	f83r	8	f83r.39	f83r.41	F125	F126|F127	OPEN	TERMINAL|OPEN	F125	OPEN	KLAR?	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	F126	TERMINAL	ABLASSEN?	öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	CONTINUE_SAME_CLAUSE	F125 bleibt nach KLAR?, Anteil und Dauer OPEN; F126 öffnet danach den oberen Lauf, lässt ab und schließt.	NEXT_PARALLEL_CELL: F126 kann eine unabhängige Ablasszelle sein.	B4-S015	B4-S015	B4-S015	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B4-LB09	B4	f83r	9	f83r.41	f83r.44	F126|F127	F128	TERMINAL|OPEN	TERMINAL	F127	OPEN	ZIEL?	das untere Becken ; An die bezeichnete Zielstelle führen	F128	TERMINAL	∅	gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUE_SAME_CLAUSE	F127 bleibt nach unterem Becken und ZIEL? OPEN; F128 gießt warmes Wasser ein und bringt genau diese Zielphase zum Schluss.	RESUME_ACTIVE_ITEM: F128 kann eine neue Nachfüllklausel am gleichen Becken sein.	B4-S016	B4-S016	B4-S016	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B5-LB01	B5	f83r	1	f83r.47	f83r.48	F129|F130|F131	F132	TERMINAL|TERMINAL|OPEN	OPEN	F131	OPEN	∅	für einen Zeitabschnitt	F132	OPEN	ZIEL? MASS?	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	CONTINUE_SAME_CLAUSE	F131 besteht als OPEN-Feld nur aus einer Dauer; F132 ergänzt Ziel, vorigen Bestand, Wärme und MASS? ohne formalen Schluss.	RESUME_ACTIVE_ITEM: die Dauer kann als eigener Merkslot vor einer neuen Klausel stehen.	B5-S003	B5-S003	B5-S003	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B5-LB02	B5	f83r	2	f83r.48	f83r.49	F132	F133	OPEN	OPEN	F132	OPEN	ZIEL? MASS?	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	F133	OPEN	∅	Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	CONTINUE_SAME_CLAUSE	F132 bleibt am vorgeschriebenen Maß OPEN; F133 beginnt mit der vorigen Zubereitung, nennt die zweite Öffnung und rührt weiter.	RESUME_ACTIVE_ITEM: der Rückverweis kann einen neuen Stationssatz eröffnen.	B5-S003	B5-S003	B5-S003	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
B6-LB01	B6	f83r	1	f83r.52	f83r.54	F134	F135	OPEN	OPEN	F134	OPEN	∅	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter	F135	OPEN	MASS?	Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	CONTINUE_SAME_CLAUSE	F134 bleibt nach erster Öffnung und voriger Zubereitung OPEN; F135 setzt MASS?, Weiterführung, Tuch, Portion und Ziel fort.	RESUME_ACTIVE_ITEM: F135 kann die Ausführung einer vorher nur eingerichteten Station als neue Klausel sein.	B6-S001	B6-S001	B6-S001	Zeilenreset ignorieren und denselben Klauselzettel weiterführen.	NO	YES	CREATIVE_SEGMENTATION;NO_NEW_CARD_MEANING
